level,group,genre,measure,n_months,spearman_trend,p,first_month_value,last_full_month_value
creator,@USATODAY,streams,outrage,9,-0.533,0.1392,0.0864,0.0455
creator,@USATODAY,streams,humor,9,,,0.0,0.0
creator,@USATODAY,videos,F1_controlled,9,0.15,0.7001,0.494,0.3288
creator,@USATODAY,videos,F2_controlled,9,0.45,0.2242,0.8302,0.9428
creator,@USATODAY,videos,F3_controlled,9,-0.65,0.0581,-0.6303,-0.6327
creator,@USATODAY,videos,F4_controlled,9,-0.133,0.7324,-0.226,-0.2244
creator,@USATODAY,videos,F5_controlled,9,-0.083,0.8312,-0.0245,-0.0345
creator,@USATODAY,videos,F6_controlled,9,-0.717,0.0298,0.597,0.0985
creator,@USATODAY,videos,F7_controlled,9,0.533,0.1392,1.5126,1.4359
creator,@USATODAY,videos,F8_controlled,9,-0.05,0.8984,0.3687,0.2075
creator,@USATODAY,videos,F9_controlled,9,0.25,0.5165,-0.7239,-0.4365
creator,@USATODAY,videos,F10_controlled,9,0.683,0.0424,0.7774,1.0839
creator,@USATODAY,videos,F11_controlled,9,0.5,0.1705,0.1203,0.368
creator,@USATODAY,videos,F12_controlled,9,-0.7,0.0358,0.5186,0.3692
creator,@USATODAY,videos,curiosity_gap,9,-0.7,0.0358,0.0189,0.0039
creator,@USATODAY,videos,outrage,9,-0.483,0.1875,0.3349,0.2422
creator,@USATODAY,videos,humor,9,-0.037,0.9257,0.0,0.0039
creator,@aljazeeraenglish,videos,F1_controlled,9,-0.033,0.9322,0.2644,0.0195
creator,@aljazeeraenglish,videos,F2_controlled,9,-0.15,0.7001,0.3901,0.3321
creator,@aljazeeraenglish,videos,F3_controlled,9,-0.5,0.1705,-0.4808,-0.4694
creator,@aljazeeraenglish,videos,F4_controlled,9,-0.583,0.0992,-0.2807,-0.3826
creator,@aljazeeraenglish,videos,F5_controlled,9,0.15,0.7001,0.2444,0.2183
creator,@aljazeeraenglish,videos,F6_controlled,9,0.9,0.0009,-0.7477,-0.495
creator,@aljazeeraenglish,videos,F7_controlled,9,-0.467,0.2054,2.0554,1.8499
creator,@aljazeeraenglish,videos,F8_controlled,9,0.283,0.46,0.034,-0.0046
creator,@aljazeeraenglish,videos,F9_controlled,9,-0.033,0.9322,-0.4555,-0.3741
creator,@aljazeeraenglish,videos,F10_controlled,9,-0.933,0.0002,-0.1228,-0.394
creator,@aljazeeraenglish,videos,F11_controlled,9,-0.433,0.244,0.0691,-0.4072
creator,@aljazeeraenglish,videos,F12_controlled,9,0.483,0.1875,0.4087,0.4854
creator,@aljazeeraenglish,videos,curiosity_gap,9,0.05,0.8984,0.0187,0.0175
creator,@aljazeeraenglish,videos,outrage,9,0.267,0.4879,0.2906,0.3216
creator,@aljazeeraenglish,videos,humor,9,0.548,0.1269,0.0,0.0
creator,@bulwarkmedia,streams,F1_controlled,6,-0.257,0.6228,-0.2622,-0.5508
creator,@bulwarkmedia,streams,F2_controlled,6,0.029,0.9572,-0.358,0.4987
creator,@bulwarkmedia,streams,F3_controlled,6,-0.257,0.6228,0.417,0.2399
creator,@bulwarkmedia,streams,F4_controlled,6,-0.543,0.2657,-0.188,-0.3815
creator,@bulwarkmedia,streams,F5_controlled,6,-0.257,0.6228,0.2743,-0.2006
creator,@bulwarkmedia,streams,F6_controlled,6,0.657,0.1562,0.5199,1.1487
creator,@bulwarkmedia,streams,F7_controlled,6,-0.086,0.8717,-0.9295,-0.6533
creator,@bulwarkmedia,streams,F8_controlled,6,0.486,0.3287,-0.3201,0.4019
creator,@bulwarkmedia,streams,F9_controlled,6,-0.771,0.0724,-0.8166,-1.6696
creator,@bulwarkmedia,streams,F10_controlled,6,0.257,0.6228,-0.9828,-0.6093
creator,@bulwarkmedia,streams,F11_controlled,6,-0.314,0.5441,-0.2851,-0.8711
creator,@bulwarkmedia,streams,F12_controlled,6,0.029,0.9572,-0.0253,-0.2072
creator,@bulwarkmedia,streams,curiosity_gap,6,0.101,0.8484,0.0,0.0
creator,@bulwarkmedia,streams,outrage,6,0.257,0.6228,0.5455,0.7037
creator,@bulwarkmedia,streams,humor,6,,,0.0,0.0
creator,@bulwarkmedia,videos,F1_controlled,9,-0.283,0.46,0.269,0.1144
creator,@bulwarkmedia,videos,F2_controlled,9,0.6,0.0876,0.4746,1.0235
creator,@bulwarkmedia,videos,F3_controlled,9,0.517,0.1544,-0.1166,-0.1052
creator,@bulwarkmedia,videos,F4_controlled,9,-0.267,0.4879,-0.2328,-0.2176
creator,@bulwarkmedia,videos,F5_controlled,9,-0.717,0.0298,0.2346,0.1606
creator,@bulwarkmedia,videos,F6_controlled,9,0.417,0.2646,0.984,1.0958
creator,@bulwarkmedia,videos,F7_controlled,9,0.2,0.6059,-0.9806,-1.0201
creator,@bulwarkmedia,videos,F8_controlled,9,0.75,0.0199,0.1132,0.1142
creator,@bulwarkmedia,videos,F9_controlled,9,0.0,1.0,-0.944,-0.8647
creator,@bulwarkmedia,videos,F10_controlled,9,0.533,0.1392,-0.8308,-0.4512
creator,@bulwarkmedia,videos,F11_controlled,9,0.133,0.7324,-0.4015,-0.4484
creator,@bulwarkmedia,videos,F12_controlled,9,0.1,0.798,0.3153,0.7647
creator,@bulwarkmedia,videos,curiosity_gap,9,0.083,0.8312,0.0275,0.0312
creator,@bulwarkmedia,videos,outrage,9,0.383,0.3085,0.5505,0.6458
creator,@bulwarkmedia,videos,humor,9,-0.183,0.6382,0.0,0.0
creator,@markets,videos,F1_controlled,9,-0.3,0.4328,0.5689,0.5308
creator,@markets,videos,F2_controlled,9,-0.55,0.125,-0.9139,-1.0105
creator,@markets,videos,F3_controlled,9,-0.033,0.9322,-0.4877,-0.3857
creator,@markets,videos,F4_controlled,9,-0.55,0.125,-0.2197,-0.3806
creator,@markets,videos,F5_controlled,9,-0.933,0.0002,-0.2845,-0.5612
creator,@markets,videos,F6_controlled,9,-0.733,0.0246,0.2183,0.0323
creator,@markets,videos,F7_controlled,9,0.567,0.1116,-0.314,-0.2569
creator,@markets,videos,F8_controlled,9,-0.25,0.5165,0.4492,0.1228
creator,@markets,videos,F9_controlled,9,-0.3,0.4328,-0.4247,-0.4342
creator,@markets,videos,F10_controlled,9,-0.017,0.9661,-0.5879,-0.5467
creator,@markets,videos,F11_controlled,9,-0.367,0.3317,-0.3952,-0.3636
creator,@markets,videos,F12_controlled,9,-0.267,0.4879,0.7059,0.4111
creator,@markets,videos,curiosity_gap,9,-0.25,0.5165,0.0088,0.0078
creator,@markets,videos,outrage,9,0.267,0.4879,0.1738,0.1761
creator,@markets,videos,humor,9,-0.663,0.0514,0.0013,0.0
creator,@msnow,streams,F1_controlled,8,0.452,0.2604,-0.2488,0.7437
creator,@msnow,streams,F2_controlled,8,-0.81,0.0149,1.1335,0.4935
creator,@msnow,streams,F3_controlled,8,-0.881,0.0039,3.1635,-0.3348
creator,@msnow,streams,F4_controlled,8,-0.024,0.9554,-0.2161,-0.0377
creator,@msnow,streams,F5_controlled,8,-0.024,0.9554,-0.4751,-0.5114
creator,@msnow,streams,F6_controlled,8,0.238,0.5702,-0.3632,-0.6096
creator,@msnow,streams,F7_controlled,8,-0.024,0.9554,1.6404,1.0327
creator,@msnow,streams,F8_controlled,8,0.048,0.9108,0.0348,-0.2766
creator,@msnow,streams,F9_controlled,8,0.714,0.0465,-0.9222,-0.4853
creator,@msnow,streams,F10_controlled,8,0.167,0.6932,-0.7545,0.0504
creator,@msnow,streams,F11_controlled,8,0.5,0.207,-0.0717,0.7736
creator,@msnow,streams,F12_controlled,8,0.595,0.1195,-0.627,0.0761
creator,@msnow,streams,curiosity_gap,8,-0.136,0.7474,0.0,0.0
creator,@msnow,streams,outrage,8,-0.786,0.0208,0.2,0.0556
creator,@msnow,streams,humor,8,,,0.0,0.0
creator,@msnow,videos,F1_controlled,9,-0.8,0.0096,0.6439,0.1383
creator,@msnow,videos,F2_controlled,9,-0.767,0.0159,0.9982,0.7041
creator,@msnow,videos,F3_controlled,9,0.817,0.0072,0.2717,0.4082
creator,@msnow,videos,F4_controlled,9,-0.333,0.3807,0.1355,0.0838
creator,@msnow,videos,F5_controlled,9,0.6,0.0876,0.2325,0.3345
creator,@msnow,videos,F6_controlled,9,-0.267,0.4879,-0.3085,-0.3737
creator,@msnow,videos,F7_controlled,9,-0.333,0.3807,0.9441,0.8084
creator,@msnow,videos,F8_controlled,9,0.383,0.3085,-0.2109,-0.2441
creator,@msnow,videos,F9_controlled,9,0.2,0.6059,-0.6584,-0.4144
creator,@msnow,videos,F10_controlled,9,0.85,0.0037,2.3743,2.8005
creator,@msnow,videos,F11_controlled,9,0.85,0.0037,0.051,0.2361
creator,@msnow,videos,F12_controlled,9,-0.117,0.765,0.4017,0.3209
creator,@msnow,videos,curiosity_gap,9,0.067,0.8647,0.0153,0.0114
creator,@msnow,videos,outrage,9,0.533,0.1392,0.5369,0.5698
creator,@msnow,videos,humor,9,-0.339,0.3715,0.0018,0.0
creator,@nypost,videos,F1_controlled,9,-0.533,0.1392,0.1709,0.0715
creator,@nypost,videos,F2_controlled,9,0.167,0.6682,-0.7532,-0.7957
creator,@nypost,videos,F3_controlled,9,-0.333,0.3807,-0.4898,-0.5474
creator,@nypost,videos,F4_controlled,9,-0.067,0.8647,-0.1634,-0.2331
creator,@nypost,videos,F5_controlled,9,-0.45,0.2242,-0.3884,-0.4627
creator,@nypost,videos,F6_controlled,9,0.517,0.1544,0.2005,0.2197
creator,@nypost,videos,F7_controlled,9,-0.25,0.5165,-0.699,-0.8652
creator,@nypost,videos,F8_controlled,9,0.85,0.0037,-0.0933,0.2328
creator,@nypost,videos,F9_controlled,9,-0.133,0.7324,-0.5664,-0.578
creator,@nypost,videos,F10_controlled,9,0.033,0.9322,0.6223,0.234
creator,@nypost,videos,F11_controlled,9,0.7,0.0358,0.0884,0.4437
creator,@nypost,videos,F12_controlled,9,-0.4,0.2861,0.04,-0.1732
creator,@nypost,videos,curiosity_gap,9,0.0,1.0,0.0167,0.0153
creator,@nypost,videos,outrage,9,-0.35,0.3558,0.5585,0.4947
creator,@nypost,videos,humor,9,-0.483,0.1875,0.005,0.0012
creator,@oann,streams,F1_controlled,8,0.595,0.1195,0.2231,0.584
creator,@oann,streams,F2_controlled,8,0.643,0.0856,-2.4841,-0.2562
creator,@oann,streams,F3_controlled,8,0.69,0.058,-1.1631,3.0624
creator,@oann,streams,F4_controlled,8,-0.429,0.2894,-0.4653,-0.5419
creator,@oann,streams,F5_controlled,8,-0.119,0.7789,-0.5791,-0.4662
creator,@oann,streams,F6_controlled,8,-0.857,0.0065,0.7707,-0.4249
creator,@oann,streams,F7_controlled,8,0.619,0.1017,-1.032,0.349
creator,@oann,streams,F8_controlled,8,0.286,0.4927,-0.2664,-0.3798
creator,@oann,streams,F9_controlled,8,0.619,0.1017,-0.289,3.0132
creator,@oann,streams,F10_controlled,8,-0.571,0.139,-0.3484,-0.7699
creator,@oann,streams,F11_controlled,8,-0.619,0.1017,-0.2279,-1.0276
creator,@oann,streams,F12_controlled,8,0.5,0.207,-0.8033,-0.3361
creator,@oann,streams,curiosity_gap,8,0.082,0.8461,0.0,0.0
creator,@oann,streams,outrage,8,0.19,0.6514,0.2,0.2955
creator,@oann,streams,humor,8,0.412,0.31,0.0,0.0227
creator,@oann,videos,F1_controlled,9,0.633,0.0671,0.2563,0.3498
creator,@oann,videos,F2_controlled,9,0.083,0.8312,-0.9717,-0.8809
creator,@oann,videos,F3_controlled,9,-0.417,0.2646,-0.3738,-0.4221
creator,@oann,videos,F4_controlled,9,-0.233,0.5457,-0.5239,-0.6846
creator,@oann,videos,F5_controlled,9,-0.667,0.0499,0.007,-0.5286
creator,@oann,videos,F6_controlled,9,0.5,0.1705,0.2936,0.5163
creator,@oann,videos,F7_controlled,9,0.383,0.3085,-0.4483,-0.3268
creator,@oann,videos,F8_controlled,9,0.533,0.1392,0.2766,0.4449
creator,@oann,videos,F9_controlled,9,-0.45,0.2242,-0.6732,-0.4093
creator,@oann,videos,F10_controlled,9,-0.25,0.5165,-0.2005,-0.2899
creator,@oann,videos,F11_controlled,9,-0.1,0.798,-0.1027,-0.0495
creator,@oann,videos,F12_controlled,9,0.283,0.46,-0.2224,0.1632
creator,@oann,videos,curiosity_gap,9,-0.567,0.1116,0.0432,0.0124
creator,@oann,videos,outrage,9,-0.517,0.1544,0.3889,0.3651
creator,@oann,videos,humor,9,0.287,0.4538,0.0,0.0
creator,@thehill,streams,F1_controlled,9,0.683,0.0424,0.0237,0.3525
creator,@thehill,streams,F2_controlled,9,0.7,0.0358,-0.5213,-0.3583
creator,@thehill,streams,F3_controlled,9,-0.7,0.0358,1.1738,-0.9325
creator,@thehill,streams,F4_controlled,9,-0.867,0.0025,0.0237,-0.4506
creator,@thehill,streams,F5_controlled,9,-0.35,0.3558,-0.5588,-0.3756
creator,@thehill,streams,F6_controlled,9,-0.567,0.1116,-0.3294,-0.4446
creator,@thehill,streams,F7_controlled,9,0.867,0.0025,-0.6288,1.5814
creator,@thehill,streams,F8_controlled,9,0.567,0.1116,0.0693,0.3395
creator,@thehill,streams,F9_controlled,9,0.433,0.244,-0.9027,-0.8892
creator,@thehill,streams,F10_controlled,9,0.317,0.4064,-1.0199,-0.2565
creator,@thehill,streams,F11_controlled,9,-0.65,0.0581,-0.2877,-0.669
creator,@thehill,streams,F12_controlled,9,0.017,0.9661,0.2722,0.2566
creator,@thehill,streams,curiosity_gap,9,-0.858,0.0031,0.0741,0.0
creator,@thehill,streams,outrage,9,-0.317,0.4064,0.0556,0.0566
creator,@thehill,streams,humor,9,,,0.0,0.0
creator,@thehill,videos,F1_controlled,9,0.3,0.4328,0.0785,0.1977
creator,@thehill,videos,F2_controlled,9,0.6,0.0876,-0.5857,0.1492
creator,@thehill,videos,F3_controlled,9,0.2,0.6059,-0.1133,0.1127
creator,@thehill,videos,F4_controlled,9,-0.05,0.8984,-0.3503,-0.3064
creator,@thehill,videos,F5_controlled,9,0.733,0.0246,-0.5409,0.0822
creator,@thehill,videos,F6_controlled,9,-0.9,0.0009,0.6698,0.398
creator,@thehill,videos,F7_controlled,9,0.717,0.0298,-0.2292,0.977
creator,@thehill,videos,F8_controlled,9,0.233,0.5457,0.3926,0.1959
creator,@thehill,videos,F9_controlled,9,-0.333,0.3807,0.3852,0.1236
creator,@thehill,videos,F10_controlled,9,0.65,0.0581,0.136,0.5534
creator,@thehill,videos,F11_controlled,9,-0.533,0.1392,0.4193,0.3246
creator,@thehill,videos,F12_controlled,9,0.4,0.2861,0.2772,0.496
creator,@thehill,videos,curiosity_gap,9,-0.5,0.1705,0.0197,0.0093
creator,@thehill,videos,outrage,9,-0.133,0.7324,0.5022,0.4813
creator,@thehill,videos,humor,9,-0.831,0.0056,0.0022,0.0
creator,@timesofindia,streams,F1_controlled,9,0.15,0.7001,-0.7437,-1.1907
creator,@timesofindia,streams,F2_controlled,9,-0.017,0.9661,0.0019,-0.3626
creator,@timesofindia,streams,F3_controlled,9,0.383,0.3085,0.7309,1.1055
creator,@timesofindia,streams,F4_controlled,9,-0.283,0.46,0.4411,0.4199
creator,@timesofindia,streams,F5_controlled,9,0.017,0.9661,-0.5115,-0.2295
creator,@timesofindia,streams,F6_controlled,9,0.267,0.4879,0.7125,0.5343
creator,@timesofindia,streams,F7_controlled,9,0.083,0.8312,-0.7161,-0.8948
creator,@timesofindia,streams,F8_controlled,9,0.167,0.6682,0.447,0.3678
creator,@timesofindia,streams,F9_controlled,9,0.817,0.0072,-0.3988,0.8116
creator,@timesofindia,streams,F10_controlled,9,-0.15,0.7001,2.1199,2.402
creator,@timesofindia,streams,F11_controlled,9,0.4,0.2861,0.4914,0.4351
creator,@timesofindia,streams,F12_controlled,9,-0.917,0.0005,1.2034,0.3346
creator,@timesofindia,streams,curiosity_gap,9,0.133,0.7324,0.0282,0.0325
creator,@timesofindia,streams,outrage,9,-0.833,0.0053,0.777,0.6558
creator,@timesofindia,streams,humor,9,-0.16,0.6814,0.0,0.0
creator,@timesofindia,videos,F1_controlled,9,-0.467,0.2054,-0.6976,-1.2244
creator,@timesofindia,videos,F2_controlled,9,-0.317,0.4064,-0.2817,-0.3835
creator,@timesofindia,videos,F3_controlled,9,0.933,0.0002,-0.1296,0.5907
creator,@timesofindia,videos,F4_controlled,9,-0.5,0.1705,0.4079,0.332
creator,@timesofindia,videos,F5_controlled,9,0.017,0.9661,-0.3461,-0.2965
creator,@timesofindia,videos,F6_controlled,9,0.2,0.6059,0.8644,0.5863
creator,@timesofindia,videos,F7_controlled,9,-0.933,0.0002,-0.8237,-1.1753
creator,@timesofindia,videos,F8_controlled,9,-0.35,0.3558,0.4976,0.2575
creator,@timesofindia,videos,F9_controlled,9,0.883,0.0016,-0.5306,1.3779
creator,@timesofindia,videos,F10_controlled,9,0.717,0.0298,2.7013,3.5282
creator,@timesofindia,videos,F11_controlled,9,0.5,0.1705,0.6579,0.9715
creator,@timesofindia,videos,F12_controlled,9,-0.367,0.3317,0.8274,0.1533
creator,@timesofindia,videos,curiosity_gap,9,-0.25,0.5165,0.0683,0.0617
creator,@timesofindia,videos,outrage,9,0.6,0.0876,0.8478,0.9146
creator,@timesofindia,videos,humor,9,-0.339,0.3715,0.001,0.0
creator,https://rumble.com/c/BannonsWarRoom,videos,F1_controlled,9,0.533,0.1392,0.7319,0.9605
creator,https://rumble.com/c/BannonsWarRoom,videos,F2_controlled,9,0.483,0.1875,1.1045,1.1529
creator,https://rumble.com/c/BannonsWarRoom,videos,F3_controlled,9,-0.333,0.3807,0.8307,0.6235
creator,https://rumble.com/c/BannonsWarRoom,videos,F4_controlled,9,-0.117,0.765,0.4881,0.3584
creator,https://rumble.com/c/BannonsWarRoom,videos,F5_controlled,9,-0.767,0.0159,0.0734,-0.1713
creator,https://rumble.com/c/BannonsWarRoom,videos,F6_controlled,9,-0.117,0.765,0.8319,0.7477
creator,https://rumble.com/c/BannonsWarRoom,videos,F7_controlled,9,0.65,0.0581,-1.3929,-0.8821
creator,https://rumble.com/c/BannonsWarRoom,videos,F8_controlled,9,0.65,0.0581,0.3154,0.3823
creator,https://rumble.com/c/BannonsWarRoom,videos,F9_controlled,9,0.183,0.6368,-0.1918,-0.3759
creator,https://rumble.com/c/BannonsWarRoom,videos,F10_controlled,9,-0.333,0.3807,0.8206,0.7316
creator,https://rumble.com/c/BannonsWarRoom,videos,F11_controlled,9,0.4,0.2861,2.404,2.7825
creator,https://rumble.com/c/BannonsWarRoom,videos,F12_controlled,9,-0.367,0.3317,1.4062,1.1705
creator,https://rumble.com/c/BannonsWarRoom,videos,curiosity_gap,9,-0.65,0.0581,0.0212,0.0183
creator,https://rumble.com/c/BannonsWarRoom,videos,outrage,9,-0.817,0.0072,0.4771,0.3671
creator,https://rumble.com/c/BannonsWarRoom,videos,humor,9,-0.707,0.033,0.0016,0.0
