creator,genre,kind,template,n_titles,share
@USATODAY,videos,trailing,# <ENT> says,10,0.0047
@USATODAY,videos,trailing,full press conference,9,0.0042
@UnHerd,streams,leading,debate : this,5,0.3125
@UnHerd,videos,leading,<ENT> : the,4,0.0526
@UnHerd,videos,leading,<ENT> : why,4,0.0526
@UnHerd,videos,trailing,varoufakis & munchau,4,0.0526
@Unpacked,videos,leading,,8,0.2105
@Unpacked,videos,leading,the real reason,4,0.1053
@Unpacked,videos,trailing,,8,0.2105
@Vaush,videos,leading,,36,0.0835
@Vaush,videos,leading,breaking : <ENT>,7,0.0162
@Vaush,videos,leading,<ENT> 's <ENT>,7,0.0162
@Vaush,videos,leading,<ENT> to <ENT>,4,0.0093
@Vaush,videos,trailing,,36,0.0835
@Vaush,videos,trailing,than you think,6,0.0139
@VivaFrei,streams,leading,<ENT> ; <ENT>,4,0.0816
@VivaFrei,streams,trailing,and more !,9,0.1837
@VivaFrei,streams,trailing,! <ENT> !,7,0.1429
@VivaFrei,streams,trailing,& more !,6,0.1224
@VivaFrei,streams,trailing,# <ENT> !,6,0.1224
@VivaFrei,videos,leading,<ENT> ! <ENT>,8,0.0258
@VivaFrei,videos,leading,""" <ENT> """,6,0.0194
@VivaFrei,videos,leading,"<ENT> "" <ENT>",4,0.0129
@VivaFrei,videos,trailing,! w/ <ENT>,8,0.0258
@VivaFrei,videos,trailing,! viva frei,8,0.0258
@VivaFrei,videos,trailing,<ENT> <ENT> !,6,0.0194
@VivaFrei,videos,trailing,! <ENT> !,5,0.0161
@VivaFrei,videos,trailing,""" <ENT> !",5,0.0161
@Vox,videos,trailing,<ENT> # actually,24,0.189
@Vox,videos,trailing,<ENT> # <ENT>,8,0.063
@X22Report-y5y,videos,leading,[ ds ],40,0.1055
@X22Report-y5y,videos,leading,<ENT> # <ENT>,22,0.058
@X22Report-y5y,videos,leading,<ENT> the [,16,0.0422
@X22Report-y5y,videos,leading,[ cb ],14,0.0369
@X22Report-y5y,videos,leading,[ <ENT> #,6,0.0158
@X22Report-y5y,videos,trailing,<ENT> # <ENT>,15,0.0396
@X22Report-y5y,videos,trailing,[ cb ],9,0.0237
@X22Report-y5y,videos,trailing,[ ds ],6,0.0158
@X22Report-y5y,videos,trailing,,5,0.0132
@X22Report-y5y,videos,trailing,timing is everything,4,0.0106
@XAVIAER,videos,leading,reacting to <ENT>,4,0.0588
@Xanderhal,streams,trailing,# <ENT> more,8,0.0792
@Xanderhal,streams,trailing,more <ENT> resynched,5,0.0495
@Xanderhal,streams,trailing,playing more hytale,4,0.0396
@Xanderhal,streams,trailing,drama & more,4,0.0396
@Xanderhal,videos,leading,,20,0.0692
@Xanderhal,videos,leading,<ENT> 's <ENT>,4,0.0138
@Xanderhal,videos,trailing,,20,0.0692
@Xanderhal,videos,trailing,""" <ENT> """,6,0.0208
@ZeihanonGeopolitics,videos,leading,,18,0.0891
@ZeihanonGeopolitics,videos,leading,<ENT> : <ENT>,10,0.0495
@ZeihanonGeopolitics,videos,leading,<ENT> and <ENT>,6,0.0297
@ZeihanonGeopolitics,videos,leading,the end of,5,0.0248
@ZeihanonGeopolitics,videos,leading,<ENT> 's <ENT>,4,0.0198
@ZeihanonGeopolitics,videos,trailing,,18,0.0891
@ZeihanonGeopolitics,videos,trailing,<ENT> in <ENT>,4,0.0198
@ZeihanonGeopolitics,videos,trailing,<ENT> 's <ENT>,4,0.0198
@ZeihanonGeopolitics,videos,trailing,<ENT> : <ENT>,4,0.0198
@ZubyMusic,videos,leading,,8,0.0615
@ZubyMusic,videos,trailing,,8,0.0615
@aaronparnas1,videos,leading,breaking : <ENT>,307,0.3992
@aaronparnas1,videos,leading,breaking : trump,160,0.2081
@aaronparnas1,videos,leading,breaking : massive,13,0.0169
@aaronparnas1,videos,leading,breaking : maga,10,0.013
@aaronparnas1,videos,leading,breaking : world,9,0.0117
@aaronparnas1,videos,trailing,<ENT> ! !,13,0.0169
@aaronparnas1,videos,trailing,<ENT> in <ENT>,12,0.0156
@aaronparnas1,videos,trailing,! ! !,11,0.0143
@aaronparnas1,videos,trailing,<ENT> as <ENT>,11,0.0143
@aaronparnas1,videos,trailing,<ENT> and <ENT>,11,0.0143
@adammockler,videos,leading,,32,0.0303
@adammockler,videos,leading,<ENT> as <ENT>,22,0.0209
@adammockler,videos,leading,<ENT> after <ENT>,11,0.0104
@adammockler,videos,leading,breaking : <ENT>,8,0.0076
@adammockler,videos,leading,<ENT> on <ENT>,7,0.0066
@adammockler,videos,trailing,,32,0.0303
@adammockler,videos,trailing,! ! !,25,0.0237
@adammockler,videos,trailing,<ENT> as <ENT>,8,0.0076
@adammockler,videos,trailing,on live tv,7,0.0066
@adammockler,videos,trailing,did it #,6,0.0057
@ajplus,videos,leading,it 's bisan,4,0.08
@aljazeeraenglish,videos,leading,<ENT> - <ENT>,148,0.0223
@aljazeeraenglish,videos,leading,<ENT> says <ENT>,96,0.0145
@aljazeeraenglish,videos,leading,<ENT> and <ENT>,61,0.0092
@aljazeeraenglish,videos,leading,<ENT> # <ENT>,56,0.0084
@aljazeeraenglish,videos,leading,<ENT> ’s <ENT>,55,0.0083
@aljazeeraenglish,videos,trailing,? | <ENT>,282,0.0425
@aljazeeraenglish,videos,trailing,| the take,143,0.0215
@aljazeeraenglish,videos,trailing,this is <ENT>,102,0.0154
@aljazeeraenglish,videos,trailing,# analyst says,70,0.0105
@aljazeeraenglish,videos,trailing,counting the cost,55,0.0083
@axios,videos,leading,view from the,16,0.1168
@axios,videos,leading,,6,0.0438
@axios,videos,leading,<ENT> ’s <ENT>,5,0.0365
@axios,videos,trailing,<ENT> | <ENT>,6,0.0438
@axios,videos,trailing,axios ’ <ENT>,6,0.0438
@axios,videos,trailing,,6,0.0438
@axios,videos,trailing,<ENT> ina fried,5,0.0365
@axios,videos,trailing,<ENT> ’s <ENT>,5,0.0365
@bbrettcooper,videos,leading,,11,0.0791
@bbrettcooper,videos,leading,<ENT> and <ENT>,5,0.036
@bbrettcooper,videos,leading,reacting to the,5,0.036
@bbrettcooper,videos,trailing,,11,0.0791
@bennyjohnson,streams,leading,🚨 <ENT> just,4,0.0247
@bennyjohnson,streams,leading,🚨 <ENT> in,4,0.0247
@bennyjohnson,streams,leading,🚨 <ENT> to,4,0.0247
@bennyjohnson,streams,leading,panic : <ENT>,4,0.0247
@bennyjohnson,streams,leading,🚨 <ENT> press,4,0.0247
@bennyjohnson,streams,trailing,<ENT> in <ENT>,4,0.0247
@bennyjohnson,videos,leading,🚨 breaking :,31,0.0213
@bennyjohnson,videos,leading,<ENT> : <ENT>,22,0.0151
@bennyjohnson,videos,leading,<ENT> in <ENT>,20,0.0138
@bennyjohnson,videos,leading,🚨 <ENT> just,14,0.0096
@bennyjohnson,videos,leading,🚨 <ENT> <ENT>,11,0.0076
@bennyjohnson,videos,trailing,in <ENT> #,27,0.0186
@bennyjohnson,videos,trailing,is <ENT> #,20,0.0138
@bennyjohnson,videos,trailing,to <ENT> #,14,0.0096
@bennyjohnson,videos,trailing,| <ENT> #,13,0.0089
@bennyjohnson,videos,trailing,# <ENT> #,12,0.0083
@breakingpoints,videos,leading,,28,0.0281
@breakingpoints,videos,leading,<ENT> # <ENT>,28,0.0281
@breakingpoints,videos,leading,<ENT> : <ENT>,26,0.0261
@breakingpoints,videos,leading,<ENT> in <ENT>,11,0.011
@breakingpoints,videos,leading,<ENT> after <ENT>,9,0.009
@breakingpoints,videos,trailing,<ENT> # <ENT>,30,0.0301
@breakingpoints,videos,trailing,,28,0.0281
@breakingpoints,videos,trailing,<ENT> in <ENT>,9,0.009
@breakingpoints,videos,trailing,<ENT> as <ENT>,9,0.009
@breakingpoints,videos,trailing,<ENT> on <ENT>,8,0.008
@briantylercohen,streams,leading,live : <ENT>,4,0.4
@briantylercohen,videos,leading,breaking : <ENT>,44,0.0432
@briantylercohen,videos,leading,<ENT> : <ENT>,37,0.0363
@briantylercohen,videos,leading,<ENT> : trump,37,0.0363
@briantylercohen,videos,leading,breaking : trump,32,0.0314
@briantylercohen,videos,leading,whoa : <ENT>,17,0.0167
@briantylercohen,videos,trailing,| another day,176,0.1727
@briantylercohen,videos,trailing,<ENT> in court,11,0.0108
@briantylercohen,videos,trailing,bomb on <ENT>,10,0.0098
@briantylercohen,videos,trailing,with <ENT> announcement,9,0.0088
@briantylercohen,videos,trailing,on national tv,7,0.0069
@bulwarkmedia,streams,leading,breaking : <ENT>,22,0.0987
@bulwarkmedia,streams,leading,breaking : trump,9,0.0404
@bulwarkmedia,streams,leading,<ENT> # <ENT>,6,0.0269
@bulwarkmedia,streams,leading,<ENT> and <ENT>,5,0.0224
@bulwarkmedia,streams,trailing,| maga <ENT>,21,0.0942
@bulwarkmedia,streams,trailing,bulwark on <ENT>,19,0.0852
@bulwarkmedia,streams,trailing,| morning shots,11,0.0493
@bulwarkmedia,streams,trailing,w/ <ENT> ),11,0.0493
@bulwarkmedia,streams,trailing,morning shots live,11,0.0493
@bulwarkmedia,videos,leading,<ENT> : <ENT>,61,0.0353
@bulwarkmedia,videos,leading,,48,0.0277
@bulwarkmedia,videos,leading,<ENT> ( w/,43,0.0249
@bulwarkmedia,videos,leading,<ENT> and <ENT>,32,0.0185
@bulwarkmedia,videos,leading,breaking : <ENT>,31,0.0179
@bulwarkmedia,videos,trailing,) | <ENT>,195,0.1127
@bulwarkmedia,videos,trailing,| bulwark podcast,125,0.0723
@bulwarkmedia,videos,trailing,w/ <ENT> ),119,0.0688
@bulwarkmedia,videos,trailing,<ENT> | <ENT>,82,0.0474
@bulwarkmedia,videos,trailing,| illegal news,61,0.0353
@cafedotcom,videos,trailing,| <ENT> bharara,32,0.6154
@chicksonright,streams,leading,<ENT> # <ENT>,39,0.2241
@chicksonright,streams,leading,<ENT> <ENT> #,8,0.046
@chicksonright,streams,leading,<ENT> 's <ENT>,4,0.023
@chicksonright,streams,trailing,<ENT> # <ENT>,8,0.046
@chicksonright,streams,trailing,# <ENT> <ENT>,5,0.0287
@chicksonright,videos,leading,,34,0.0762
@chicksonright,videos,leading,<ENT> and <ENT>,7,0.0157
@chicksonright,videos,leading,<ENT> # <ENT>,6,0.0135
@chicksonright,videos,leading,<ENT> on <ENT>,4,0.009
@chicksonright,videos,leading,<ENT> shuts down,4,0.009
@chicksonright,videos,trailing,,34,0.0762
@chicksonright,videos,trailing,<ENT> ? !,7,0.0157
@chicksonright,videos,trailing,<ENT> and <ENT>,7,0.0157
@chicksonright,videos,trailing,<ENT> # <ENT>,5,0.0112
@chinainsights-r2w,videos,leading,<ENT> 's <ENT>,11,0.0462
@chinainsights-r2w,videos,leading,<ENT> : <ENT>,5,0.021
@chinainsights-r2w,videos,leading,<ENT> # <ENT>,5,0.021
@chinainsights-r2w,videos,trailing,i china insights,31,0.1303
@chinainsights-r2w,videos,trailing,i <ENT> insights,21,0.0882
@chinainsights-r2w,videos,trailing,# and <ENT>,6,0.0252
@chinainsights-r2w,videos,trailing,<ENT> in <ENT>,5,0.021
@chriscuomo,streams,leading,,4,0.5
@chriscuomo,streams,trailing,,4,0.5
@chriscuomo,videos,leading,,19,0.0936
@chriscuomo,videos,leading,cuomo mornings :,5,0.0246
@chriscuomo,videos,leading,<ENT> on <ENT>,4,0.0197
@chriscuomo,videos,leading,why <ENT> is,4,0.0197
@chriscuomo,videos,trailing,,19,0.0936
@chriscuomo,videos,trailing,# and <ENT>,7,0.0345
@clayandbuck,streams,leading,the clay travis,42,1.0
@clayandbuck,streams,trailing,show live stream,42,1.0
@clayandbuck,videos,leading,<ENT> on <ENT>,17,0.0301
@clayandbuck,videos,leading,<ENT> : <ENT>,13,0.023
@clayandbuck,videos,leading,<ENT> in <ENT>,12,0.0212
@clayandbuck,videos,leading,,10,0.0177
@clayandbuck,videos,leading,<ENT> # <ENT>,10,0.0177
@clayandbuck,videos,trailing,<ENT> in <ENT>,15,0.0265
@clayandbuck,videos,trailing,<ENT> and <ENT>,12,0.0212
@clayandbuck,videos,trailing,,10,0.0177
@clayandbuck,videos,trailing,# and <ENT>,6,0.0106
@clayandbuck,videos,trailing,""" <ENT> """,5,0.0088
@deanwithrs,streams,leading,breaking : <ENT>,7,0.0279
@deanwithrs,streams,leading,,6,0.0239
@deanwithrs,streams,leading,breaking : trump,5,0.0199
@deanwithrs,streams,trailing,,6,0.0239
@deanwithrs,streams,trailing,? ! ?,5,0.0199
@deanwithrs,streams,trailing,debating maga !,5,0.0199
@deanwithrs,streams,trailing,is bad !,5,0.0199
@deanwithrs,streams,trailing,wtf ? !,4,0.0159
@deanwithrs,videos,leading,,12,0.0478
@deanwithrs,videos,leading,""" <ENT> """,5,0.0199
@deanwithrs,videos,leading,disgusting maga man,4,0.0159
@deanwithrs,videos,leading,<ENT> maga man,4,0.0159
@deanwithrs,videos,leading,insane maga man,4,0.0159
@deanwithrs,videos,trailing,,12,0.0478
@deanwithrs,videos,trailing,in this debate,5,0.0199
@destiny,videos,leading,,36,0.1374
@destiny,videos,trailing,,36,0.1374
@destinyhqclips,videos,leading,,19,0.0964
@destinyhqclips,videos,leading,destiny reacts to,6,0.0305
@destinyhqclips,videos,trailing,,19,0.0964
@destinyhqclips,videos,trailing,- destiny reacts,6,0.0305
@dineshdsouza,videos,leading,,6,0.0968
@dineshdsouza,videos,trailing,,6,0.0968
@dineshdsouza,videos,trailing,series part <ENT>,5,0.0806
@dollemore,videos,leading,,25,0.0182
@dollemore,videos,leading,<ENT> to <ENT>,15,0.0109
@dollemore,videos,leading,<ENT> 's <ENT>,13,0.0094
@dollemore,videos,leading,<ENT> # <ENT>,12,0.0087
@dollemore,videos,leading,<ENT> says <ENT>,11,0.008
@dollemore,videos,trailing,! ! !,199,0.1446
@dollemore,videos,trailing,,25,0.0182
@dollemore,videos,trailing,<ENT> in <ENT>,13,0.0094
@dollemore,videos,trailing,<ENT> to <ENT>,8,0.0058
@dollemore,videos,trailing,<ENT> on <ENT>,7,0.0051
@doomscrollpodcast,videos,leading,<ENT> : <ENT>,4,0.25
@fastpoliticspodcast,videos,leading,<ENT> on <ENT>,19,0.1377
@fastpoliticspodcast,videos,leading,,6,0.0435
@fastpoliticspodcast,videos,leading,<ENT> w/ <ENT>,5,0.0362
@fastpoliticspodcast,videos,leading,<ENT> 's <ENT>,4,0.029
@fastpoliticspodcast,videos,leading,<ENT> on why,4,0.029
@fastpoliticspodcast,videos,trailing,? w/ <ENT>,15,0.1087
@fastpoliticspodcast,videos,trailing,<ENT> w/ <ENT>,12,0.087
@fastpoliticspodcast,videos,trailing,! w/ <ENT>,8,0.058
@fastpoliticspodcast,videos,trailing,,6,0.0435
@fastpoliticspodcast,videos,trailing,<ENT> on <ENT>,5,0.0362
@fightbackpodcast,streams,leading,<ENT> and <ENT>,7,0.2917
@fightbackpodcast,streams,trailing,- fight back,5,0.2083
@fightbackpodcast,videos,leading,<ENT> and <ENT>,32,0.0548
@fightbackpodcast,videos,leading,<ENT> on <ENT>,22,0.0377
@fightbackpodcast,videos,leading,,14,0.024
@fightbackpodcast,videos,leading,<ENT> : <ENT>,12,0.0205
@fightbackpodcast,videos,leading,<ENT> is a,11,0.0188
@fightbackpodcast,videos,trailing,# and <ENT>,25,0.0428
@fightbackpodcast,videos,trailing,- fight back,23,0.0394
@fightbackpodcast,videos,trailing,,14,0.024
@fightbackpodcast,videos,trailing,<ENT> and <ENT>,13,0.0223
@fightbackpodcast,videos,trailing,? ! ?,7,0.012
@franifio,streams,leading,candidate corner :,7,0.1167
@franifio,streams,trailing,# <ENT> ),4,0.0667
@franifio,videos,leading,,26,0.0959
@franifio,videos,leading,<ENT> on <ENT>,7,0.0258
@franifio,videos,leading,<ENT> to <ENT>,5,0.0185
@franifio,videos,leading,<ENT> is a,4,0.0148
@franifio,videos,leading,candidate corner :,4,0.0148
@franifio,videos,trailing,,26,0.0959
@franifio,videos,trailing,* teaser *,7,0.0258
@franifio,videos,trailing,<ENT> to <ENT>,4,0.0148
@franifio,videos,trailing,<ENT> on <ENT>,4,0.0148
@glennbeck,streams,leading,live : <ENT>,4,0.032
@glennbeck,streams,trailing,<ENT> ? !,11,0.088
@glennbeck,streams,trailing,live : <ENT>,4,0.032
@glennbeck,videos,leading,,10,0.0229
@glennbeck,videos,leading,<ENT> 's <ENT>,7,0.016
@glennbeck,videos,leading,is this the,6,0.0137
@glennbeck,videos,leading,<ENT> to <ENT>,5,0.0114
@glennbeck,videos,leading,the real reason,5,0.0114
@glennbeck,videos,trailing,<ENT> ? !,12,0.0275
@glennbeck,videos,trailing,,10,0.0229
@glennbeck,videos,trailing,<ENT> | <ENT>,7,0.016
@glennbeck,videos,trailing,this ? !,4,0.0092
@harryjsisson,videos,leading,<ENT> : <ENT>,28,0.0443
@harryjsisson,videos,leading,,26,0.0411
@harryjsisson,videos,leading,trump rages as,11,0.0174
@harryjsisson,videos,leading,<ENT> : trump,10,0.0158
@harryjsisson,videos,leading,<ENT> # <ENT>,10,0.0158
@harryjsisson,videos,trailing,,26,0.0411
@harryjsisson,videos,trailing,it 's bad,17,0.0269
@harryjsisson,videos,trailing,of the cameras,9,0.0142
@harryjsisson,videos,trailing,posted this #,9,0.0142
@harryjsisson,videos,trailing,<ENT> ! !,8,0.0127
@hutch,streams,leading,,8,0.16
@hutch,streams,trailing,,8,0.16
@hutch,streams,trailing,<ENT> | <ENT>,4,0.08
@hutch,videos,leading,,14,0.0875
@hutch,videos,trailing,,14,0.0875
@jimacosta,streams,leading,🔴 live :,16,0.1026
@jimacosta,streams,leading,live : <ENT>,12,0.0769
@jimacosta,streams,leading,breaking news :,7,0.0449
@jimacosta,streams,leading,🔴 breaking :,4,0.0256
@jimacosta,streams,trailing,<ENT> and <ENT>,14,0.0897
@jimacosta,videos,leading,<ENT> on <ENT>,10,0.0332
@jimacosta,videos,leading,<ENT> : <ENT>,6,0.0199
@jimacosta,videos,leading,<ENT> : trump,5,0.0166
@jimacosta,videos,leading,<ENT> <ENT> #,5,0.0166
@jimacosta,videos,leading,breaking : <ENT>,4,0.0133
@jimacosta,videos,trailing,<ENT> # <ENT>,6,0.0199
@jimacosta,videos,trailing,<ENT> 's <ENT>,4,0.0133
@jimacosta,videos,trailing,| <ENT> <ENT>,4,0.0133
@jimacosta,videos,trailing,<ENT> on <ENT>,4,0.0133
@jimacosta,videos,trailing,<ENT> | <ENT>,4,0.0133
@jlptalk,streams,leading,<ENT> | <ENT>,4,0.0222
@jlptalk,streams,trailing,# - #,69,0.3833
@jlptalk,streams,trailing,jlp we d,18,0.1
@jlptalk,streams,trailing,| <ENT> mon,16,0.0889
@jlptalk,streams,trailing,? | <ENT>,14,0.0778
@jlptalk,streams,trailing,| <ENT> tue,12,0.0667
@jlptalk,videos,leading,best of week,35,0.1195
@jlptalk,videos,leading,<ENT> — jlp,5,0.0171
@jlptalk,videos,leading,""" <ENT> """,4,0.0137
@jlptalk,videos,trailing,( <ENT> ),58,0.198
@jlptalk,videos,trailing,<ENT> # <ENT>,20,0.0683
@jlptalk,videos,trailing,# ' <ENT>,16,0.0546
@jlptalk,videos,trailing,| <ENT> reacts,10,0.0341
@jlptalk,videos,trailing,| <ENT> clips,6,0.0205
@joerogan,videos,leading,,114,0.8571
@joerogan,videos,leading,jre mma show,13,0.0977
@joerogan,videos,trailing,,114,0.8571
@joerogan,videos,trailing,<ENT> with <ENT>,7,0.0526
@judgingfreedom,streams,leading,<ENT> # <ENT>,129,0.196
@judgingfreedom,streams,leading,<ENT> : <ENT>,110,0.1672
@judgingfreedom,streams,leading,prof. <ENT> :,110,0.1672
@judgingfreedom,streams,leading,<ENT> : why,22,0.0334
@judgingfreedom,streams,leading,<ENT> : is,22,0.0334
@judgingfreedom,streams,trailing,<ENT> : <ENT>,36,0.0547
@judgingfreedom,streams,trailing,the <ENT> ?,11,0.0167
@judgingfreedom,streams,trailing,<ENT> in <ENT>,9,0.0137
@judgingfreedom,streams,trailing,is <ENT> ?,9,0.0137
@judgingfreedom,streams,trailing,in <ENT> ?,9,0.0137
@judgingfreedom,videos,leading,<ENT> : <ENT>,22,0.0638
@judgingfreedom,videos,leading,<ENT> 's <ENT>,19,0.0551
@judgingfreedom,videos,leading,prof. <ENT> :,12,0.0348
@judgingfreedom,videos,leading,<ENT> : why,11,0.0319
@judgingfreedom,videos,leading,<ENT> # <ENT>,10,0.029
@judgingfreedom,videos,trailing,<ENT> 's <ENT>,12,0.0348
@judgingfreedom,videos,trailing,,8,0.0232
@judgingfreedom,videos,trailing,# and <ENT>,7,0.0203
@judgingfreedom,videos,trailing,<ENT> on <ENT>,5,0.0145
@judgingfreedom,videos,trailing,<ENT> talking about,5,0.0145
@katiephangnews,streams,leading,live : <ENT>,31,0.7045
@katiephangnews,streams,trailing,on breaking news,26,0.5909
@katiephangnews,videos,leading,<ENT> as <ENT>,27,0.0709
@katiephangnews,videos,leading,<ENT> ! <ENT>,8,0.021
@katiephangnews,videos,leading,,8,0.021
@katiephangnews,videos,leading,trump loses it,8,0.021
@katiephangnews,videos,leading,trump scrambles as,7,0.0184
@katiephangnews,videos,trailing,<ENT> ! !,39,0.1024
@katiephangnews,videos,trailing,! ? !,18,0.0472
@katiephangnews,videos,trailing,lawsuit ! !,11,0.0289
@katiephangnews,videos,trailing,,8,0.021
@katiephangnews,videos,trailing,! ! !,7,0.0184
@laurenchenclips,videos,leading,,11,0.1009
@laurenchenclips,videos,trailing,,11,0.1009
@lizwheeler,streams,leading,the real reason,4,0.0597
@lizwheeler,streams,trailing,<ENT> ? !,10,0.1493
@lonerboxlive,videos,leading,<ENT> and <ENT>,4,0.0488
@lovettorleaveitpodcast,videos,leading,<ENT> and <ENT>,4,0.0364
@marclamonthillnetwork,streams,leading,office hours :,19,0.131
@marclamonthillnetwork,streams,leading,<ENT> # <ENT>,8,0.0552
@marclamonthillnetwork,streams,leading,<ENT> 's <ENT>,5,0.0345
@marclamonthillnetwork,streams,trailing,<ENT> | <ENT>,13,0.0897
@marclamonthillnetwork,streams,trailing,<ENT> | ascending,10,0.069
@marclamonthillnetwork,streams,trailing,<ENT> # <ENT>,7,0.0483
@marclamonthillnetwork,streams,trailing,! | ascending,5,0.0345
@marclamonthillnetwork,videos,leading,<ENT> on <ENT>,41,0.1327
@marclamonthillnetwork,videos,leading,<ENT> reacts to,13,0.0421
@marclamonthillnetwork,videos,leading,<ENT> to <ENT>,12,0.0388
@marclamonthillnetwork,videos,leading,<ENT> debates <ENT>,6,0.0194
@marclamonthillnetwork,videos,leading,<ENT> # <ENT>,6,0.0194
@marclamonthillnetwork,videos,trailing,""" <ENT> """,7,0.0227
@marclamonthillnetwork,videos,trailing,! ! !,7,0.0227
@marclamonthillnetwork,videos,trailing,<ENT> # <ENT>,6,0.0194
@marclamonthillnetwork,videos,trailing,<ENT> to <ENT>,4,0.0129
@marclamonthillnetwork,videos,trailing,<ENT> on <ENT>,4,0.0129
@markets,streams,leading,live : <ENT>,7,0.1273
@markets,streams,leading,<ENT> # <ENT>,4,0.0727
@markets,streams,trailing,<ENT> | <ENT>,5,0.0909
@markets,videos,leading,,419,0.0547
@markets,videos,leading,<ENT> # <ENT>,291,0.038
@markets,videos,leading,<ENT> 's <ENT>,243,0.0317
@markets,videos,leading,<ENT> says <ENT>,140,0.0183
@markets,videos,leading,<ENT> to <ENT>,118,0.0154
@markets,videos,trailing,<ENT> | <ENT>,501,0.0654
@markets,videos,trailing,,419,0.0547
@markets,videos,trailing,balance of power,167,0.0218
@markets,videos,trailing,insight with <ENT>,166,0.0217
@markets,videos,trailing,| the close,164,0.0214
@marklevinshow,videos,leading,the best of,37,0.0761
@marklevinshow,videos,leading,<ENT> : <ENT>,25,0.0514
@marklevinshow,videos,leading,,15,0.0309
@marklevinshow,videos,leading,<ENT> 's <ENT>,9,0.0185
@marklevinshow,videos,leading,<ENT> : the,8,0.0165
@marklevinshow,videos,trailing,best of <ENT>,34,0.07
@marklevinshow,videos,trailing,,15,0.0309
@marklevinshow,videos,trailing,<ENT> 's <ENT>,12,0.0247
@marklevinshow,videos,trailing,<ENT> and <ENT>,8,0.0165
@marklevinshow,videos,trailing,<ENT> : <ENT>,6,0.0123
@morebridgetphetasy,videos,leading,,23,0.115
@morebridgetphetasy,videos,trailing,,23,0.115
@morebridgetphetasy,videos,trailing,<ENT> welcome <ENT>,14,0.07
@morebridgetphetasy,videos,trailing,ins welcome <ENT>,4,0.02
@moreperfectunion,videos,leading,we uncovered the,5,0.0735
@moreperfectunion,videos,leading,we investigated the,4,0.0588
@moreperfectunion,videos,leading,we went to,4,0.0588
@moreperfectunion,videos,leading,we uncovered a,4,0.0588
@moreperfectunion,videos,trailing,shock you #,6,0.0882
@msnow,streams,leading,live : <ENT>,78,0.2532
@msnow,streams,leading,live : trump,43,0.1396
@msnow,streams,leading,live : president,27,0.0877
@msnow,streams,leading,live : secretary,6,0.0195
@msnow,streams,leading,trump delivers remarks,4,0.013
@msnow,streams,trailing,testifies before <ENT>,6,0.0195
@msnow,streams,trailing,front of <ENT>,5,0.0162
@msnow,streams,trailing,<ENT> # <ENT>,4,0.013
@msnow,streams,trailing,<ENT> alleged killer,4,0.013
@msnow,streams,trailing,remarks at <ENT>,4,0.013
@msnow,videos,leading,<ENT> now highlights,215,0.0229
@msnow,videos,leading,breaking : <ENT>,166,0.0177
@msnow,videos,leading,the last word,154,0.0164
@msnow,videos,leading,<ENT> : <ENT>,140,0.0149
@msnow,videos,leading,<ENT> : trump,68,0.0072
@msnow,videos,trailing,<ENT> now highlights,215,0.0229
@msnow,videos,trailing,| audio only,188,0.02
@msnow,videos,trailing,' : <ENT>,40,0.0043
@msnow,videos,trailing,: dem rep.,37,0.0039
@msnow,videos,trailing,<ENT> and <ENT>,36,0.0038
@nationalreview,videos,leading,why does <ENT>,11,0.0601
@nationalreview,videos,leading,,8,0.0437
@nationalreview,videos,leading,why is <ENT>,5,0.0273
@nationalreview,videos,leading,why <ENT> is,4,0.0219
@nationalreview,videos,trailing,,8,0.0437
@nationalreview,videos,trailing,in <ENT> ?,4,0.0219
@nationalreview,videos,trailing,to <ENT> ?,4,0.0219
@newdiscourses,videos,leading,,8,0.0842
@newdiscourses,videos,leading,the nazi experiment,7,0.0737
@newdiscourses,videos,leading,<ENT> the <ENT>,6,0.0632
@newdiscourses,videos,leading,the myth of,5,0.0526
@newdiscourses,videos,leading,<ENT> # vol,4,0.0421
@newdiscourses,videos,trailing,,8,0.0842
@newyorker,videos,leading,,5,0.1
@newyorker,videos,trailing,,5,0.1
@nousnetwork,videos,leading,<ENT> # <ENT>,6,0.0395
@nousnetwork,videos,trailing,i nous <ENT>,28,0.1842
@nousnetwork,videos,trailing,? nous <ENT>,21,0.1382
@nousnetwork,videos,trailing,| dr. <ENT>,9,0.0592
@nousnetwork,videos,trailing,<ENT> | <ENT>,9,0.0592
@nousnetwork,videos,trailing,? | <ENT>,7,0.0461
@nypost,streams,leading,watch live :,29,0.2959
@nypost,streams,leading,live : <ENT>,10,0.102
@nypost,streams,leading,live : president,6,0.0612
@nypost,streams,trailing,<ENT> in <ENT>,6,0.0612
@nypost,streams,trailing,<ENT> at <ENT>,4,0.0408
@nypost,videos,leading,<ENT> in <ENT>,156,0.0258
@nypost,videos,leading,,137,0.0227
@nypost,videos,leading,<ENT> and <ENT>,58,0.0096
@nypost,videos,leading,<ENT> says <ENT>,55,0.0091
@nypost,videos,leading,<ENT> # <ENT>,49,0.0081
@nypost,videos,trailing,<ENT> in <ENT>,205,0.034
@nypost,videos,trailing,,137,0.0227
@nypost,videos,trailing,<ENT> | <ENT>,83,0.0138
@nypost,videos,trailing,<ENT> at <ENT>,49,0.0081
@nypost,videos,trailing,<ENT> # <ENT>,46,0.0076
@nytimes,videos,trailing,of a scene,10,0.1449
