creator,genre,month_from,month_to,n_from,n_to,js_distance,group,organisation,clipper,partial_month,low_n
@60minutes,videos,2026-01,2026-02,39,31,0.8005,neutral,CBS News,False,False,False
@60minutes,videos,2026-02,2026-03,31,51,0.7919,neutral,CBS News,False,False,False
@60minutes,videos,2026-03,2026-04,51,62,0.7624,neutral,CBS News,False,False,False
@60minutes,videos,2026-04,2026-05,62,51,0.6941,neutral,CBS News,False,False,False
@60minutes,videos,2026-05,2026-06,51,24,0.7462,neutral,CBS News,False,False,False
@60minutes,videos,2026-08,2026-09,18,46,0.9613,neutral,CBS News,False,True,False
@ABCNews,streams,2026-01,2026-02,76,95,0.515,neutral,ABC News,False,False,False
@ABCNews,streams,2026-02,2026-03,95,70,0.6218,neutral,ABC News,False,False,False
@ABCNews,streams,2026-03,2026-04,70,73,0.6472,neutral,ABC News,False,False,False
@ABCNews,streams,2026-04,2026-05,73,71,0.5766,neutral,ABC News,False,False,False
@ABCNews,streams,2026-05,2026-06,71,49,0.5735,neutral,ABC News,False,False,False
@ABCNews,streams,2026-06,2026-07,49,50,0.508,neutral,ABC News,False,False,False
@ABCNews,streams,2026-07,2026-08,50,73,0.5194,neutral,ABC News,False,False,False
@ABCNews,streams,2026-08,2026-09,73,33,0.4812,neutral,ABC News,False,True,False
@ABCNews,videos,2026-01,2026-02,875,946,0.5234,neutral,ABC News,False,False,False
@ABCNews,videos,2026-02,2026-03,946,907,0.5538,neutral,ABC News,False,False,False
@ABCNews,videos,2026-03,2026-04,907,924,0.4674,neutral,ABC News,False,False,False
@ABCNews,videos,2026-04,2026-05,924,883,0.5076,neutral,ABC News,False,False,False
@ABCNews,videos,2026-05,2026-06,883,915,0.4613,neutral,ABC News,False,False,False
@ABCNews,videos,2026-06,2026-07,915,883,0.4353,neutral,ABC News,False,False,False
@ABCNews,videos,2026-07,2026-08,883,1073,0.4326,neutral,ABC News,False,False,False
@ABCNews,videos,2026-08,2026-09,1073,565,0.484,neutral,ABC News,False,True,False
@ANINewsIndia,streams,2026-01,2026-02,720,804,0.3387,neutral,ANI,False,False,False
@ANINewsIndia,streams,2026-02,2026-03,804,770,0.4287,neutral,ANI,False,False,False
@ANINewsIndia,streams,2026-03,2026-04,770,735,0.3973,neutral,ANI,False,False,False
@ANINewsIndia,streams,2026-04,2026-05,735,823,0.3019,neutral,ANI,False,False,False
@ANINewsIndia,streams,2026-05,2026-06,823,888,0.3036,neutral,ANI,False,False,False
@ANINewsIndia,streams,2026-06,2026-07,888,959,0.3043,neutral,ANI,False,False,False
@ANINewsIndia,streams,2026-07,2026-08,959,1224,0.349,neutral,ANI,False,False,False
@ANINewsIndia,streams,2026-08,2026-09,1224,656,0.4422,neutral,ANI,False,True,False
@ANINewsIndia,videos,2026-01,2026-02,1271,1517,0.3771,neutral,ANI,False,False,False
@ANINewsIndia,videos,2026-02,2026-03,1517,1226,0.4153,neutral,ANI,False,False,False
@ANINewsIndia,videos,2026-03,2026-04,1226,1323,0.3686,neutral,ANI,False,False,False
@ANINewsIndia,videos,2026-04,2026-05,1323,1134,0.3818,neutral,ANI,False,False,False
@ANINewsIndia,videos,2026-05,2026-06,1134,1382,0.3131,neutral,ANI,False,False,False
@ANINewsIndia,videos,2026-06,2026-07,1382,1352,0.3127,neutral,ANI,False,False,False
@ANINewsIndia,videos,2026-07,2026-08,1352,1953,0.3682,neutral,ANI,False,False,False
@ANINewsIndia,videos,2026-08,2026-09,1953,1121,0.4341,neutral,ANI,False,True,False
@ActualJusticeWarrior,videos,2026-01,2026-02,37,45,0.7334,right,Actual Justice Warrior,False,False,False
@ActualJusticeWarrior,videos,2026-02,2026-03,45,47,0.6694,right,Actual Justice Warrior,False,False,False
@ActualJusticeWarrior,videos,2026-03,2026-04,47,47,0.7225,right,Actual Justice Warrior,False,False,False
@ActualJusticeWarrior,videos,2026-04,2026-05,47,52,0.7349,right,Actual Justice Warrior,False,False,False
@ActualJusticeWarrior,videos,2026-05,2026-06,52,48,0.7187,right,Actual Justice Warrior,False,False,False
@ActualJusticeWarrior,videos,2026-06,2026-07,48,42,0.6976,right,Actual Justice Warrior,False,False,False
@ActualJusticeWarrior,videos,2026-07,2026-08,42,60,0.7334,right,Actual Justice Warrior,False,False,False
@AfterPartyEmily,videos,2026-01,2026-02,34,48,0.69,right,Emily Jashinsky,False,False,False
@AfterPartyEmily,videos,2026-02,2026-03,48,44,0.8692,right,Emily Jashinsky,False,False,False
@AfterPartyEmily,videos,2026-03,2026-04,44,46,0.8508,right,Emily Jashinsky,False,False,False
@AfterPartyEmily,videos,2026-04,2026-05,46,49,0.8558,right,Emily Jashinsky,False,False,False
@AfterPartyEmily,videos,2026-05,2026-06,49,42,0.7134,right,Emily Jashinsky,False,False,False
@AfterPartyEmily,videos,2026-06,2026-07,42,46,0.8268,right,Emily Jashinsky,False,False,False
@AfterPartyEmily,videos,2026-07,2026-08,46,67,0.7089,right,Emily Jashinsky,False,False,False
@AfterPartyEmily,videos,2026-08,2026-09,67,34,0.8123,right,Emily Jashinsky,False,True,False
@AndWeKnowOfficial-o9b,videos,2026-02,2026-03,22,17,0.7013,right,And We Know,False,False,False
@AndWeKnowOfficial-o9b,videos,2026-03,2026-04,17,19,0.6255,right,And We Know,False,False,False
@AndWeKnowOfficial-o9b,videos,2026-04,2026-05,19,24,0.6698,right,And We Know,False,False,False
@AndWeKnowOfficial-o9b,videos,2026-05,2026-06,24,23,0.5615,right,And We Know,False,False,False
@AndWeKnowOfficial-o9b,videos,2026-06,2026-07,23,22,0.5734,right,And We Know,False,False,False
@AndWeKnowOfficial-o9b,videos,2026-07,2026-08,22,35,0.62,right,And We Know,False,False,False
@AndrewKlavan,videos,2026-01,2026-02,22,22,0.8193,right,Daily Wire,False,False,False
@AndrewKlavan,videos,2026-02,2026-03,22,21,0.8103,right,Daily Wire,False,False,False
@AndrewKlavan,videos,2026-03,2026-04,21,21,0.7636,right,Daily Wire,False,False,False
@AndrewKlavan,videos,2026-04,2026-05,21,23,0.6802,right,Daily Wire,False,False,False
@AndrewKlavan,videos,2026-05,2026-06,23,22,0.7193,right,Daily Wire,False,False,False
@AndrewKlavan,videos,2026-06,2026-07,22,21,0.7746,right,Daily Wire,False,False,False
@AndrewKlavan,videos,2026-07,2026-08,21,29,0.784,right,Daily Wire,False,False,False
@AndrewKlavan,videos,2026-08,2026-09,29,15,0.9763,right,Daily Wire,False,True,False
@AnthonyBrianLogan,videos,2026-01,2026-02,27,20,0.9103,right,Anthony Brian Logan,False,False,False
@AnthonyBrianLogan,videos,2026-02,2026-03,20,37,0.9301,right,Anthony Brian Logan,False,False,False
@AnthonyBrianLogan,videos,2026-03,2026-04,37,53,0.8125,right,Anthony Brian Logan,False,False,False
@AnthonyBrianLogan,videos,2026-04,2026-05,53,43,0.7568,right,Anthony Brian Logan,False,False,False
@AnthonyBrianLogan,videos,2026-05,2026-06,43,22,0.8758,right,Anthony Brian Logan,False,False,False
@AnthonyBrianLogan,videos,2026-08,2026-09,15,20,0.8242,right,Anthony Brian Logan,False,True,False
@AsmonTV,videos,2026-01,2026-02,101,89,0.5105,right,Asmongold,True,False,False
@AsmonTV,videos,2026-02,2026-03,89,97,0.5194,right,Asmongold,True,False,False
@AsmonTV,videos,2026-03,2026-04,97,92,0.5658,right,Asmongold,True,False,False
@AsmonTV,videos,2026-04,2026-05,92,117,0.597,right,Asmongold,True,False,False
@AsmonTV,videos,2026-05,2026-06,117,99,0.4477,right,Asmongold,True,False,False
@AsmonTV,videos,2026-06,2026-07,99,101,0.5322,right,Asmongold,True,False,False
@AsmonTV,videos,2026-07,2026-08,101,77,0.5775,right,Asmongold,True,False,False
@AsmonTV,videos,2026-08,2026-09,77,102,0.5161,right,Asmongold,True,True,False
@AssociatedPress,streams,2026-01,2026-02,127,155,0.6448,neutral,Associated Press,False,False,False
@AssociatedPress,streams,2026-02,2026-03,155,131,0.7266,neutral,Associated Press,False,False,False
@AssociatedPress,streams,2026-03,2026-04,131,125,0.6989,neutral,Associated Press,False,False,False
@AssociatedPress,streams,2026-04,2026-05,125,110,0.6986,neutral,Associated Press,False,False,False
@AssociatedPress,streams,2026-05,2026-06,110,129,0.6879,neutral,Associated Press,False,False,False
@AssociatedPress,streams,2026-06,2026-07,129,167,0.6464,neutral,Associated Press,False,False,False
@AssociatedPress,streams,2026-07,2026-08,167,131,0.6802,neutral,Associated Press,False,False,False
@AssociatedPress,streams,2026-08,2026-09,131,76,0.6806,neutral,Associated Press,False,True,False
@AssociatedPress,videos,2026-01,2026-02,604,640,0.5411,neutral,Associated Press,False,False,False
@AssociatedPress,videos,2026-02,2026-03,640,599,0.6025,neutral,Associated Press,False,False,False
@AssociatedPress,videos,2026-03,2026-04,599,664,0.4926,neutral,Associated Press,False,False,False
@AssociatedPress,videos,2026-04,2026-05,664,594,0.4981,neutral,Associated Press,False,False,False
@AssociatedPress,videos,2026-05,2026-06,594,683,0.4652,neutral,Associated Press,False,False,False
@AssociatedPress,videos,2026-06,2026-07,683,614,0.4787,neutral,Associated Press,False,False,False
@AssociatedPress,videos,2026-07,2026-08,614,813,0.4718,neutral,Associated Press,False,False,False
@AssociatedPress,videos,2026-08,2026-09,813,361,0.5434,neutral,Associated Press,False,True,False
@BBCNews,videos,2026-01,2026-02,194,259,0.6075,neutral,BBC,False,False,False
@BBCNews,videos,2026-02,2026-03,259,266,0.6419,neutral,BBC,False,False,False
@BBCNews,videos,2026-03,2026-04,266,291,0.4804,neutral,BBC,False,False,False
@BBCNews,videos,2026-04,2026-05,291,272,0.5116,neutral,BBC,False,False,False
@BBCNews,videos,2026-05,2026-06,272,277,0.5092,neutral,BBC,False,False,False
@BBCNews,videos,2026-06,2026-07,277,280,0.5239,neutral,BBC,False,False,False
@BBCNews,videos,2026-07,2026-08,280,402,0.5055,neutral,BBC,False,False,False
@BBCNews,videos,2026-08,2026-09,402,199,0.6128,neutral,BBC,False,True,False
@BadEmpanadaLive,videos,2026-01,2026-02,32,34,0.6726,left,BadEmpanada,False,False,False
@BadEmpanadaLive,videos,2026-02,2026-03,34,28,0.727,left,BadEmpanada,False,False,False
@BadEmpanadaLive,videos,2026-03,2026-04,28,32,0.6269,left,BadEmpanada,False,False,False
@BadEmpanadaLive,videos,2026-04,2026-05,32,31,0.7471,left,BadEmpanada,False,False,False
@BadEmpanadaLive,videos,2026-05,2026-06,31,33,0.8126,left,BadEmpanada,False,False,False
@BadEmpanadaLive,videos,2026-06,2026-07,33,37,0.6372,left,BadEmpanada,False,False,False
@BadEmpanadaLive,videos,2026-07,2026-08,37,42,0.6196,left,BadEmpanada,False,False,False
@BadEmpanadaLive,videos,2026-08,2026-09,42,29,0.7267,left,BadEmpanada,False,True,False
@BelleRanch,videos,2026-01,2026-02,93,93,0.6066,left,Belle of the Ranch,False,False,False
@BelleRanch,videos,2026-02,2026-03,93,84,0.663,left,Belle of the Ranch,False,False,False
@BelleRanch,videos,2026-03,2026-04,84,93,0.5971,left,Belle of the Ranch,False,False,False
@BelleRanch,videos,2026-04,2026-05,93,90,0.5428,left,Belle of the Ranch,False,False,False
@BelleRanch,videos,2026-05,2026-06,90,93,0.551,left,Belle of the Ranch,False,False,False
@BelleRanch,videos,2026-06,2026-07,93,90,0.5781,left,Belle of the Ranch,False,False,False
@BelleRanch,videos,2026-07,2026-08,90,123,0.5222,left,Belle of the Ranch,False,False,False
@BelleRanch,videos,2026-08,2026-09,123,63,0.6049,left,Belle of the Ranch,False,True,False
@BenShapiro,videos,2026-01,2026-02,37,53,0.7278,right,Daily Wire,False,False,False
@BenShapiro,videos,2026-02,2026-03,53,46,0.8442,right,Daily Wire,False,False,False
@BenShapiro,videos,2026-03,2026-04,46,39,0.7553,right,Daily Wire,False,False,False
@BenShapiro,videos,2026-04,2026-05,39,50,0.8207,right,Daily Wire,False,False,False
@BenShapiro,videos,2026-05,2026-06,50,58,0.7716,right,Daily Wire,False,False,False
@BenShapiro,videos,2026-06,2026-07,58,72,0.791,right,Daily Wire,False,False,False
@BenShapiro,videos,2026-07,2026-08,72,122,0.784,right,Daily Wire,False,False,False
@BenShapiro,videos,2026-08,2026-09,122,48,0.7312,right,Daily Wire,False,True,False
@BlackConservativePerspective,videos,2026-01,2026-02,139,144,0.6175,right,Black Conservative Perspective,False,False,False
@BlackConservativePerspective,videos,2026-02,2026-03,144,131,0.5677,right,Black Conservative Perspective,False,False,False
@BlackConservativePerspective,videos,2026-03,2026-04,131,142,0.5169,right,Black Conservative Perspective,False,False,False
@BlackConservativePerspective,videos,2026-04,2026-05,142,143,0.5338,right,Black Conservative Perspective,False,False,False
@BlackConservativePerspective,videos,2026-05,2026-06,143,144,0.55,right,Black Conservative Perspective,False,False,False
@BlackConservativePerspective,videos,2026-06,2026-07,144,131,0.5862,right,Black Conservative Perspective,False,False,False
@BlackConservativePerspective,videos,2026-07,2026-08,131,198,0.5437,right,Black Conservative Perspective,False,False,False
@BlackConservativePerspective,videos,2026-08,2026-09,198,99,0.5414,right,Black Conservative Perspective,False,True,False
@BlazeTV,videos,2026-01,2026-02,77,113,0.7443,right,Blaze Media,False,False,False
@BlazeTV,videos,2026-02,2026-03,113,99,0.7213,right,Blaze Media,False,False,False
@BlazeTV,videos,2026-03,2026-04,99,110,0.6525,right,Blaze Media,False,False,False
@BlazeTV,videos,2026-04,2026-05,110,103,0.6745,right,Blaze Media,False,False,False
@BlazeTV,videos,2026-05,2026-06,103,103,0.6336,right,Blaze Media,False,False,False
@BlazeTV,videos,2026-06,2026-07,103,78,0.6844,right,Blaze Media,False,False,False
@BlazeTV,videos,2026-07,2026-08,78,128,0.6823,right,Blaze Media,False,False,False
@BlazeTV,videos,2026-08,2026-09,128,57,0.7094,right,Blaze Media,False,True,False
@BreakThroughNews,videos,2026-01,2026-02,21,24,0.8287,left,BreakThrough News,False,False,False
@BreakThroughNews,videos,2026-02,2026-03,24,22,0.7174,left,BreakThrough News,False,False,False
@BreakThroughNews,videos,2026-03,2026-04,22,22,0.6196,left,BreakThrough News,False,False,False
@BreakThroughNews,videos,2026-04,2026-05,22,21,0.4598,left,BreakThrough News,False,False,False
@BreakThroughNews,videos,2026-05,2026-06,21,28,0.5341,left,BreakThrough News,False,False,False
@BreakThroughNews,videos,2026-06,2026-07,28,37,0.5916,left,BreakThrough News,False,False,False
@BreakThroughNews,videos,2026-07,2026-08,37,42,0.5708,left,BreakThrough News,False,False,False
@BreakThroughNews,videos,2026-08,2026-09,42,25,0.6369,left,BreakThrough News,False,True,False
@CBSNews,streams,2026-01,2026-02,47,38,0.8175,neutral,CBS News,False,False,False
@CBSNews,streams,2026-02,2026-03,38,45,0.9091,neutral,CBS News,False,False,False
@CBSNews,streams,2026-03,2026-04,45,63,0.7388,neutral,CBS News,False,False,False
@CBSNews,streams,2026-04,2026-05,63,44,0.8237,neutral,CBS News,False,False,False
@CBSNews,streams,2026-05,2026-06,44,30,0.8214,neutral,CBS News,False,False,False
@CBSNews,streams,2026-06,2026-07,30,20,0.8404,neutral,CBS News,False,False,False
@CBSNews,streams,2026-07,2026-08,20,55,0.7683,neutral,CBS News,False,False,False
@CBSNews,streams,2026-08,2026-09,55,26,0.6603,neutral,CBS News,False,True,False
@CBSNews,videos,2026-01,2026-02,760,1056,0.5908,neutral,CBS News,False,False,False
@CBSNews,videos,2026-02,2026-03,1056,1039,0.5954,neutral,CBS News,False,False,False
@CBSNews,videos,2026-03,2026-04,1039,928,0.5449,neutral,CBS News,False,False,False
@CBSNews,videos,2026-04,2026-05,928,933,0.5567,neutral,CBS News,False,False,False
@CBSNews,videos,2026-05,2026-06,933,898,0.4886,neutral,CBS News,False,False,False
@CBSNews,videos,2026-06,2026-07,898,869,0.5122,neutral,CBS News,False,False,False
@CBSNews,videos,2026-07,2026-08,869,1211,0.4865,neutral,CBS News,False,False,False
@CBSNews,videos,2026-08,2026-09,1211,628,0.526,neutral,CBS News,False,True,False
@CNN,streams,2026-04,2026-05,24,24,0.914,left,CNN,False,False,False
@CNN,streams,2026-05,2026-06,24,15,0.9465,left,CNN,False,False,False
@CNN,videos,2026-01,2026-02,205,137,0.7023,left,CNN,False,False,False
@CNN,videos,2026-02,2026-03,137,137,0.7625,left,CNN,False,False,False
@CNN,videos,2026-03,2026-04,137,175,0.5858,left,CNN,False,False,False
@CNN,videos,2026-04,2026-05,175,181,0.6369,left,CNN,False,False,False
@CNN,videos,2026-05,2026-06,181,230,0.6094,left,CNN,False,False,False
@CNN,videos,2026-06,2026-07,230,227,0.6156,left,CNN,False,False,False
@CNN,videos,2026-07,2026-08,227,318,0.5573,left,CNN,False,False,False
@CNN,videos,2026-08,2026-09,318,147,0.5877,left,CNN,False,True,False
@CamHigby,videos,2026-01,2026-02,19,26,0.6996,right,Cam Higby,False,False,False
@CamHigby,videos,2026-02,2026-03,26,16,0.8294,right,Cam Higby,False,False,False
@CamHigby,videos,2026-03,2026-04,16,30,0.7396,right,Cam Higby,False,False,False
@CamHigby,videos,2026-04,2026-05,30,44,0.5899,right,Cam Higby,False,False,False
@CashJordan,videos,2026-02,2026-03,39,36,0.6122,right,Cash Jordan,False,False,False
@CashJordan,videos,2026-03,2026-04,36,34,0.5144,right,Cash Jordan,False,False,False
@CashJordan,videos,2026-04,2026-05,34,40,0.5534,right,Cash Jordan,False,False,False
@CashJordan,videos,2026-05,2026-06,40,31,0.5016,right,Cash Jordan,False,False,False
@CashJordan,videos,2026-06,2026-07,31,36,0.5245,right,Cash Jordan,False,False,False
@CashJordan,videos,2026-07,2026-08,36,51,0.5323,right,Cash Jordan,False,False,False
@CashJordan,videos,2026-08,2026-09,51,26,0.5074,right,Cash Jordan,False,True,False
@ChadPrather1,streams,2026-01,2026-02,22,31,0.5701,right,Chad Prather,False,False,False
@ChadPrather1,streams,2026-02,2026-03,31,21,0.5961,right,Chad Prather,False,False,False
@ChadPrather1,streams,2026-03,2026-04,21,21,0.4566,right,Chad Prather,False,False,False
@ChadPrather1,streams,2026-04,2026-05,21,22,0.3738,right,Chad Prather,False,False,False
@ChadPrather1,streams,2026-05,2026-06,22,20,0.3443,right,Chad Prather,False,False,False
@ChadPrather1,streams,2026-06,2026-07,20,20,0.3772,right,Chad Prather,False,False,False
@ChadPrather1,streams,2026-07,2026-08,20,29,0.506,right,Chad Prather,False,False,False
@ChadPrather1,streams,2026-08,2026-09,29,15,0.5236,right,Chad Prather,False,True,False
@ChadPrather1,videos,2026-03,2026-04,20,18,0.8149,right,Chad Prather,False,False,False
@ChadPrather1,videos,2026-04,2026-05,18,21,0.8684,right,Chad Prather,False,False,False
@ChadPrather1,videos,2026-05,2026-06,21,19,0.91,right,Chad Prather,False,False,False
@ChadPrather1,videos,2026-06,2026-07,19,19,0.7405,right,Chad Prather,False,False,False
@ChadPrather1,videos,2026-07,2026-08,19,25,0.5683,right,Chad Prather,False,False,False
@ClipsCandaceOwens,videos,2026-04,2026-05,42,45,0.604,neutral,Candace Owens,True,False,False
@ClipsCandaceOwens,videos,2026-05,2026-06,45,17,0.7581,neutral,Candace Owens,True,False,False
@ClipsCandaceOwens,videos,2026-06,2026-07,17,22,0.7768,neutral,Candace Owens,True,False,False
@ClipsCandaceOwens,videos,2026-07,2026-08,22,52,0.6723,neutral,Candace Owens,True,False,False
@ClubRandomPodcast,videos,2026-01,2026-02,25,23,0.5687,neutral,Bill Maher,False,False,False
@ClubRandomPodcast,videos,2026-02,2026-03,23,22,0.5307,neutral,Bill Maher,False,False,False
@ClubRandomPodcast,videos,2026-03,2026-04,22,25,0.6192,neutral,Bill Maher,False,False,False
@ClubRandomPodcast,videos,2026-04,2026-05,25,26,0.5551,neutral,Bill Maher,False,False,False
@ClubRandomPodcast,videos,2026-05,2026-06,26,23,0.6304,neutral,Bill Maher,False,False,False
@ClubRandomPodcast,videos,2026-06,2026-07,23,19,0.6228,neutral,Bill Maher,False,False,False
@ClubRandomPodcast,videos,2026-07,2026-08,19,21,0.607,neutral,Bill Maher,False,False,False
@DailyDenims,videos,2026-05,2026-06,37,39,0.7991,left,Denims,True,False,False
@DailyDenims,videos,2026-06,2026-07,39,33,0.7058,left,Denims,True,False,False
@DailyDenims,videos,2026-07,2026-08,33,63,0.7334,left,Denims,True,False,False
@DailyDenims,videos,2026-08,2026-09,63,31,0.7622,left,Denims,True,True,False
@DannyHaiphongYT,streams,2026-01,2026-02,16,19,0.7034,left,Danny Haiphong,False,False,False
@DannyHaiphongYT,streams,2026-02,2026-03,19,22,0.4074,left,Danny Haiphong,False,False,False
@DannyHaiphongYT,streams,2026-03,2026-04,22,27,0.2168,left,Danny Haiphong,False,False,False
@DannyHaiphongYT,streams,2026-04,2026-05,27,29,0.2695,left,Danny Haiphong,False,False,False
@DannyHaiphongYT,streams,2026-05,2026-06,29,24,0.2202,left,Danny Haiphong,False,False,False
@DannyHaiphongYT,streams,2026-06,2026-07,24,29,0.3324,left,Danny Haiphong,False,False,False
@DannyHaiphongYT,streams,2026-07,2026-08,29,36,0.2287,left,Danny Haiphong,False,False,False
@DannyHaiphongYT,streams,2026-08,2026-09,36,25,0.1497,left,Danny Haiphong,False,True,False
@DemocracyNow,videos,2026-01,2026-02,84,99,0.5874,left,Democracy Now!,False,False,False
@DemocracyNow,videos,2026-02,2026-03,99,87,0.628,left,Democracy Now!,False,False,False
@DemocracyNow,videos,2026-03,2026-04,87,94,0.6138,left,Democracy Now!,False,False,False
@DemocracyNow,videos,2026-04,2026-05,94,91,0.5904,left,Democracy Now!,False,False,False
@DemocracyNow,videos,2026-05,2026-06,91,90,0.5922,left,Democracy Now!,False,False,False
@DemocracyNow,videos,2026-06,2026-07,90,89,0.6185,left,Democracy Now!,False,False,False
@DemocracyNow,videos,2026-07,2026-08,89,119,0.6086,left,Democracy Now!,False,False,False
@DemocracyNow,videos,2026-08,2026-09,119,61,0.6552,left,Democracy Now!,False,True,False
@DestinyDGGClips,videos,2026-01,2026-02,31,37,0.6316,right,Destiny,True,False,False
@DestinyDGGClips,videos,2026-02,2026-03,37,15,0.6779,right,Destiny,True,False,False
@DestinyDGGClips,videos,2026-07,2026-08,30,52,0.6454,right,Destiny,True,False,False
@DestinyDGGClips,videos,2026-08,2026-09,52,19,0.6745,right,Destiny,True,True,False
@DrSteveTurleyTV,videos,2026-01,2026-02,44,53,0.7175,right,Steve Turley,False,False,False
@DrSteveTurleyTV,videos,2026-02,2026-03,53,48,0.8061,right,Steve Turley,False,False,False
@DrSteveTurleyTV,videos,2026-03,2026-04,48,57,0.5623,right,Steve Turley,False,False,False
@DrSteveTurleyTV,videos,2026-04,2026-05,57,51,0.6666,right,Steve Turley,False,False,False
@DrSteveTurleyTV,videos,2026-05,2026-06,51,38,0.6785,right,Steve Turley,False,False,False
@DrSteveTurleyTV,videos,2026-06,2026-07,38,46,0.7087,right,Steve Turley,False,False,False
@DrSteveTurleyTV,videos,2026-07,2026-08,46,73,0.6497,right,Steve Turley,False,False,False
@DrSteveTurleyTV,videos,2026-08,2026-09,73,32,0.7293,right,Steve Turley,False,True,False
@DropSiteNews,videos,2026-02,2026-03,20,24,0.6742,left,Drop Site,False,False,False
@DropSiteNews,videos,2026-03,2026-04,24,28,0.6608,left,Drop Site,False,False,False
@DropSiteNews,videos,2026-04,2026-05,28,31,0.6039,left,Drop Site,False,False,False
@DropSiteNews,videos,2026-05,2026-06,31,26,0.5894,left,Drop Site,False,False,False
@DropSiteNews,videos,2026-06,2026-07,26,18,0.4186,left,Drop Site,False,False,False
@DropSiteNews,videos,2026-07,2026-08,18,30,0.6173,left,Drop Site,False,False,False
@DueDissidence,videos,2026-01,2026-02,80,95,0.7161,left,Due Dissidence,False,False,False
@DueDissidence,videos,2026-02,2026-03,95,72,0.7942,left,Due Dissidence,False,False,False
@DueDissidence,videos,2026-03,2026-04,72,62,0.741,left,Due Dissidence,False,False,False
@DueDissidence,videos,2026-04,2026-05,62,66,0.7557,left,Due Dissidence,False,False,False
@DueDissidence,videos,2026-05,2026-06,66,64,0.6762,left,Due Dissidence,False,False,False
@DueDissidence,videos,2026-06,2026-07,64,66,0.6519,left,Due Dissidence,False,False,False
@DueDissidence,videos,2026-07,2026-08,66,88,0.7539,left,Due Dissidence,False,False,False
@DueDissidence,videos,2026-08,2026-09,88,50,0.7952,left,Due Dissidence,False,True,False
@DylanBurnsLIVE,videos,2026-01,2026-02,34,30,0.7651,left,Dylan Burns,False,False,False
@DylanBurnsLIVE,videos,2026-02,2026-03,30,26,0.7935,left,Dylan Burns,False,False,False
@DylanBurnsLIVE,videos,2026-03,2026-04,26,25,0.6514,left,Dylan Burns,False,False,False
@DylanBurnsLIVE,videos,2026-04,2026-05,25,26,0.6869,left,Dylan Burns,False,False,False
@DylanBurnsLIVE,videos,2026-05,2026-06,26,18,0.6241,left,Dylan Burns,False,False,False
@FarronBalanced,streams,2026-01,2026-02,21,22,0.666,left,Farron Balanced,False,False,False
@FarronBalanced,streams,2026-02,2026-03,22,21,0.7043,left,Farron Balanced,False,False,False
@FarronBalanced,streams,2026-03,2026-04,21,20,0.6746,left,Farron Balanced,False,False,False
@FarronBalanced,streams,2026-04,2026-05,20,21,0.8682,left,Farron Balanced,False,False,False
@FarronBalanced,streams,2026-05,2026-06,21,19,0.7554,left,Farron Balanced,False,False,False
@FarronBalanced,streams,2026-06,2026-07,19,22,0.6895,left,Farron Balanced,False,False,False
@FarronBalanced,streams,2026-07,2026-08,22,28,0.731,left,Farron Balanced,False,False,False
@FarronBalanced,videos,2026-01,2026-02,155,222,0.4956,left,Farron Balanced,False,False,False
@FarronBalanced,videos,2026-02,2026-03,222,211,0.4835,left,Farron Balanced,False,False,False
@FarronBalanced,videos,2026-03,2026-04,211,194,0.4876,left,Farron Balanced,False,False,False
@FarronBalanced,videos,2026-04,2026-05,194,191,0.456,left,Farron Balanced,False,False,False
@FarronBalanced,videos,2026-05,2026-06,191,212,0.4566,left,Farron Balanced,False,False,False
@FarronBalanced,videos,2026-06,2026-07,212,192,0.4643,left,Farron Balanced,False,False,False
@FarronBalanced,videos,2026-07,2026-08,192,262,0.4879,left,Farron Balanced,False,False,False
@FarronBalanced,videos,2026-08,2026-09,262,141,0.5003,left,Farron Balanced,False,True,False
@Firstpost,streams,2026-01,2026-02,857,881,0.4423,neutral,Network18,False,False,False
@Firstpost,streams,2026-02,2026-03,881,797,0.4652,neutral,Network18,False,False,False
@Firstpost,streams,2026-03,2026-04,797,1050,0.4248,neutral,Network18,False,False,False
@Firstpost,streams,2026-04,2026-05,1050,1359,0.3983,neutral,Network18,False,False,False
@Firstpost,streams,2026-05,2026-06,1359,1322,0.3433,neutral,Network18,False,False,False
@Firstpost,streams,2026-06,2026-07,1322,1036,0.4021,neutral,Network18,False,False,False
@Firstpost,streams,2026-07,2026-08,1036,1142,0.4511,neutral,Network18,False,False,False
@Firstpost,streams,2026-08,2026-09,1142,531,0.4758,neutral,Network18,False,True,False
@Firstpost,videos,2026-01,2026-02,878,905,0.378,neutral,Network18,False,False,False
@Firstpost,videos,2026-02,2026-03,905,912,0.437,neutral,Network18,False,False,False
@Firstpost,videos,2026-03,2026-04,912,1084,0.3447,neutral,Network18,False,False,False
@Firstpost,videos,2026-04,2026-05,1084,1331,0.3567,neutral,Network18,False,False,False
@Firstpost,videos,2026-05,2026-06,1331,1310,0.2991,neutral,Network18,False,False,False
@Firstpost,videos,2026-06,2026-07,1310,1323,0.3301,neutral,Network18,False,False,False
@Firstpost,videos,2026-07,2026-08,1323,1519,0.3513,neutral,Network18,False,False,False
@Firstpost,videos,2026-08,2026-09,1519,864,0.3451,neutral,Network18,False,True,False
@FleccasTalks,videos,2026-06,2026-07,205,17,0.7134,right,Fleccas Talks,False,False,False
@FleccasTalks,videos,2026-07,2026-08,17,18,0.8534,right,Fleccas Talks,False,False,False
