creator,genre,month_from,month_to,n_from,n_to,js_distance,group,organisation,clipper,partial_month,low_n
@TheAtlantic,videos,2026-01,2026-02,20,23,0.8816,left,The Atlantic,False,False,False
@TheAtlantic,videos,2026-02,2026-03,23,19,0.7757,left,The Atlantic,False,False,False
@TheAtlantic,videos,2026-07,2026-08,20,26,0.7989,left,The Atlantic,False,False,False
@TheAtlantic,videos,2026-08,2026-09,26,16,0.7981,left,The Atlantic,False,True,False
@TheBrianKilmeadeShow,videos,2026-02,2026-03,54,48,0.7949,right,Fox News,False,False,False
@TheBrianKilmeadeShow,videos,2026-03,2026-04,48,42,0.6596,right,Fox News,False,False,False
@TheBrianKilmeadeShow,videos,2026-04,2026-05,42,45,0.6264,right,Fox News,False,False,False
@TheBrianKilmeadeShow,videos,2026-05,2026-06,45,45,0.6053,right,Fox News,False,False,False
@TheBrianKilmeadeShow,videos,2026-06,2026-07,45,37,0.6897,right,Fox News,False,False,False
@TheBrianKilmeadeShow,videos,2026-07,2026-08,37,55,0.6757,right,Fox News,False,False,False
@TheBrianKilmeadeShow,videos,2026-08,2026-09,55,26,0.6201,right,Fox News,False,True,False
@TheDailyBeast,videos,2026-01,2026-02,49,34,0.6158,left,Daily Beast,False,False,False
@TheDailyBeast,videos,2026-02,2026-03,34,31,0.7516,left,Daily Beast,False,False,False
@TheDailyBeast,videos,2026-03,2026-04,31,43,0.6048,left,Daily Beast,False,False,False
@TheDailyBeast,videos,2026-04,2026-05,43,40,0.5549,left,Daily Beast,False,False,False
@TheDailyBeast,videos,2026-05,2026-06,40,32,0.5029,left,Daily Beast,False,False,False
@TheDailyBeast,videos,2026-06,2026-07,32,30,0.577,left,Daily Beast,False,False,False
@TheDailyBeast,videos,2026-07,2026-08,30,42,0.6094,left,Daily Beast,False,False,False
@TheDailyBeast,videos,2026-08,2026-09,42,21,0.5858,left,Daily Beast,False,True,False
@TheDamageReport,streams,2026-01,2026-02,21,23,0.7428,left,TYT Network,False,False,False
@TheDamageReport,streams,2026-02,2026-03,23,21,0.7863,left,TYT Network,False,False,False
@TheDamageReport,streams,2026-03,2026-04,21,21,0.7068,left,TYT Network,False,False,False
@TheDamageReport,streams,2026-04,2026-05,21,20,0.7762,left,TYT Network,False,False,False
@TheDamageReport,streams,2026-05,2026-06,20,42,0.8556,left,TYT Network,False,False,False
@TheDamageReport,streams,2026-06,2026-07,42,37,0.7056,left,TYT Network,False,False,False
@TheDamageReport,streams,2026-07,2026-08,37,60,0.6914,left,TYT Network,False,False,False
@TheDamageReport,streams,2026-08,2026-09,60,26,0.7821,left,TYT Network,False,True,False
@TheDamageReport,videos,2026-01,2026-02,327,371,0.4145,left,TYT Network,False,False,False
@TheDamageReport,videos,2026-02,2026-03,371,352,0.4301,left,TYT Network,False,False,False
@TheDamageReport,videos,2026-03,2026-04,352,363,0.4085,left,TYT Network,False,False,False
@TheDamageReport,videos,2026-04,2026-05,363,382,0.3886,left,TYT Network,False,False,False
@TheDamageReport,videos,2026-05,2026-06,382,340,0.3778,left,TYT Network,False,False,False
@TheDamageReport,videos,2026-06,2026-07,340,333,0.4174,left,TYT Network,False,False,False
@TheDamageReport,videos,2026-07,2026-08,333,491,0.386,left,TYT Network,False,False,False
@TheDamageReport,videos,2026-08,2026-09,491,245,0.3627,left,TYT Network,False,True,False
@TheDonLemonShow,streams,2026-01,2026-02,41,52,0.6742,left,Don Lemon,False,False,False
@TheDonLemonShow,streams,2026-02,2026-03,52,44,0.8956,left,Don Lemon,False,False,False
@TheDonLemonShow,streams,2026-03,2026-04,44,51,0.6841,left,Don Lemon,False,False,False
@TheDonLemonShow,streams,2026-04,2026-05,51,48,0.6717,left,Don Lemon,False,False,False
@TheDonLemonShow,streams,2026-05,2026-06,48,46,0.7829,left,Don Lemon,False,False,False
@TheDonLemonShow,streams,2026-06,2026-07,46,34,0.88,left,Don Lemon,False,False,False
@TheDonLemonShow,streams,2026-07,2026-08,34,58,0.7001,left,Don Lemon,False,False,False
@TheDonLemonShow,streams,2026-08,2026-09,58,26,0.7129,left,Don Lemon,False,True,False
@TheDonLemonShow,videos,2026-01,2026-02,36,48,0.6686,left,Don Lemon,False,False,False
@TheDonLemonShow,videos,2026-02,2026-03,48,47,0.7989,left,Don Lemon,False,False,False
@TheDonLemonShow,videos,2026-03,2026-04,47,40,0.6904,left,Don Lemon,False,False,False
@TheDonLemonShow,videos,2026-04,2026-05,40,39,0.8161,left,Don Lemon,False,False,False
@TheDonLemonShow,videos,2026-05,2026-06,39,36,0.7951,left,Don Lemon,False,False,False
@TheDonLemonShow,videos,2026-06,2026-07,36,46,0.8421,left,Don Lemon,False,False,False
@TheDonLemonShow,videos,2026-07,2026-08,46,46,0.8501,left,Don Lemon,False,False,False
@TheDonLemonShow,videos,2026-08,2026-09,46,28,0.8111,left,Don Lemon,False,True,False
@TheEconomist,videos,2026-01,2026-02,15,17,0.9106,left,The Economist,False,False,False
@TheEconomist,videos,2026-02,2026-03,17,18,0.8057,left,The Economist,False,False,False
@TheEconomist,videos,2026-03,2026-04,18,20,0.6393,left,The Economist,False,False,False
@TheEconomist,videos,2026-04,2026-05,20,15,0.7499,left,The Economist,False,False,False
@TheEconomist,videos,2026-05,2026-06,15,18,0.8429,left,The Economist,False,False,False
@TheHumanistReport,videos,2026-01,2026-02,16,17,0.9123,left,Humanist Report,False,False,False
@TheHumanistReport,videos,2026-02,2026-03,17,18,0.9411,left,Humanist Report,False,False,False
@TheHumanistReport,videos,2026-03,2026-04,18,19,0.8743,left,Humanist Report,False,False,False
@TheHumanistReport,videos,2026-04,2026-05,19,19,0.8885,left,Humanist Report,False,False,False
@TheHumanistReport,videos,2026-05,2026-06,19,16,0.9101,left,Humanist Report,False,False,False
@TheHumanistReport,videos,2026-06,2026-07,16,18,0.927,left,Humanist Report,False,False,False
@TheHumanistReport,videos,2026-07,2026-08,18,22,0.8113,left,Humanist Report,False,False,False
@TheJoyReidShow,streams,2026-02,2026-03,16,16,0.9098,left,Joy Reid,False,False,False
@TheJoyReidShow,streams,2026-03,2026-04,16,16,0.75,left,Joy Reid,False,False,False
@TheJoyReidShow,streams,2026-07,2026-08,18,25,0.8169,left,Joy Reid,False,False,False
@TheJoyReidShow,videos,2026-07,2026-08,52,77,0.6729,left,Joy Reid,False,False,False
@TheJoyReidShow,videos,2026-08,2026-09,77,41,0.7632,left,Joy Reid,False,True,False
@TheLincolnProject,videos,2026-07,2026-08,20,16,0.7779,left,Lincoln Project,False,False,False
@TheMajorityReport,streams,2026-01,2026-02,21,22,0.808,left,Majority Report,False,False,False
@TheMajorityReport,streams,2026-02,2026-03,22,21,0.8538,left,Majority Report,False,False,False
@TheMajorityReport,streams,2026-03,2026-04,21,21,0.6774,left,Majority Report,False,False,False
@TheMajorityReport,streams,2026-04,2026-05,21,22,0.7503,left,Majority Report,False,False,False
@TheMajorityReport,streams,2026-05,2026-06,22,22,0.8167,left,Majority Report,False,False,False
@TheMajorityReport,streams,2026-06,2026-07,22,22,0.8207,left,Majority Report,False,False,False
@TheMajorityReport,streams,2026-07,2026-08,22,29,0.772,left,Majority Report,False,False,False
@TheMajorityReport,streams,2026-08,2026-09,29,15,0.8834,left,Majority Report,False,True,False
@TheMajorityReport,videos,2026-01,2026-02,209,186,0.6,left,Majority Report,False,False,False
@TheMajorityReport,videos,2026-02,2026-03,186,154,0.6413,left,Majority Report,False,False,False
@TheMajorityReport,videos,2026-03,2026-04,154,174,0.5959,left,Majority Report,False,False,False
@TheMajorityReport,videos,2026-04,2026-05,174,182,0.5683,left,Majority Report,False,False,False
@TheMajorityReport,videos,2026-05,2026-06,182,184,0.5785,left,Majority Report,False,False,False
@TheMajorityReport,videos,2026-06,2026-07,184,180,0.5812,left,Majority Report,False,False,False
@TheMajorityReport,videos,2026-07,2026-08,180,254,0.5384,left,Majority Report,False,False,False
@TheMajorityReport,videos,2026-08,2026-09,254,134,0.623,left,Majority Report,False,True,False
@TheMichaelCohenShow,videos,2026-01,2026-02,73,66,0.4056,left,MeidasTouch Network,False,False,False
@TheMichaelCohenShow,videos,2026-02,2026-03,66,60,0.5925,left,MeidasTouch Network,False,False,False
@TheMichaelCohenShow,videos,2026-03,2026-04,60,71,0.6905,left,MeidasTouch Network,False,False,False
@TheMichaelCohenShow,videos,2026-04,2026-05,71,66,0.6601,left,MeidasTouch Network,False,False,False
@TheMichaelCohenShow,videos,2026-05,2026-06,66,70,0.6855,left,MeidasTouch Network,False,False,False
@TheMichaelCohenShow,videos,2026-06,2026-07,70,53,0.7796,left,MeidasTouch Network,False,False,False
@TheMichaelCohenShow,videos,2026-07,2026-08,53,20,0.8331,left,MeidasTouch Network,False,False,False
@TheOfficerTatum,streams,2026-02,2026-03,22,35,0.9379,right,Officer Tatum,False,False,False
@TheOfficerTatum,streams,2026-03,2026-04,35,28,0.9211,right,Officer Tatum,False,False,False
@TheOfficerTatum,streams,2026-07,2026-08,32,28,0.9163,right,Officer Tatum,False,False,False
@TheOfficerTatum,streams,2026-08,2026-09,28,16,0.6844,right,Officer Tatum,False,True,False
@TheOfficerTatum,videos,2026-01,2026-02,43,65,0.7893,right,Officer Tatum,False,False,False
@TheOfficerTatum,videos,2026-02,2026-03,65,54,0.8379,right,Officer Tatum,False,False,False
@TheOfficerTatum,videos,2026-03,2026-04,54,72,0.7569,right,Officer Tatum,False,False,False
@TheOfficerTatum,videos,2026-04,2026-05,72,89,0.753,right,Officer Tatum,False,False,False
@TheOfficerTatum,videos,2026-05,2026-06,89,83,0.7843,right,Officer Tatum,False,False,False
@TheOfficerTatum,videos,2026-06,2026-07,83,70,0.7284,right,Officer Tatum,False,False,False
@TheOfficerTatum,videos,2026-07,2026-08,70,91,0.7907,right,Officer Tatum,False,False,False
@TheOfficerTatum,videos,2026-08,2026-09,91,50,0.6949,right,Officer Tatum,False,True,False
@ThePodcastoftheLotusEaters,streams,2026-02,2026-03,22,20,0.9664,right,Lotus Eaters,False,False,False
@ThePodcastoftheLotusEaters,streams,2026-03,2026-04,20,21,0.3629,right,Lotus Eaters,False,False,False
@ThePodcastoftheLotusEaters,streams,2026-04,2026-05,21,22,0.7389,right,Lotus Eaters,False,False,False
@ThePodcastoftheLotusEaters,streams,2026-05,2026-06,22,20,0.6336,right,Lotus Eaters,False,False,False
@ThePodcastoftheLotusEaters,streams,2026-06,2026-07,20,21,0.7119,right,Lotus Eaters,False,False,False
@ThePodcastoftheLotusEaters,streams,2026-07,2026-08,21,29,0.5924,right,Lotus Eaters,False,False,False
@ThePodcastoftheLotusEaters,streams,2026-08,2026-09,29,16,0.6729,right,Lotus Eaters,False,True,False
@ThePodcastoftheLotusEaters,videos,2026-01,2026-02,63,71,0.6689,right,Lotus Eaters,False,False,False
@ThePodcastoftheLotusEaters,videos,2026-02,2026-03,71,67,0.7263,right,Lotus Eaters,False,False,False
@ThePodcastoftheLotusEaters,videos,2026-03,2026-04,67,71,0.7193,right,Lotus Eaters,False,False,False
@ThePodcastoftheLotusEaters,videos,2026-04,2026-05,71,67,0.6562,right,Lotus Eaters,False,False,False
@ThePodcastoftheLotusEaters,videos,2026-05,2026-06,67,74,0.646,right,Lotus Eaters,False,False,False
@ThePodcastoftheLotusEaters,videos,2026-06,2026-07,74,72,0.6159,right,Lotus Eaters,False,False,False
@ThePodcastoftheLotusEaters,videos,2026-07,2026-08,72,91,0.5598,right,Lotus Eaters,False,False,False
@ThePodcastoftheLotusEaters,videos,2026-08,2026-09,91,46,0.6597,right,Lotus Eaters,False,True,False
@TheQuartering,videos,2026-01,2026-02,73,92,0.7071,right,TheQuartering,False,False,False
@TheQuartering,videos,2026-02,2026-03,92,80,0.6584,right,TheQuartering,False,False,False
@TheQuartering,videos,2026-03,2026-04,80,88,0.6651,right,TheQuartering,False,False,False
@TheQuartering,videos,2026-04,2026-05,88,64,0.6837,right,TheQuartering,False,False,False
@TheQuartering,videos,2026-05,2026-06,64,83,0.722,right,TheQuartering,False,False,False
@TheQuartering,videos,2026-06,2026-07,83,58,0.532,right,TheQuartering,False,False,False
@TheQuartering,videos,2026-07,2026-08,58,86,0.5772,right,TheQuartering,False,False,False
@TheQuartering,videos,2026-08,2026-09,86,51,0.7558,right,TheQuartering,False,True,False
@TheRealTabithaSpeaks,videos,2026-01,2026-02,25,34,0.8413,left,Tabitha Speaks,False,False,False
@TheRealTabithaSpeaks,videos,2026-02,2026-03,34,52,0.8081,left,Tabitha Speaks,False,False,False
@TheRealTabithaSpeaks,videos,2026-03,2026-04,52,68,0.8344,left,Tabitha Speaks,False,False,False
@TheRealTabithaSpeaks,videos,2026-04,2026-05,68,57,0.7456,left,Tabitha Speaks,False,False,False
@TheRealTabithaSpeaks,videos,2026-05,2026-06,57,54,0.6848,left,Tabitha Speaks,False,False,False
@TheRealTabithaSpeaks,videos,2026-06,2026-07,54,53,0.6959,left,Tabitha Speaks,False,False,False
@TheRealTabithaSpeaks,videos,2026-07,2026-08,53,71,0.7123,left,Tabitha Speaks,False,False,False
@TheRealTabithaSpeaks,videos,2026-08,2026-09,71,38,0.7092,left,Tabitha Speaks,False,True,False
@TheSerfTimes,videos,2026-01,2026-02,25,29,0.8224,left,Serf Times,False,False,False
@TheSerfTimes,videos,2026-02,2026-03,29,26,0.7775,left,Serf Times,False,False,False
@TheSerfTimes,videos,2026-03,2026-04,26,32,0.8045,left,Serf Times,False,False,False
@TheSerfTimes,videos,2026-04,2026-05,32,25,0.8013,left,Serf Times,False,False,False
@TheSerfTimes,videos,2026-05,2026-06,25,27,0.8116,left,Serf Times,False,False,False
@TheSerfTimes,videos,2026-06,2026-07,27,30,0.7144,left,Serf Times,False,False,False
@TheSerfTimes,videos,2026-07,2026-08,30,33,0.7772,left,Serf Times,False,False,False
@TheSerfTimes,videos,2026-08,2026-09,33,20,0.8224,left,Serf Times,False,True,False
@TheVaushPit,videos,2026-01,2026-02,35,46,0.725,left,Vaush,True,False,False
@TheVaushPit,videos,2026-02,2026-03,46,31,0.695,left,Vaush,True,False,False
@TheVaushPit,videos,2026-03,2026-04,31,53,0.7699,left,Vaush,True,False,False
@TheVaushPit,videos,2026-04,2026-05,53,45,0.7874,left,Vaush,True,False,False
@TheVaushPit,videos,2026-05,2026-06,45,50,0.7852,left,Vaush,True,False,False
@TheVaushPit,videos,2026-06,2026-07,50,59,0.7868,left,Vaush,True,False,False
@TheVaushPit,videos,2026-07,2026-08,59,69,0.7633,left,Vaush,True,False,False
@TheVaushPit,videos,2026-08,2026-09,69,15,0.883,left,Vaush,True,True,False
@TheYoungTurks,streams,2026-01,2026-02,47,41,0.8588,left,TYT Network,False,False,False
@TheYoungTurks,streams,2026-02,2026-03,41,46,0.911,left,TYT Network,False,False,False
@TheYoungTurks,streams,2026-03,2026-04,46,38,0.8248,left,TYT Network,False,False,False
@TheYoungTurks,streams,2026-04,2026-05,38,52,0.665,left,TYT Network,False,False,False
@TheYoungTurks,streams,2026-05,2026-06,52,51,0.7414,left,TYT Network,False,False,False
@TheYoungTurks,streams,2026-06,2026-07,51,48,0.7055,left,TYT Network,False,False,False
