creator,genre,caps_share,exclamations,power_words,emoji,vader_intensity,n_titles,caps_share_01,exclamations_01,power_words_01,emoji_01,vader_intensity_01,arousal_index,low_n,group,organisation,clipper,rank_in_genre,percentile_in_genre
@Firstpost,videos,0.044315075833741724,0.0045427612087695045,0.3748765554019356,0.00019751135690302193,0.18298469286984,10126,0.058227303644262256,0.004307292251278492,0.3357582764914602,0.0013174516283466968,0.23149324916627376,0.12622071463632428,False,neutral,Network18,False,181.0,24.686192468619247
@BBCNews,videos,0.04935080998405746,0.000819672131147541,0.25901639344262295,0.0,0.21123237704918035,2440,0.06632801669352116,0.0007771853409915539,0.20066453358409084,0.0,0.36079021381917653,0.125711989887556,False,neutral,BBC,False,182.0,24.267782426778243
@franifio,videos,0.04400310091799454,0.024822695035460994,0.20212765957446807,0.0,0.22042553191489364,282,0.057725446477938994,0.023536038340666206,0.13433187999942584,0.0,0.40286966402027086,0.12369260576766039,False,left,Bitchuation Room,False,183.0,23.84937238493724
@PrisonPlanetLive,videos,0.0,0.0,0.17391304347826086,0.0,0.2408695652173913,46,0.0,0.0,0.10143344425867751,0.0,0.49644729801297494,0.11957614845433048,True,right,Paul Joseph Watson,False,,
@RufoandLomez,videos,0.040050505050505045,0.0,0.2375,0.0,0.212625,80,0.05136711937677314,0.0,0.17557627136456894,0.0,0.36716460965650477,0.11882160007956936,False,right,Rufo & Lomez,False,184.0,23.430962343096233
@Politicon,videos,0.03696735217133699,0.016129032258064516,0.28830645161290325,0.0020161290322580645,0.19283870967741934,496,0.04640741816626128,0.015293001871124123,0.23481694215389165,0.013448099988547027,0.2765976355920656,0.11731261955437793,False,left,Politicon,False,185.0,23.01255230125523
@Unpacked,videos,0.024003097173828883,0.0,0.2926829268292683,0.0,0.2023658536585366,41,0.02555252263416706,0.0,0.23991994225091998,0.0,0.32020584045406153,0.11713566106782972,True,right,Unpacked,False,,
@BadFaithPodcast,videos,0.13607804887761313,0.04938271604938271,0.20987654320987653,0.0,0.17200000000000001,81,0.20584143318060316,0.04682301807455287,0.14336713142630206,0.0,0.18121346563791435,0.1154490096638745,False,left,Bad Faith,False,186.0,22.594142259414227
@morebridgetphetasy,videos,0.008817194132728114,0.0,0.18932038834951456,0.0,0.2306893203883495,206,0.0011237821054176373,0.0,0.1193985139748175,0.0,0.44984968146282933,0.1140743955086129,False,right,Bridget Phetasy,False,187.0,22.17573221757322
@PragerU,videos,0.01637517817044173,0.04935064935064935,0.2727272727272727,0.005194805194805195,0.18827792207792207,385,0.013281902072207084,0.04679261351736161,0.2166515127993013,0.034650688801658835,0.2557217298258547,0.11341968940327671,False,right,PragerU,False,188.0,21.75732217573222
@Vox,videos,0.01570845612198996,0.0,0.3157894736842105,0.0,0.19433834586466167,133,0.012209382388501529,0.0,0.26686233424753103,0.0,0.28346185872140445,0.11250671507148739,False,left,Vox,False,189.0,21.338912133891213
@CNN,videos,0.04175349803551283,0.0011383039271485487,0.26693227091633465,0.0,0.1970398406374502,1757,0.05410663204457035,0.001079301213443023,0.2098945009709428,0.0,0.2958272997936572,0.11218154680452268,False,left,CNN,False,190.0,20.920502092050206
@Reuters,videos,0.05024960964209063,0.0003714710252600297,0.18090638930163447,0.0,0.21127575532441803,8076,0.06777386707028148,0.00035221623923094194,0.10958773341854365,0.0,0.3609887674168627,0.10774051682898375,False,neutral,Reuters,False,191.0,20.502092050209207
@turningpointusa,videos,0.025249075453993484,0.00546448087431694,0.09836065573770492,0.02185792349726776,0.2076229508196721,183,0.0275568604748749,0.005181235606610359,0.013338842344993988,0.1457979802037011,0.34426893537910846,0.10722877080185778,False,right,Turning Point USA,False,192.0,20.0836820083682
https://rumble.com/c/russellbrand,videos,0.04858165215308072,0.05791505791505792,0.2471042471042471,0.003861003861003861,0.17618146718146718,259,0.06509071410916167,0.05491309552179705,0.18677488931208783,0.025753890325557242,0.20035312363348384,0.10657714258041753,False,right,Russell Brand,False,193.0,19.665271966527197
@USATODAY,videos,0.03361063618795542,0.004502476361999099,0.2354795137325529,0.0,0.2000018009905448,2221,0.0410076507922171,0.004269095524582151,0.1732203705290581,0.0,0.30938495926924237,0.10557641522301994,False,neutral,USA Today,False,194.0,19.246861924686193
@revleftradio,videos,0.010630086287981025,0.0,0.21052631578947367,0.0,0.21513157894736845,38,0.004040083621858013,0.0,0.1441247707074139,0.0,0.3786378705263159,0.10536054497111755,True,left,Rev Left Radio,False,,
@MrTariqNasheed,videos,0.05238633023992825,0.0024813895781637717,0.3002481389578164,0.0,0.17575682382133995,403,0.07121109388028657,0.0023527695186344806,0.2487410314419803,0.0,0.19840942102140857,0.10414286317246199,False,right,Tariq Nasheed,False,195.0,18.828451882845187
@ThePodcastoftheLotusEaters,videos,0.01706795794416373,0.02572347266881029,0.15112540192926044,0.0,0.22039549839228298,622,0.014396339408598358,0.024390125170667413,0.0748628980344539,0.0,0.4027321928107112,0.10327631108488618,False,right,Lotus Eaters,False,196.0,18.410041841004183
@PBDPodcast,videos,0.06117531204605508,0.0,0.34210526315789475,0.0,0.15931578947368422,38,0.08534945334910934,0.0,0.29754672513256036,0.0,0.12315454974028801,0.10121014564439154,True,right,Valuetainment,False,,
@katmabu,videos,0.05124450712686007,0.14705882352941177,0.14705882352941177,0.0,0.18141176470588236,34,0.06937430482115864,0.1394361935308376,0.0701212397494021,0.0,0.22429354968204024,0.10064505755668773,True,left,Kat Abughazaleh,False,,
@ClipsCandaceOwens,videos,0.07568411044973546,0.020833333333333332,0.19791666666666666,0.0,0.1834375,192,0.10868897228507053,0.01975346075020199,0.12942183340833738,0.0,0.23356586464622517,0.09828602621796703,False,neutral,Candace Owens,True,197.0,17.99163179916318
@NewsmaxTV,videos,0.037037271515555734,0.002535496957403651,0.23580121703853954,0.0002535496957403651,0.18765136916835698,3944,0.04651989363204275,0.002404072302255821,0.1735954787886743,0.0016912417835495248,0.2528538349256257,0.09541290428642961,False,right,Newsmax,False,198.0,17.573221757322173
@NYTPodcasts,videos,0.007782798167413551,0.006237006237006237,0.24116424116424118,0.0,0.19573388773388772,481,0.0,0.005913717979270452,0.1798488016754314,0.0,0.2898496152040734,0.09512242697175505,False,left,New York Times,False,199.0,17.154811715481173
@LeejaMiller,videos,0.06693241943241943,0.0,0.15,0.0,0.19555,60,0.09461060049044176,0.0,0.07355067167184655,0.0,0.28900791343207566,0.09143383711887279,False,left,Leeja Miller,False,200.0,16.736401673640167
@TheAtlantic,videos,0.022800726716389365,0.0,0.21686746987951808,0.0,0.19217469879518073,166,0.023618334338302988,0.0,0.15151859983633664,0.0,0.2735582858519287,0.08973904400531367,False,left,The Atlantic,False,201.0,16.317991631799163
@ABCNews,videos,0.037279127876108105,0.0008781834148789362,0.16497302722368587,0.0,0.19877418140760256,7971,0.04690895487266643,0.0008326637576298921,0.0910093240342695,0.0,0.3037658265709597,0.0885033538471051,False,neutral,ABC News,False,202.0,15.899581589958158
@CBSNews,videos,0.022319734272902344,0.0004806536890170632,0.2167748137466955,0.0,0.18981014179283826,8322,0.02284458782046786,0.0004557395414610409,0.15141056215043455,0.0,0.2627350961981994,0.08748919714211258,False,neutral,CBS News,False,203.0,15.481171548117153
@PhillipScottPodcast,videos,0.017927170868347338,0.0,0.14285714285714285,0.0,0.20714285714285713,7,0.015778508748612,0.0,0.06522205128876717,0.0,0.3420714223098202,0.08461439646943987,True,right,Phillip Scott,False,,
@wsj,videos,0.037761549841381775,0.0,0.2689075630252101,0.0,0.16757983193277312,119,0.0476850009848498,0.0,0.21219770510781502,0.0,0.16098121188147663,0.0841727835948283,False,neutral,Wall Street Journal,False,204.0,15.062761506276152
@ZeihanonGeopolitics,videos,0.01481969131738717,0.004608294930875576,0.18433179723502305,0.0,0.1953410138248848,217,0.010779674537479161,0.0043694291060354645,0.11358178254535711,0.0,0.2880513295958482,0.08335644315694399,False,neutral,Peter Zeihan,False,205.0,14.644351464435147
@AssociatedPress,videos,0.02907774945378932,0.0007178750897343862,0.16511127063890882,0.0,0.1941505743000718,5572,0.03371584117276575,0.0006806648356135648,0.09117051680388884,0.0,0.28260237965064383,0.0816338804925824,False,neutral,Associated Press,False,206.0,14.225941422594143
@RonPlacone,videos,0.06685507872005197,0.07575757575757576,0.15151515151515152,0.0,0.1678030303030303,66,0.094486186671282,0.07183076636437088,0.07531734872280278,0.0,0.16200284861482814,0.08072743007465677,False,left,Ron Placone,False,207.0,13.807531380753138
@TheEconomist,videos,0.027534995418207097,0.0,0.21897810218978103,0.0,0.17968613138686132,137,0.031234096232546027,0.0,0.15397961157559853,0.0,0.2163948791631834,0.0803217173942656,False,left,The Economist,False,208.0,13.389121338912133
@samharrisorg,videos,0.03240791775274534,0.0,0.1724137931034483,0.0,0.18967241379310343,116,0.03907290272334224,0.0,0.09968530804633703,0.0,0.26210467948154503,0.08017257805024486,False,left,Sam Harris,False,209.0,12.97071129707113
@EzraKleinShow,videos,0.002197802197802198,0.0,0.2,0.0,0.1882923076923077,65,0.0,0.0,0.1318510143534022,0.0,0.2557875765077604,0.07752771817223252,False,left,New York Times,False,210.0,12.552301255230125
@NewsNation,videos,0.03765126944805219,0.016549104720564298,0.18190450352685839,0.00027129679869777537,0.17860431361909931,7372,0.047507598883258235,0.01569130034633517,0.11075154144586144,0.0018096195318283576,0.2114431191253992,0.07744063586653648,False,neutral,NewsNation,False,211.0,12.133891213389122
@nousnetwork,videos,0.01837404938366477,0.00641025641025641,0.21794871794871795,0.0,0.17511538461538462,156,0.016497378036069994,0.006077987923139075,0.1527793424954991,0.0,0.19547338768809733,0.0741656192285611,False,left,nous,False,212.0,11.715481171548117
@ColemanHughesOfficial,videos,0.008156966490299823,0.0,0.2037037037037037,0.0,0.1829814814814815,54,6.170962127647935e-05,0.0,0.13616955825573965,0.0,0.23147854981023305,0.07354196353744984,False,right,Coleman Hughes,False,213.0,11.297071129707113
@NYTOpinion,videos,0.032341269841269844,0.0,0.13793103448275862,0.0,0.19072413793103446,29,0.038965689834401,0.0,0.059478175162505524,0.0,0.2669186931834587,0.07307251163607305,True,left,New York Times,False,,
@triggerpod,videos,0.019975370472059214,0.013245033112582781,0.23841059602649006,0.0,0.1666225165562914,151,0.019073336625146233,0.012558491602777427,0.17663803257234562,0.0,0.15659933152594768,0.07297383846524338,False,right,Triggernometry,False,214.0,10.87866108786611
@chriscuomo,videos,0.02623002861266436,0.004807692307692308,0.23076923076923078,0.0,0.16664903846153845,208,0.029134866742870334,0.004558490942354307,0.1677281483112826,0.0,0.15672072915357205,0.07162844703001585,False,left,Chris Cuomo,False,215.0,10.460251046025103
@NBCNews,videos,0.07032641639836507,0.0024619172180335436,0.14633020464686874,0.0,0.17307078012001847,6499,0.10007033976390145,0.0023343064865602604,0.06927166513867189,0.0,0.18611470350400164,0.07155820297862706,False,neutral,NBC News,False,216.0,10.0418410041841
@johnnyharris,videos,0.019230769230769232,0.0,0.23076923076923078,0.0,0.16984615384615387,13,0.01787553689788423,0.0,0.1677281483112826,0.0,0.17135475409704712,0.0713916878612428,True,left,Johnny Harris,False,,
@theGuardian,videos,0.011547996163380777,0.0,0.3076923076923077,0.0,0.15246153846153845,39,0.005516675571261891,0.0,0.2574209832059836,0.0,0.0917808680886182,0.07094370537317274,True,left,The Guardian,False,,
@ModernDayDebate,videos,0.15428894776720864,0.08695652173913043,0.0,0.0,0.1383695652173913,46,0.2351363208514369,0.08244922747910396,0.0,0.0,0.027278257719915894,0.06897276121009135,True,left,Modern-Day Debate,False,,
@RSBN,videos,0.12965080302687906,0.0006097560975609756,0.13170731707317074,0.0,0.14941707317073172,1640,0.19550227055213673,0.0005781500707376194,0.05222127800786278,0.0,0.07784556215014674,0.06522945215617677,False,right,RSBN,False,217.0,9.623430962343097
@markets,videos,0.051611657642009964,0.0005016302984700275,0.15512916980185604,0.00025081514923501377,0.16599974918485078,7974,0.06996491998874654,0.0004756288517731104,0.07953131881424842,0.0016730016539551857,0.1537487640139025,0.06107872666452515,False,neutral,Bloomberg,False,218.0,9.205020920502092
@cafedotcom,videos,0.029166409721965277,0.0,0.2777777777777778,0.0,0.14220370370370372,54,0.033858464148865224,0.0,0.2225404363024888,0.0,0.04482810234405132,0.060245400559081064,False,left,CAFE,False,219.0,8.786610878661087
@TimDillonShow,videos,0.0308542356336474,0.014705882352941176,0.08823529411764706,0.0,0.1836470588235294,68,0.036573578366478045,0.01394361935308376,0.0015326013005131033,0.0,0.23452506964252015,0.057314973732519016,False,neutral,Tim Dillon,False,220.0,8.368200836820083
@ajplus,videos,0.012032467532467532,0.0,0.14,0.0,0.17946,50,0.0062960184484682526,0.0,0.06189060313553543,0.0,0.21535981725338965,0.05670928776747867,False,left,Al Jazeera,False,221.0,7.949790794979079
@mikhaila,videos,0.024841002618780396,0.037037037037037035,0.14814814814814814,0.0,0.165037037037037,27,0.02690041578526564,0.03511726355591465,0.07139139972067782,0.0,0.14934218123860246,0.05655025206009212,True,right,Mikhaila Peterson,False,,
@NPR,videos,0.01562621901907616,0.0,0.15714285714285714,0.0,0.16921428571428573,70,0.01207709201080848,0.0,0.08187929205492592,0.0,0.16846253004806816,0.05248378282276052,False,left,NPR,False,222.0,7.531380753138076
@BlaireWhiteX,videos,0.012987012987012986,0.0,0.18181818181818182,0.0,0.16263636363636363,11,0.007831544071730617,0.0,0.11065088974192742,0.0,0.1383536774781049,0.051367222258352586,True,right,Blaire White,False,,
@FinancialTimes,videos,0.09228805916305917,0.0,0.125,0.0,0.146,40,0.13539884615774386,0.0,0.044400500331068724,0.0,0.06220473346601634,0.04840081599096578,True,neutral,Financial Times,False,,
@RealAlexClark,videos,0.030821554965263082,0.0379746835443038,0.13924050632911392,0.012658227848101266,0.1341392405063291,79,0.03652100674356528,0.03600630820289984,0.06100502830999279,0.08443364043442185,0.00791496616072507,0.04517618997032097,False,right,Turning Point USA,False,223.0,7.112970711297072
@TechCrunch,videos,0.04646298146298146,0.0,0.0896551724137931,0.0,0.1675655172413793,145,0.061682523209073484,0.0,0.0031881891251414503,0.0,0.16091568983246854,0.045157280433336694,False,neutral,TechCrunch,False,224.0,6.694560669456067
@wethefifth,videos,0.030808725005153578,0.0,0.16071428571428573,0.0,0.14769642857142856,112,0.03650036788095296,0.0,0.08604360224646564,0.0,0.06996972629316628,0.038502739284116974,False,neutral,The Fifth Column,False,225.0,6.2761506276150625
@DarkHorsePod,videos,0.026138583638583637,0.0,0.14285714285714285,0.0,0.15374285714285715,70,0.02898776416105942,0.0,0.06522205128876717,0.0,0.09764579546446076,0.038371122182857466,False,right,DarkHorse,False,226.0,5.857740585774058
@Forbes,videos,0.026650054765194973,0.0,0.11942675159235669,0.00875796178343949,0.146,1256,0.029810540087266683,0.0,0.03790205449076794,0.05841786109674569,0.06220473346601634,0.03766703782815933,False,neutral,Forbes,False,227.0,5.439330543933055
@LeverNews,videos,0.01319950977485224,0.0,0.1643835616438356,0.0,0.15152054794520547,73,0.008173376156346742,0.0,0.09032200312818446,0.0,0.08747371084498098,0.037193818025902436,False,left,The Lever,False,228.0,5.02092050209205
@Channel5YouTube,videos,0.04435467633142052,0.0,0.16279069767441862,0.0,0.12132558139534885,43,0.05829100682213625,0.0,0.08846471282294219,0.0,0.0,0.029351143929015687,True,left,Channel 5,False,,
@BelleRanch,videos,0.0233910716011403,0.0,0.13990267639902676,0.0,0.14526155717761557,822,0.02456799021145215,0.0,0.06177712314978056,0.0,0.05882468946319298,0.029033960564885143,False,left,Belle of the Ranch,False,229.0,4.602510460251046
@POLITICO,videos,0.02530582411938344,0.006779661016949152,0.10847457627118644,0.0,0.14906440677966104,295,0.02764814898227627,0.006428244854303021,0.025131743004113884,0.0,0.0762313167624175,0.02708789072062213,False,neutral,Politico,False,230.0,4.184100418410042
@axios,videos,0.035247133239833965,0.0,0.16058394160583941,0.0,0.1335109489051095,137,0.0436401950504153,0.0,0.0858916201226868,0.0,0.005039112818594422,0.026914185598339302,False,neutral,Axios,False,231.0,3.765690376569038
@ClubRandomPodcast,videos,0.010987489667692713,0.005076142131979695,0.15228426395939088,0.005076142131979695,0.1289238578680203,197,0.004615019100073872,0.004813025969592363,0.07621413910399885,0.03385917560568186,0.0,0.02390027195586939,False,neutral,Bill Maher,False,232.0,3.3472803347280333
@nytimes,videos,0.008848037721277157,0.014084507042253521,0.1267605633802817,0.0,0.14383098591549295,71,0.0011733985174018852,0.013354452338164728,0.04645332929872913,0.0,0.05227659437908664,0.022651554906676478,False,left,New York Times,False,233.0,2.928870292887029
@newdiscourses,videos,0.004591836734693878,0.0,0.10204081632653061,0.0,0.14861224489795918,98,0.0,0.0,0.017629934814027866,0.0,0.07416165475173297,0.018358317913152167,False,right,New Discourses,False,234.0,2.510460251046025
@60minutes,videos,0.010914687876226337,0.0,0.14461538461538462,0.0,0.13644615384615386,325,0.0044979067973713715,0.0,0.06727217322921748,0.0,0.018474305845455133,0.018048877174408798,False,neutral,CBS News,False,235.0,2.092050209205021
@CoreyGilShusterAskProject,videos,0.010871518418688228,0.0,0.1509433962264151,0.0,0.1341132075471698,53,0.0044284624268844065,0.0,0.07465067813753627,0.0,0.007795806565946875,0.01737498942607351,False,neutral,Ask Project,False,236.0,1.6736401673640167
@Semafor,videos,0.060987378634437456,0.0,0.0784313725490196,0.0,0.1027516339869281,153,0.08504713503872215,0.0,0.0,0.0,0.0,0.01700942700774443,False,neutral,Semafor,False,237.0,1.2552301255230125
@joerogan,videos,0.043645676624400026,0.0,0.0,0.0,0.030921985815602838,141,0.05715047735669147,0.0,0.0,0.0,0.0,0.011430095471338294,False,neutral,Joe Rogan,False,238.0,0.8368200836820083
@MattBernstein1,videos,0.00909090909090909,0.0,0.047619047619047616,0.0,0.1428095238095238,21,0.001564092548210765,0.0,0.0,0.0,0.047601097833201045,0.009833038076282361,True,left,Matt Bernstein,False,,
@LastWeekTonight,videos,0.029514533085961654,0.0,0.0,0.0,0.10542857142857143,35,0.03441847136793189,0.0,0.0,0.0,0.0,0.0068836942735863785,True,left,HBO,False,,
@doomscrollpodcast,videos,0.018207282913165267,0.0,0.0,0.0,0.089,17,0.016229109838538265,0.0,0.0,0.0,0.0,0.003245821967707653,True,left,Doomscroll,False,,
@newyorker,videos,0.0015082956259426848,0.0,0.0196078431372549,0.0,0.11098039215686274,51,0.0,0.0,0.0,0.0,0.0,0.0,False,neutral,The New Yorker,False,239.0,0.41841004184100417
