creator,genre,caps_share,exclamations,power_words,emoji,vader_intensity,n_titles,caps_share_01,exclamations_01,power_words_01,emoji_01,vader_intensity_01,arousal_index,low_n,group,organisation,clipper,rank_in_genre,percentile_in_genre
@thewarningwithsteveschmidt,streams,0.03346297122366641,0.02727272727272727,0.22727272727272727,0.02727272727272727,0.1695909090909091,110,0.013835349689947502,0.015261596005647306,0.17980835013309776,0.0849617672047579,0.32521532237060147,0.12381647708081038,False,left,Steve Schmidt,False,59.0,26.582278481012654
@TheAmalaEkpunobi,streams,0.11895442520442519,0.08333333333333333,0.16666666666666666,0.0,0.17341666666666666,12,0.10287424254036047,0.046632654461700104,0.12548305106717927,0.0,0.3394431376189037,0.12288661713762869,True,right,Amala Ekpunobi,False,,
@katiephangnews,streams,0.5206168831168831,0.0,0.045454545454545456,0.0,0.09781818181818182,44,0.5212035478315071,0.0,0.016832452935342298,0.0,0.05829587353413477,0.11926637486019684,True,left,MeidasTouch Network,False,,
@axios,streams,0.025974025974025976,0.0,0.0,0.0,0.2397142857142857,7,0.00603565319870032,0.0,0.0,0.0,0.5860009125257633,0.11840731314489272,True,neutral,Axios,False,,
@franifio,streams,0.18215726925404344,0.08064516129032258,0.20967741935483872,0.0,0.1375967741935484,62,0.16869966715463694,0.04512837528551623,0.16403648911396015,0.0,0.2062306163784116,0.11681902958650499,False,left,Bitchuation Room,False,60.0,25.31645569620253
@PhillipScottPodcast,streams,0.012130691513621157,0.0,0.1830065359477124,0.0,0.1986078431372549,153,0.0,0.0,0.1401295777761279,0.0,0.43312795627601247,0.11465150681042809,False,right,Phillip Scott,False,61.0,24.050632911392405
@BlackConservativePerspective,streams,0.0,1.0,0.0,0.0,0.0,1,0.0,0.5595918535404013,0.0,0.0,0.0,0.11191837070808026,True,right,Black Conservative Perspective,False,,
@CoreyGilShusterAskProject,streams,0.0,1.0,0.0,0.0,0.0,2,0.0,0.5595918535404013,0.0,0.0,0.0,0.11191837070808026,True,neutral,Ask Project,False,,
@LeverNews,streams,0.0956389289722623,0.0,0.1111111111111111,0.0,0.1882222222222222,9,0.07859127770463557,0.0,0.07568486025675399,0.0,0.39450431306497374,0.10975609020527266,True,left,The Lever,False,,
@zeteo,streams,0.10835786435786435,0.04,0.2,0.0,0.15652000000000002,25,0.09183798099763174,0.02238367414161605,0.15536196555343443,0.0,0.27660521679275835,0.1092377674970881,True,left,Zeteo,False,,
@MichaelMaliceofficial,streams,0.06666666666666667,0.0,0.0,0.0,0.21399999999999997,3,0.04841682120700037,0.0,0.0,0.0,0.4903706748172308,0.10775749920484623,True,right,Michael Malice,False,,
@MrTariqNasheed,streams,0.07809295967190703,0.0,0.10526315789473684,0.0,0.191,19,0.06031724436274642,0.0,0.07044294543460396,0.0,0.40483473997793257,0.10711898595505658,True,right,Tariq Nasheed,False,,
@SkyNews,streams,0.029059971906133557,0.0,0.2301829268292683,0.0,0.17065193089430894,1968,0.009249649409981695,0.0,0.18241695824373258,0.0,0.32916121332010945,0.10416556419476475,False,left,Sky News,False,62.0,22.78481012658228
@FoxNews,streams,0.07755868593077896,0.0015503875968992248,0.14728682170542637,0.0,0.1547720930232558,645,0.05976080111404698,0.0008675842690548857,0.10811158915656581,0.0,0.27010483169415195,0.08776896124676392,False,right,Fox News,False,63.0,21.518987341772153
@msnow,streams,0.1262521678924394,0.009230769230769232,0.17846153846153845,0.0,0.1287292307692308,325,0.11047480258457527,0.005165463263449859,0.13605559003923878,0.0,0.17325263305114727,0.08498969778768224,False,left,MS NOW,False,64.0,20.253164556962027
@ThePodcastoftheLotusEaters,streams,0.014381041057018712,0.17318435754189945,0.2011173184357542,0.0,0.12627932960893853,179,0.0,0.0969125556410751,0.1563634934133089,0.0,0.16414156409421335,0.08348352262971948,False,right,Lotus Eaters,False,65.0,18.9873417721519
@NewsNation,streams,0.042432530677563786,0.1456953642384106,0.07947019867549669,0.0,0.14798344370860927,302,0.02317709796938048,0.08152993892641608,0.04732297674882966,0.0,0.24485815928439306,0.07937763458580385,False,neutral,NewsNation,False,66.0,17.72151898734177
@MegynKelly,streams,0.053180153180153185,0.0,0.0,0.0,0.17669230769230768,13,0.034370689420288814,0.0,0.0,0.0,0.3516250948939542,0.0771991568628486,True,right,Megyn Kelly,False,,
@CBSNews,streams,0.02909131021543106,0.0,0.16847826086956522,0.0,0.14595108695652173,368,0.009282288091788202,0.0,0.12710690511534534,0.0,0.2372999186445336,0.07473782237033343,False,neutral,CBS News,False,67.0,16.455696202531644
@moreperfectunion,streams,0.09613997113997114,0.0,0.0,0.0,0.159,4,0.07911311044705457,0.0,0.0,0.0,0.28582822194064783,0.07298826647754049,True,left,More Perfect Union,False,,
@XAVIAER,streams,0.13095238095238096,0.3333333333333333,0.0,0.0,0.09233333333333334,3,0.11537004939032545,0.18653061784680042,0.0,0.0,0.03789797602963807,0.06795972865335279,True,right,PragerU,False,,
@notsoErudite,streams,0.0,0.55,0.05,0.0,0.08185,20,0.0,0.3077755194472207,0.020906850365286188,0.0,0.0,0.06573647396250137,True,left,notsoErudite,False,,
@AssociatedPress,streams,0.14367370887404618,0.0,0.07471763683753258,0.0,0.12020590790616854,1151,0.12861924449685677,0.0,0.04306293508641458,0.0,0.14155479004987795,0.06264739392662985,False,neutral,Associated Press,False,68.0,15.18987341772152
@CNN,streams,0.08417420345611834,0.0,0.14893617021276595,0.0,0.11551063829787235,94,0.06665082729398886,0.0,0.10959001144683077,0.0,0.12409329982082745,0.06006682771232942,False,left,CNN,False,69.0,13.924050632911392
@Reuters,streams,0.1610181148630293,0.0,0.05876494023904383,0.006474103585657371,0.11026394422310756,2008,0.14668335072617303,0.0,0.028763457361672008,0.020168546995817365,0.10458108753818338,0.06003928852436915,False,neutral,Reuters,False,70.0,12.658227848101266
@USATODAY,streams,0.037248222029220755,0.0,0.1223021582733813,0.0,0.13398800959232612,417,0.017777668193075868,0.0,0.08571615049194757,0.0,0.1928097879531718,0.05926072132763904,False,neutral,USA Today,False,71.0,11.39240506329114
@NBCNews,streams,0.12966449233479205,0.3215258855585831,0.021798365122615803,0.0,0.06506539509536785,367,0.1140287202716211,0.17992326626094643,0.0,0.0,0.0,0.05879039730651351,False,neutral,NBC News,False,72.0,10.126582278481013
@ANINewsIndia,streams,0.15403177945685312,0.01055548225359546,0.12363108589523684,0.0,0.09570827285921626,7579,0.1394071197032737,0.005906761879302296,0.0869073579351029,0.0,0.050449219828442186,0.05653409186922422,False,neutral,ANI,False,73.0,8.860759493670885
@ABCNews,streams,0.286383806871095,0.0,0.030508474576271188,0.0,0.05849661016949152,590,0.27725104957869595,0.0,0.003435281725018332,0.0,0.0,0.056137266260742856,False,neutral,ABC News,False,74.0,7.59493670886076
@RSBN,streams,0.18404470812831783,0.0,0.0712166172106825,0.005934718100890208,0.09556083086053413,337,0.17066542466445828,0.0,0.03992473510505394,0.01848821838283555,0.049900889863579094,0.055795853603185376,False,right,RSBN,False,75.0,6.329113924050633
