title_key_raw,n_creators,n_organisations,n_titles,example,creators,groups,n_groups,within_group,same_organisation_only
nobody saw this coming,2,2,2,Nobody saw this coming,@HasanAbi; @OfficialSaharTV,left; right,2,False,False
noem melts down as dhs scandal explodes,2,1,2,Noem MELTS DOWN as DHS Scandal Explodes!,@RebelHQ; @TheDamageReport,left,1,True,True
not again,2,2,2,Not again..,@AsmonTV; @RebelNewsOnline,right,1,True,False
of girls claim they will want to be a wife someday but will they listen,2,2,2,OF Girls Claim They Will Want To Be A Wife Someday! But Will They Listen?!...,@FreshFitMiami; @MyronGainesX,right,1,True,False
oh no,2,2,2,OH NO..,@AsmonTV; https://rumble.com/c/russellbrand,right,1,True,False
old school april 21 2026,2,1,2,"Old School: April 21, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
old school april 28 2026,2,1,2,"Old School: April 28, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
old school august 11 2026,2,1,2,"Old School: August 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
old school august 18 2026,2,1,2,"Old School: August 18, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
old school august 25 2026,2,1,2,"Old School: August 25, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
old school february 17 2026,2,1,2,"Old School: February 17, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
old school january 13 2026,2,1,2,"Old School: January 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
old school january 27 2026,2,1,2,"Old School: January 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
old school january 6 2025,2,1,2,"Old School: January 6, 2025",@TheDamageReport; @TheYoungTurks,left,1,True,True
old school july 28 2026,2,1,2,"Old School: July 28, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
old school july 7 2026,2,1,2,"Old School: July 7, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
old school june 16 2026,2,1,2,"Old School: June 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
old school june 23 2026,2,1,2,"Old School: June 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
old school june 30 2026,2,1,2,"Old School: June 30, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
old school march 10 2026,2,1,2,"Old School: March 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
old school may 5 2026,2,1,2,"Old School: May 5, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
omg he actually posted this,2,2,2,OMG: He Actually Posted This...,@JackCocchiarellaShow; @harryjsisson,left,1,True,False
only 102 men in america fit her search criteria but still thinks she s the exceptional one,2,2,2,ONLY 102 Men In America Fit Her Search Criteria. But Still Thinks SHE'S The Exceptional One!,@FreshFitMiami; @MyronGainesX,right,1,True,False
operation hope january 7 2026,2,1,2,"Operation Hope: January 7, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
pam bondi you re fired,2,2,2,Pam Bondi: YOU'RE FIRED!,@ClipsCandaceOwens; @TheMichaelCohenShow,left; neutral,2,False,False
pathetic,2,2,2,PATHETIC,@HasanAbi; @TheLincolnProject,left,1,True,False
pentagon briefing live trump s war secy drops huge iran bombshell warns of huge consequences,2,1,2,Pentagon Briefing LIVE | Trump's War Secy Drops HUGE Iran Bombshell; Warns Of Huge Consequences,@TimesNowWorld; @timesofindia,left; neutral,2,False,True
pentagon releases fourth batch of ufo files,2,2,2,Pentagon releases fourth batch of UFO files,@NBCNews; @NewsNation,neutral,1,True,False
pete hegseth f s around finally finds out,2,1,2,Pete Hegseth F's Around... FINALLY Finds Out!,@RebelHQ; @TheDamageReport,left,1,True,True
pete hegseth ripped apart in hearing for trump s iran war,2,1,2,Pete Hegseth RIPPED APART in Hearing For Trump’s Iran War,@lovettorleaveitpodcast; @podsaveamerica,left,1,True,True
poker pro threatens tim pool,2,1,2,POKER PRO THREATENS TIM POOL,@Timcast; @TimcastIRL,right,1,True,True
powerful democrat poised to lose huge election,2,2,2,Powerful Democrat Poised To LOSE Huge Election!!!,@DrSteveTurleyTV; @JesseKellyDC,right,1,True,False
president donald trump participates in a saving college sports roundtable,2,2,2,President Donald Trump participates in a 'Saving College Sports Roundtable',@ANINewsIndia; @FoxNews,neutral; right,2,False,False
president trump addresses the nation,2,2,2,PRESIDENT TRUMP ADDRESSES THE NATION,@FoxNews; @RealAmericasVoice,right,1,True,False
president trump delivers remarks in iowa,2,2,2,President Trump delivers remarks in Iowa,@ABCNews; @USATODAY,neutral,1,True,False
president trump from delivers remarks in rome ga,2,2,2,"PRESIDENT TRUMP FROM DELIVERS REMARKS IN ROME, GA",@RealAmericasVoice; https://rumble.com/c/BannonsWarRoom,right,1,True,False
president trump participates in angel families remembrance ceremony,2,2,2,President Trump participates in Angel Families Remembrance Ceremony,@USATODAY; https://rumble.com/c/BannonsWarRoom,neutral; right,2,False,False
president trump signs executive order,2,2,2,President Trump Signs Executive Order,@ABCNews; @oann,neutral; right,2,False,False
prince andrew arrested,2,2,2,Prince Andrew Arrested,@BenShapiro; @HasanAbi,left; right,2,False,False
professor terrifies republicans with huge prediction,2,1,2,Professor TERRIFIES Republicans With HUGE Prediction,@RebelHQ; @TheDamageReport,left,1,True,True
racist,2,2,2,Racist.,@StevenCrowder; @ThePodcastoftheLotusEaters,right,1,True,False
rajya sabha live parliament monsoon session cjp s protest delhi police sonam wangchuk neet,2,2,2,Rajya Sabha LIVE | Parliament Monsoon Session | CJP's Protest | Delhi Police | Sonam Wangchuk | NEET,@ANINewsIndia; @Firstpost,neutral,1,True,False
rajya sabha live parliament session hm amit shah vande mataram bill sonam wangchuk s fast,2,2,2,Rajya Sabha LIVE | Parliament session | HM Amit Shah | Vande Mataram Bill | Sonam Wangchuk's Fast,@ANINewsIndia; @Firstpost,neutral,1,True,False
rambunctious bimbos couldn t stop disrespecting the hosts so this happens,2,2,2,Rambunctious Bimbos Couldn't Stop Disrespecting The Hosts So THIS Happens...,@FreshFitMiami; @MyronGainesX,right,1,True,False
reporter makes hegseth stammer with question he can t answer,2,1,2,Reporter Makes Hegseth STAMMER With Question He Can’t Answer,@RebelHQ; @TheDamageReport,left,1,True,True
republicans panic as fox news admits they re lying,2,1,2,Republicans PANIC as Fox News ADMITS They're LYING!,@RebelHQ; @TheDamageReport,left,1,True,True
republicans panic as reporters fact check them live,2,1,2,Republicans PANIC as Reporters Fact-Check Them LIVE!,@RebelHQ; @TheDamageReport,left,1,True,True
republicans panic as scotus tariff plot goes public,2,1,2,Republicans PANIC as SCOTUS Tariff Plot Goes Public,@RebelHQ; @TheDamageReport,left,1,True,True
republicans panic as shocking oracle plot goes public,2,1,2,Republicans PANIC as SHOCKING Oracle Plot Goes Public,@RebelHQ; @TheDamageReport,left,1,True,True
republicans panic as terrifying target list goes public,2,1,2,Republicans PANIC As TERRIFYING Target List Goes Public,@RebelHQ; @TheDamageReport,left,1,True,True
republicans terrified as secret medicaid plot goes public,2,1,2,Republicans TERRIFIED As SECRET Medicaid Plot Goes Public,@RebelHQ; @TheDamageReport,left,1,True,True
republicans terrified as social security secret goes public,2,1,2,Republicans TERRIFIED As Social Security SECRET Goes Public!,@RebelHQ; @TheDamageReport,left,1,True,True
republicans terrified as voter id plot collapses,2,1,2,Republicans TERRIFIED as Voter ID Plot COLLAPSES!,@RebelHQ; @TheDamageReport,left,1,True,True
republicans terrified as voter id plot unravels,2,1,2,Republicans TERRIFIED as Voter ID Plot UNRAVELS!,@RebelHQ; @TheDamageReport,left,1,True,True
revolyoution congressional panel,2,1,2,RevolYOUtion Congressional Panel,@TheDamageReport; @TheYoungTurks,left,1,True,True
rfk jr tries to sound smart gets destroyed,2,1,2,RFK Jr. Tries To Sound Smart... Gets DESTROYED!,@RebelHQ; @TheDamageReport,left,1,True,True
rubio says israel lebanon talks are a historic opportunity,2,2,2,Rubio says Israel-Lebanon talks are a 'historic opportunity',@Reuters; @aljazeeraenglish,left; neutral,2,False,False
rudy giuliani hospitalized in critical but stable condition,2,2,2,Rudy Giuliani hospitalized in critical but stable condition,@AssociatedPress; @USATODAY,neutral,1,True,False
russell vought gets destroyed in hearing can not recover,2,1,2,Russell Vought Gets DESTROYED In Hearing... Can NOT Recover!,@RebelHQ; @TheDamageReport,left,1,True,True
savannah guthrie makes emotional new plea to mother s kidnapper,2,2,2,Savannah Guthrie makes emotional new plea to mother's kidnapper,@ABCNews; @NBCNews,neutral,1,True,False
scott jennings bs blows up in his face cnn ratings plummet,2,1,2,Scott Jennings' BS Blows Up In His Face... CNN Ratings PLUMMET!,@RebelHQ; @TheDamageReport,left,1,True,True
scott jennings f s around instantly finds out,2,1,2,Scott Jennings F's Around... INSTANTLY Finds Out!,@RebelHQ; @TheDamageReport,left,1,True,True
senate panel votes to hold fauci in contempt of congress,2,2,2,Senate panel votes to hold Fauci in contempt of Congress,@FoxNewsChannelClips; @Reuters,neutral; right,2,False,False
she admits it,2,1,2,SHE ADMITS IT,@Timcast; @TimcastIRL,right,1,True,True
she doesn t believe her high earning man is cheating despite catching this,2,2,2,She Doesn't Believe Her High Earning Man Is Cheating Despite Catching THIS...,@FreshFitMiami; @MyronGainesX,right,1,True,False
she has multiple sugar daddies and expects them to pay for her future wedding,2,2,2,She Has Multiple Sugar Daddies And Expects Them To Pay For Her Future Wedding?!,@FreshFitMiami; @MyronGainesX,right,1,True,False
she s divorcing her trust fund baby husband after discovering this,2,2,2,She's Divorcing Her Trust Fund Baby Husband After Discovering THIS!...,@FreshFitMiami; @MyronGainesX,right,1,True,False
she thinks she ll settle down find the right guy at 38 heated debate,2,2,2,She Thinks She'll Settle Down & Find The Right Guy At 38?! HEATED DEBATE!,@FreshFitMiami; @MyronGainesX,right,1,True,False
shocking clarence thomas midterms plot goes public,2,1,2,SHOCKING Clarence Thomas Midterms Plot Goes Public!,@RebelHQ; @TheDamageReport,left,1,True,True
shots fired,2,2,2,SHOTS FIRED!,@FleccasTalks; @HasanAbi,left; right,2,False,False
something big is happening,2,2,2,Something big is happening...,@RedactedNews; @adammockler,left; right,2,False,False
something big is happening in the uk,2,2,2,Something BIG is Happening in The UK,@RebelNewsOnline; https://rumble.com/c/russellbrand,right,1,True,False
sophie cunningham refuses to back down,2,2,2,Sophie Cunningham Refuses to Back Down,@BenShapiro; @RileyGaines,right,1,True,False
stephen miller destroyed even his family hates him,2,1,2,Stephen Miller DESTROYED... Even His FAMILY Hates Him!,@RebelHQ; @TheDamageReport,left,1,True,True
stephen miller gets a deserved verbal beatdown from danish politician,2,1,2,Stephen Miller Gets a Deserved Verbal BEATDOWN from Danish Politician,@RebelHQ; @TheDamageReport,left,1,True,True
stephen miller panics as republicans abandon him,2,1,2,Stephen Miller PANICS as Republicans ABANDON Him!,@RebelHQ; @TheDamageReport,left,1,True,True
sunday on 60 minutes hidden camera investigation explores lucrative business of brokering pardons,2,1,2,Sunday on 60 Minutes: Hidden camera investigation explores lucrative business of brokering pardons,@60minutes; @CBSNews,neutral,1,True,True
supreme court rules trump s tariffs illegal,2,2,2,Supreme Court Rules Trump's Tariffs ILLEGAL!,@CNN; @GlennKirschner2,left,1,True,False
suspect charged with attempting to assassinate trump,2,2,2,Suspect charged with attempting to assassinate Trump,@ABCNews; @Reuters,neutral,1,True,False
tate s lawyer joe mcbride gives updates on the tates case,2,2,2,Tate's Lawyer Joe McBride Gives UPDATES On The Tates' Case!,@FreshFitMiami; @MyronGainesX,right,1,True,False
thailand s former pm thaksin shinawatra released from prison,2,2,2,Thailand's former PM Thaksin Shinawatra released from prison,@Reuters; @aljazeeraenglish,left; neutral,2,False,False
the amazing story of all that s left of you writer director producer cherien dabis on tyt,2,1,2,"The AMAZING Story of  'All That's Left of You,'  Writer, Director & Producer Cherien Dabis on TYT",@TheDamageReport; @TheYoungTurks,left,1,True,True
the black panthers are back,2,2,2,THE BLACK PANTHERS ARE BACK?,@HasanAbi; @TheVaushPit,left,1,True,False
the damage report april 1 2026,2,1,2,"The Damage Report: April 1, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 10 2026,2,1,2,"The Damage Report: April 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 13 2026,2,1,2,"The Damage Report: April 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 14 2026,2,1,2,"The Damage Report: April 14, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 15 2026,2,1,2,"The Damage Report: April 15, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 16 2026,2,1,2,"The Damage Report: April 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 17 2026,2,1,2,"The Damage Report: April 17, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 2 2026,2,1,2,"The Damage Report: April 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 20 2026,2,1,2,"The Damage Report: April 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 21 2026,2,1,2,"The Damage Report: April 21, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 22 2026,2,1,2,"The Damage Report: April 22, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 23 2026,2,1,2,"The Damage Report: April 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 24 2026,2,1,2,"The Damage Report: April 24, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 27 2026,2,1,2,"The Damage Report: April 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 28 2026,2,1,2,"The Damage Report: April 28, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 29 2026,2,1,2,"The Damage Report: April 29, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 3 2026,2,1,2,"The Damage Report: April 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 30 2026,2,1,2,"The Damage Report: April 30, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 6 2026,2,1,2,"The Damage Report: April 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 7 2026,2,1,2,"The Damage Report: April 7, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 8 2026,2,1,2,"The Damage Report: April 8, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report april 9 2026,2,1,2,"The Damage Report: April 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 10 2026,2,1,2,"The Damage Report: August 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 11 2026,2,1,2,"The Damage Report: August 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 12 2026,2,1,2,"The Damage Report: August 12, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 13 2026,2,1,2,"The Damage Report: August 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 14 2026,2,1,2,"The Damage Report: August 14, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 18 2026,2,1,2,"The Damage Report: August 18, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 19 2026,2,1,2,"The Damage Report: August 19, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 20 2026,2,1,2,"The Damage Report: August 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 21 2026,2,1,2,"The Damage Report: August 21, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 24 2026,2,1,2,"The Damage Report: August 24, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 25 2026,2,1,2,"The Damage Report: August 25, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 26 2026,2,1,2,"The Damage Report: August 26, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 27 2026,2,1,2,"The Damage Report: August 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 28 2026,2,1,2,"The Damage Report: August 28, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 3 2026,2,1,2,"The Damage Report: August 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 31 2026,2,1,2,"The Damage Report: August 31, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 4 2026,2,1,2,"The Damage Report: August 4, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 5 2026,2,1,2,"The Damage Report: August 5, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 6 2026,2,1,2,"The Damage Report: August 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report august 7 2026,2,1,2,"The Damage Report: August 7, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 10 2026,2,1,2,"The Damage Report: February 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 11 2026,2,1,2,"The Damage Report: February 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 12 2026,2,1,2,"The Damage Report: February 12, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 13 2026,2,1,2,"The Damage Report: February 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 16 2026,2,1,2,"The Damage Report: February 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 17 2026,2,1,2,"The Damage Report: February 17, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 18 2026,2,1,2,"The Damage Report: February 18, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 19 2026,2,1,2,"The Damage Report: February 19, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 2 2026,2,1,2,"The Damage Report: February 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 20 2026,2,1,2,"The Damage Report: February 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 23 2026,2,1,2,"The Damage Report: February 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 24 2026,2,1,2,"The Damage Report: February 24, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 25 2026,2,1,2,"The Damage Report: February 25, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 26 2026,2,1,2,"The Damage Report: February 26, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 27 2026,2,1,2,"The Damage Report: February 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 3 2026,2,1,2,"The Damage Report: February 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 4 2026,2,1,2,"The Damage Report: February 4, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 5 2026,2,1,2,"The Damage Report: February 5, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 6 2026,2,1,2,"The Damage Report: February 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report february 9 2026,2,1,2,"The Damage Report: February 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 12 2026,2,1,2,"The Damage Report: January 12, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 13 2026,2,1,2,"The Damage Report: January 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 14 2026,2,1,2,"The Damage Report: January 14, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 15 2026,2,1,2,"The Damage Report: January 15, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 16 2026,2,1,2,"The Damage Report: January 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 2 2026,2,1,2,"The Damage Report: January 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 20 2026,2,1,2,"The Damage Report: January 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 21 2026,2,1,2,"The Damage Report: January 21, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 22 2026,2,1,2,"The Damage Report: January 22, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 23 2026,2,1,2,"The Damage Report: January 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 26 2026,2,1,2,"The Damage Report: January 26, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 27 2026,2,1,2,"The Damage Report: January 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 28 2026,2,1,2,"The Damage Report: January 28, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 29 2026,2,1,2,"The Damage Report: January 29, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 30 2026,2,1,2,"The Damage Report: January 30, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 5 2026,2,1,2,"The Damage Report: January 5, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 6 2026,2,1,2,"The Damage Report: January 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 7 2026,2,1,2,"The Damage Report: January 7, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 8 2026,2,1,2,"The Damage Report: January 8, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report january 9 2026,2,1,2,"The Damage Report: January 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 1 2026,2,1,2,"The Damage Report: July 1, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 10 2026,2,1,2,"The Damage Report: July 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 13 2026,2,1,2,"The Damage Report: July 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 14 2026,2,1,2,"The Damage Report: July 14, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 15 2026,2,1,2,"The Damage Report: July 15, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 16 2026,2,1,2,"The Damage Report: July 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 17 2026,2,1,2,"The Damage Report: July 17, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 2 2026,2,1,2,"The Damage Report: July 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 20 2026,2,1,2,"The Damage Report: July 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 21 2026,2,1,2,"The Damage Report: July 21, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 22 2026,2,1,2,"The Damage Report: July 22, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 23 2026,2,1,2,"The Damage Report: July 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 27 2026,2,1,2,"The Damage Report: July 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 28 2026,2,1,2,"The Damage Report: July 28, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 29 2026,2,1,2,"The Damage Report: July 29, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 30 2026,2,1,2,"The Damage Report: July 30, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 31 2026,2,1,2,"The Damage Report: July 31, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 6 2026,2,1,2,"The Damage Report: July 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 7 2026,2,1,2,"The Damage Report: July 7, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 8 2026,2,1,2,"The Damage Report: July 8, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report july 9 2026,2,1,2,"The Damage Report: July 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report june 1 2026,2,1,2,"The Damage Report: June 1, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report june 10 2026,2,1,2,"The Damage Report: June 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report june 11 2026,2,1,2,"The Damage Report: June 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report june 12 2026,2,1,2,"The Damage Report: June 12, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report june 22 2026,2,1,2,"The Damage Report: June 22, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report june 23 2026,2,1,2,"The Damage Report: June 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report june 24 2026,2,1,2,"The Damage Report: June 24, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report june 25 2026,2,1,2,"The Damage Report: June 25, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report june 26 2026,2,1,2,"The Damage Report: June 26, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report june 29 2026,2,1,2,"The Damage Report: June 29, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report june 3 2026,2,1,2,"The Damage Report: June 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report june 30 2026,2,1,2,"The Damage Report: June 30, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report june 5 2026,2,1,2,"The Damage Report: June 5, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report june 8 2026,2,1,2,"The Damage Report: June 8, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report june 9 2026,2,1,2,"The Damage Report: June 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report march 10 2026,2,1,2,"The Damage Report: March 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report march 11 2026,2,1,2,"The Damage Report: March 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report march 12 2026,2,1,2,"The Damage Report: March 12, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report march 13 2026,2,1,2,"The Damage Report: March 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report march 16 2026,2,1,2,"The Damage Report: March 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report march 17 2026,2,1,2,"The Damage Report: March 17, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report march 18 2026,2,1,2,"The Damage Report: March 18, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report march 19 2026,2,1,2,"The Damage Report: March 19, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report march 2 2026,2,1,2,"The Damage Report: March 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report march 20 2026,2,1,2,"The Damage Report: March 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report march 23 2026,2,1,2,"The Damage Report: March 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report march 24 2026,2,1,2,"The Damage Report: March 24, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report march 25 2026,2,1,2,"The Damage Report: March 25, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report march 26 2026,2,1,2,"The Damage Report: March 26, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
the damage report march 27 2026,2,1,2,"The Damage Report: March 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
