title_key_raw,n_creators,n_organisations,n_titles,example,creators,groups,n_groups,within_group,same_organisation_only
bonus episode june 3 2026,2,1,2,"Bonus Episode: June 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode june 30 2026,2,1,2,"Bonus Episode: June 30, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode june 8 2026,2,1,2,"Bonus Episode: June 8, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode june 9 2026,2,1,2,"Bonus Episode: June 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode march 10 2026,2,1,2,"Bonus Episode: March 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode march 11 2026,2,1,2,"Bonus Episode: March 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode march 13 2026,2,1,2,"Bonus Episode: March 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode march 16 2026,2,1,2,"Bonus Episode: March 16, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode march 17 2026,2,1,2,"Bonus Episode: March 17, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode march 18 2026,2,1,2,"Bonus Episode: March 18, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode march 19 2026,2,1,2,"Bonus Episode: March 19, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode march 2 2026,2,1,2,"Bonus Episode: March 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode march 20 2026,2,1,2,"Bonus Episode: March 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode march 23 2026,2,1,2,"Bonus Episode: March 23, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode march 24 2026,2,1,2,"Bonus Episode: March 24, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode march 25 2026,2,1,2,"Bonus Episode: March 25, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode march 26 2026,2,1,2,"Bonus Episode: March 26, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode march 3 2026,2,1,2,"Bonus Episode: March 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode march 30 2026,2,1,2,"Bonus Episode: March 30, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode march 31 2026,2,1,2,"Bonus Episode: March 31, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode march 4 2026,2,1,2,"Bonus Episode: March 4, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode march 6 2026,2,1,2,"Bonus Episode: March 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode may 11 2026,2,1,2,"Bonus Episode: May 11, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode may 12 2026,2,1,2,"Bonus Episode: May 12, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode may 13 2026,2,1,2,"Bonus Episode: May 13, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode may 14 2026,2,1,2,"Bonus Episode: May 14, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode may 19 2026,2,1,2,"Bonus Episode: May 19, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode may 20 2026,2,1,2,"Bonus Episode: May 20, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode may 27 2026,2,1,2,"Bonus Episode: May 27, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode may 5 2026,2,1,2,"Bonus Episode: May 5, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode may 6 2026,2,1,2,"Bonus Episode: May 6, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode september 1 2026,2,1,2,"Bonus Episode: September 1, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode september 10 2026,2,1,2,"Bonus Episode: September 10, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode september 2 2026,2,1,2,"Bonus Episode: September 2, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode september 3 2026,2,1,2,"Bonus Episode: September 3, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode september 4 2026,2,1,2,"Bonus Episode: September 4, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode september 8 2026,2,1,2,"Bonus Episode: September 8, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
bonus episode september 9 2026,2,1,2,"Bonus Episode: September 9, 2026",@TheDamageReport; @TheYoungTurks,left,1,True,True
breaking border agents who murdered alex pretti identified live alex pretti vigil,2,2,2,BREAKING: Border Agents Who MURDERED Alex Pretti Identified | LIVE Alex Pretti VIGIL,@MeidasTouch; @StatusCoup,left,1,True,False
breaking climate activists arrested at major protest,2,2,2,BREAKING: Climate Activists ARRESTED at Major Protest,@MeidasTouch; @StatusCoup,left,1,True,False
breaking don lemon arrested,2,2,2,BREAKING: Don Lemon ARRESTED!,@FoxNews; @TheDonLemonShow,left; right,2,False,False
breaking fbi director blocked agents investigating renee good murder live minneapolis protests,2,2,2,BREAKING: FBI Director BLOCKED Agents Investigating Renee Good Murder | LIVE Minneapolis Protests,@MeidasTouch; @StatusCoup,left,1,True,False
breaking judge denies minnesota s request to remove ice live minneapolis ice protests,2,2,2,BREAKING: Judge DENIES Minnesota's Request to REMOVE ICE | LIVE Minneapolis ICE Protests,@MeidasTouch; @StatusCoup,left,1,True,False
breaking kristi noem fired by trump,2,2,2,BREAKING: KRISTI NOEM FIRED BY TRUMP,@FarronBalanced; @SecularTalk,left,1,True,False
breaking live shots fired amidst ice raids in minneapolis,2,2,2,BREAKING: LIVE SHOTS FIRED Amidst ICE Raids in Minneapolis,@MeidasTouch; @StatusCoup,left,1,True,False
breaking may day protesters arrested at new york stock exchange,2,2,2,BREAKING: May Day Protesters ARRESTED At New York Stock Exchange,@MeidasTouch; @StatusCoup,left,1,True,False
breaking news,2,2,2,BREAKING NEWS...,@TheMajorityReport; @jimacosta,left,1,True,False
breaking police arrest protesters outside ice hotel live in minneapolis,2,2,2,BREAKING: Police ARREST Protesters Outside ICE Hotel | LIVE in Minneapolis,@MeidasTouch; @StatusCoup,left,1,True,False
breaking protesters block road in front of trump tower on earth day,2,2,2,BREAKING: Protesters BLOCK Road In Front of Trump Tower on Earth Day,@MeidasTouch; @StatusCoup,left,1,True,False
breaking trump strikes iran,2,2,2,BREAKING: Trump STRIKES IRAN…,@MeidasTouch; @podsaveamerica,left,1,True,False
breaking us and israel strike iran,2,2,2,BREAKING! US And Israel STRIKE Iran!,@FoxNews; @SabbySabs,left; right,2,False,False
britain announces sweeping social media ban for under 16s,2,2,2,Britain announces sweeping social media ban for under-16s,@Reuters; @aljazeeraenglish,left; neutral,2,False,False
britain is burning,2,2,2,Britain Is Burning,@NovaraMedia; @ThePodcastoftheLotusEaters,left; right,2,False,False
california governor candidate swalwell denies sexual assault allegations,2,2,2,California governor candidate Swalwell denies sexual assault allegations,@Reuters; @USATODAY,neutral,1,True,False
can metta world peace find peace in the middle east,2,1,2,Can Metta World Peace Find Peace In the Middle East?,@TheDamageReport; @TheYoungTurks,left,1,True,True
cbs anchor quits viewers flee maga turn backfires spectacularly,2,1,2,CBS Anchor QUITS & Viewers FLEE... MAGA Turn Backfires SPECTACULARLY!,@RebelHQ; @TheDamageReport,left,1,True,True
cbs boss rocked as maga firing backfires spectacularly,2,1,2,CBS Boss ROCKED as MAGA Firing Backfires SPECTACULARLY!,@RebelHQ; @TheDamageReport,left,1,True,True
cbs news in shambles as maga turn tanks ratings,2,1,2,CBS News in SHAMBLES as MAGA Turn TANKS Ratings!,@RebelHQ; @TheDamageReport,left,1,True,True
china is not happy,2,2,2,China is not happy...,@HasanAbi; @RebelNewsOnline,left; right,2,False,False
christian virgin got dumped by her boyfriend we find out why,2,2,2,Christian Virgin Got DUMPED By Her Boyfriend?! We Find Out WHY!,@FreshFitMiami; @MyronGainesX,right,1,True,False
comedian granny gets triggered over us saying this,2,2,2,Comedian Granny Gets Triggered Over Us Saying THIS...,@FreshFitMiami; @MyronGainesX,right,1,True,False
crockett hits the nail on the head about america s reputation,2,1,2,Crockett HITS THE NAIL ON THE HEAD About America's Reputation,@RebelHQ; @TheDamageReport,left,1,True,True
deadly shooting at islamic center of san diego,2,2,2,Deadly shooting at Islamic Center of San Diego,@ABCNews; @NBCNews,neutral,1,True,False
democrats cheated,2,1,2,DEMOCRATS CHEATED,@Timcast; @TimcastNews,right,1,True,True
did israel drag us into war with iran,2,2,2,Did Israel Drag Us Into War With Iran?,@MichaelKnowles; @TheMajorityReport,left; right,2,False,False
did the covid vaccine cause an 82 miscarriage rate,2,2,2,Did The COVID Vaccine Cause An 82% Miscarriage Rate?,@KimIversen; @MichaelKnowles,neutral; right,2,False,False
district attorney nathan hochman s plan to restore safety in los angeles,2,1,2,District Attorney Nathan Hochman's Plan to Restore Safety in Los Angeles,@TheDamageReport; @TheYoungTurks,left,1,True,True
elon musk f s around with jon stewart finds out,2,1,2,Elon Musk F's Around With Jon Stewart... Finds Out!,@RebelHQ; @TheDamageReport,left,1,True,True
elon musk has insane freakout over the odyssey but ben shapiro loves it,2,1,2,Elon Musk Has INSANE FREAKOUT Over The Odyssey But Ben Shapiro Loves it,@lovettorleaveitpodcast; @podsaveamerica,left,1,True,True
elon musk involved in epstein killing kash patel drops big bombshell musk names in files,2,1,2,Elon Musk Involved In Epstein Killing? Kash Patel Drops BIG BOMBSHELL; Musk Names In Files...,@TimesNowWorld; @timesofindia,left; neutral,2,False,True
epstein look alike goes viral,2,2,2,EPSTEIN LOOK ALIKE GOES VIRAL,@RealAmericasVoice; @TheOfficerTatum,right,1,True,False
eric trump humiliated as disaster interview goes viral,2,1,2,Eric Trump HUMILIATED as DISASTER Interview Goes VIRAL!,@RebelHQ; @TheDamageReport,left,1,True,True
eric trump panics as reporter skewers him live,2,1,2,Eric Trump PANICS as Reporter SKEWERS Him LIVE!,@RebelHQ; @TheDamageReport,left,1,True,True
europe is burning,2,2,2,Europe Is Burning,@NYTPodcasts; @NovaraMedia,left,1,True,False
europe wildfires live france spain scramble to control wildfires as over 250 000 evacuated,2,2,2,"Europe wildfires LIVE: France, Spain scramble to control wildfires as over 250,000 evacuated",@Firstpost; @TimesNowWorld,neutral,1,True,False
everyone hates israel,2,2,2,Everyone hates Israel,@AsmonTV; @TheVaushPit,left; right,2,False,False
exotic dancer from new zealand thinks she is the most special,2,2,2,Exotic Dancer From New Zealand Thinks SHE Is The Most Special?!,@FreshFitMiami; @MyronGainesX,right,1,True,False
explosion hits us embassy in oslo,2,2,2,Explosion hits US embassy in Oslo,@Reuters; @nypost,neutral; right,2,False,False
fake conservative tried to trigger us and rage quit instead ft 6ix9ine,2,2,2,Fake Conservative Tried To Trigger Us And RAGE QUIT Instead! Ft.@6ix9ine ,@FreshFitMiami; @MyronGainesX,right,1,True,False
federal court ends democrat mail in voting as we know it,2,2,2,Federal Court ENDS Democrat MAIL-IN VOTING AS WE KNOW IT!!!,@DrSteveTurleyTV; @LiberalHivemind,right,1,True,False
feminist icon gloria steinem dies at 92,2,2,2,Feminist Icon Gloria Steinem Dies at 92,@CNN; @DemocracyNow,left,1,True,False
finally,2,2,2,FINALLY..,@AsmonTV; @LiberalHivemind,right,1,True,False
first responders testify in lindsay clancy murder trial,2,2,2,First responders testify in Lindsay Clancy murder trial,@ABCNews; @CBSNews,neutral,1,True,False
fox host snaps when she s fact checked live,2,1,2,Fox Host SNAPS When She’s Fact-Checked LIVE!,@RebelHQ; @TheDamageReport,left,1,True,True
fox host stuns co hosts with brutal on air reality check,2,1,2,Fox Host STUNS Co-Hosts with BRUTAL On-Air Reality Check,@RebelHQ; @TheDamageReport,left,1,True,True
fox news melted this man s brain here s how they did it,2,1,2,Fox News MELTED This Man's Brain...Here's How They Did It,@RebelHQ; @TheDamageReport,left,1,True,True
fraud fighter summit,2,2,2,FRAUD FIGHTER SUMMIT,@RealAmericasVoice; https://rumble.com/c/BannonsWarRoom,right,1,True,False
french arab gets triggered when we caught her fake crying,2,2,2,French Arab Gets TRIGGERED When We Caught Her FAKE CRYING!,@FreshFitMiami; @MyronGainesX,right,1,True,False
from hate speech to mob lynching how does violence spread dayashankar mishra,2,2,2,From Hate Speech to Mob Lynching: How Does Violence Spread? | Dayashankar Mishra,@bushrakhanum; @nousnetwork,left; neutral,2,False,False
george conway s urgent warning on trump more relevant than ever,2,1,2,🚨 George Conway’s URGENT WARNING on Trump MORE RELEVANT Than Ever,@MeidasTouch; @TheMichaelCohenShow,left,1,True,True
girls react to viral story about daejon love scamming women out of millions,2,2,2,Girls React To VIRAL Story About Daejon Love Scamming Women Out Of MILLIONS!,@FreshFitMiami; @MyronGainesX,right,1,True,False
girls react to viral story about lamine yamal s new girlfriend are today s men cooked,2,2,2,Girls React To Viral Story About Lamine Yamal's New Girlfriend! Are Today's Men COOKED?!,@FreshFitMiami; @MyronGainesX,right,1,True,False
girls think it s easy for men to get laid so we tested them ft clavicular,2,2,2,Girls Think It's EASY For Men To Get Laid So We Tested Them! Ft. Clavicular,@FreshFitMiami; @MyronGainesX,right,1,True,False
gloria steinem dies at 92,2,2,2,Gloria Steinem dies at 92,@ABCNews; @CBSNews,neutral,1,True,False
graham platner is done,2,2,2,Graham Platner is done..,@HasanAbi; @franifio,left,1,True,False
guess the person black history month edition,2,1,2,Guess the Person: Black History Month Edition,@PragerU; @XAVIAER,right,1,True,True
hannity new yorkers are getting exactly what they voted for,2,1,2,Hannity: New Yorkers are getting exactly what they voted for,@FoxNews; @FoxNewsChannelClips,right,1,True,True
has trump been compromised,2,2,2,Has Trump Been Compromised?,@FarronBalanced; @TheMajorityReport,left,1,True,False
have secular parties failed indian muslims former rajya sabha mp mohammad adeeb,2,2,2,Have Secular Parties Failed Indian Muslims? | Former Rajya Sabha MP Mohammad Adeeb,@bushrakhanum; @nousnetwork,left; neutral,2,False,False
he actually admitted it,2,1,2,HE ACTUALLY ADMITTED IT,@TimcastIRL; @TimcastNews,right,1,True,True
he destroyed her,2,2,2,HE DESTROYED HER,@HasanAbi; @TheQuartering,left; right,2,False,False
he did it again,2,2,2,HE DID IT AGAIN,@JackCocchiarellaShow; @TimcastIRL,left; right,2,False,False
he doesn t get it,2,2,2,HE DOESN’T GET IT,@PrisonPlanetLive; @TimcastIRL,right,1,True,False
he got caught,2,2,2,HE GOT CAUGHT..,@AsmonTV; @adammockler,left; right,2,False,False
he just admitted it,2,1,2,HE JUST ADMITTED IT,@TimcastIRL; @TimcastNews,right,1,True,True
he just disappeared,2,2,2,He just disappeared...,@adammockler; @harryjsisson,left,1,True,False
he just ended his career,2,2,2,He just ended his career...,@JackCocchiarellaShow; @adammockler,left,1,True,False
he just let it slip,2,2,2,HE JUST LET IT SLIP...,@JackCocchiarellaShow; @harryjsisson,left,1,True,False
he lost his mind,2,2,2,HE LOST HIS MIND..,@AsmonTV; @HasanAbi,left; right,2,False,False
he s doing it,2,2,2,He's doing it...,@TimcastNews; @adammockler,left; right,2,False,False
he s done,2,1,2,HE'S DONE,@Timcast; @TimcastIRL,right,1,True,True
he s finally doing it,2,2,2,He's Finally Doing It...,@BenShapiro; @TimcastNews,right,1,True,False
he tried to hide this,2,2,2,He tried to hide this...,@RebelNewsOnline; @adammockler,left; right,2,False,False
he went nuclear,2,2,2,HE WENT NUCLEAR,@TheQuartering; @TimcastIRL,right,1,True,False
he won,2,2,2,HE WON,@TheQuartering; @TimcastNews,right,1,True,False
hegseth has catastrophic briefing as reporter s question stops him cold,2,1,2,Hegseth Has CATASTROPHIC Briefing As Reporter's Question Stops Him Cold,@RebelHQ; @TheDamageReport,left,1,True,True
her blind husband threw a cheeseburber at her escort picks up client after getting kicked,2,2,2,Her Blind Husband Threw A Cheeseburber At Her & Escort Picks Up Client After Getting Kicked!,@FreshFitMiami; @MyronGainesX,right,1,True,False
here we go,2,2,2,HERE WE GO....,@HasanAbi; @TheMajorityReport,left,1,True,False
here we go again,2,2,2,Here We Go Again,@TheDamageReport; @TheRealTabithaSpeaks,left,1,True,False
his career is over,2,2,2,HIS CAREER IS OVER,@RebelNewsOnline; @TheQuartering,right,1,True,False
historic funeral in iran what it means for west asia and the world,2,2,2,Historic Funeral in Iran: What It Means for West Asia and the World,@bushrakhanum; @nousnetwork,left; neutral,2,False,False
hollywood legend robert duvall dead at 95,2,2,2,Hollywood legend Robert Duvall dead at 95,@NBCNews; @SkyNews,left; neutral,2,False,False
holy sh t he s doing it,2,2,2,Holy sh*t he’s doing it...,@adammockler; @harryjsisson,left,1,True,False
holy sh t it s a disaster,2,2,2,Holy sh*t it’s a disaster…,@JackCocchiarellaShow; @adammockler,left,1,True,False
holy sh t it s happening,2,2,2,Holy sh*t it’s happening,@adammockler; @harryjsisson,left,1,True,False
holy sh t this is bad,2,2,2,🚨 HOLY SH*T THIS IS BAD,@harryjsisson; @ponderingpolitics,left,1,True,False
holy sh t this is insane,2,2,2,HOLY SH*T THIS IS INSANE,@RedactedNews; @ponderingpolitics,left; right,2,False,False
house votes to limit trump s war powers on iran,2,2,2,House votes to limit Trump's war powers on Iran,@ABCNews; @nypost,neutral; right,2,False,False
how is this allowed,2,2,2,How Is This Allowed?,@TheMajorityReport; @TimcastIRL,left; right,2,False,False
how is this f ing real,2,2,2,How is this f***ing real??,@AsmonTV; @LukeBeasley,left; right,2,False,False
how is this real,2,2,2,How Is This Real..,@TimcastNews; @therationalnational,left; right,2,False,False
how to navigate family court to protect your money and freedom with lawyer hassan shibly,2,2,2,How To Navigate Family Court To Protect Your Money And Freedom With Lawyer Hassan Shibly,@FreshFitMiami; @MyronGainesX,right,1,True,False
how trump cracked the code to control the media jim acosta on tyt,2,1,2,"How Trump ""Cracked The Code"" To Control The Media. Jim Acosta on TYT",@TheDamageReport; @TheYoungTurks,left,1,True,True
i can t believe he posted this,2,2,2,I Can't Believe He Posted THIS...,@JackCocchiarellaShow; @harryjsisson,left,1,True,False
i can t believe it,2,2,2,I can't believe it..,@AsmonTV; @TheQuartering,right,1,True,False
i can t believe this,2,2,2,I can't believe this...,@JackCocchiarellaShow; @JacksonHinkleOfficial,left; neutral,2,False,False
i can t believe this happened,2,2,2,I can't believe this happened...,@JackCocchiarellaShow; @adammockler,left,1,True,False
