creator,rank,word,z,log_odds,count_creator,count_rest,n_titles_creator,group
@TomiLahrenIsFearless,2,tomi,27.0,8.294,36,15,113,right
@TomiLahrenIsFearless,3,caitlyn,10.91,6.297,4,12,113,right
@TomiLahrenIsFearless,4,jenner,10.91,6.297,4,12,113,right
@TomiLahrenIsFearless,5,dana,10.74,4.492,6,110,113,right
@TomiLahrenIsFearless,6,ortiz,9.48,6.414,3,8,113,right
@TomiLahrenIsFearless,7,kathie,9.36,6.096,3,11,113,right
@TomiLahrenIsFearless,8,tito,9.31,7.107,3,4,113,right
@TomiLahrenIsFearless,9,gifford,9.26,5.929,3,13,113,right
@TomiLahrenIsFearless,10,burchett,7.88,4.69,3,45,113,right
@TuckerCarlson,1,tucker,16.62,3.57,22,910,113,neutral
@TuckerCarlson,2,demons,9.38,4.899,4,43,113,neutral
@TuckerCarlson,3,israel,8.3,1.68,23,6640,113,neutral
@TuckerCarlson,4,globalist,8.26,5.005,3,29,113,neutral
@TuckerCarlson,5,neocons,7.84,4.684,3,40,113,neutral
@TuckerCarlson,6,christians,7.37,3.724,4,140,113,neutral
@TuckerCarlson,7,propaganda,7.36,3.303,5,268,113,neutral
@TuckerCarlson,8,jfk,7.18,4.231,3,63,113,neutral
@TuckerCarlson,9,false,6.81,3.422,4,190,113,neutral
@TuckerCarlson,10,exposing,6.43,3.22,4,233,113,neutral
@USATODAY,1,speech,24.95,1.966,173,2250,2531,neutral
@USATODAY,2,conference,24.4,1.981,163,2086,2531,neutral
@USATODAY,3,press,24.19,1.845,183,2686,2531,neutral
@USATODAY,4,donald,22.5,1.941,144,1918,2531,neutral
@USATODAY,5,white,18.09,1.369,181,4284,2531,neutral
@USATODAY,6,house,17.41,1.228,207,5645,2531,neutral
@USATODAY,7,updates,15.92,2.35,51,449,2531,neutral
@USATODAY,8,dies,14.48,2.238,46,453,2531,neutral
@USATODAY,9,testimony,14.46,2.208,47,477,2531,neutral
@USATODAY,10,reaction,14.08,2.17,46,485,2531,neutral
@UnHerd,1,varoufakis,17.93,7.538,10,13,92,left
@UnHerd,2,believes,9.04,4.601,4,98,92,left
@UnHerd,3,germany,6.32,2.785,5,776,92,left
@UnHerd,4,debate,6.1,2.241,7,1923,92,left
@UnHerd,5,europe,6.09,2.237,7,1932,92,left
@UnHerd,6,revolution,5.57,3.194,3,305,92,left
@UnHerd,7,john,4.63,2.251,4,1084,92,left
@UnHerd,8,crisis,4.5,1.747,6,2811,92,left
@UnHerd,9,wrong,3.97,2.229,3,831,92,left
@UnHerd,10,right,3.03,1.658,3,1546,92,left
@Unpacked,1,jews,12.06,5.022,6,131,38,right
@Unpacked,2,jewish,11.66,4.444,7,274,38,right
@Unpacked,3,mossad,9.09,4.594,4,134,38,right
@Unpacked,4,reason,7.9,3.509,5,504,38,right
@Unpacked,5,israel,7.55,1.983,13,6650,38,right
@Unpacked,6,real,4.57,2.19,4,1606,38,right
@Unpacked,7,operation,4.0,2.219,3,1165,38,right
@Vaush,1,insane,11.41,2.689,18,1175,432,left
@Vaush,2,hasan,11.39,2.856,16,881,432,left
@Vaush,3,actually,10.07,2.917,12,620,432,left
@Vaush,4,wtf,10.03,3.879,7,137,432,left
@Vaush,5,christ,9.89,4.166,6,88,432,left
@Vaush,6,situation,9.18,3.08,9,394,432,left
@Vaush,7,god,8.8,2.944,9,452,432,left
@Vaush,8,studied,8.68,6.336,3,5,432,left
@Vaush,9,going,8.55,2.192,15,1623,432,left
@Vaush,10,think,8.32,2.63,10,691,432,left
@VivaFrei,1,viva,19.81,7.001,24,12,359,right
@VivaFrei,2,frei,19.81,7.001,24,12,359,right
@VivaFrei,3,pipe,17.55,5.277,15,42,359,right
@VivaFrei,4,jan,17.43,3.77,23,292,359,right
@VivaFrei,5,baker,16.32,5.26,13,37,359,right
@VivaFrei,6,explains,15.67,2.8,32,1078,359,right
@VivaFrei,7,cole,15.57,4.271,15,115,359,right
@VivaFrei,8,canada,14.16,2.403,35,1761,359,right
@VivaFrei,9,robinson,13.99,3.03,22,587,359,right
@VivaFrei,10,tyler,13.9,3.083,21,531,359,right
@Vox,1,actually,21.49,4.46,24,608,127,left
@Vox,2,america,12.71,2.187,32,8337,127,left
@Vox,3,explained,12.49,3.611,12,707,127,left
@Vox,4,today,10.93,3.284,11,903,127,left
@Vox,5,dating,6.53,3.785,3,147,127,left
@Vox,6,gen,5.97,2.633,5,796,127,left
@Vox,7,internet,5.8,2.87,4,498,127,left
@Vox,8,think,5.17,2.545,4,697,127,left
@Vox,9,know,4.6,1.989,5,1566,127,left
@Vox,10,stop,3.88,1.87,4,1422,127,left
@X22Report-y5y,1,economic,23.24,3.251,53,1249,379,right
@X22Report-y5y,2,ds,21.2,9.639,125,5,379,right
@X22Report-y5y,3,begun,18.15,4.625,18,106,379,right
@X22Report-y5y,4,leverage,17.12,4.427,17,122,379,right
@X22Report-y5y,5,gold,15.85,3.226,25,600,379,right
@X22Report-y5y,6,economy,15.67,2.751,33,1280,379,right
@X22Report-y5y,7,narrative,15.4,3.749,18,255,379,right
@X22Report-y5y,8,trump,14.15,0.871,249,68982,379,right
@X22Report-y5y,9,schedule,13.27,4.494,10,67,379,right
@X22Report-y5y,10,fed,13.23,2.61,26,1161,379,right
@XAVIAER,1,reacting,13.91,5.527,7,65,70,right
@XAVIAER,2,xaviaer,13.11,7.935,6,5,70,right
@XAVIAER,3,durousseau,9.91,7.239,3,5,70,right
@XAVIAER,4,nazarian,9.91,6.451,3,11,70,right
@XAVIAER,5,guess,9.84,5.08,4,58,70,right
@XAVIAER,6,sheila,8.64,5.162,3,40,70,right
@XAVIAER,7,person,6.98,3.483,4,290,70,right
@XAVIAER,8,social,6.97,2.808,6,870,70,right
@XAVIAER,9,zohran,5.53,2.728,4,629,70,right
@XAVIAER,10,edition,5.23,2.989,3,360,70,right
@Xanderhal,1,chud,21.35,5.467,20,64,390,left
@Xanderhal,2,asmongold,19.7,4.714,20,136,390,left
@Xanderhal,3,chuds,18.77,7.477,21,9,390,left
@Xanderhal,4,wing,17.81,4.588,17,131,390,left
@Xanderhal,5,slop,16.0,5.087,12,56,390,left
@Xanderhal,6,grifter,15.31,5.838,10,22,390,left
@Xanderhal,7,right,14.83,2.719,30,1519,390,left
@Xanderhal,8,quartering,14.31,5.456,9,29,390,left
@Xanderhal,9,ac,14.24,5.39,9,31,390,left
@Xanderhal,10,transphobic,13.88,6.744,9,8,390,left
@ZeihanonGeopolitics,1,energy,10.3,2.841,13,1261,202,neutral
@ZeihanonGeopolitics,2,end,9.15,2.413,14,2110,202,neutral
@ZeihanonGeopolitics,3,demographic,8.93,5.543,3,19,202,neutral
@ZeihanonGeopolitics,4,future,8.85,2.78,10,1031,202,neutral
@ZeihanonGeopolitics,5,fleet,7.95,3.575,5,229,202,neutral
@ZeihanonGeopolitics,6,shadow,7.91,3.558,5,233,202,neutral
@ZeihanonGeopolitics,7,ukraine,7.85,1.913,16,4071,202,neutral
@ZeihanonGeopolitics,8,export,7.26,4.272,3,68,202,neutral
@ZeihanonGeopolitics,9,tech,7.09,2.478,8,1123,202,neutral
@ZeihanonGeopolitics,10,winners,6.83,3.993,3,90,202,neutral
@ZubyMusic,1,marriage,11.57,4.456,7,162,130,right
@ZubyMusic,2,wikipedia,11.27,6.579,4,11,130,right
@ZubyMusic,3,zuby,9.57,8.283,4,2,130,right
@ZubyMusic,4,destroying,6.99,3.501,4,242,130,right
@ZubyMusic,5,modern,6.83,3.415,4,264,130,right
@ZubyMusic,6,bitcoin,6.54,3.8,3,134,130,right
@ZubyMusic,7,society,6.46,3.75,3,141,130,right
@ZubyMusic,8,men,6.44,2.591,6,922,130,right
@ZubyMusic,9,hear,6.43,3.729,3,144,130,right
@ZubyMusic,10,richard,6.35,3.682,3,151,130,right
@aaronparnas1,1,breaking,90.13,3.836,628,4505,779,left
@aaronparnas1,2,furious,29.12,3.734,69,506,779,left
@aaronparnas1,3,republicans,28.56,2.816,108,1999,779,left
@aaronparnas1,4,major,27.89,2.653,115,2510,779,left
@aaronparnas1,5,trump,27.86,1.105,626,68605,779,left
@aaronparnas1,6,epstein,26.8,2.203,151,5200,779,left
@aaronparnas1,7,white,19.29,1.951,99,4366,779,left
@aaronparnas1,8,department,18.32,3.328,33,362,779,left
@aaronparnas1,9,melts,17.49,3.399,29,296,779,left
@aaronparnas1,10,house,17.21,1.708,102,5750,779,left
@adammockler,1,trump,36.23,1.468,599,68632,1057,left
@adammockler,2,maga,22.1,2.372,88,3695,1057,left
@adammockler,3,bomb,20.38,3.185,43,791,1057,left
@adammockler,4,slip,19.79,4.543,23,108,1057,left
@adammockler,5,lets,18.88,4.529,21,100,1057,left
@adammockler,6,jd,18.2,2.659,48,1499,1057,left
@adammockler,7,cover,17.45,3.72,24,257,1057,left
@adammockler,8,backfire,17.2,3.854,22,206,1057,left
@adammockler,9,karoline,16.66,3.11,30,593,1057,left
@adammockler,10,backfires,15.97,2.871,32,805,1057,left
@ajplus,1,gaza,9.39,3.089,9,1312,50,left
@ajplus,2,cuba,5.16,2.513,4,1057,50,left
@ajplus,3,africa,5.04,2.163,5,1926,50,left
@ajplus,4,israeli,4.76,2.029,5,2228,50,left
@ajplus,5,south,4.51,2.168,4,1530,50,left
@ajplus,6,americans,3.12,1.68,3,1974,50,left
@ajplus,7,cup,2.85,1.515,3,2392,50,left
@ajplus,8,people,2.64,1.388,3,2784,50,left
@ajplus,9,israel,2.19,0.934,4,6659,50,left
@ajplus,10,world,1.69,0.682,4,9598,50,left
@aljazeeraenglish,1,gaza,51.57,3.003,444,877,6643,left
@aljazeeraenglish,2,israeli,44.11,2.318,454,1779,6643,left
@aljazeeraenglish,3,lebanon,42.43,2.437,390,1356,6643,left
@aljazeeraenglish,4,story,31.67,2.153,263,1212,6643,left
@aljazeeraenglish,5,inside,31.16,1.913,310,1817,6643,left
@aljazeeraenglish,6,israel,30.09,1.316,570,6093,6643,left
@aljazeeraenglish,7,palestinians,28.77,3.508,124,147,6643,left
@aljazeeraenglish,8,analysis,28.28,2.838,142,329,6643,left
@aljazeeraenglish,9,attacks,27.44,1.648,313,2393,6643,left
@aljazeeraenglish,10,southern,26.84,2.73,134,346,6643,left
@axios,1,axios,39.34,7.708,60,46,144,neutral
@axios,2,view,16.55,4.208,16,395,144,neutral
@axios,3,fried,14.79,8.097,10,5,144,neutral
@axios,4,ai,13.91,2.51,30,4192,144,neutral
@axios,5,brown,13.71,4.714,9,133,144,neutral
@axios,6,conversation,13.45,4.341,10,215,144,neutral
@axios,7,ina,13.08,8.608,10,3,144,neutral
@axios,8,palmer,12.16,6.931,5,8,144,neutral
@axios,9,luckey,10.84,7.911,5,3,144,neutral
@axios,10,harder,9.7,4.44,5,97,144,neutral
@bbrettcooper,1,reacting,12.11,5.158,6,66,139,right
@bbrettcooper,2,canceled,9.9,4.523,5,104,139,right
@bbrettcooper,3,jelly,8.77,5.32,3,28,139,right
@bbrettcooper,4,divorce,7.7,4.544,3,61,139,right
@bbrettcooper,5,lively,7.58,4.465,3,66,139,right
@bbrettcooper,6,blake,7.01,4.093,3,96,139,right
@bbrettcooper,7,roll,6.48,3.762,3,134,139,right
@bbrettcooper,8,gay,6.43,3.733,3,138,139,right
@bbrettcooper,9,women,5.82,2.15,7,1640,139,right
@bbrettcooper,10,turned,5.26,3.019,3,285,139,right
@bennyjohnson,1,libs,26.46,4.877,56,62,1615,right
@bennyjohnson,2,internet,25.37,3.21,73,429,1615,right
@bennyjohnson,3,panic,21.84,2.491,83,1003,1615,right
@bennyjohnson,4,announces,18.11,2.246,69,1065,1615,right
@bennyjohnson,5,on-air,17.54,4.325,25,48,1615,right
@bennyjohnson,6,psychotic,16.98,3.962,25,69,1615,right
@bennyjohnson,7,forever,16.93,3.062,35,238,1615,right
@bennyjohnson,8,somali,16.83,2.987,36,264,1615,right
@bennyjohnson,9,fraud,16.59,1.905,79,1719,1615,right
@bennyjohnson,10,pratt,16.58,2.797,39,346,1615,right
@breakingpoints,1,saagar,18.19,6.31,23,13,1002,left
@breakingpoints,2,bibi,16.46,3.536,24,218,1002,left
@breakingpoints,3,krystal,15.96,5.046,15,30,1002,left
@breakingpoints,4,pape,15.78,4.81,15,38,1002,left
@breakingpoints,5,aipac,15.09,3.556,20,178,1002,left
@breakingpoints,6,israel,14.71,1.516,94,6569,1002,left
@breakingpoints,7,dire,13.5,3.704,15,115,1002,left
@breakingpoints,8,ryan,12.87,3.045,19,282,1002,left
@breakingpoints,9,dem,11.62,2.106,31,1185,1002,left
@breakingpoints,10,mearsheimer,10.89,3.648,10,81,1002,left
@briantylercohen,1,update,43.98,3.683,160,1294,1029,left
@briantylercohen,2,announcement,43.75,4.103,135,714,1029,left
@briantylercohen,3,day,36.01,2.758,178,3645,1029,left
@briantylercohen,4,bombshell,33.05,3.161,117,1586,1029,left
@briantylercohen,5,trump,30.53,1.187,653,68578,1029,left
@briantylercohen,6,omg,30.41,4.221,63,293,1029,left
@briantylercohen,7,breaking,28.55,2.313,156,4977,1029,left
@briantylercohen,8,drops,26.28,2.872,88,1587,1029,left
@briantylercohen,9,gets,24.31,2.468,100,2712,1029,left
@briantylercohen,10,insane,22.84,2.907,65,1128,1029,left
@bulwarkmedia,1,tim,27.72,2.898,102,874,1953,left
@bulwarkmedia,2,command,27.7,4.22,62,141,1953,left
@bulwarkmedia,3,level,25.61,3.829,58,195,1953,left
@bulwarkmedia,4,sarah,25.5,4.451,51,92,1953,left
@bulwarkmedia,5,shield,24.78,3.849,54,178,1953,left
@bulwarkmedia,6,receipts,24.37,4.71,46,64,1953,left
@bulwarkmedia,7,focus,23.75,3.256,62,370,1953,left
@bulwarkmedia,8,republic,23.53,3.538,54,243,1953,left
@bulwarkmedia,9,miller,22.62,3.004,64,492,1953,left
@bulwarkmedia,10,post,21.37,2.645,71,782,1953,left
@bushrakhanum,1,raju,10.52,6.925,3,10,22,neutral
@bushrakhanum,2,adeeb,9.96,8.128,3,3,22,neutral
@bushrakhanum,3,parulekar,9.96,8.128,3,3,22,neutral
@bushrakhanum,4,muslims,7.94,3.974,4,259,22,neutral
@bushrakhanum,5,asia,6.35,2.778,5,1109,22,neutral
@bushrakhanum,6,indian,5.18,2.515,4,1171,22,neutral
@bushrakhanum,7,west,4.97,2.119,5,2249,22,neutral
@bushrakhanum,8,india,3.65,1.483,5,4674,22,neutral
@bushrakhanum,9,iran,0.41,0.116,4,38068,22,neutral
@cafedotcom,1,preet,17.3,10.347,39,3,52,left
@cafedotcom,2,bharara,17.23,10.32,38,3,52,left
@cafedotcom,3,joyce,13.92,6.323,6,25,52,left
@cafedotcom,4,elie,9.94,6.543,3,10,52,left
@cafedotcom,5,honig,7.66,8.844,3,1,52,left
@cafedotcom,6,ken,5.42,3.107,3,318,52,left
@cafedotcom,7,vance,4.39,1.705,6,2796,52,left
@cafedotcom,8,fund,4.13,2.329,3,712,52,left
@cafedotcom,9,explained,4.12,2.324,3,716,52,left
@cafedotcom,10,scotus,4.0,2.25,3,774,52,left
@chicksonright,1,candace,60.67,4.975,200,578,620,right
@chicksonright,2,owens,47.81,4.734,130,472,620,right
@chicksonright,3,tucker,30.36,3.608,77,855,620,right
@chicksonright,4,megyn,24.35,3.879,44,370,620,right
@chicksonright,5,carlson,21.12,3.463,40,510,620,right
@chicksonright,6,kelly,18.53,3.078,38,713,620,right
@chicksonright,7,kirk,17.14,2.5,48,1612,620,right
@chicksonright,8,erika,16.99,3.381,27,373,620,right
@chicksonright,9,shapiro,15.71,2.875,31,712,620,right
@chicksonright,10,carrie,14.37,5.626,11,16,620,right
@chinainsights-r2w,1,china,38.83,3.318,140,4686,238,neutral
@chinainsights-r2w,2,insights,35.9,7.077,60,45,238,neutral
@chinainsights-r2w,3,xi,20.54,3.24,41,1426,238,neutral
@chinainsights-r2w,4,jinping,16.85,3.757,21,431,238,neutral
@chinainsights-r2w,5,zhang,13.91,7.949,13,4,238,neutral
@chinainsights-r2w,6,li,12.9,5.537,7,24,238,neutral
@chinainsights-r2w,7,yu,12.14,7.105,7,5,238,neutral
@chinainsights-r2w,8,beijing,12.06,3.142,15,570,238,neutral
@chinainsights-r2w,9,youxia,11.22,8.561,12,2,238,neutral
@chinainsights-r2w,10,ccp,11.21,4.089,8,117,238,neutral
@chriscuomo,1,cuomo,13.5,3.507,15,664,211,left
@chriscuomo,2,chris,9.59,3.405,8,391,211,left
@chriscuomo,3,midterms,9.3,2.791,11,1004,211,left
@chriscuomo,4,wrong,9.17,2.891,10,824,211,left
@chriscuomo,5,mornings,9.16,4.177,5,112,211,left
@chriscuomo,6,carville,9.08,4.133,5,117,211,left
@chriscuomo,7,bremmer,8.7,5.384,3,20,211,left
@chriscuomo,8,o'leary,8.67,4.451,4,68,211,left
@chriscuomo,9,hughley,8.28,5.013,3,29,211,left
@chriscuomo,10,degrasse,8.28,5.013,3,29,211,left
@clayandbuck,1,clay,37.65,6.749,92,47,607,right
@clayandbuck,2,buck,35.37,6.806,83,40,607,right
@clayandbuck,3,travis,30.1,5.643,47,72,607,right
@clayandbuck,4,stream,27.54,4.816,42,147,607,right
@clayandbuck,5,sexton,24.59,7.019,44,17,607,right
@clayandbuck,6,wnba,13.16,3.18,18,323,607,right
@clayandbuck,7,coulter,12.23,5.944,8,9,607,right
@clayandbuck,8,zacharia,11.17,6.215,7,6,607,right
@clayandbuck,9,yates,10.69,5.773,6,8,607,right
@clayandbuck,10,marsha,10.06,4.522,6,28,607,right
@deanwithrs,1,maga,56.98,3.816,237,3546,502,left
@deanwithrs,2,man,33.73,3.585,93,1681,502,left
@deanwithrs,3,argument,19.03,4.408,21,163,502,left
@deanwithrs,4,supporter,17.94,4.358,19,155,502,left
@deanwithrs,5,trump,14.59,0.909,243,68988,502,left
@deanwithrs,6,cocky,14.37,7.482,14,5,502,left
@deanwithrs,7,kid,14.31,3.977,14,167,502,left
@deanwithrs,8,trumps,13.44,4.552,10,67,502,left
@deanwithrs,9,debate,12.72,2.323,30,1900,502,left
@deanwithrs,10,bro,12.44,4.402,9,70,502,left
@destiny,1,destiny,31.65,5.44,39,253,262,left
@destiny,2,debate,17.34,3.168,30,1900,262,left
@destiny,3,hutch,14.26,6.461,7,16,262,left
@destiny,4,i've,10.45,4.013,7,186,262,left
@destiny,5,boy,10.45,4.013,7,186,262,left
@destiny,6,jubilee,10.19,4.724,5,65,262,left
@destiny,7,aba,9.83,5.207,4,32,262,left
@destiny,8,maga,9.56,2.099,20,3763,262,left
@destiny,9,dms,9.19,5.986,3,11,262,left
@destiny,10,hasan,8.97,2.823,10,887,262,left
@destinyhqclips,1,destiny,55.07,6.757,102,190,197,neutral
@destinyhqclips,2,hasan,23.02,4.071,33,864,197,neutral
@destinyhqclips,3,debate,17.01,3.159,29,1901,197,neutral
@destinyhqclips,4,snarker,16.07,7.767,11,7,197,neutral
@destinyhqclips,5,snarkers,13.49,8.701,12,3,197,neutral
@destinyhqclips,6,counterpoints,13.11,6.906,6,9,197,neutral
@destinyhqclips,7,shameless,12.57,5.549,6,35,197,neutral
@destinyhqclips,8,pisco,11.77,5.83,5,22,197,neutral
@destinyhqclips,9,vaush,11.52,5.59,5,28,197,neutral
@destinyhqclips,10,aba,11.4,5.488,5,31,197,neutral
@dineshdsouza,1,fathers,12.43,5.869,5,43,64,right
@dineshdsouza,2,founding,11.53,5.314,5,75,64,right
@dineshdsouza,3,dinesh,11.25,5.972,4,31,64,right
@dineshdsouza,4,series,10.4,4.722,5,136,64,right
@dineshdsouza,5,d'souza,10.14,6.408,3,15,64,right
@dineshdsouza,6,god,6.67,3.305,4,457,64,right
@dineshdsouza,7,make,4.87,2.358,4,1228,64,right
@dineshdsouza,8,truth,3.34,1.822,3,1653,64,right
@dineshdsouza,9,america,2.41,0.917,5,8364,64,right
@dineshdsouza,10,iran,-0.28,-0.082,3,38069,64,right
@dollemore,1,donald,33.82,2.804,157,1905,1380,left
@dollemore,2,trump,31.35,1.037,910,68321,1380,left
@dollemore,3,fox,18.5,2.258,70,1458,1380,left
@dollemore,4,hegseth,15.91,1.86,75,2330,1380,left
@dollemore,5,markwayne,15.39,3.124,27,235,1380,left
@dollemore,6,republican,13.9,2.061,47,1191,1380,left
@dollemore,7,nazi,13.88,3.542,18,103,1380,left
@dollemore,8,pete,13.59,2.252,38,794,1380,left
@dollemore,9,noem,12.34,2.006,39,1044,1380,left
@dollemore,10,kristi,11.83,2.203,30,658,1380,left
@doomscrollpodcast,1,socialism,6.65,3.823,3,256,16,left
@doomscrollpodcast,2,politics,4.75,2.664,3,852,16,left
@doomscrollpodcast,3,david,4.72,2.646,3,869,16,left
@evanjmez,1,ice,1.91,0.908,3,6339,22,left
@evanjmez,2,israel,1.86,0.874,3,6660,22,left
@fastpoliticspodcast,1,rick,31.55,6.065,34,132,138,left
@fastpoliticspodcast,2,wilson,29.73,5.431,34,249,138,left
@fastpoliticspodcast,3,sykes,18.92,6.845,12,21,138,left
@fastpoliticspodcast,4,acosta,18.12,5.671,12,68,138,left
@fastpoliticspodcast,5,wolfers,13.58,7.555,7,6,138,left
@fastpoliticspodcast,6,trump,13.5,1.186,114,69117,138,left
@fastpoliticspodcast,7,jim,13.44,3.923,12,393,138,left
@fastpoliticspodcast,8,evan,13.41,6.42,6,16,138,left
@fastpoliticspodcast,9,conway,12.94,5.129,7,68,138,left
@fastpoliticspodcast,10,justin,11.25,4.341,7,150,138,left
@fightbackpodcast,1,jake,52.11,6.221,135,146,608,right
@fightbackpodcast,2,shields,41.49,7.54,135,39,608,right
@fightbackpodcast,3,fight,27.24,3.185,76,1693,608,right
@fightbackpodcast,4,bilzerian,21.81,6.231,24,25,608,right
@fightbackpodcast,5,owen,21.69,5.33,23,59,608,right
@fightbackpodcast,6,satanic,18.21,5.785,16,26,608,right
@fightbackpodcast,7,dan,17.03,3.587,24,353,608,right
@fightbackpodcast,8,benjamin,16.89,4.395,17,111,608,right
@fightbackpodcast,9,diaz,16.16,6.511,14,11,608,right
@fightbackpodcast,10,crusader,15.41,6.829,14,8,608,right
@franifio,1,corner,17.06,5.482,12,50,331,left
@franifio,2,feat,16.79,5.974,11,28,331,left
@franifio,3,vigeland,14.32,6.347,8,14,331,left
@franifio,4,emma,13.87,5.431,8,35,331,left
@franifio,5,wajahat,13.39,5.962,7,18,331,left
@franifio,6,teaser,12.37,7.242,7,5,331,left
@franifio,7,candidate,10.72,2.984,13,666,331,left
@franifio,8,mejia,10.02,5.727,4,13,331,left
@franifio,9,hasan,9.75,2.704,13,884,331,left
@franifio,10,abby,9.11,4.827,4,32,331,left
@glennbeck,1,glenn,45.08,5.307,97,281,562,right
@glennbeck,2,beck,30.79,5.393,45,118,562,right
@glennbeck,3,reason,12.75,3.049,18,491,562,right
@glennbeck,4,think,10.34,2.601,16,685,562,right
@glennbeck,5,believe,10.02,2.701,14,542,562,right
@glennbeck,6,incredible,8.23,3.442,6,110,562,right
@glennbeck,7,genius,7.97,4.208,4,34,562,right
@glennbeck,8,dire,7.97,3.322,6,124,562,right
@glennbeck,9,destroy,7.81,2.481,10,483,562,right
@glennbeck,10,real,7.58,1.829,17,1593,562,right
@harryjsisson,1,omg,42.14,5.302,82,274,635,left
@harryjsisson,2,trump,35.61,1.635,462,68769,635,left
@harryjsisson,3,posted,23.65,5.702,25,55,635,left
@harryjsisson,4,posts,22.27,4.033,33,387,635,left
@harryjsisson,5,leaked,19.93,3.678,31,519,635,left
@harryjsisson,6,rages,18.79,4.087,23,255,635,left
@harryjsisson,7,panics,17.85,3.009,36,1182,635,left
@harryjsisson,8,slip,17.65,4.587,17,114,635,left
@harryjsisson,9,meltdown,17.2,3.246,29,749,635,left
@harryjsisson,10,got,16.61,2.92,33,1185,635,left
@hutch,1,destiny,26.48,5.175,29,263,210,neutral
@hutch,2,hasan,24.33,4.184,35,862,210,neutral
@hutch,3,lib,21.49,5.66,17,94,210,neutral
@hutch,4,pisco,17.15,6.834,10,17,210,neutral
@hutch,5,learn,16.28,4.883,12,144,210,neutral
@hutch,6,dsa,14.0,4.107,12,314,210,neutral
@hutch,7,contrapoints,13.34,6.668,6,12,210,neutral
@hutch,8,piker,13.11,3.823,12,418,210,neutral
@hutch,9,vaush,12.99,5.858,6,27,210,neutral
@hutch,10,jessiah,11.07,8.748,8,2,210,neutral
@jimacosta,1,acosta,28.55,6.385,41,39,457,left
@jimacosta,2,jim,27.38,4.283,46,359,457,left
@jimacosta,3,schmidt,20.57,4.68,23,120,457,left
@jimacosta,4,molly,13.8,5.816,9,15,457,left
@jimacosta,5,richardson,12.96,5.462,8,19,457,left
@jimacosta,6,welch,12.93,4.719,9,45,457,left
@jimacosta,7,cox,12.66,5.075,8,28,457,left
@jimacosta,8,steve,12.43,2.61,23,958,457,left
@jimacosta,9,phang,12.11,4.67,8,42,457,left
@jimacosta,10,harp,12.01,3.752,11,145,457,left
@jlptalk,1,caller,24.83,4.167,40,311,473,right
@jlptalk,2,reacts,24.06,2.919,70,1916,473,right
@jlptalk,3,best,21.15,3.541,38,553,473,right
@jlptalk,4,wed,18.17,8.005,36,6,473,right
@jlptalk,5,week,17.71,3.002,36,899,473,right
@jlptalk,6,god,16.36,3.357,25,436,473,right
@jlptalk,7,black,16.22,2.405,46,2101,473,right
@jlptalk,8,jesse,15.35,2.792,31,956,473,right
@jlptalk,9,mama,13.48,5.411,9,20,473,right
@jlptalk,10,women,13.35,2.335,33,1614,473,right
@joerogan,1,mma,21.4,7.72,14,17,134,neutral
@joerogan,2,jre,13.2,9.929,15,2,134,neutral
@joerogan,3,daniel,7.11,4.134,3,131,134,neutral
@joerogan,4,protect,7.04,3.508,4,330,134,neutral
@joerogan,5,michael,6.33,2.783,5,870,134,neutral
@joerogan,6,wilson,5.89,3.385,3,280,134,neutral
@joerogan,7,andrew,5.1,2.487,4,947,134,neutral
@joerogan,8,david,4.1,2.295,3,869,134,neutral
@joerogan,9,tim,3.92,2.19,3,973,134,neutral
@joerogan,10,john,3.76,2.089,3,1085,134,neutral
@johnnyharris,1,explained,5.14,2.899,3,716,11,left
@judgingfreedom,1,prof,47.73,5.82,134,135,1003,left
@judgingfreedom,2,col,39.38,5.321,88,145,1003,left
@judgingfreedom,3,johnson,34.27,3.798,92,696,1003,left
@judgingfreedom,4,larry,33.2,4.713,66,199,1003,left
@judgingfreedom,5,ritter,31.9,5.674,59,68,1003,left
@judgingfreedom,6,mearsheimer,28.39,5.968,49,42,1003,left
@judgingfreedom,7,macgregor,27.5,5.326,43,70,1003,left
@judgingfreedom,8,sachs,27.44,4.612,46,153,1003,left
@judgingfreedom,9,intel,27.25,3.994,54,334,1003,left
@judgingfreedom,10,roundtable,26.77,4.318,47,210,1003,left
@katiephangnews,1,phang,23.48,6.66,27,23,425,left
@katiephangnews,2,shocking,23.14,3.227,53,1417,425,left
@katiephangnews,3,epstein,21.18,2.354,81,5270,425,left
@katiephangnews,4,panics,20.3,3.178,42,1176,425,left
@katiephangnews,5,doj,18.3,2.654,48,2283,425,left
@katiephangnews,6,updates,17.38,3.559,25,475,425,left
@katiephangnews,7,katie,17.09,3.349,27,634,425,left
@katiephangnews,8,trump,16.87,1.02,259,68972,425,left
@katiephangnews,9,ag,16.66,3.325,26,625,425,left
@katiephangnews,10,lawsuit,16.43,3.275,26,657,425,left
@katmabu,1,kat,15.6,6.377,7,41,31,left
@katmabu,2,aipac,9.97,4.496,5,193,31,left
@katmabu,3,abughazaleh,9.95,6.102,3,23,31,left
@katmabu,4,ad,6.96,4.024,3,186,31,left
@katmabu,5,chicago,6.1,3.498,3,318,31,left
@katmabu,6,kapow,0.5,16.53,4,0,31,left
@laurenchenclips,1,odyssey,10.54,4.378,6,147,109,right
@laurenchenclips,2,vigilante,8.93,5.45,3,25,109,right
