organisation,genre,n_channels,channels,n_unique,F1_controlled,F1_raw,F2_controlled,F2_raw,F3_controlled,F3_raw,F4_controlled,F4_raw,F5_controlled,F5_raw,F6_controlled,F6_raw,F7_controlled,F7_raw,F8_controlled,F8_raw,F9_controlled,F9_raw,F10_controlled,F10_raw,F11_controlled,F11_raw,F12_controlled,F12_raw
Matt Christiansen,videos,1,@MLChristiansen,116,0.0497278271846959,-0.1941691765001145,-0.3619968463983898,-0.2790266026558307,-0.3552047294694843,-0.3865973280053482,-0.2385497028091853,-0.41297988439761385,-0.6772870262848097,-0.7977099011465107,0.2510457308877843,0.1055938600061066,-0.7214343031100828,-0.2343915583663719,0.0037958955915635,0.0141321329486092,-0.892928606130927,-1.1812450426145005,0.9420567069963148,1.294206072827729,0.4518025634247903,0.6785322908865937,-0.0425127747677069,-0.1249473843494764
Megyn Kelly,streams,1,@MegynKelly,13,-0.0506150889747126,-0.4423588215549019,-1.8011028567328655,-1.5758737372297915,-0.2559896367377889,-0.1961306667995521,-0.2936772861023151,-0.4549666954069551,-0.6154658962834946,-0.7552176729881235,0.0333036224056296,1.30744239887301,-0.7277952504609249,-0.4198763814297469,0.4747000614146068,0.5360120973225733,-2.2763517669320907,-2.488415074213658,-0.772872128921549,-0.4788345716972034,0.4958001608643861,0.2645068692713596,-0.5383175453255026,-0.8795320989022
Megyn Kelly,videos,1,@MegynKelly,1591,0.1536165721858871,0.1512232392772243,-0.3834943344341439,-0.3027965386937971,-0.0767724640651903,-0.0799820797754406,0.0322631835735623,-0.088175188916891,0.9033894369480684,0.7583649922715371,0.973633473586876,1.502692518156495,-0.815143947626067,-0.4920786221162808,0.35850104395695104,0.3542122032351579,-0.8242294378862473,-0.9215012603945758,0.3702802201761588,0.6819408577701072,1.1029596394233911,1.3164971211507288,-0.028782474953276398,-0.1532743859121492
MeidasTouch Network,streams,3,@LegalAFMTN; @MeidasTouch; @katiephangnews,675,-0.4127138073809155,-0.5478087765274656,0.1980613573453384,0.24135370872274903,3.014455685244906,3.6131249726716548,0.16765088054671656,0.12095416764482748,-0.26656933762405766,-0.6851628349768405,-0.5196122550644647,-0.7667639983417892,0.14780708142493723,0.4646890867846192,-0.2511688742463146,-0.2446761620610918,2.1039592098266446,2.5445540879944364,-0.631053578720623,-0.8275623735474461,-0.27826399103758304,-0.3212873155140915,-0.45695643820486187,-0.6894189392134202
MeidasTouch Network,videos,4,@LegalAFMTN; @MeidasTouch; @TheMichaelCohenShow; @katiephangnews,6726,-0.9310202425756251,-1.532148463314679,-0.24938621785978007,-0.303207670747126,-0.20509989516108212,-0.1585383376721494,0.22122740246444988,0.2664976720330315,-0.2790554205239298,-0.6642261591437755,-0.2560279234418146,-0.42426619787685405,0.09103354312859219,0.35547043527525174,-0.0933136356522807,-0.21878712860274124,1.4490873478991024,1.802455657787063,-0.8828110063673004,-1.0061601867174337,0.3452606866737302,0.5716155235581746,-0.516876500188855,-0.5836003951479576
Michael Malice,streams,1,@MichaelMaliceofficial,3,2.417392513006442,3.4178603331476043,-0.4901166394349072,-0.8545932346056784,-0.6792638626523758,-0.8525295180765777,-0.6655459182524094,-0.566567484145494,-0.4661862473270268,-0.2861536203121196,-0.7990331493532693,-0.2945872164605855,0.013804545445649302,-0.3925894590081511,0.5067867223542674,0.5075342626759327,-0.0613179338785222,0.3196331253619682,-0.40920966046960955,-0.3381810904670959,0.773778183030251,0.8606907620139044,-2.282168642280495,-2.8294690745112976
Michael Malice,videos,1,@MichaelMaliceofficial,51,1.1774765658574502,1.9407708079539991,-0.8648234638261747,-1.1234347282492103,-0.1621680259565468,-0.21505610842327919,0.0216354769513767,-0.0019554815366183,1.149266855084738,1.2485476723165565,0.8703561498822006,1.1142419390569351,-0.462659462142866,-0.6991997401173344,0.3359326981047863,0.248164767906133,0.3451488094123428,0.6023751351141696,0.6902569974524144,0.8769901132296664,0.9912315004856236,1.1260762657897818,-0.0582106860665039,-0.2079519609558941
Mike from PA,videos,1,@MikeFromPA,125,0.3118570758555579,0.4915378909070316,0.3292134304051589,0.2732094169032759,-0.3773619002400638,-0.5232335777406374,-0.1383468238402243,-0.1973094857386944,1.3052128629962674,1.1367455836605915,0.1028126943633007,0.4826431736404729,-0.5311506278325493,-0.4336820490018944,-0.6056203308498437,-0.7349559232052023,1.5826444666746002,1.710692148677737,0.0742242500170481,0.091096586617761,-0.163066389536331,-0.1308511378612037,-0.5807746603111109,-0.7651224144818547
Mikhaila Peterson,videos,1,@mikhaila,26,0.45715018913611327,1.2266595061413574,-0.505119845592421,-0.268053600881862,-0.3735701273318892,-0.356020496060107,0.0464870395078928,-0.0674127218007135,0.3178965140279313,0.8887785353234217,0.8732387276190774,0.2631591508745539,-0.9573283926861159,-0.6235347058043785,-0.2016881597628957,-0.2351527597320874,0.0358529161090308,-0.2084334088752889,-0.4533680205161759,-0.2480349792403224,-0.2549843550915277,0.1680006671230487,-0.1405129999343109,-0.2923968229585187
Modern-Day Debate,streams,1,@ModernDayDebate,107,0.3281640709125227,0.7682399261345404,-0.2966411784621134,-0.117782418649385,1.5862622105715614,1.5109008171497675,-0.897097049441881,-0.9306431958731736,-0.0552960241863609,0.2409594949651712,1.3310418759916929,1.285825002412725,-0.2582372841994716,-0.2334727510849735,0.0913573074469397,-0.0295241685251088,-0.8658233062521022,-1.0367906010379913,-0.5442480432362645,-0.2687797465134908,-0.011317834661557802,0.2242571173082054,0.084400595340499,-0.17524653201381676
Modern-Day Debate,videos,1,@ModernDayDebate,45,1.216892614440763,1.505033447195335,-0.9472245211641509,-0.7588616879283104,-0.0275131404523904,-0.0340957313851519,-0.5954810335436622,-0.5414658290750225,-0.3935339456897382,-0.22722771215984477,0.9152718488593286,0.8557150612976805,-0.4780402755212188,-0.5081425670870368,2.2114596006663283,2.176759297118835,-0.0866970057228944,-0.2784008741005134,-0.4994190643118965,-0.2947893314037413,-0.11008111882235828,0.1927732209634781,-0.7485412207693555,-0.8865037778183961
More Perfect Union,streams,1,@moreperfectunion,4,2.988556472804289,3.795641818487808,-3.551209843068176,-3.7138272338640994,0.3885424578092774,0.4141041650453988,-0.0174971640701873,-0.1748684721860362,-1.3597669501408722,-0.9955665908349198,1.4252748996130935,1.8432723253073735,-0.6899170941809727,-0.7343782776211292,-1.1307620495013029,-0.7209221325336379,-0.2012146389306036,-0.4424931948063563,-0.665049967320671,-0.7604630147566149,1.880857269266068,2.193988395807999,-1.4017101992274132,-1.5294071411011247
More Perfect Union,videos,1,@moreperfectunion,68,0.4527079956848733,0.6779509200147859,2.1934261728178406,2.158624394733881,-0.250189581315268,-0.2931479172800154,0.5652971985295064,0.3529294179222563,1.5422664001292372,1.6371317560284226,-1.761166608060977,-2.0829627169719576,-2.100922236262569,-1.7258076643485631,-0.6471660880978108,-0.3669587487159122,0.045802063432512,-0.210016749075244,-0.3557422542448827,-0.2199667546258268,0.4189544032113587,0.693342912950427,2.1186262401107334,2.025593809269301
Mr Reagan,videos,1,@MrReaganUSA,24,0.9019323478731346,0.8414924320807016,-0.7718276593374459,-0.7222151406547339,0.2654348890261852,0.16794533813190618,-0.22577665078185824,-0.2561558441027867,2.2703915621215143,2.179227104237337,-0.9923941380770541,-1.054387705171133,-0.5317222517197336,-0.6217915355446697,1.4640787231845038,1.3615342235416144,0.3378531962796929,0.291211123574341,1.476924408029783,1.6107241746431562,-1.1619375271101002,-0.9985671938418887,-0.8343354716746586,-1.143136929834787
Myron Gaines,streams,1,@MyronGainesX,240,-0.3559705424073402,-0.566185197560333,-0.9468806257524892,-0.9627195589377991,-0.3653193816935856,-0.4384281933416423,0.3629367818843838,0.3321456317949113,0.092169457264226,-0.0026617881082716,0.8820018883122189,1.2249054073371886,-0.7672748446445035,-0.5895990703644529,0.5788357114609185,0.6795642477068754,-0.7809703625860743,-0.6999878993891037,-0.4481986743425203,-0.2697884921154061,0.2829147079261142,0.41102199040203097,0.0363868636911319,0.2026598198912166
Myron Gaines,videos,1,@MyronGainesX,365,-0.7070481222148193,-0.9334257959272942,-0.0446582664646323,0.2800307830459529,-0.3600786146314327,-0.7819682245312335,0.0366243070816116,0.09870526947765061,0.5376698135976117,0.7246907578380001,0.4015958601012048,0.7822721616202709,-0.5261809273202223,-0.6620400860105906,-0.0755381669379204,-0.2693947875453833,-0.3740867854841465,-0.5985569876623891,-0.6293870817927203,-0.5098595007719676,0.38029548647526895,0.5075722448197397,-0.6760696258052658,-1.1817285401394568
NBC News,streams,1,@NBCNews,350,0.1337223737566249,1.0095967985296457,0.4071188371034251,-0.2838129528881669,1.931580284844945,2.7896561189563913,0.0745836604531012,0.5081555202918145,-0.2442852027153316,-0.8002195645117467,-0.4577855078380114,-0.6712568299101729,0.7782713536904236,1.0201239957348238,-0.1579247372252089,-0.3076964208994563,-0.5515926281881305,-0.4293311331173354,-0.5711400840979387,-1.0574869317973383,-0.6424632061753689,-0.6947111491540042,-0.6080625335525519,-0.5106641285043574
NBC News,videos,1,@NBCNews,6161,0.8046381250232597,0.917436158604526,0.023168254867252595,-0.0945997462734751,-0.3263274014257677,-0.1225213956821917,-0.1299227292791208,-0.2977874428210459,-0.1109591552292738,-0.3289502957017323,-0.3945346871239538,-0.3590394927819251,1.1865247184926546,1.7118856577731785,-0.2084458378504023,0.0188328106944982,-0.4697506265874193,-0.6292959424827179,0.11481635923908422,0.2943445348747567,-0.5465510344004306,-0.3581681393995546,-0.0864718539895267,0.0686618635625605
NPR,streams,1,@NPR,1,2.1200569630484978,2.941172639418623,1.4482220242344068,2.013214296438933,3.4715216656561543,3.490002074130675,-1.0119740297114788,-0.9688011217510112,0.7901328486677979,1.0330301526485353,-2.1287754668121384,-2.467049400183608,-1.600849456746301,-1.067588295873719,0.1020767024115709,4.138881697233998,1.4521953909056458,1.2847367894023742,0.3181356768574228,0.944505410855657,1.0005339393717927,0.968125433305858,-0.9358276673271512,-1.044614544434458
NPR,videos,1,@NPR,70,1.5007411157035373,1.9775501824483033,0.8885022150113029,0.9976278888603198,-0.5806649366463834,-0.6172327698738244,0.0691093066833737,-0.1140419267049865,0.9338995870411116,0.7637124628377097,0.6971030332186516,0.588872536887542,0.3409415989733977,0.9532399357381276,0.0361914509172233,0.0889646020509763,0.3884620862213495,0.2226776480629239,1.0338150578473315,1.3457346182750227,0.4896939531272642,1.1689852180747298,0.1286020456028652,0.0319260401018354
National Review,streams,1,@nationalreview,2,0.4888404078521655,0.8189211548209663,-2.9898230091906424,-3.278882301742616,0.1118505272490632,-0.0358973285015198,-0.6647718188844429,-0.9755596249181332,-0.5081362216104348,-0.7577023073412343,-1.1773479951835082,-1.4504112299859475,3.086419176753563,3.465287881341512,0.0689047529785301,-0.080254014596651,-1.3536597106490462,-1.400394383679656,-0.8379717261914587,-0.6594027161615296,-2.25641204337857,-1.2449033562785792,-1.6646538942284232,-1.6493517893671092
National Review,videos,1,@nationalreview,183,0.3121211348618971,0.3358469624081988,0.142293494111167,0.239025827353933,-0.1625809096523122,-0.2806800376772421,-0.0856500489019406,-0.1722509972564571,4.111991317629369,4.069584035881738,-0.3863469962158439,-0.149009940439118,-0.40657981611134636,-0.2667437202969918,-0.4069163864272587,-0.49626974251930206,-0.6286414363297355,-0.6540383232918348,-0.6549268483995611,-0.3967139549369173,-0.365134978027993,-0.1969657693786601,-0.12348867773865578,-0.2536339955820635
Network18,streams,1,@Firstpost,8485,-0.7700171143320822,-0.8556921583957695,-0.7075891990522108,-0.6883225485099637,1.4515666935215663,2.0015675419336536,0.0102625339086467,-0.1617235323691262,-0.3381890970121079,-0.6816706172888892,0.5485397958122423,0.7030927011373439,-0.6698060779334911,0.1657922792148805,0.5351524169746382,0.8784209400361257,-1.2220500945845012,-1.4591099129434395,-0.0291369037013134,0.49862577750927584,-0.0394370477764787,0.4251124617827021,0.8406390285257348,1.786521561627486
Network18,videos,2,@Firstpost; @bushrakhanum,9659,-0.33104832421444297,-0.4100375841267754,-0.6550143590428252,-0.6147038236784191,-0.2339720716953082,0.1841344066272796,-0.11306620106407278,-0.2969265226221303,0.15899168476485928,-0.07750119627601912,0.44748225753920945,0.49583187832211906,-0.2584945933756512,0.5456954525803539,1.2340418520078655,1.575656778445069,-0.3415342584030241,-0.6155659617192824,0.18077090063450285,0.6954442015630544,0.2811987266072891,0.7434316691171944,0.9967676238638878,1.8546328541685888
New Discourses,videos,1,@newdiscourses,95,1.0793163755527877,1.752549153296138,-1.9289850943553783,-1.8437060618109773,-0.1096475333784773,-0.1674428516847366,-0.381915870637629,-0.3924254770893456,0.9042533736614364,1.3539202216341493,-0.5617488891872897,-1.004890182790949,-0.265617026997349,-0.3142298794761622,0.7213472415892274,0.6416913764910865,-0.48498251126576636,-0.5189593278948187,-0.8086710788035569,-0.5395620814102464,-0.7767218083914967,-0.4607103508070941,-0.6869137660129898,-0.942037241689868
New York Post,streams,1,@nypost,98,0.5941614932167957,1.197459809398233,-1.9741405199309627,-2.062926562068479,1.1009871235448356,1.941224814526341,-0.013144809443157802,-0.16803722216866754,-0.2957363156945836,-0.7674173604805323,-0.2143488147812151,0.3164988714316108,-0.8885395642491153,-0.1567654011402749,-0.0083273530601566,0.1495646657401225,-0.8356395659126008,-1.0080664754501991,-0.9471919160170392,-0.8637302914732186,-1.0063544025047673,-0.5257985213021872,0.036355570419347,0.1431628086073666
New York Post,videos,1,@nypost,6036,0.1618310537722821,-0.2092916445498373,-0.8587123371296511,-0.7692065573613281,-0.4786882349091769,-0.3115784552821646,-0.1597892757963774,-0.300702969634102,-0.3274994263918548,-0.6227325283271834,0.1631275386411083,0.0247393454799797,-0.8022209181531438,0.0089307589306325,0.087662260211165,0.3332245436777566,-0.5426274022237264,-0.8113565187556444,0.36407640019690163,0.7339005534949509,0.1961484979588655,0.3790880163264268,-0.1084770974573298,0.2678667673202498
New York Times,streams,1,@EzraKleinShow,1,1.5506165353352794,1.0002833319896485,-1.3038289416799729,-1.557376747925821,-1.1329629027907606,-1.2370133279444189,-0.253408510524083,-0.4861440786836178,-0.7079705357574462,-1.0170027811104685,3.645833272950513,3.4730728683874537,-0.1819611345641571,0.0993337637733095,-0.7655734240976273,-0.6255156894184941,0.4084688063656819,0.2736647894999074,-0.8577402565363941,-0.3769576506698632,-1.5711680952595437,-1.064335727157158,-0.7491304874690625,-0.747771105175227
New York Times,videos,4,@EzraKleinShow; @NYTOpinion; @NYTPodcasts; @nytimes,610,0.832954099926285,1.0366890731686327,-0.3792057431790267,-0.37730483335861725,-0.29104948335407643,-0.2266428991894972,-0.05026707560408847,-0.11025694215122395,1.3122651463709372,1.3332454429641059,-0.7942440033828209,-1.0094089341097199,-0.9849476336311555,-0.6157127911359309,-0.04565060525279525,0.08096182913016377,-0.4107429834458227,-0.5028336741520164,-0.2087976955400367,0.09170027433160834,-0.0705192886988156,0.19362617854716477,-0.034429940482069446,0.18434147183843425
NewsNation,streams,1,@NewsNation,282,0.7616315128869602,0.8792562870678252,0.3408491619132928,0.3834253685837754,0.9598852199112762,1.3085175306884254,0.0757902753698083,-0.056507679571134,0.8695485915325605,0.6575927742074464,0.6672613289483611,0.9261735763543134,0.856475188227788,1.4386747422326214,-0.1578918646135307,-0.0579152029786499,0.007798139366605101,-0.1446369910278854,-0.971743243088125,-0.7163954011511863,-0.642450527929472,-0.3674007501546107,0.734190843695822,0.8492839134839951
NewsNation,videos,1,@NewsNation,6882,0.553300812339076,0.5507000602406111,0.416790974561154,0.5338420144618866,-0.0478960144944127,0.0974936027555764,-0.212034472165714,-0.344296188941487,0.0740233597364659,-0.071901728756687,0.3466753613215914,0.4602849006477928,1.1389281121029335,1.7809112652446726,0.143290286257067,0.275394073322875,-0.6302721176297961,-0.8707725913635602,0.1123984630726107,0.5312963737720752,-0.0170964465091252,0.24627210039989,0.8139164778487504,1.0946998033984046
Newsmax,streams,1,@NewsmaxTV,383,0.1021783216289739,0.3340566162696708,-0.10747322408350231,-0.1911855547937103,-0.2410847291856833,-0.1088576944234035,-0.23582211009920911,-0.3214794137163581,-0.2410941104184518,-0.3051087494510585,-0.1148785223940033,0.0237333708595258,-0.7943701789279682,-0.5922241637046274,0.2958989731655042,0.4405996673232526,-0.5335007866855795,-0.5653566403501441,-0.7596368579751903,-0.575462350651686,0.0200566852600362,0.3030095950601435,-0.0664644909582336,-0.04457053606057991
Newsmax,videos,1,@NewsmaxTV,3744,0.7328661060064059,0.6687273808439282,0.9630899762297004,1.0552293397275736,0.4080689689928553,0.4801348495967129,-0.0275875116875883,-0.1281039303499732,-0.1677251039219292,-0.303181762875929,0.670070109833232,0.7948339715659921,0.5220144547411919,0.8712489205986523,-0.219623916097009,-0.1985981608970878,-0.2565147214246976,-0.3812568942254989,0.9776334680024882,1.362876860767308,0.0468163774480879,0.3258399103266396,0.8218309032525054,0.9816802359242665
Nick Fuentes,videos,1,https://rumble.com/c/nickjfuentes,305,-0.4192686290366271,-0.5708591621214273,-0.8741395571162395,-0.7182124635360041,-0.3323644939939219,-0.3392708247626192,-0.0002463576455051,0.0509622675041181,0.0125866705069283,-0.0863196813545414,-0.5660025143786964,-0.47885887326440724,-0.2776415530739011,-0.022823500107183,0.3860640788236122,0.2660866783022154,0.973214131133957,1.0306064344668178,-0.7803924330242442,-0.4116603108473798,-0.3119992969659642,-0.3193731106999314,-0.6070043711272799,-0.24035120572790514
Nick Shirley,streams,1,@NickShirley,12,0.01133727880785,-0.10680598320340422,-0.94323522211258,-0.9156176470815905,0.11832974419773461,0.124145298215738,0.4988109500413156,0.4708885826540881,0.0092546839865849,-0.048606968996644205,-0.8767613661448671,-1.24670455179191,-0.4558334250806741,-0.2656705281816425,-0.6470459669189794,-0.5952750358086564,-0.3897028148909558,-0.5007157056729787,-0.7920179181063268,-0.6483913991955449,-0.3655636333458743,-0.3915484685131809,-1.1409301031523127,-1.3263169997542923
Nick Shirley,videos,1,@NickShirley,29,-0.3965135390818664,-1.019597121684922,1.1352939867120446,1.1316654342080985,-0.5430915806987827,-0.5861180178850665,0.8667742250307294,0.7735299294627813,-0.4313813326718148,-0.6135503841070098,-0.5427579920301852,-1.010461812385296,-0.7677723487875553,-0.4137374051017475,-0.0110843781690589,0.0243174176358126,-1.4553329150401737,-1.659411466402659,0.020640988630431904,0.3260723101854713,-1.0351163405568409,-1.2304939316351384,-1.1970098869329089,-1.297285873160248
Niko House,streams,1,@Forthepeoplepodcast305,44,-0.5985378773417804,-0.6930223048527402,-0.3739560973829272,-0.8886390252472716,-0.2354499888700855,-0.19015778725119506,0.1749181674122559,0.057675305085784494,-0.4659210782059983,-0.6929073224758585,-0.173264959219253,0.0266123092374107,-0.623947740580464,-0.4949137867689648,-0.4372215150754156,0.5741792196262788,-0.9938690113902106,-0.9208099039220481,-0.2582278634304903,-0.1415471239122345,0.7744333623308449,0.6783586633824442,0.6840710517787678,1.0784889264130035
Niko House,videos,1,@Forthepeoplepodcast305,111,-0.3182586457978621,-0.6798593996148735,-0.2973291478962005,-0.22619047902193368,-0.5331047507876284,-0.4925904939112011,-0.3023962077916622,-0.2729721407414044,-0.0239930064043431,-0.1514064652469286,-0.1231759696244341,-0.0439717515714196,-0.7522944664012907,-0.34194323364680645,-0.0194859651600969,-0.0494992074368731,-0.7155924801595728,-0.7494774840037318,-0.4980696746675034,-0.0610099755723191,-0.1938468857471673,-0.07466641230402149,-0.6223790861240437,-0.124451116285214
Novara Media,streams,1,@NovaraMedia,4,-1.2012059675974092,-0.8021445150508923,-0.7402329287207324,-0.3465050460558886,-0.1343500226212503,-0.2189321137944406,-0.6209549229584345,-0.761616268879526,-0.8388696737133011,-0.4753501681530694,-0.7199555639308817,-0.8797722891964737,-0.2758698005835933,0.4240335272304522,0.3774526851723361,0.1081139376929451,-1.756246230712778,-1.6778086033763078,0.8637664304792808,1.4627322885956624,0.9459656884574928,0.954004179994392,-1.4501611522318192,-1.048989595152325
Novara Media,videos,1,@NovaraMedia,565,-0.24512928920579302,-0.144985723470002,-0.4283333562615187,-0.2298966759599299,-0.3006498759991421,-0.23809603198059434,-0.314309706027617,-0.4149490663733394,-0.046009604878478,0.05352716319321,-0.1025711918804345,-0.106068429672877,-0.6293042165548449,-0.1460650180177346,-0.4051480796338766,-0.4618817364801426,-0.3556195273408845,-0.3347295170780667,-0.7023738867633559,-0.2544323859613063,-0.6914946888759138,-0.5361153570460622,-0.2719622347253985,0.2041991900532009
OAN,streams,1,@oann,304,0.6012666572660568,1.3053484062761815,-0.54217788182581,-0.8338410748319779,2.0310097377927376,3.1948822688319707,-0.4498289440331138,-0.6586465286784954,-0.3677954252936868,-0.92197085547587,-0.3543294667982852,0.23272783623023993,0.1202280341996385,0.8396525671153439,-0.2698314481246276,-0.1538339165408755,2.7303232477560138,2.555895178810179,-0.4629373623599301,-0.5596399925605058,-0.8591635564040433,-0.3633036340634865,-0.7156249163583771,-0.6236955095898334
OAN,videos,1,@oann,1736,0.331145164795688,0.3224081038576566,-0.6990817057787031,-0.6931792743411622,-0.3612331931201704,-0.2064240369976092,-0.5437192867030972,-0.6767350304674901,-0.3334606618212691,-0.5226316735316228,0.3903087404641612,0.3861286324861868,-0.4611529409890038,0.0286350045145589,0.2476524118985815,0.38106527499852183,-0.1968749862640808,-0.4132918012164811,0.1280482225743008,0.4655615413392097,0.15831784104928867,0.5327602892197265,-0.1464426836243849,0.1242298171200918
Officer Tatum,streams,1,@TheOfficerTatum,192,0.041715231796559,-0.0167287261119711,-0.40086216302156313,-0.5379653583098029,2.988040366383697,3.0615911677701164,0.0840184171233752,-0.013182893802445602,-0.325233640339216,-0.5075991372053533,-0.4661342058970532,0.027050039605077198,-0.7399435060915828,-0.6781912204541576,-0.4278594112486603,-0.4343477175799028,2.189250242599512,2.074624776044431,-0.507742534908601,-0.3549943918677929,0.0541157447829747,0.1489406432713398,-0.8136093643635053,-1.0966260883032912
Officer Tatum,videos,1,@TheOfficerTatum,599,-0.9772254300278392,-1.2185025720755684,-0.0383576655314014,-0.0121974079837833,-0.2862386944875132,-0.3577721220677691,-0.0331907202133464,-0.1175435782295691,-0.4311513524873373,-0.6171285235047919,0.1259975860376462,0.5855436793990001,-0.42994967673369794,-0.303139440148692,-0.2820467549353602,-0.3616094363515454,1.991219857335541,1.859381474423371,-0.4072116081996999,-0.1553806020868265,0.437422646459047,0.5500713808819319,-0.6765603921674672,-0.9264075026760418
Owen Jones,videos,1,@OwenJonesTalks,226,-0.7778455626219334,-0.8784558168775176,-0.2020161915294755,0.0065831656112469,-0.5356115905287172,-0.5081045105131348,-0.1394442202226963,-0.2116481786905065,0.2440831484044187,0.3154754880097295,-0.2983605035166171,-0.300710644930818,-1.0619149525469092,-0.5874816659131338,-0.4935055262978134,-0.6511591945372102,-0.0900791567585551,-0.0707252955447522,-0.8543804158681706,-0.2370439056197614,-0.6923020207818303,-0.6081979752623052,-0.35695676910893,0.3128665698556621
Owen Shroyer,streams,1,@OwenReport,167,0.2371856260760113,-0.0840402447712683,0.6171675304391195,0.7305088338180731,-0.4518917013001358,-0.37842997803771,-0.1753357406873517,-0.253927471993645,0.05528280759292349,-0.094113742996727,-0.2707414076765174,-0.3460637673913107,-0.8473893392167764,-0.38832506334681216,-0.1077924061637834,-0.1211620094092256,-0.9166975706596151,-0.9258714804368244,-0.7522446203013292,-0.3883101341137433,0.9175998723540436,1.17012597171332,-0.092694188958472,0.44920813201156135
Owen Shroyer,videos,1,@OwenReport,368,0.0734690779148816,-0.0760418629402422,-0.4442643306661988,-0.3832459759472421,-0.425920672769214,-0.4869974835203516,-0.2826872990951172,-0.2785417250830029,-0.11660738761394772,-0.2026580884288548,-0.1664247412891609,-0.1442731404830164,-0.51969014513058,-0.3586163024035886,-0.3300869801421777,-0.4560186504147132,-0.7767930482844108,-0.6601142761452922,-0.5442390078312221,-0.4367945542774166,-0.4282220696863666,-0.4123281159135342,0.2775199284733135,0.3539099017300611
Paul Joseph Watson,videos,1,@PrisonPlanetLive,44,0.3069762120067156,1.395089905415382,0.94689484499,3.1154387266807317,-0.5814761982032399,-0.8096208519472016,-0.9434964449460085,1.020512271393409,0.39717295391367463,0.5361542233171198,-0.9040254781147895,-3.134229366473676,-0.1085830462102718,-0.7309454367564446,-0.5323488549072607,-1.3141941744539494,-0.928379578084385,0.5017521493076141,-0.1772624915184801,-0.8587012621046175,-0.420899939582215,-1.821619528077093,1.1231255549903656,0.2475550523968253
Pearl,streams,1,@JustPearlyThings,88,0.8041446029842411,1.325708484620665,-0.2120774000720851,0.1594394517653169,-0.1860975438873185,-0.3732691258056706,-0.077835082390902,0.0523476165605689,0.5153508424901724,0.9357131721392964,-0.8140339110164625,-1.2398129981074957,-0.2697913684846869,-0.3692758940959436,-0.1042771609833494,-0.3915167678960214,-0.3879447624360992,-0.4437062353362832,-0.9791299556039322,-0.8846806190818132,-0.471322950593327,-0.5163756920041155,0.6105999745642032,0.2425701615091569
Pearl,videos,1,@JustPearlyThings,631,0.2602757709578904,0.8254043968031656,0.0472732666503293,0.3908887013640055,-0.1828151126869072,-0.3580333401252503,-0.073386387664483,-0.0522503833250152,-0.2028230410189652,0.3372739086623706,-0.7797547006704797,-1.3842941688275372,-0.4766375354891655,-0.48562502800777535,-0.3065756843382868,-0.4632908427958418,0.2021070826876529,0.0417513924182607,-0.5366073078976301,-0.4237866851403599,-0.6402640571861211,-0.6313944685942653,0.1909642066910134,-0.10151263287988858
Perun,videos,1,@PerunAU,35,0.0447457665991626,-0.5781981781686438,-1.2485645025632606,-1.1714009236013372,-0.7936600066100341,-0.4000288075259309,-0.2867023392295118,-0.4177584614354331,0.005868019762917,-0.1249617087851653,-0.8041952855710313,-0.6592278321523409,-1.5223748757650275,-0.9663669526800762,0.7354833507031847,1.012675916922407,-1.8696072419491905,-1.9313149814986084,-1.1405106965833165,-0.2719537907396319,1.894513371186715,2.3588149174739357,-1.1084885242538138,0.0652939507132926
Peter Zeihan,videos,1,@ZeihanonGeopolitics,202,1.0616820934847118,0.8772076131233595,-1.3403930081319666,-1.1924381025153976,-0.5517382382329759,-0.3166266966232303,-0.2463181687189484,-0.3260660105272859,0.1095275022093857,0.0829242163801847,-1.098567109756278,-1.3038549850580354,-1.3121897101520854,-0.6541142967590208,-0.5528758865509825,-0.39824011786546326,-0.3662900723676016,-0.5352934198324885,-1.2269579546082858,-0.6503952578186631,-1.0964887423243053,-0.737951745128897,-0.2658055525832036,0.7338369842892478
Phillip Scott,streams,1,@PhillipScottPodcast,147,0.9195189175206624,0.7252978581379722,1.0985358449820042,1.3498745241063228,-0.623538943176873,-0.8214126762123534,0.7637224238414122,0.6626083481440816,0.1518421233982305,0.2500610333104295,-0.4069460906498695,-0.6477901358208571,-0.885626204388299,-0.866982518869713,-0.0633453835224735,-0.2132408476662014,-0.0795925673975254,-0.4761209173106928,-0.4741285406331122,-0.12145989364891932,1.0460563823485312,1.2093857750097414,1.8494744471176072,1.7800621898883875
Phillip Scott,videos,1,@PhillipScottPodcast,3,-1.2671452718312537,-1.8497367871261583,0.4567649828556179,0.5246673927892306,-0.9635935718946254,-0.9126487716726804,0.6186527323861073,0.5410346568012097,-0.050461949362848,-0.3709420136397881,1.320973251411249,0.9055730305316748,-1.9588041709225192,-2.0851584114813435,-0.3470167416343981,-0.5387366273681858,-0.2917291905773402,-0.5273738785415872,-0.4566203188803439,-0.0571557494773896,-1.3694657687692102,-0.9293072584247924,3.824469998851125,3.93687508135622
