term,n_titles,degree,strength,betweenness,community
cruise ship,208,4,13.60107,0.00006,10
medical,342,3,13.46816,0.00008,10
approval,279,4,13.44386,0.00016,10
sense,186,3,13.18318,0.00103,10
admission,235,4,13.15516,0.00002,10
landing,135,3,12.56575,0.00004,10
low,406,3,12.15541,0.00000,10
went,480,4,11.73905,0.00079,10
images,232,3,11.31672,0.00007,10
appearance,157,3,11.22653,0.00001,10
measles,108,2,10.97087,0.00000,10
need,1223,5,10.86134,0.00037,10
wants,1168,6,10.82399,0.00027,10
evacuation,156,2,10.44711,0.00003,10
left,1322,4,10.22169,0.00017,10
admits,868,4,9.82522,0.00043,10
suspected,222,3,9.58420,0.00000,10
common,120,2,9.53950,0.00001,10
satellite,168,2,9.47672,0.00000,10
believe,552,4,9.46901,0.00036,10
hantavirus outbreak,101,3,9.42810,0.00002,10
cdc,121,2,9.13999,0.00000,10
spreads,159,2,9.04945,0.00000,10
trust,349,4,8.81620,0.00061,10
happened,672,4,8.07338,0.00039,10
declared,157,2,7.93652,0.00000,10
stunning,479,3,7.44840,0.00012,10
debut,145,2,7.34421,0.00005,10
insider,262,2,7.25287,0.00036,10
gone,371,2,7.17815,0.00002,10
hide,218,2,7.12985,0.00001,10
look,690,2,6.97901,0.00003,10
feel,197,2,6.83918,0.00005,10
bold,199,2,6.75366,0.00002,10
defeat,472,3,6.68365,0.00016,10
consequences,280,2,6.60077,0.00000,10
understand,150,2,6.56197,0.00000,10
anymore,193,2,6.55540,0.00002,10
risks,359,2,6.49076,0.00004,10
accidentally,258,2,6.33199,0.00002,10
wing,144,2,6.29888,0.00000,10
radical,303,2,6.22585,0.00001,10
mitch mcconnell,233,2,6.18477,0.00001,10
mitch,269,2,5.88355,0.00001,10
islam,317,2,5.86282,0.00026,10
scare,186,2,5.70402,0.00009,10
didn't,447,2,5.65699,0.00000,10
boots,112,2,5.48717,0.00019,10
study,158,1,5.44042,0.00000,10
declare,144,2,5.38087,0.00006,10
beautiful,100,2,5.34992,0.00013,10
feels,125,2,5.23119,0.00006,10
trading,195,1,4.74592,0.00000,10
thing,324,2,4.72817,0.00000,10
zero,243,1,4.61896,0.00000,10
uganda,137,1,4.49320,0.00000,10
happening,552,2,4.47748,0.00005,10
surprise,429,2,4.47310,0.00002,10
numbers,312,1,4.46457,0.00000,10
emerge,186,1,4.39876,0.00000,10
doctor,326,2,4.38443,0.00018,10
isn't,555,2,4.19210,0.00104,10
ignore,105,1,4.17345,0.00000,10
looks,364,1,3.83241,0.00000,10
doctors,162,1,3.62196,0.00000,10
escape,219,1,3.46379,0.00000,10
read,157,1,3.21218,0.00000,10
stranded,183,1,3.20383,0.00000,10
bets,142,1,3.15737,0.00000,10
muslim,486,1,3.11004,0.00000,10
talk,1504,2,2.91055,0.00002,10
defend,347,1,2.81837,0.00000,10
told,369,1,2.78985,0.00000,10
work,588,1,2.69430,0.00000,10
backs,508,2,2.64310,0.00001,10
confession,129,1,2.54195,0.00000,10
means,386,1,2.05060,0.00000,10
won't believe,162,1,1.51371,0.00000,10
guthrie,1734,47,87.32965,0.01210,11
th,1617,29,73.76952,0.00552,11
nancy,1269,32,65.24291,0.00364,11
warning,2417,26,61.07480,0.00502,11
nancy guthrie,1053,30,57.75420,0.00328,11
issues,1225,16,48.16484,0.00128,11
home,1338,22,46.63889,0.00298,11
life,1250,14,44.69894,0.00265,11
year,1271,16,44.01325,0.00366,11
record,935,15,43.40914,0.00169,11
threat,1960,21,41.48143,0.00252,11
mother,571,12,39.82692,0.00050,11
deadline,486,14,36.92404,0.00254,11
message,1030,13,34.97603,0.00173,11
gives,1073,10,31.27626,0.00330,11
savannah guthrie,283,10,30.47186,0.00012,11
blow,595,12,30.45210,0.00336,11
savannah,323,10,30.06901,0.00012,11
second,639,11,30.05882,0.00103,11
plea,301,9,29.65520,0.00059,11
gets,2769,15,28.63364,0.00632,11
years,1586,10,27.05828,0.00134,11
fresh,540,12,25.75103,0.00128,11
ransom,193,9,23.36726,0.00012,11
note,217,7,22.63639,0.00023,11
sheriff,323,10,22.46047,0.00085,11
enters,344,6,22.07377,0.00048,11
straight,197,5,20.11790,0.00022,11
updates,472,8,20.10888,0.00131,11
night,513,6,19.95619,0.00060,11
mom,452,6,19.70199,0.00006,11
marks,239,5,19.49132,0.00021,11
anniversary,495,6,19.41570,0.00032,11
sentenced,191,4,18.35056,0.00017,11
july,439,7,17.61037,0.00022,11
prison,574,5,17.07972,0.00034,11
independence,348,5,16.14306,0.00010,11
chilling,525,6,15.38367,0.00010,11
brutal,842,7,15.32214,0.00122,11
deals,340,5,14.94274,0.00016,11
reward,104,4,14.75634,0.00005,11
looms,326,4,14.01319,0.00003,11
investigators,139,5,13.40131,0.00000,11
today,743,5,13.35027,0.00024,11
sends,751,5,13.02835,0.00005,11
week,895,4,12.79426,0.00006,11
sets,350,3,12.74933,0.00002,11
dna,168,5,12.16533,0.00000,11
celebration,297,4,12.08274,0.00006,11
double,283,3,11.81841,0.00039,11
flock,200,3,11.62613,0.00235,11
surveillance,230,4,11.55488,0.00228,11
reality,785,5,11.44951,0.00026,11
urgent,262,3,11.32438,0.00001,11
suicide,205,3,11.00643,0.00024,11
nears,217,3,10.77101,0.00002,11
check,467,3,10.71724,0.00270,11
ultimatum,371,4,10.71625,0.00038,11
celebrations,272,4,10.29534,0.00013,11
internet,500,3,9.95553,0.00038,11
strong,395,3,9.90043,0.00006,11
fact,131,2,9.74284,0.00036,11
fireworks,177,4,9.45738,0.00007,11
stark,121,2,9.44846,0.00000,11
sentence,124,2,9.42229,0.00003,11
disappearance,213,4,9.04077,0.00000,11
dire,129,2,9.02856,0.00000,11
hands,259,2,8.92677,0.00004,11
reality check,312,3,8.63590,0.00005,11
term,433,2,8.61560,0.00000,11
old,383,3,8.14237,0.00008,11
arizona,199,4,7.99886,0.00010,11
mace,124,2,7.97644,0.00007,11
best,553,3,7.84268,0.00037,11
blood,220,2,7.84223,0.00015,11
offers,321,2,7.58716,0.00002,11
breaks,1628,3,7.53544,0.00017,11
send,307,2,7.14419,0.00001,11
issue,435,3,6.93215,0.00004,11
th anniversary,224,2,6.49840,0.00003,11
kidnapping,135,3,6.30871,0.00000,11
imminent,227,3,6.14888,0.00004,11
phase,210,2,6.13813,0.00000,11
authorities,229,3,6.09465,0.00000,11
person,289,3,5.65652,0.00000,11
checks,137,1,5.60717,0.00000,11
fourth,149,2,5.54462,0.00003,11
guthrie disappearance,109,2,5.10669,0.00000,11
blackout,123,1,5.08349,0.00000,11
standards,103,1,4.85795,0.00000,11
stay,345,2,4.13720,0.00004,11
cameras,228,1,4.00663,0.00000,11
january,166,1,3.93192,0.00000,11
issued,119,1,3.91942,0.00000,11
proof,321,1,3.90186,0.00000,11
ago,105,1,3.89848,0.00000,11
grace,100,1,3.83324,0.00000,11
emotional,268,1,3.76971,0.00000,11
ruined,122,1,3.73892,0.00000,11
later,225,1,3.65990,0.00000,11
clear,263,1,3.58582,0.00000,11
nearly,409,1,3.48121,0.00000,11
crushing,162,1,3.28073,0.00000,11
friend,208,1,2.93410,0.00000,11
timeline,185,2,2.49484,0.00013,11
booed,151,1,2.35685,0.00000,11
responds,649,1,2.01888,0.00000,11
called,497,1,1.53537,0.00000,11
humiliated,585,1,1.39950,0.00000,11
photos,162,1,1.35008,0.00000,11
tries,432,1,1.28921,0.00000,11
white house,3552,64,145.97235,0.00754,12
white,4357,62,138.66222,0.00618,12
suspect,862,50,129.15504,0.00991,12
holds,2395,37,83.10877,0.00573,12
briefing,1455,29,79.54043,0.00296,12
press,2581,30,64.50067,0.00115,12
dinner,814,23,61.58084,0.00126,12
ufc,522,17,52.01997,0.00159,12
fired,733,19,51.91972,0.00240,12
joint,531,17,49.71167,0.00127,12
breaking,4923,29,47.25979,0.00495,12
melania,886,18,46.50648,0.00482,12
plot,812,18,46.38456,0.00282,12
shooter,336,15,42.70571,0.00044,12
correspondents dinner,415,13,41.59687,0.00011,12
interview,1461,17,39.60940,0.00404,12
leavitt,804,13,38.88206,0.00047,12
merz,386,9,36.78482,0.00064,12
secret service,252,11,36.68126,0.00005,12
shots,264,10,35.18250,0.00012,12
correspondents,439,11,34.81352,0.00009,12
freedom,757,14,33.80816,0.00342,12
evacuated,187,10,33.66721,0.00073,12
terror,759,13,33.64616,0.00144,12
statement,496,11,33.02945,0.00152,12
germany,764,12,33.00160,0.00110,12
press briefing,440,10,31.35476,0.00004,12
karoline,592,9,30.00740,0.00001,12
afd,146,7,29.63940,0.00040,12
karoline leavitt,521,8,26.71948,0.00000,12
house correspondents,289,8,26.34285,0.00002,12
assassination,585,8,25.40650,0.00242,12
wh,480,7,22.53554,0.00003,12
berlin,222,6,22.40230,0.00022,12
pride,254,6,22.12214,0.00009,12
cbs,428,7,21.10675,0.00053,12
cole,129,7,20.43714,0.00000,12
secy,328,6,20.43511,0.00007,12
incident,317,7,18.67958,0.00000,12
allen,201,7,18.50935,0.00000,12
birthday,265,6,17.53087,0.00050,12
colbert,217,5,17.45300,0.00022,12
abc,184,4,17.36702,0.00000,12
grand,430,5,16.90765,0.00021,12
celebrates,371,5,16.65345,0.00011,12
kimmel,246,4,15.41173,0.00066,12
oz,169,5,15.13329,0.00008,12
roll,135,4,13.67707,0.00000,12
easter,176,4,13.40830,0.00000,12
lady,238,6,12.95111,0.00033,12
synagogue,184,4,12.85841,0.00002,12
dc,654,7,12.75718,0.00059,12
fcc,135,3,12.52651,0.00003,12
briefs,452,5,11.48826,0.00006,12
chancellor,213,3,10.81006,0.00001,12
reporters,256,4,10.35149,0.00001,12
custody,184,3,9.84737,0.00002,12
german,329,2,9.57850,0.00000,12
whcd,240,3,9.56091,0.00000,12
far-right,126,2,9.33033,0.00000,12
deliver,184,2,9.00126,0.00000,12
defends,695,5,8.58657,0.00020,12
stephen,565,3,8.21123,0.00000,12
foreign ministry,215,2,7.95416,0.00001,12
exclusive,678,3,7.92137,0.00008,12
jimmy kimmel,154,2,7.77532,0.00011,12
bilateral meeting,127,3,7.53861,0.00003,12
ministry,329,2,7.31178,0.00001,12
jimmy,292,2,7.18523,0.00011,12
michigan synagogue,107,2,6.71364,0.00000,12
minutes,585,2,6.47425,0.00000,12
room,603,2,6.42456,0.00036,12
german chancellor,119,1,6.10954,0.00000,12
dana,116,2,5.57802,0.00000,12
scrambles,246,3,5.36800,0.00000,12
hunter,248,2,5.17379,0.00003,12
hunter biden,191,2,5.14137,0.00003,12
situation,401,1,4.86319,0.00000,12
targeting,389,2,4.64959,0.00002,12
attempts,136,1,4.60826,0.00000,12
identified,119,1,4.40344,0.00000,12
documentary,193,1,3.92331,0.00000,12
joke,234,1,3.83284,0.00000,12
faith,343,1,3.73694,0.00000,12
panics,1211,3,3.67756,0.00000,12
weiss,112,1,3.55791,0.00000,12
network,303,1,3.30597,0.00000,12
harp,149,1,2.50983,0.00000,12
michelle obama,110,1,2.23963,0.00000,12
michelle,151,1,2.16258,0.00000,12
reportedly,274,1,1.68753,0.00000,12
ai,4046,76,157.40388,0.02790,13
nasa,805,29,89.79698,0.00317,13
artemis,1051,29,73.09346,0.00186,13
moon,652,23,65.90283,0.00280,13
space,589,19,64.56501,0.00113,13
spacex,583,17,64.01418,0.00245,13
artemis ii,931,25,63.84102,0.00114,13
mission,931,21,59.43206,0.00126,13
return,815,20,59.40145,0.00121,13
historic,1110,24,58.46753,0.00604,13
crew,614,18,53.21345,0.00080,13
ii,1001,22,53.00445,0.00184,13
rocket,270,13,52.33225,0.00019,13
launch,783,19,49.73277,0.00167,13
earth,404,16,49.19676,0.00074,13
openai,311,12,44.51846,0.00032,13
musk,1047,14,43.67650,0.00294,13
astronauts,295,13,42.48130,0.00013,13
lawsuit,679,14,39.28664,0.00093,13
press conference,1324,17,34.43926,0.00099,13
elon musk,783,9,34.31078,0.00041,13
tech,1115,14,34.16332,0.00191,13
moon mission,179,10,31.76832,0.00002,13
elon,921,8,29.05284,0.00037,13
station,244,6,28.37079,0.00027,13
starlink,123,5,27.99883,0.00005,13
lunar,116,8,27.50840,0.00014,13
altman,129,6,27.42411,0.00000,13
ipo,287,8,24.95032,0.00012,13
returns,461,9,24.91922,0.00059,13
ii crew,262,9,24.86032,0.00002,13
sam,360,6,22.81053,0.00036,13
honor,278,7,22.17486,0.00047,13
anthropic,365,6,21.13500,0.00004,13
international,507,5,20.65505,0.00016,13
members,721,6,20.33431,0.00059,13
future,1037,8,17.76963,0.00156,13
astronaut,140,6,16.11305,0.00000,13
ii astronauts,103,5,15.14507,0.00000,13
explodes,887,6,14.83821,0.00027,13
test,516,4,14.51338,0.00050,13
plans,821,4,11.68592,0.00012,13
companies,279,4,10.64467,0.00033,13
jesus,313,3,9.12197,0.00001,13
journey,168,3,8.47455,0.00000,13
image,126,2,8.32319,0.00000,13
rogue,120,2,7.87835,0.00000,13
fake,645,4,7.56818,0.00041,13
sanders,239,3,7.32287,0.00039,13
model,190,2,6.99724,0.00000,13
rare,351,2,6.95975,0.00009,13
hails,329,3,6.36884,0.00001,13
billionaires,214,2,6.27577,0.00003,13
ceos,119,2,5.83257,0.00000,13
boom,342,2,5.42052,0.00004,13
bernie sanders,183,2,5.26890,0.00007,13
data centers,303,2,4.93298,0.00004,13
bernie,258,2,4.90221,0.00007,13
gang,145,1,4.62924,0.00000,13
giants,105,1,4.55922,0.00000,13
using,532,2,4.38803,0.00005,13
tesla,130,1,3.60531,0.00000,13
democratic party,231,1,3.19145,0.00000,13
humanity,119,1,2.81207,0.00000,13
development,218,1,2.25416,0.00000,13
revolution,298,1,1.89805,0.00000,13
harris,392,1,1.87635,0.00000,13
innovation,118,1,1.72057,0.00000,13
wall street,303,1,1.49731,0.00000,13
investment,229,1,1.48420,0.00000,13
meta,471,23,87.28054,0.00374,14
media,2415,31,78.39300,0.00710,14
social,868,19,64.93666,0.00318,14
social media,615,15,55.90077,0.00128,14
announces,1130,23,40.94859,0.00450,14
goes,2368,15,37.28521,0.00614,14
addiction,182,7,33.79277,0.00000,14
truth,1639,14,33.50906,0.00173,14
viral,1216,12,32.95213,0.00456,14
zuckerberg,126,7,32.78786,0.00003,14
landmark,212,7,31.10557,0.00004,14
ban,639,9,26.61585,0.00047,14
post,834,9,26.16426,0.00150,14
they're,819,10,22.68137,0.00135,14
sex,291,5,22.30294,0.00035,14
child,471,5,21.99575,0.00027,14
youtube,119,5,21.57031,0.00000,14
abuse,330,4,19.07208,0.00002,14
safety,406,5,18.20461,0.00028,14
posts,414,6,17.87815,0.00100,14
won't,1243,8,17.10246,0.00251,14
moment,1092,5,15.17307,0.00103,14
kids,651,5,14.63873,0.00016,14
backfires,827,5,13.34704,0.00112,14
public,1162,5,13.26473,0.00056,14
layoffs,134,3,12.46482,0.00004,14
racist,569,3,10.01126,0.00004,14
leaks,425,4,9.93658,0.00474,14
meltdown,768,4,9.75962,0.00009,14
google,212,3,9.64276,0.00000,14
clip,201,3,9.57277,0.00046,14
rant,230,3,9.56977,0.00018,14
let,1307,3,9.08978,0.00072,14
silence,551,3,8.43315,0.00073,14
script,103,2,8.30997,0.00036,14
crowd,445,3,8.27475,0.00011,14
slip,131,2,8.10400,0.00036,14
paper,318,2,7.13260,0.00234,14
instantly,357,2,7.01315,0.00001,14
telling,196,2,6.82073,0.00006,14
silent,258,2,6.69338,0.00002,14
regrets,148,2,6.45108,0.00013,14
tell,284,2,6.22174,0.00004,14
liberal,543,3,5.84727,0.00012,14
unhinged,345,2,5.41612,0.00008,14
flips,171,1,5.16651,0.00000,14
instagram,101,1,5.05872,0.00000,14
ugly,179,2,4.98088,0.00004,14
triggers,392,2,4.74849,0.00019,14
lying,472,2,4.61827,0.00023,14
awkward,110,1,4.44099,0.00000,14
narrative,271,2,4.34197,0.00003,14
lets,120,1,4.23313,0.00000,14
spectacularly,103,1,3.71556,0.00000,14
trend,110,1,3.67423,0.00000,14
goes viral,367,1,3.67416,0.00000,14
break,538,1,3.63969,0.00000,14
rails,174,1,3.58272,0.00000,14
exam,127,1,3.37439,0.00000,14
clips,132,1,3.36388,0.00000,14
corporate,149,1,3.31034,0.00000,14
terrifying,328,1,3.18421,0.00000,14
stunt,238,1,3.05635,0.00000,14
propaganda,271,1,2.05238,0.00000,14
mamdani,1889,36,86.34766,0.00711,15
york,1192,21,62.85377,0.00229,15
billion,1141,22,58.98830,0.00646,15
city,1039,22,57.11543,0.00218,15
tax,697,17,53.81402,0.00373,15
nyc,1264,18,43.68947,0.00131,15
parade,430,13,39.59059,0.00056,15
knicks,309,10,34.01702,0.00036,15
game,741,9,30.12360,0.00120,15
bad,1150,11,28.75407,0.00539,15
zohran,628,9,27.92536,0.00036,15
zohran mamdani,476,7,24.54401,0.00006,15
wnba,333,9,24.42300,0.00495,15
halftime,186,7,21.84910,0.00069,15
nba,298,6,21.16584,0.00034,15
million,912,8,18.33352,0.00113,15
york city,257,4,16.91613,0.00000,15
garden,134,4,15.88492,0.00006,15
cost,558,5,15.81137,0.00079,15
irs,141,4,15.74287,0.00004,15
sanctuary,142,3,15.36393,0.00024,15
bowl,297,5,14.13475,0.00011,15
cities,342,5,14.01835,0.00022,15
times,2302,5,13.07602,0.00013,15
square,208,3,12.84183,0.00009,15
settlement,205,3,12.20793,0.00001,15
bad bunny,228,4,12.20355,0.00000,15
bunny,238,4,12.20230,0.00000,15
super bowl,270,4,11.95929,0.00011,15
super,420,4,11.91321,0.00011,15
player,172,3,11.64576,0.00005,15
nba finals,124,3,11.58039,0.00001,15
nyc mayor,195,3,11.37662,0.00000,15
finals,164,3,11.34219,0.00001,15
grocery,111,3,10.33083,0.00043,15
rose,113,3,9.11853,0.00000,15
nfl,240,3,8.85759,0.00007,15
policies,366,2,8.83774,0.00002,15
dollar,357,3,7.59887,0.00006,15
worth,229,2,6.87063,0.00000,15
crypto,314,2,6.86660,0.00036,15
billionaire,319,3,6.76598,0.00030,15
rich,244,2,6.67950,0.00000,15
buy,248,2,5.33315,0.00000,15
living,260,1,5.20721,0.00000,15
ny,388,2,4.58389,0.00001,15
bitcoin,132,1,4.36381,0.00000,15
blame,221,1,4.30197,0.00000,15
wealth,159,1,4.03734,0.00000,15
store,118,1,3.94428,0.00000,15
tips,106,1,3.80803,0.00000,15
idea,229,1,3.78586,0.00000,15
nypd,177,1,3.45879,0.00000,15
clark,115,1,3.04736,0.00000,15
slush fund,179,1,2.55702,0.00000,15
slush,181,1,2.55462,0.00000,15
sophie,101,1,2.52585,0.00000,15
inauguration,128,1,2.24425,0.00000,15
rights,680,16,49.77948,0.00352,16
opening,625,16,46.95439,0.00291,16
jackson,446,13,42.84893,0.00128,16
obama,871,14,41.21977,0.00322,16
dies,499,12,40.82885,0.00171,16
legacy,402,14,38.40521,0.00083,16
presidential,454,10,37.95759,0.00153,16
jesse jackson,226,10,34.61995,0.00038,16
jesse,986,11,34.20309,0.00074,16
maga,3696,20,33.60345,0.00574,16
green,356,6,23.88436,0.00085,16
chicago,316,7,22.62674,0.00019,16
country,987,8,22.60320,0.00085,16
civil,470,7,21.51545,0.00086,16
star,543,6,21.27068,0.00211,16
card,255,5,19.43425,0.00070,16
dome,144,4,18.87585,0.00061,16
music,255,5,18.59991,0.00001,16
rev,115,5,18.37121,0.00011,16
dolly parton,240,5,16.35177,0.00009,16
dolly,258,5,16.31750,0.00009,16
parton,255,5,16.29981,0.00009,16
begin,311,4,14.03414,0.00029,16
palace,127,3,13.90125,0.00002,16
golden,231,3,12.57364,0.00014,16
run,728,6,12.48351,0.00076,16
civil rights,118,3,11.71076,0.00000,16
credit,215,2,9.57326,0.00001,16
age,273,2,9.26006,0.00008,16
al,365,2,9.08622,0.00001,16
statements,113,2,8.71540,0.00000,16
iron,126,2,8.33612,0.00000,16
hole,108,2,8.19656,0.00000,16
library,117,2,7.79546,0.00000,16
michael,867,3,7.09742,0.00005,16
private,349,2,6.93350,0.00007,16
hollywood,327,2,6.09446,0.00001,16
set,968,2,6.06230,0.00001,16
gun,348,2,5.59084,0.00009,16
wars,305,2,5.43012,0.00009,16
entire,510,2,4.80102,0.00008,16
watters,265,1,4.73518,0.00000,16
groups,190,1,4.52495,0.00000,16
actor,255,1,4.25376,0.00000,16
light,197,1,3.93784,0.00000,16
woke,723,2,3.61969,0.00043,16
influencer,198,1,2.56602,0.00000,16
bell,303,1,2.50082,0.00000,16
influencers,160,1,2.12790,0.00000,16
abandons,132,1,2.01038,0.00000,16
cult,130,1,1.92874,0.00000,16
mtg,187,1,1.82912,0.00000,16
sparks,966,19,51.17068,0.00423,17
family,1426,23,50.90851,0.00205,17
debate,1916,23,45.85251,0.00504,17
concerns,625,10,34.86537,0.00164,17
backlash,731,13,32.16364,0.00316,17
nolan,474,14,29.71989,0.00407,17
action,1071,13,28.27595,0.00112,17
demands,1123,10,26.87449,0.00107,17
answers,397,8,25.55812,0.00046,17
joe,1195,9,24.79693,0.00076,17
wells,434,12,23.68822,0.00136,17
teen,445,9,21.97187,0.00043,17
demand,815,7,21.62407,0.00041,17
nolan wells,411,11,21.21268,0.00130,17
biden,876,8,21.20493,0.00134,17
raises,423,4,18.50610,0.00009,17
fears,638,6,18.12569,0.00077,17
justice,735,9,17.20365,0.00135,17
takeover,464,6,16.85117,0.00047,17
grow,298,4,15.61907,0.00010,17
alarm,531,4,15.55035,0.00041,17
autopsy,138,5,14.51249,0.00007,17
panic,1072,6,13.75064,0.00064,17
ben,644,7,12.35026,0.00238,17
audio,195,5,12.07363,0.00009,17
growing,437,4,11.18051,0.00005,17
outrage,326,3,10.65450,0.00036,17
leaked,547,4,10.11849,0.00066,17
victim,300,4,9.58380,0.00063,17
photo,280,3,9.57606,0.00008,17
parents,377,4,9.10208,0.00002,17
jill biden,113,2,8.65311,0.00000,17
raise,261,2,8.44330,0.00001,17
jill,138,2,8.39944,0.00000,17
palestine,267,3,7.85123,0.00003,17
surrender,326,3,7.20634,0.00003,17
odyssey,152,2,6.76989,0.00000,17
christopher,102,2,6.57476,0.00000,17
data center,230,2,6.49180,0.00000,17
controversy,357,2,4.94028,0.00001,17
sound,173,1,4.90804,0.00000,17
spark,179,1,4.71722,0.00000,17
admin,746,2,4.18958,0.00019,17
mode,209,1,3.96430,0.00000,17
apology,130,1,3.71043,0.00000,17
friends,244,3,3.44981,0.00000,17
morning,1181,1,3.23910,0.00000,17
book,355,1,2.99722,0.00000,17
reckless,109,1,2.21641,0.00000,17
drug,518,19,71.41550,0.00337,18
mexico,747,23,68.28171,0.00299,18
violence,748,14,49.18999,0.00049,18
cartel,294,12,43.73390,0.00114,18
el,315,10,38.57017,0.00072,18
boat,244,7,25.11105,0.00012,18
el mencho,105,6,24.13266,0.00001,18
mencho,106,6,24.09922,0.00001,18
domestic,181,5,19.48663,0.00009,18
political,1255,7,15.46765,0.00081,18
cancer,354,3,14.28744,0.00053,18
lord,128,3,13.23607,0.00000,18
mexican,175,3,12.55354,0.00000,18
trafficking,129,2,10.33031,0.00003,18
terrorist,247,3,9.25992,0.00002,18
cartels,127,2,9.03274,0.00000,18
terrorism,253,3,8.63869,0.00000,18
airspace,172,2,7.16207,0.00003,18
treatment,173,1,5.49360,0.00000,18
boss,310,1,4.45968,0.00000,18
parties,145,1,2.99000,0.00000,18
cnn,784,12,32.69064,0.00367,19
question,796,8,21.57210,0.00133,19
host,1004,11,19.47470,0.00481,19
answer,409,5,18.22875,0.00077,19
reporter,756,7,16.70603,0.00136,19
panel,458,4,10.00642,0.00097,19
asks,328,3,8.63423,0.00030,19
simple,145,2,7.35773,0.00000,19
snaps,271,2,6.02522,0.00003,19
finally,1165,2,4.65709,0.00001,19
asked,356,2,4.35957,0.00026,19
refuses,481,1,4.23730,0.00000,19
stuns,428,2,3.65324,0.00015,19
scott jennings,133,1,3.32820,0.00000,19
jennings,146,1,3.30283,0.00000,19
anchor,132,1,3.02441,0.00000,19
guest,180,1,2.81950,0.00000,19
visibly,216,1,1.78368,0.00000,19
realizes,141,1,1.46913,0.00000,19
hell,676,4,16.47442,0.00540,20
hell breaks,218,2,8.62359,0.00000,20
loose,250,2,8.46984,0.00117,20
breaks loose,222,2,8.45741,0.00117,20
unleash,122,1,4.91788,0.00000,20
taylor greene,115,2,9.26334,0.00000,21
marjorie taylor,118,2,9.26322,0.00000,21
marjorie,210,2,9.26285,0.00000,21
greene,170,2,9.26273,0.00000,21
forward,180,2,9.63717,0.00000,22
moving,214,1,5.07587,0.00000,22
moves,508,1,4.56129,0.00000,22
oh,278,2,6.49448,0.00000,23
god,449,1,3.62468,0.00000,23
sh,495,1,2.86980,0.00000,23
marandi,147,2,5.76520,0.00000,24
mohammad,125,1,3.21811,0.00000,24
prof,267,1,2.54709,0.00000,24
bezos,121,1,4.28796,0.00000,25
jeff,171,1,4.28796,0.00000,25
birth,205,1,4.39144,0.00000,26
tourism,171,1,4.39144,0.00000,26
brutally,154,1,4.01876,0.00000,27
honest,104,1,4.01876,0.00000,27
hannity,160,1,4.63081,0.00000,28
sean,209,1,4.63081,0.00000,28
liberty,119,1,5.14015,0.00000,29
statue,122,1,5.14015,0.00000,29
matt,364,1,3.77693,0.00000,30
walsh,107,1,3.77693,0.00000,30
ms,301,1,3.68680,0.00000,31
rachel,143,1,3.68680,0.00000,31
