term,n_titles,degree,strength,betweenness,community
rfk jr,457,5,17.42622,0.00036,2
jay,150,3,17.38926,0.00000,2
epic fury,251,5,17.36032,0.00001,2
lutnick,174,4,17.30936,0.00004,2
james comey,111,5,16.73292,0.00011,2
deposition,239,5,16.36043,0.00000,2
fulton,158,5,16.22567,0.00014,2
ron,190,4,16.16413,0.00005,2
cover-up,304,7,15.49584,0.00015,2
drop,516,7,15.29394,0.00086,2
revealed,933,8,14.63730,0.00046,2
amendment,305,5,14.55489,0.00007,2
whistleblower,261,5,14.54438,0.00040,2
story,1291,5,14.46198,0.00015,2
operation epic,182,4,14.28553,0.00000,2
lt,192,3,14.09546,0.00036,2
request,164,4,13.44470,0.00004,2
names,274,5,13.28536,0.00033,2
agree,240,5,13.04969,0.00016,2
sec,295,4,12.86181,0.00001,2
shares,661,4,12.83648,0.00012,2
tulsi gabbard,268,3,12.66013,0.00000,2
atlantic,104,3,12.35401,0.00000,2
debt,260,4,12.26471,0.00034,2
keeps,332,3,12.13566,0.00007,2
documents,222,3,12.03342,0.00004,2
scott bessent,215,3,11.93893,0.00001,2
firing,343,4,11.85594,0.00000,2
tv,572,4,11.55173,0.00025,2
mall,138,3,11.54475,0.00007,2
shortages,113,3,11.36962,0.00003,2
ro khanna,226,4,11.34722,0.00003,2
ro,232,4,11.32022,0.00003,2
khanna,270,4,11.30703,0.00003,2
pardon,161,3,10.99290,0.00004,2
grilled,256,4,10.71917,0.00008,2
dnc,145,3,10.70016,0.00002,2
jack,710,4,10.59809,0.00000,2
videos,354,4,10.55609,0.00083,2
cut,493,4,10.54871,0.00028,2
rick,165,3,10.39082,0.00002,2
fallout,438,6,10.26097,0.00165,2
handling,102,3,9.99719,0.00001,2
sworn,146,3,9.96311,0.00009,2
alien,185,3,9.85198,0.00005,2
maxwell,199,3,9.84100,0.00003,2
hike,172,2,9.70576,0.00000,2
fulton county,125,3,9.52001,0.00000,2
indicted,167,3,9.29789,0.00000,2
trillion,223,2,8.99616,0.00001,2
presser,342,3,8.89604,0.00000,2
corruption,451,3,8.79336,0.00001,2
howard,109,2,8.71917,0.00000,2
martin,196,2,8.60951,0.00000,2
mike johnson,226,2,8.52622,0.00000,2
guard,457,3,8.52386,0.00016,2
epic,456,3,8.42750,0.00000,2
boebert,108,2,8.39111,0.00036,2
sues,245,3,8.30590,0.00001,2
analyst,461,3,8.26483,0.00009,2
adam,416,3,8.24668,0.00003,2
maha,148,2,8.17928,0.00003,2
warren,150,2,8.04648,0.00036,2
survivor,286,3,7.95723,0.00002,2
department,392,3,7.88359,0.00007,2
subpoena,111,2,7.80735,0.00000,2
brief,387,2,7.41798,0.00000,2
mystery,266,2,7.36928,0.00000,2
anti-weaponization fund,137,3,7.07289,0.00023,2
blumenthal,139,2,7.04608,0.00001,2
anti-weaponization,142,3,7.01172,0.00023,2
intel,380,2,6.94455,0.00000,2
disclosure,138,2,6.91710,0.00002,2
review,237,2,6.88562,0.00234,2
gates,223,3,6.82027,0.00001,2
involving,100,2,6.57429,0.00000,2
investigating,179,2,6.50362,0.00000,2
movement,321,2,5.98898,0.00004,2
impeachment,292,2,5.76279,0.00000,2
showing,124,1,5.74132,0.00000,2
ghislaine,171,2,5.58279,0.00003,2
newly,110,1,5.38815,0.00000,2
speak,574,2,5.36857,0.00000,2
ballistic missiles,152,2,5.31268,0.00002,2
launched,150,2,5.12154,0.00012,2
movie,197,1,5.10529,0.00000,2
prosecutor,231,2,5.03636,0.00000,2
elizabeth,506,1,4.97656,0.00000,2
accounts,209,2,4.90897,0.00002,2
tells,787,2,4.77886,0.00002,2
lauren,101,1,4.77229,0.00000,2
childhood,113,1,4.64235,0.00000,2
park,185,1,4.43703,0.00000,2
col,233,1,4.14476,0.00000,2
prayer,167,1,4.03213,0.00000,2
love,444,1,3.92977,0.00000,2
fmr,394,1,3.91157,0.00000,2
mossad,136,1,3.75528,0.00000,2
tense,130,1,3.62538,0.00000,2
cruz,230,1,3.50146,0.00000,2
texts,161,1,3.47211,0.00000,2
expose,330,2,3.44352,0.00000,2
grills,160,1,3.32564,0.00000,2
ritter,127,1,3.18901,0.00000,2
links,161,1,2.98914,0.00000,2
judges,205,1,2.98264,0.00000,2
subpoenas,117,1,2.97684,0.00000,2
jake,281,1,2.97023,0.00000,2
proves,270,1,2.80126,0.00000,2
lawyers,170,1,2.67560,0.00000,2
dave,311,1,2.58156,0.00000,2
file,133,1,2.50902,0.00000,2
link,190,1,2.40206,0.00000,2
redacted,198,1,2.36781,0.00000,2
coverup,109,1,2.29720,0.00000,2
docs,123,1,2.14330,0.00000,2
named,140,1,1.97847,0.00000,2
breaks silence,246,1,1.97440,0.00000,2
connection,157,1,1.91011,0.00000,2
elites,139,1,1.85393,0.00000,2
cover,276,1,1.71651,0.00000,2
hidden,346,1,1.63657,0.00000,2
elite,153,1,1.58056,0.00000,2
ghislaine maxwell,122,1,1.51996,0.00000,2
alive,273,1,1.21976,0.00000,2
justice department,194,1,1.20451,0.00000,2
president,6327,97,173.32005,0.02167,3
uk,2897,61,132.96495,0.01318,3
state,2937,49,121.92433,0.01397,3
visit,1269,48,106.58407,0.00605,3
meeting,1994,50,104.85114,0.00721,3
trump,67071,81,104.05742,0.01788,3
faces,1730,40,102.86399,0.01288,3
china,4542,51,102.37565,0.01297,3
pm,4386,50,100.68135,0.00764,3
meets,1185,42,95.47545,0.00304,3
chief,2111,39,90.46679,0.00529,3
summit,2147,51,88.70988,0.01026,3
nato,2852,46,88.37839,0.00638,3
king,985,31,84.05387,0.00222,3
speech,2373,43,79.96365,0.00817,3
ahead,1977,43,79.89237,0.00832,3
starmer,1525,35,77.95046,0.00355,3
minister,2029,35,76.74282,0.00217,3
xi,1396,34,70.75465,0.00308,3
eu,1462,30,69.17808,0.00345,3
rubio,1714,34,68.20226,0.00951,3
putin,3509,41,66.74836,0.00506,3
prime,1035,25,63.56149,0.00116,3
prime minister,670,23,63.40753,0.00084,3
questions,1463,23,63.15942,0.00470,3
greenland,1902,36,62.34414,0.00517,3
mass,1056,19,59.75261,0.00222,3
trade,2151,29,59.33217,0.00448,3
resigns,374,20,58.70720,0.00177,3
leaders,1666,27,57.24216,0.00337,3
japan,829,20,56.29600,0.00172,3
foreign,1256,23,56.27307,0.00177,3
mark,1255,23,56.15033,0.00392,3
takes,1598,19,55.85198,0.00254,3
king charles,477,21,55.66946,0.00163,3
meet,1142,27,55.41375,0.00137,3
prince,518,16,53.47761,0.00242,3
calls,2864,27,52.90739,0.00519,3
parliament,680,19,51.69956,0.00135,3
macron,813,20,51.19298,0.00132,3
pope,750,19,51.14763,0.00286,3
ceremony,746,15,50.37961,0.00075,3
beijing,581,20,48.88458,0.00073,3
taiwan,600,20,48.85843,0.00176,3
charles,553,19,47.11179,0.00144,3
donald,2045,21,46.94836,0.00216,3
france,985,20,46.86624,0.00287,3
keir,579,17,46.29604,0.00014,3
keir starmer,562,16,44.03055,0.00011,3
andrew,944,18,43.43147,0.00200,3
signs,553,12,43.38805,0.00128,3
hosts,683,17,42.82347,0.00124,3
address,904,18,41.50641,0.00139,3
defence,930,16,40.88080,0.00163,3
ties,924,18,40.60990,0.00378,3
jinping,448,18,40.22630,0.00037,3
addresses,1036,18,39.58033,0.00102,3
iii,252,12,38.35987,0.00061,3
royal,214,11,37.86051,0.00024,3
arrives,756,20,37.80903,0.00079,3
xi jinping,433,17,37.27709,0.00034,3
europe,1906,18,36.55396,0.00404,3
chinese,808,15,36.54647,0.00094,3
rutte,270,12,35.95244,0.00016,3
pope leo,518,12,35.79098,0.00079,3
modi,2837,21,35.78227,0.00117,3
british,531,12,35.45671,0.00045,3
mandelson,384,16,35.35091,0.00147,3
labour,313,15,34.54982,0.00070,3
takaichi,178,10,34.11006,0.00022,3
canadian,383,10,33.90064,0.00023,3
army,1196,13,32.92346,0.00055,3
speaks,2271,18,32.53392,0.00196,3
burnham,569,14,32.42162,0.00070,3
awards,204,7,32.40069,0.00049,3
resignation,360,11,31.81464,0.00028,3
carney,609,12,31.73152,0.00034,3
charles iii,139,11,30.53340,0.00008,3
zelenskyy,355,10,29.91151,0.00015,3
davos,668,16,28.48430,0.00154,3
heat,452,8,28.07178,0.00193,3
humanoid,141,6,27.61245,0.00009,3
welcomes,284,11,27.31257,0.00035,3
queen,209,10,27.25615,0.00007,3
robot,240,7,26.85185,0.00052,3
leo,548,10,26.30676,0.00061,3
bilateral,333,12,25.86053,0.00030,3
queen camilla,102,9,25.71208,0.00004,3
camilla,106,9,25.61498,0.00004,3
andy burnham,321,10,25.39592,0.00002,3
resign,283,9,25.32008,0.00030,3
orders,687,8,25.26554,0.00064,3
andy,413,10,25.08926,0.00002,3
high-stakes,319,10,25.06496,0.00012,3
ministers,262,8,25.05640,0.00005,3
brics,648,17,23.88258,0.00050,3
official,1043,9,23.35942,0.00130,3
games,305,5,21.62811,0.00017,3
cabinet,524,8,21.46225,0.00036,3
welcome,417,7,21.35599,0.00026,3
carpet,182,4,20.97268,0.00007,3
participates,274,7,20.74110,0.00010,3
zelensky,1023,13,20.70518,0.00055,3
forum,330,9,20.53079,0.00038,3
attends,496,8,20.00092,0.00045,3
erdogan,148,6,19.43616,0.00008,3
der,123,4,19.04065,0.00029,3
security council,178,5,18.83165,0.00007,3
meloni,305,6,18.28348,0.00022,3
arms,346,9,18.27804,0.00105,3
cabinet meeting,186,6,17.92212,0.00090,3
european,446,6,17.66894,0.00007,3
discuss,353,7,17.65904,0.00028,3
japanese,167,5,17.46276,0.00000,3
union,933,8,17.45857,0.00025,3
palm,103,4,16.97102,0.00037,3
policy,707,8,16.89458,0.00027,3
camp,310,4,16.89125,0.00000,3
david,634,4,16.35486,0.00000,3
executive,355,5,16.18549,0.00014,3
hasan,884,9,16.06733,0.00030,3
von,166,4,15.81843,0.00007,3
robots,160,4,15.69508,0.00006,3
reform,365,6,15.63371,0.00008,3
slams,1687,10,15.46362,0.00055,3
farage,251,5,15.06725,0.00040,3
join,446,5,15.00597,0.00003,3
trump-xi,174,6,14.81399,0.00002,3
roundtable,257,5,14.63754,0.00005,3
ankara,159,6,14.60677,0.00015,3
attend,370,5,14.42012,0.00011,3
spending,371,5,13.99442,0.00020,3
french,494,4,13.97793,0.00003,3
board of peace,282,5,13.93072,0.00020,3
paris,357,4,13.69268,0.00000,3
evacuations,140,3,13.16168,0.00002,3
spy,308,5,13.14157,0.00016,3
heatwave,241,4,13.03872,0.00003,3
medal of honor,115,4,12.83999,0.00005,3
london,432,4,12.72653,0.00013,3
leo xiv,176,3,12.72221,0.00000,3
xiv,176,3,12.72221,0.00000,3
extreme,241,3,12.71662,0.00014,3
veteran,297,4,12.69630,0.00039,3
staff,269,4,12.28841,0.00003,3
free,722,5,12.20023,0.00020,3
nation,1116,5,11.98439,0.00006,3
brics summit,236,7,11.92147,0.00001,3
sco,115,4,11.83790,0.00000,3
oval office,213,4,11.75801,0.00000,3
fiery,444,4,11.74997,0.00009,3
mark rutte,123,3,11.71606,0.00000,3
mark carney,230,3,11.64950,0.00003,3
delhi,1218,7,11.60991,0.00028,3
oval,229,4,11.60473,0.00000,3
magnitude earthquake,116,3,11.50822,0.00000,3
rolls,137,2,11.21291,0.00005,3
leads,399,3,10.89327,0.00000,3
oscars,135,3,10.71223,0.00010,3
departs,257,5,10.25955,0.00012,3
remain,279,4,10.09768,0.00032,3
transfer,118,3,9.86926,0.00046,3
small,227,2,9.72657,0.00036,3
signing,178,4,9.68950,0.00021,3
by-election,116,4,9.61526,0.00000,3
executive order,174,3,9.30633,0.00000,3
stand,415,3,9.18294,0.00037,3
economic forum,173,4,9.16672,0.00009,3
leadership,489,4,9.15347,0.00020,3
syria,272,2,9.01344,0.00036,3
tough,196,2,9.00103,0.00000,3
business,559,3,8.95426,0.00072,3
mps,274,4,8.92555,0.00000,3
red carpet,149,2,8.91769,0.00001,3
van,245,2,8.88007,0.00001,3
boost,289,3,8.62431,0.00000,3
turkish,101,2,8.20841,0.00000,3
typhoon,102,2,8.09280,0.00000,3
critical,396,2,8.02790,0.00036,3
playing,221,2,8.00545,0.00000,3
sotu,217,4,7.96185,0.00011,3
revolt,435,3,7.95495,0.00004,3
cenk,180,3,7.81126,0.00000,3
interference,111,3,7.79212,0.00035,3
italian,135,2,7.77950,0.00000,3
affairs,131,2,7.71460,0.00000,3
finance,155,2,7.24814,0.00000,3
jones,449,3,7.19332,0.00019,3
banned,280,3,7.18614,0.00000,3
britain,502,3,7.16567,0.00036,3
union address,151,3,6.99595,0.00011,3
receives,230,2,6.92716,0.00000,3
golf,141,2,6.63677,0.00000,3
course,144,2,6.50984,0.00000,3
scrutiny,192,2,6.45216,0.00002,3
reset,144,2,6.33583,0.00000,3
brussels,196,3,6.24820,0.00001,3
joe kent,257,2,6.07998,0.00000,3
denmark,265,3,6.07838,0.00011,3
deportations,196,2,6.02011,0.00001,3
condition,101,1,5.95633,0.00000,3
feud,175,2,5.92545,0.00003,3
kent,291,2,5.83225,0.00000,3
arctic,203,3,5.74878,0.00002,3
session,412,2,5.71080,0.00000,3
businesses,132,1,5.50585,0.00000,3
nigel,145,2,5.46486,0.00000,3
nigel farage,138,2,5.45286,0.00000,3
unity,184,2,5.41322,0.00001,3
influence,232,2,5.40725,0.00000,3
isis,115,1,5.33408,0.00000,3
aim,110,1,5.29375,0.00000,3
marine,189,1,5.07634,0.00000,3
deportation,217,2,5.03096,0.00001,3
sunday,421,1,5.00376,0.00000,3
senior,147,1,4.52302,0.00000,3
islands,113,1,4.50543,0.00000,3
oath,240,1,4.43129,0.00000,3
dept,100,1,4.25541,0.00000,3
peter,373,2,4.18094,0.00000,3
track,176,1,4.14069,0.00000,3
foreign policy,193,1,4.07684,0.00000,3
wef,163,2,3.84921,0.00000,3
count,124,1,3.83368,0.00000,3
unacceptable,105,1,3.79411,0.00000,3
reckoning,120,1,3.79287,0.00000,3
mp,433,2,3.78994,0.00000,3
charge,307,1,3.78624,0.00000,3
criticism,185,1,3.75772,0.00000,3
trailer,106,1,3.42979,0.00000,3
ring,165,1,3.27026,0.00000,3
removal,143,1,3.17282,0.00000,3
quit,218,1,3.16814,0.00000,3
street,564,2,3.10624,0.00009,3
danish,127,1,3.05471,0.00000,3
th amendment,144,1,2.98154,0.00000,3
wild,458,1,2.82848,0.00000,3
counter,143,1,2.77871,0.00000,3
restore,106,1,2.76022,0.00000,3
asking,163,1,2.73340,0.00000,3
politics,840,1,2.70193,0.00000,3
alliance,306,1,2.66051,0.00000,3
touts,263,2,2.50240,0.00008,3
australian,140,1,2.50024,0.00000,3
praises,325,2,2.42245,0.00006,3
badenoch,121,1,2.28155,0.00000,3
taking,541,1,2.09161,0.00000,3
lands,220,1,2.08787,0.00000,3
focus,427,1,1.95892,0.00000,3
vision,140,1,1.68937,0.00000,3
administration,720,1,1.63220,0.00000,3
assassination attempt,173,1,1.42387,0.00000,3
iowa,145,1,1.41606,0.00000,3
u-turn,116,1,1.11950,0.00000,3
united states,230,1,1.11723,0.00000,3
pres,124,1,1.08085,0.00000,3
dismisses,111,1,1.06897,0.00000,3
meme,109,1,1.05370,0.00000,3
gamble,109,1,1.03745,0.00000,3
ice,6184,112,201.15104,0.02727,4
minneapolis,1967,65,121.23577,0.00844,4
minnesota,1983,55,117.05048,0.01313,4
protests,1693,38,94.05251,0.00812,4
man,1762,40,93.21670,0.00972,4
border,1233,36,91.15755,0.00469,4
shot,838,27,79.44572,0.00169,4
agent,759,28,74.62553,0.00239,4
arrest,982,25,74.53360,0.00249,4
conference,2237,33,71.15210,0.00305,4
secret,1934,34,71.02280,0.01055,4
protest,2030,32,70.99185,0.00318,4
outside,656,24,70.16941,0.00594,4
service,753,25,67.82114,0.00440,4
agents,975,29,66.35863,0.00330,4
massive,2551,31,64.51831,0.00791,4
power,2241,25,63.75763,0.00415,4
protesters,1158,25,62.94639,0.00161,4
arrested,1085,24,60.25619,0.00205,4
thousands,922,19,58.57693,0.00290,4
wildfires,445,15,53.64486,0.00239,4
wildfire,421,15,52.91301,0.00161,4
storm,903,19,52.64710,0.00258,4
florida,827,16,48.09664,0.00187,4
surge,771,17,48.04487,0.00172,4
forces,1120,22,47.86374,0.00168,4
winter,593,15,45.68029,0.00185,4
woman,1243,19,45.43323,0.00118,4
armed,344,11,42.42538,0.00263,4
alex,1143,18,41.55378,0.00199,4
immigration,1025,18,41.48159,0.00260,4
ceuta,244,11,40.96704,0.00031,4
chaos,1344,18,40.77995,0.00142,4
flights,249,9,40.64079,0.00051,4
officer,573,14,38.18479,0.00052,4
shoots,307,12,37.96025,0.00064,4
migrants,347,11,37.69177,0.00053,4
gather,349,12,36.14846,0.00075,4
clash,1008,15,35.65852,0.00133,4
erupts,1287,16,35.26865,0.00133,4
fatal,544,12,34.90817,0.00059,4
alex pretti,441,15,34.69400,0.00041,4
pretti,517,15,34.49381,0.00047,4
car,501,11,34.38999,0.00203,4
rally,1156,13,34.11019,0.00078,4
washington,1055,13,33.84148,0.00267,4
homan,394,10,33.23179,0.00012,4
illegal,929,11,32.99334,0.00058,4
church,471,13,32.87068,0.00300,4
special,969,13,32.65640,0.00114,4
year-old,533,11,32.12452,0.00064,4
battle,811,9,29.16644,0.00044,4
crackdown,676,13,29.07985,0.00105,4
fatally,135,7,27.57109,0.00000,4
tom homan,265,8,27.26174,0.00066,4
border czar,118,7,26.68015,0.00042,4
commander,233,6,26.58735,0.00010,4
renee,288,11,26.47790,0.00008,4
tom,539,8,26.02300,0.00008,4
march,549,9,25.84784,0.00082,4
czar,144,7,25.66095,0.00042,4
good,1032,12,25.48041,0.00357,4
border patrol,240,9,25.12560,0.00010,4
airlines,264,6,25.07932,0.00044,4
patrol,271,9,24.72024,0.00010,4
firefighters,175,6,24.46173,0.00011,4
dui,103,5,24.44171,0.00000,4
migrant,346,7,24.22895,0.00029,4
anti-ice,463,10,23.92820,0.00014,4
turn,880,8,23.84845,0.00078,4
violent,421,7,23.55916,0.00006,4
heavy,334,5,23.07261,0.00018,4
bovino,157,6,22.63032,0.00004,4
tiger woods,135,5,22.57891,0.00004,4
woods,162,5,22.43250,0.00004,4
winter storm,287,6,22.05463,0.00010,4
tiger,188,5,21.81215,0.00004,4
mistake,446,7,21.72367,0.00037,4
renee good,251,9,21.15450,0.00007,4
charged,407,6,20.38968,0.00013,4
flooding,206,5,20.12123,0.00371,4
don,626,8,20.02500,0.00013,4
streets,419,6,19.10892,0.00003,4
mar-a-lago,155,4,18.33655,0.00000,4
residents,503,7,17.83292,0.00111,4
blaze,134,4,17.61899,0.00003,4
prince andrew,184,6,17.61160,0.00004,4
weather,239,4,17.46825,0.00122,4
aliens,229,5,17.43794,0.00042,4
federal agents,187,7,16.73408,0.00002,4
don lemon,513,7,16.41961,0.00005,4
lemon,542,7,16.31110,0.00005,4
arrests,391,8,16.17556,0.00019,4
flee,316,4,16.17139,0.00271,4
severe,222,3,16.15330,0.00235,4
snow,211,4,16.01768,0.00002,4
munich,157,4,15.55337,0.00007,4
shootings,172,5,15.38647,0.00002,4
airports,230,5,15.20158,0.00007,4
plants,138,5,14.56249,0.00034,4
travel,388,4,14.23417,0.00005,4
supporters,430,5,13.84998,0.00028,4
clashes,404,4,13.73774,0.00000,4
millions,577,4,13.31569,0.00004,4
rain,277,3,13.30258,0.00013,4
attempted,127,3,12.87361,0.00001,4
flight,364,3,12.32397,0.00003,4
raids,251,5,12.16588,0.00005,4
murdaugh,105,3,11.70118,0.00002,4
destroyed,677,5,11.67757,0.00063,4
greg,383,3,11.55165,0.00036,4
houston,119,3,11.46449,0.00000,4
burns,294,3,11.12440,0.00001,4
erupt,389,4,11.05999,0.00000,4
kings,233,3,10.62464,0.00000,4
turns,978,5,10.58962,0.00058,4
homes,375,3,10.18472,0.00004,4
aoc,632,5,10.17694,0.00084,4
migration,120,3,10.11959,0.00003,4
enforcement,308,4,9.95558,0.00001,4
ireland,231,3,9.84193,0.00025,4
crossing,129,3,9.65171,0.00002,4
insurrection act,120,4,9.26694,0.00037,4
south africa,356,3,8.75034,0.00001,4
insurrection,183,4,8.67084,0.00037,4
relationship,302,3,8.66295,0.00003,4
george,314,2,8.65593,0.00036,4
rains,141,2,8.56600,0.00005,4
crowds,132,2,8.51244,0.00003,4
desantis,146,2,8.29787,0.00001,4
capture,534,5,8.29536,0.00006,4
consulate,139,2,8.21344,0.00003,4
belfast,144,3,7.90770,0.00038,4
spread,179,2,7.67855,0.00004,4
spanish,163,2,7.66830,0.00000,4
forced,502,2,7.61229,0.00234,4
grab,199,2,7.55151,0.00011,4
wall,525,3,7.48791,0.00008,4
warehouse,117,2,7.44704,0.00000,4
unrest,182,4,7.43507,0.00026,4
grid,103,2,7.42508,0.00000,4
land,364,2,7.36646,0.00000,4
hotel,177,3,7.28817,0.00004,4
northern,187,2,7.20368,0.00002,4
reacts,1975,4,6.95335,0.00045,4
stolen,190,2,6.87709,0.00026,4
boy,185,2,6.82376,0.00000,4
dangerous,718,3,6.75990,0.00007,4
detained,300,2,6.47419,0.00000,4
immigrant,186,2,6.41812,0.00000,4
flames,268,2,6.39620,0.00006,4
making,581,2,6.34969,0.00000,4
syrian,135,2,6.32307,0.00002,4
immigrants,215,2,6.27751,0.00000,4
cancelled,148,1,6.03511,0.00000,4
services,125,1,5.92134,0.00000,4
cold,212,3,5.80790,0.00053,4
storms,255,1,5.62079,0.00000,4
struggle,211,2,5.13782,0.00003,4
burn,230,1,4.89053,0.00000,4
gutfeld,312,1,4.76781,0.00000,4
madness,101,1,4.76319,0.00000,4
venezuelans,123,2,4.76259,0.00000,4
girl,231,1,4.72056,0.00000,4
bush,122,1,4.72037,0.00000,4
rage,252,1,4.60649,0.00000,4
friday,171,1,4.42354,0.00000,4
residence,165,1,4.16880,0.00000,4
catholic,111,1,4.08300,0.00000,4
balance,787,1,4.06063,0.00000,4
greece,129,1,3.97803,0.00000,4
braces,123,1,3.92645,0.00000,4
fighter jet,178,1,3.91725,0.00000,4
lindell,109,1,3.75679,0.00000,4
mike lindell,101,1,3.75450,0.00000,4
admit,229,1,3.74759,0.00000,4
took,302,1,3.61491,0.00000,4
nationwide,242,1,3.28786,0.00000,4
stein,249,1,3.18798,0.00000,4
pastor,224,1,3.17763,0.00000,4
dirty,100,1,3.17572,0.00000,4
keith,108,1,3.05732,0.00000,4
allegedly,225,1,3.02826,0.00000,4
law enforcement,171,2,2.92056,0.00008,4
nixon,137,1,2.85725,0.00000,4
riots,208,1,2.78713,0.00000,4
protestors,163,2,2.68742,0.00000,4
used,405,1,2.63366,0.00000,4
cooperation,169,1,2.59921,0.00000,4
agency,142,1,2.53691,0.00000,4
vehicle,134,1,2.26994,0.00000,4
nj,130,1,2.20335,0.00000,4
protests erupt,143,1,2.10540,0.00000,4
tactics,170,1,2.04865,0.00000,4
killings,147,1,2.00565,0.00000,4
comments,412,1,1.99401,0.00000,4
training,166,1,1.98944,0.00000,4
accountability,230,1,1.61678,0.00000,4
protester,182,1,1.39198,0.00000,4
cops,256,1,1.33866,0.00000,4
actions,221,1,1.28476,0.00000,4
shooting,3090,112,248.23348,0.03795,5
killed,2341,87,197.80011,0.03387,5
police,2271,58,137.28842,0.01264,5
dead,1803,54,136.39393,0.00710,5
death,2034,48,115.45408,0.00917,5
rescue,799,35,109.97933,0.00397,5
deadly,1843,43,102.56872,0.01082,5
crash,1009,33,102.42718,0.00507,5
missing,1180,37,101.16612,0.00518,5
search,839,35,100.39692,0.00319,5
venezuela,2663,45,94.35595,0.01114,5
earthquake,640,30,93.92151,0.00475,5
air,1905,37,92.32782,0.00729,5
school,957,25,81.18107,0.00328,5
plane,684,21,70.26448,0.00123,5
nepal,792,27,69.79441,0.00351,5
airport,802,24,68.14368,0.00263,5
kills,720,25,63.86735,0.00260,5
center,1080,20,63.67796,0.00269,5
footage,779,22,61.10757,0.00699,5
survivors,467,18,54.13286,0.00186,5
people,2745,27,51.37993,0.00617,5
jet,593,16,49.29007,0.00061,5
children,810,18,48.26001,0.00177,5
train,379,11,44.06588,0.00050,5
toll,417,13,43.84443,0.00083,5
shows,1341,15,43.08773,0.00134,5
injured,543,15,42.25669,0.00087,5
continues,836,17,41.38388,0.00169,5
force,1205,15,40.44556,0.00075,5
crashes,675,11,39.44048,0.00044,5
building,754,12,39.21942,0.00100,5
flood,535,13,38.28038,0.00045,5
continue,676,16,38.12378,0.00200,5
rescuers,149,9,36.44511,0.00017,5
cargo,206,9,36.08303,0.00034,5
pilot,310,10,34.46388,0.00015,5
death toll,279,9,34.13709,0.00003,5
collapse,1063,12,33.22040,0.00270,5
miami,235,7,32.90170,0.00008,5
colombia,393,10,32.79681,0.00061,5
diego,222,8,31.70510,0.00019,5
smoke,312,10,31.50754,0.00230,5
laguardia,152,8,30.32267,0.00012,5
amazon,229,7,29.91518,0.00036,5
collision,159,8,29.89231,0.00005,5
explosion,350,8,28.75432,0.00043,5
mosque,231,8,28.63240,0.00034,5
trapped,365,8,28.39092,0.00045,5
thailand,226,7,28.33515,0.00060,5
board,543,9,28.04833,0.00080,5
families,549,9,27.33032,0.00073,5
air force,530,7,27.12332,0.00006,5
magnitude,173,7,26.76276,0.00016,5
floods,550,11,26.15471,0.00182,5
gunman,190,8,25.95950,0.00033,5
plane crash,218,6,25.81232,0.00004,5
rises,327,5,25.65763,0.00005,5
islamic,294,6,25.36760,0.00004,5
downed,192,7,25.22719,0.00019,5
say,1302,11,24.93353,0.00461,5
dozens,303,6,24.78114,0.00001,5
operations,395,8,24.57976,0.00036,5
earthquakes,219,7,23.41414,0.00008,5
flash,263,7,23.08656,0.00018,5
officers,370,9,22.89281,0.00015,5
rubble,160,5,22.20858,0.00234,5
san diego,173,6,22.08385,0.00003,5
kennedy,459,6,21.89253,0.00016,5
bodycam,169,6,21.80304,0.00005,5
san,279,6,20.83538,0.00003,5
retired,251,5,20.11016,0.00012,5
bar,228,6,19.26936,0.00021,5
aid,450,8,19.01167,0.00076,5
quake,153,5,18.77063,0.00002,5
festival,271,4,18.27615,0.00058,5
young,500,6,18.19642,0.00025,5
student,612,6,18.13863,0.00017,5
body,333,5,18.11843,0.00051,5
fighter,456,7,18.07637,0.00009,5
efforts,339,5,17.91596,0.00008,5
academy,102,4,17.68344,0.00003,5
philippines,290,5,17.59824,0.00008,5
louisiana,181,5,17.24547,0.00021,5
underway,361,5,17.18736,0.00015,5
use,634,6,17.15398,0.00057,5
leaves,726,5,16.43139,0.00026,5
hundreds,436,6,16.36434,0.00015,5
bus,284,4,16.21572,0.00009,5
detention,272,4,16.09252,0.00007,5
crime,661,4,15.04242,0.00029,5
fox,1371,7,14.78343,0.00056,5
republic,282,4,14.69834,0.00004,5
victims,512,5,14.61149,0.00036,5
seattle,150,4,14.42171,0.00004,5
rocks,328,5,14.32206,0.00011,5
blast,341,4,13.75095,0.00002,5
opens,534,3,13.49805,0.00016,5
austin,166,5,13.48141,0.00012,5
hate,433,5,13.05071,0.00051,5
swiss,153,5,12.98121,0.00015,5
camera,369,5,12.71649,0.00100,5
die,300,4,12.43598,0.00063,5
civilization,104,3,12.42756,0.00002,5
students,629,4,12.40891,0.00006,5
powerful,453,4,12.31975,0.00010,5
kennedy center,220,4,12.17893,0.00017,5
intensifies,293,6,11.98869,0.00029,5
teams,183,3,11.83416,0.00000,5
girls,245,3,11.69698,0.00002,5
removed,191,3,11.60399,0.00001,5
scene,268,4,11.55391,0.00021,5
garcia,126,3,11.55306,0.00006,5
throws,229,3,11.48502,0.00038,5
helicopter,203,3,11.44445,0.00004,5
disaster,1258,5,11.38924,0.00033,5
truck,180,3,11.36313,0.00047,5
including,233,3,10.74650,0.00000,5
true,397,3,10.71971,0.00007,5
dramatic,333,3,10.64502,0.00001,5
caracas,180,4,10.48188,0.00003,5
rescued,213,3,10.23146,0.00000,5
