a,b,creator,group,titles,n_a,n_b,both,log_or,se
epstein,iran,@ClipsCandaceOwens,neutral,192,5,5,1,2.6095,1.0567
epstein,iran,@HasanAbi,left,586,11,21,4,2.9522,0.6438
epstein,iran,@LukeBeasley,left,1351,36,18,0,-0.0400,1.4430
epstein,iran,@MegynKelly,right,1604,31,122,4,0.6981,0.5174
epstein,iran,@MeidasTouch,left,3707,174,238,2,-1.5991,0.6406
epstein,iran,@MichaelKnowles,right,446,7,16,0,0.5371,1.4820
epstein,iran,@PBDPodcast,right,145,10,35,1,-0.7667,0.9004
epstein,iran,@SecularTalk,left,1375,54,120,3,-0.3614,0.5608
epstein,iran,@TheMajorityReport,left,1701,27,95,0,-1.2016,1.4309
epstein,iran,@TheYoungTurks,left,2099,90,283,1,-2.2780,0.8258
epstein,iran,@TuckerCarlson,neutral,113,7,15,1,0.3867,0.9488
epstein,iran,@Vaush,left,432,7,25,0,0.0460,1.4748
epstein,iran,@adammockler,left,1050,25,16,0,0.1820,1.4494
epstein,iran,@bennyjohnson,right,1594,74,135,0,-2.6791,1.4218
epstein,iran,@breakingpoints,left,1002,47,221,3,-1.3262,0.5605
epstein,iran,@briantylercohen,left,1028,107,10,0,-0.9069,1.4511
epstein,iran,@deanwithrs,left,500,13,12,0,0.3428,1.4684
epstein,iran,@glennbeck,right,559,9,66,0,-0.9585,1.4568
epstein,iran,@podsaveamerica,left,640,29,73,0,-2.0860,1.4316
epstein,iran,@ponderingpolitics,left,1386,27,101,0,-1.4897,1.4307
epstein,iran,@thedavidpakmanshow,left,1540,23,11,0,1.0250,1.4595
epstein,iran,@TheOfficerTatum,right,791,5,29,0,0.8477,1.4890
epstein,iran,@bulwarkmedia,left,1773,37,134,0,-1.8397,1.4264
epstein,iran,@PiersMorganUncensored,neutral,173,10,55,1,-1.1481,0.8941
epstein,iran,@zeteo,left,222,10,31,1,-0.0568,0.9001
epstein,iran,@TheDamageReport,left,2317,87,86,2,-0.2974,0.6511
epstein,iran,@FarronBalanced,left,1873,48,71,1,-0.2404,0.8381
epstein,iran,@dollemore,left,1380,32,62,1,-0.0031,0.8458
epstein,iran,@RebelHQ,left,1126,31,22,0,-0.2780,1.4412
epstein,iran,@StatusCoup,left,638,60,23,2,0.1027,0.6822
epstein,iran,@harryjsisson,left,626,44,43,0,-1.9708,1.4308
epstein,iran,@aaronparnas1,left,779,150,81,6,-1.1075,0.4193
epstein,iran,@rolandsmartin,left,1253,5,35,0,1.1338,1.4869
epstein,iran,@DropSiteNews,left,238,9,81,3,0.0384,0.6774
epstein,iran,@thejimmydoreshow,neutral,1185,63,185,3,-1.2102,0.5557
epstein,iran,@KimIversen,neutral,506,44,84,0,-2.9892,1.4272
epstein,iran,@NovaraMedia,left,569,20,62,0,-1.6594,1.4376
epstein,iran,@TheLincolnProject,left,147,16,10,4,1.9389,0.6812
epstein,iran,@chriscuomo,left,211,8,25,0,-0.8873,1.4705
epstein,iran,@BlazeTV,right,843,16,37,0,-0.4482,1.4452
epstein,iran,@TimcastIRL,right,952,10,33,0,0.2568,1.4581
epstein,iran,@Styxhexenhammer666,right,396,5,25,0,0.2674,1.4912
epstein,iran,@LIVESNEAKO,neutral,538,31,42,0,-1.7495,1.4344
epstein,iran,@Xanderhal,left,390,6,6,0,1.4995,1.5200
epstein,iran,@TheSerfTimes,left,331,31,5,1,1.1757,0.9618
epstein,iran,@JackCocchiarellaShow,left,1449,76,36,0,-1.4292,1.4287
epstein,iran,@underthedesknews,left,183,9,10,0,-0.1929,1.4855
epstein,iran,@thomhartmann,left,759,13,69,1,0.1728,0.8733
epstein,iran,@SabbySabs,left,685,51,141,11,0.0932,0.3483
epstein,iran,@DueDissidence,left,701,41,113,0,-2.8453,1.4264
epstein,iran,@thegrayzone7996,left,179,6,39,0,-1.3397,1.4787
epstein,iran,@DemocracyNow,left,594,15,93,1,-0.6066,0.8652
epstein,iran,@marclamonthillnetwork,left,454,23,36,8,2.0495,0.4688
epstein,iran,@PoliticsJOE,left,324,10,20,0,-0.3797,1.4654
epstein,iran,@TheJoyReidShow,left,362,10,11,1,1.6391,0.9328
epstein,iran,@TheDonLemonShow,left,697,32,68,2,-0.3025,0.6704
epstein,iran,@jimacosta,left,457,34,35,4,0.6089,0.5379
epstein,iran,@msnow,left,9308,463,1273,3,-3.0940,0.5374
epstein,iran,@LegalAFMTN,left,2604,141,24,1,0.1032,0.8466
epstein,iran,@katiephangnews,left,401,79,10,0,-1.6757,1.4529
epstein,iran,@TheMichaelCohenShow,left,436,19,46,1,-0.4098,0.8634
epstein,iran,@PTLRadioShow,left,1768,53,132,2,-0.5280,0.6540
epstein,iran,@RestPoliticsUS,left,185,6,41,0,-1.3598,1.4782
epstein,iran,@thehill,neutral,4535,148,748,6,-1.4963,0.4031
epstein,iran,@AfterPartyEmily,right,464,13,19,1,1.0339,0.8961
epstein,iran,@RedactedNews,right,560,41,110,1,-1.9744,0.8384
epstein,iran,@chicksonright,right,620,13,36,0,-0.5449,1.4502
epstein,iran,@AndWeKnowOfficial-o9b,right,184,6,20,1,0.8023,0.9519
epstein,iran,@RSBN,right,1803,6,68,1,1.9448,0.9295
epstein,iran,@RealAmericasVoice,right,3867,97,591,12,-0.2167,0.3062
epstein,iran,@NewsmaxTV,right,4115,82,375,0,-2.8294,1.4195
epstein,iran,@oann,right,2037,10,163,0,-0.6106,1.4498
epstein,iran,@FoxNews,right,8181,41,1496,0,-2.9282,1.4230
epstein,iran,@FoxNewsChannelClips,right,5417,15,436,0,-1.0023,1.4377
epstein,iran,@NBCNews,neutral,5081,83,478,2,-1.2340,0.6439
epstein,iran,@CNN,left,1731,61,350,1,-2.3672,0.8287
epstein,iran,@ABCNews,neutral,6772,93,714,0,-3.1089,1.4185
epstein,iran,@CBSNews,neutral,8302,170,1348,5,-1.7841,0.4345
epstein,iran,@NewsNation,neutral,7161,100,841,2,-1.6706,0.6415
epstein,iran,@Reuters,neutral,9577,77,827,1,-1.5809,0.8253
epstein,iran,@BBCNews,neutral,2352,45,457,0,-3.1134,1.4229
epstein,iran,@aljazeeraenglish,left,6641,20,1468,0,-2.4581,1.4317
epstein,iran,@AssociatedPress,neutral,6359,84,804,0,-3.2128,1.4189
epstein,iran,@markets,neutral,7511,12,1447,0,-1.7882,1.4425
epstein,iran,@USATODAY,neutral,2531,53,360,1,-1.7811,0.8300
epstein,iran,@TheDailyBeast,left,328,30,5,1,1.2023,0.9624
epstein,iran,@Forbes,neutral,1199,9,33,0,0.5980,1.4615
epstein,iran,@nypost,right,6134,75,606,1,-1.7072,0.8258
epstein,iran,@fightbackpodcast,right,606,56,12,4,1.6994,0.6006
epstein,iran,@ThePodcastoftheLotusEaters,right,722,11,13,0,0.8108,1.4705
epstein,iran,@VivaFrei,right,359,15,20,2,1.1843,0.7288
epstein,iran,@RobertGouveiaEsq,right,1021,11,14,0,1.0946,1.4686
epstein,iran,@HasanReactionsfanTwo,left,319,10,6,0,0.7991,1.5008
epstein,iran,@HasanabiClips,left,500,17,71,0,-1.8028,1.4400
epstein,iran,@BadEmpanadaLive,left,275,13,14,5,2.8488,0.6393
epstein,iran,@franifio,left,331,6,18,0,0.2458,1.4870
epstein,iran,@NickCruseRBN,left,122,8,52,2,-0.7108,0.7676
epstein,iran,@Forthepeoplepodcast305,left,155,8,40,0,-1.8570,1.4668
epstein,iran,@OwenReport,left,535,35,63,1,-1.1873,0.8449
epstein,iran,@JillianMichaels,right,437,12,38,2,0.9325,0.7247
epstein,iran,@ANINewsIndia,neutral,18776,58,1994,4,-0.3654,0.4911
epstein,iran,@SkyNews,left,5168,85,643,0,-3.2101,1.4190
epstein,iran,@NYTPodcasts,left,450,13,49,1,-0.0370,0.8774
epstein,iran,@timesofindia,left,11244,278,4146,2,-4.2075,0.6356
epstein,iran,@Firstpost,neutral,18033,69,4591,3,-1.8745,0.5487
epstein,iran,@TimesNowWorld,neutral,11284,168,2101,4,-2.1402,0.4784
epstein,iran,https://rumble.com/c/russellbrand,right,257,5,8,0,0.9613,1.5177
epstein,iran,https://rumble.com/c/nickjfuentes,right,305,6,75,0,-1.4752,1.4736
epstein,iran,https://rumble.com/c/TheAlexJonesShowLive,right,415,5,37,0,-0.0993,1.4870
epstein,war,@HasanAbi,left,586,11,9,1,2.2553,0.9388
epstein,war,@LukeBeasley,left,1351,36,5,0,1.1830,1.4866
epstein,war,@MegynKelly,right,1604,31,54,1,0.3349,0.8478
epstein,war,@MeidasTouch,left,3707,174,498,7,-1.2831,0.3764
epstein,war,@MichaelKnowles,right,446,7,8,0,1.2192,1.5011
epstein,war,@PBDPodcast,right,145,10,8,0,-0.3365,1.4902
epstein,war,@SecularTalk,left,1375,54,113,3,-0.2942,0.5613
epstein,war,@TheMajorityReport,left,1701,27,86,1,0.0510,0.8466
epstein,war,@TheYoungTurks,left,2099,90,264,0,-3.3115,1.4196
epstein,war,@TuckerCarlson,neutral,113,7,18,1,0.1657,0.9428
epstein,war,@Vaush,left,432,7,19,1,1.6259,0.9365
epstein,war,@adammockler,left,1050,25,27,1,0.8369,0.8638
epstein,war,@bennyjohnson,right,1594,74,67,0,-1.9343,1.4244
epstein,war,@breakingpoints,left,1002,47,103,3,-0.4012,0.5651
epstein,war,@briantylercohen,left,1028,107,16,0,-1.3655,1.4391
epstein,war,@deanwithrs,left,500,13,16,0,0.0567,1.4618
epstein,war,@glennbeck,right,559,9,25,0,0.0812,1.4651
epstein,war,@podsaveamerica,left,640,29,73,1,-0.9374,0.8470
epstein,war,@ponderingpolitics,left,1386,27,53,0,-0.8119,1.4338
epstein,war,@thedavidpakmanshow,left,1540,23,36,0,-0.1466,1.4390
epstein,war,@TheOfficerTatum,right,791,5,8,0,2.1194,1.5168
epstein,war,@bulwarkmedia,left,1773,37,138,0,-1.8715,1.4264
epstein,war,@PiersMorganUncensored,neutral,173,10,36,0,-1.7937,1.4596
epstein,war,@zeteo,left,222,10,18,0,-0.6919,1.4678
epstein,war,@TheDamageReport,left,2317,87,105,0,-2.1617,1.4218
epstein,war,@FarronBalanced,left,1873,48,47,0,-0.9519,1.4291
epstein,war,@dollemore,left,1380,32,78,2,0.3100,0.6683
epstein,war,@RebelHQ,left,1126,31,29,0,-0.5554,1.4376
epstein,war,@StatusCoup,left,638,60,39,2,-0.4827,0.6675
epstein,war,@harryjsisson,left,626,44,22,0,-1.2733,1.4383
epstein,war,@aaronparnas1,left,779,150,61,1,-2.3597,0.8316
epstein,war,@rolandsmartin,left,1253,5,51,0,0.7485,1.4839
epstein,war,@DropSiteNews,left,238,9,47,1,-0.3618,0.9007
epstein,war,@thejimmydoreshow,neutral,1185,63,106,0,-2.5882,1.4234
epstein,war,@KimIversen,neutral,506,44,45,0,-2.2721,1.4307
epstein,war,@NovaraMedia,left,569,20,44,0,-1.2835,1.4399
epstein,war,@TheLincolnProject,left,147,16,8,3,1.7856,0.7413
epstein,war,@chriscuomo,left,211,8,14,0,-0.2630,1.4805
epstein,war,@BlazeTV,right,843,16,25,0,-0.0475,1.4495
epstein,war,@TimcastIRL,right,952,10,55,0,-0.2725,1.4541
epstein,war,@Styxhexenhammer666,right,396,5,12,0,1.0152,1.5048
epstein,war,@LIVESNEAKO,neutral,538,31,32,0,-1.4600,1.4369
epstein,war,@Xanderhal,left,390,6,12,1,2.1813,0.9686
epstein,war,@TheSerfTimes,left,331,31,17,2,0.4453,0.7085
epstein,war,@JackCocchiarellaShow,left,1449,76,46,0,-1.6788,1.4267
epstein,war,@underthedesknews,left,183,9,7,0,0.1616,1.4982
epstein,war,@thomhartmann,left,759,13,55,1,0.4218,0.8755
epstein,war,@SabbySabs,left,685,51,20,1,-0.0645,0.8599
epstein,war,@DueDissidence,left,701,41,93,1,-1.4800,0.8390
epstein,war,@thegrayzone7996,left,179,6,24,0,-0.7563,1.4837
epstein,war,@DemocracyNow,left,594,15,74,2,0.2595,0.6999
epstein,war,@marclamonthillnetwork,left,454,23,22,4,1.6405,0.5744
epstein,war,@PoliticsJOE,left,324,10,10,0,0.3228,1.4811
epstein,war,@TheJoyReidShow,left,362,10,17,0,-0.0911,1.4681
epstein,war,@TheDonLemonShow,left,697,32,56,2,-0.0837,0.6729
epstein,war,@jimacosta,left,457,34,30,3,0.4713,0.5969
epstein,war,@msnow,left,9308,463,729,3,-2.4658,0.5379
epstein,war,@LegalAFMTN,left,2604,141,67,0,-2.0758,1.4221
epstein,war,@GlennKirschner2,left,244,25,7,0,-0.5878,1.4756
epstein,war,@katiephangnews,left,401,79,13,0,-1.9366,1.4456
epstein,war,@TheMichaelCohenShow,left,436,19,41,0,-1.4583,1.4415
epstein,war,@PTLRadioShow,left,1768,53,90,1,-0.6554,0.8352
epstein,war,@fastpoliticspodcast,left,138,7,11,0,-0.3587,1.4928
epstein,war,@RestPoliticsUS,left,185,6,17,0,-0.3365,1.4890
epstein,war,@thehill,neutral,4535,148,304,4,-0.8590,0.4824
epstein,war,@AfterPartyEmily,right,464,13,7,0,0.7862,1.4865
epstein,war,@RedactedNews,right,560,41,84,1,-1.6419,0.8400
epstein,war,@chicksonright,right,620,13,11,0,0.6529,1.4706
epstein,war,@RSBN,right,1803,6,15,0,2.1800,1.4896
epstein,war,@RealAmericasVoice,right,3867,97,430,3,-1.2390,0.5467
epstein,war,@NewsmaxTV,right,4115,82,69,0,-1.0621,1.4236
epstein,war,@oann,right,2037,10,60,0,0.4374,1.4534
epstein,war,@FoxNews,right,8181,41,177,0,-0.6152,1.4247
epstein,war,@FoxNewsChannelClips,right,5417,15,83,0,0.7203,1.4411
epstein,war,@NBCNews,neutral,5081,83,169,0,-1.7683,1.4206
epstein,war,@CNN,left,1731,61,158,1,-1.4344,0.8308
epstein,war,@ABCNews,neutral,6772,93,272,0,-2.0735,1.4193
epstein,war,@CBSNews,neutral,8302,170,541,1,-2.0850,0.8213
epstein,war,@NewsNation,neutral,7161,100,258,3,-0.0447,0.5478
epstein,war,@Reuters,neutral,9577,77,370,0,-1.8389,1.4198
epstein,war,@BBCNews,neutral,2352,45,162,0,-1.9304,1.4243
epstein,war,@aljazeeraenglish,left,6641,20,733,1,-0.4805,0.8482
epstein,war,@AssociatedPress,neutral,6359,84,228,0,-1.8540,1.4200
epstein,war,@markets,neutral,7511,12,525,0,-0.6332,1.4429
epstein,war,@USATODAY,neutral,2531,53,237,1,-1.3059,0.8309
epstein,war,@TheDailyBeast,left,328,30,12,1,0.2400,0.8894
epstein,war,@Forbes,neutral,1199,9,24,0,0.9187,1.4652
epstein,war,@nypost,right,6134,75,107,0,-1.0032,1.4222
epstein,war,@fightbackpodcast,right,606,56,17,2,0.4605,0.6962
epstein,war,@ThePodcastoftheLotusEaters,right,722,11,10,0,1.0664,1.4777
epstein,war,@VivaFrei,right,359,15,11,2,1.8779,0.7631
epstein,war,@RobertGouveiaEsq,right,1021,11,16,0,0.9634,1.4658
epstein,war,@HasanReactionsfanTwo,left,319,10,14,0,-0.0300,1.4723
epstein,war,@HasanabiClips,left,500,17,44,0,-1.2652,1.4429
epstein,war,@BadEmpanadaLive,left,275,13,5,0,0.5504,1.5033
epstein,war,@franifio,left,331,6,12,0,0.6571,1.4957
epstein,war,@NickCruseRBN,left,122,8,21,2,0.6332,0.7846
epstein,war,@Forthepeoplepodcast305,left,155,8,19,0,-0.9477,1.4754
epstein,war,@Politicon,left,465,11,72,0,-1.4724,1.4503
epstein,war,@OwenReport,left,535,35,77,1,-1.4219,0.8433
epstein,war,@JillianMichaels,right,437,12,11,1,1.6412,0.9226
epstein,war,@ANINewsIndia,neutral,18776,58,918,1,-0.6809,0.8278
epstein,war,@SkyNews,left,5168,85,422,0,-2.7408,1.4193
epstein,war,@NYTPodcasts,left,450,13,39,1,0.2193,0.8804
epstein,war,@timesofindia,left,11244,278,1624,4,-2.3586,0.4760
epstein,war,@Firstpost,neutral,18033,69,2992,1,-2.2109,0.8256
epstein,war,@TimesNowWorld,neutral,11284,168,1915,2,-2.6281,0.6377
epstein,war,https://rumble.com/c/russellbrand,right,257,5,8,0,0.9613,1.5177
epstein,war,https://rumble.com/c/nickjfuentes,right,305,6,62,0,-1.2299,1.4745
epstein,war,https://rumble.com/c/TheAlexJonesShowLive,right,415,5,58,0,-0.6019,1.4838
iran,war,@BenShapiro,right,522,41,17,7,2.2785,0.5096
iran,war,@HasanAbi,left,586,21,9,2,2.2562,0.7658
iran,war,@LukeBeasley,left,1351,18,5,2,4.0535,0.8643
iran,war,@MegynKelly,right,1604,122,54,45,4.5115,0.3753
iran,war,@MeidasTouch,left,3707,238,498,46,0.4768,0.1710
iran,war,@MichaelKnowles,right,446,16,8,4,3.5299,0.7258
iran,war,@PBDPodcast,right,145,35,8,5,1.7117,0.7139
iran,war,@SecularTalk,left,1375,120,113,47,2.4475,0.2248
iran,war,@TheMajorityReport,left,1701,95,86,41,3.2632,0.2551
iran,war,@TheYoungTurks,left,2099,283,264,135,2.4757,0.1498
iran,war,@Timcast,right,170,7,16,2,1.5447,0.8108
iran,war,@TuckerCarlson,neutral,113,15,18,7,1.9041,0.5911
iran,war,@Vaush,left,432,25,19,8,2.8182,0.5141
iran,war,@adammockler,left,1050,16,27,0,0.1045,1.4484
iran,war,@bennyjohnson,right,1594,135,67,31,2.4644,0.2635
iran,war,@breakingpoints,left,1002,221,103,64,2.0410,0.2203
iran,war,@briantylercohen,left,1028,10,16,3,3.5484,0.7029
iran,war,@deanwithrs,left,500,12,16,10,5.7423,0.8069
iran,war,@glennbeck,right,559,66,25,10,1.7470,0.4237
iran,war,@podsaveamerica,left,640,73,73,46,3.5036,0.3100
iran,war,@ponderingpolitics,left,1386,101,53,27,2.8647,0.2972
iran,war,@samharrisorg,left,106,8,5,3,3.2013,0.9370
iran,war,@thedavidpakmanshow,left,1540,11,36,4,3.3195,0.6221
iran,war,@triggerpod,right,149,9,12,6,3.6488,0.7751
iran,war,@TheOfficerTatum,right,791,29,8,7,5.1312,0.9197
iran,war,@bulwarkmedia,left,1773,134,138,59,2.7388,0.2080
iran,war,@PiersMorganUncensored,neutral,173,55,36,30,3.0302,0.4845
iran,war,@zeteo,left,222,31,18,15,3.9238,0.6451
iran,war,@TheDamageReport,left,2317,86,105,23,2.2662,0.2662
iran,war,@TheHumanistReport,left,179,9,15,8,4.8165,0.9611
iran,war,@FarronBalanced,left,1873,71,47,15,2.7044,0.3370
iran,war,@dollemore,left,1380,62,78,35,3.6337,0.2972
iran,war,@RebelHQ,left,1126,22,29,8,3.3858,0.4838
iran,war,@StatusCoup,left,638,23,39,18,4.5327,0.5330
iran,war,@SMN,left,169,11,12,5,2.8386,0.6896
iran,war,@BelleRanch,left,770,102,40,16,1.6130,0.3384
iran,war,@harryjsisson,left,626,43,22,16,3.9761,0.5025
iran,war,@aaronparnas1,left,779,81,61,36,3.0534,0.3001
iran,war,@rolandsmartin,left,1253,35,51,21,4.0566,0.3861
iran,war,@DropSiteNews,left,238,81,47,30,1.5592,0.3413
iran,war,@thejimmydoreshow,neutral,1185,185,106,72,2.8845,0.2294
iran,war,@KimIversen,neutral,506,84,45,29,2.5722,0.3391
iran,war,@NovaraMedia,left,569,62,44,26,2.9554,0.3482
iran,war,@lovettorleaveitpodcast,left,86,9,8,6,4.0269,0.9235
iran,war,@TheLincolnProject,left,147,10,8,6,4.3604,0.8851
iran,war,@chriscuomo,left,211,25,14,6,1.9459,0.5730
iran,war,@RubinReport,right,1116,62,21,16,4.2152,0.5147
iran,war,@marklevinshow,right,453,82,15,4,0.5861,0.5698
iran,war,@BlazeTV,right,843,37,25,19,4.8661,0.5103
iran,war,@PragerU,right,382,12,11,3,2.7544,0.7151
iran,war,@TimcastIRL,right,952,33,55,19,3.4828,0.3857
iran,war,@TimcastNews,right,503,8,20,6,4.4583,0.7905
iran,war,@DrSteveTurleyTV,right,445,59,11,7,2.4967,0.6142
iran,war,@TheQuartering,right,627,5,11,1,2.9676,0.9929
iran,war,@Styxhexenhammer666,right,396,25,12,6,2.9309,0.6014
iran,war,@RebelNewsOnline,right,1454,38,14,3,2.4890,0.6337
iran,war,@LIVESNEAKO,neutral,538,42,32,27,5.0661,0.5336
iran,war,@JacksonHinkleOfficial,neutral,418,189,65,53,1.9198,0.3326
iran,war,@lonerboxlive,right,82,7,5,1,1.2993,1.0280
iran,war,@Xanderhal,left,390,6,12,2,2.9864,0.8486
iran,war,@TheSerfTimes,left,331,5,17,1,1.8362,0.9761
iran,war,@JackCocchiarellaShow,left,1449,36,46,3,1.1914,0.5825
iran,war,@underthedesknews,left,183,10,7,3,2.8666,0.8045
iran,war,@usefulidiots,left,185,66,16,11,1.4618,0.5436
iran,war,@thomhartmann,left,759,69,55,32,3.2034,0.3186
iran,war,@SabbySabs,left,685,141,20,18,3.4814,0.6812
iran,war,@DueDissidence,left,701,113,93,50,2.2999,0.2457
iran,war,@thegrayzone7996,left,179,39,24,17,2.6279,0.4924
iran,war,@GeopoliticalEconomyReport,left,67,25,21,18,3.3264,0.7060
iran,war,@DannyHaiphongYT,left,273,257,83,71,-1.9804,0.5671
iran,war,@judgingfreedom,left,1001,223,132,32,0.1361,0.2178
iran,war,@LeverNews,left,80,5,6,4,4.4796,1.1413
iran,war,@DemocracyNow,left,594,93,74,50,3.1191,0.2927
iran,war,@DylanBurnsLIVE,left,178,21,18,9,2.4749,0.5452
iran,war,@marclamonthillnetwork,left,454,36,22,13,3.2093,0.4736
iran,war,@OwenJonesTalks,left,226,56,32,24,2.6680,0.4420
iran,war,@DoubleDownNews,left,64,8,7,7,6.3368,1.6786
iran,war,@PoliticsJOE,left,324,20,10,8,4.4101,0.7752
iran,war,@TheJoyReidShow,left,362,11,17,4,2.7110,0.6577
iran,war,@TheDonLemonShow,left,697,68,56,52,6.0919,0.5509
iran,war,@jimacosta,left,457,35,30,16,3.1713,0.4281
iran,war,@msnow,left,9308,1273,729,491,3.0222,0.0874
iran,war,@LegalAFMTN,left,2604,24,67,9,3.2744,0.4327
iran,war,@katiephangnews,left,401,10,13,6,4.3048,0.7155
iran,war,@TheMichaelCohenShow,left,436,46,41,7,0.6740,0.4364
iran,war,@PTLRadioShow,left,1768,132,90,69,4.4096,0.2780
iran,war,@thewarningwithsteveschmidt,left,383,16,25,12,4.2897,0.6157
iran,war,@RestPoliticsUS,left,185,41,17,9,1.5463,0.5109
iran,war,@thehill,neutral,4535,748,304,243,3.3738,0.1504
iran,war,@AfterPartyEmily,right,464,19,7,4,3.6029,0.7581
iran,war,@ZeihanonGeopolitics,neutral,202,29,16,10,2.6301,0.5535
iran,war,@CaspianReport,neutral,25,11,5,2,-0.1454,0.9370
iran,war,@PerunAU,left,35,8,12,5,1.4575,0.8060
iran,war,@UnHerd,left,92,10,8,4,2.4913,0.7817
iran,war,@winston_marshall,right,104,5,7,4,4.4154,1.0886
iran,war,@RedactedNews,right,560,110,84,47,2.1100,0.2567
iran,war,@GrahamAllen,right,247,15,9,4,2.7841,0.7038
iran,war,@chicksonright,right,620,36,11,1,0.8381,0.8898
iran,war,@X22Report-y5y,right,378,25,14,3,1.5332,0.6481
iran,war,@RSBN,right,1803,68,15,5,2.6556,0.5416
iran,war,@RealAmericasVoice,right,3867,591,430,129,1.0164,0.1163
iran,war,@NewsmaxTV,right,4115,375,69,24,1.7336,0.2567
iran,war,@oann,right,2037,163,60,18,1.7015,0.2916
iran,war,@FoxNews,right,8181,1496,177,97,1.7434,0.1534
iran,war,@FoxNewsChannelClips,right,5417,436,83,30,1.9333,0.2327
iran,war,@NBCNews,neutral,5081,478,169,137,4.0366,0.2030
iran,war,@CNN,left,1731,350,158,120,2.9038,0.1984
iran,war,@ABCNews,neutral,6772,714,272,211,3.7127,0.1521
iran,war,@CBSNews,neutral,8302,1348,541,459,3.7620,0.1248
iran,war,@NewsNation,neutral,7161,841,258,194,3.3720,0.1495
iran,war,@Reuters,neutral,9577,827,370,226,3.1103,0.1145
iran,war,@BBCNews,neutral,2352,457,162,115,2.5744,0.1821
iran,war,@aljazeeraenglish,left,6641,1468,733,423,1.8476,0.0821
iran,war,@AssociatedPress,neutral,6359,804,228,181,3.5192,0.1684
iran,war,@wsj,neutral,114,12,13,5,2.0984,0.6659
iran,war,@markets,neutral,7511,1447,525,401,2.9072,0.1079
iran,war,@USATODAY,neutral,2531,360,237,221,5.3348,0.2697
iran,war,@NPR,left,71,5,5,5,7.2882,2.0486
iran,war,@POLITICO,neutral,286,37,9,5,2.2227,0.6625
iran,war,@axios,neutral,144,10,11,7,4.1294,0.8056
iran,war,@TheDailyBeast,left,328,5,12,3,3.8362,0.8912
iran,war,@Forbes,neutral,1199,33,24,17,5.0997,0.5019
iran,war,@TheAtlantic,left,162,10,13,6,3.3330,0.7185
iran,war,@TheEconomist,left,130,18,12,8,2.9714,0.6666
iran,war,@nypost,right,6134,606,107,57,2.4294,0.1980
iran,war,@clayandbuck,right,566,58,14,13,4.6090,0.8745
iran,war,@TheBrianKilmeadeShow,right,354,142,22,13,0.8034,0.4381
iran,war,@BlackConservativePerspective,right,1193,25,20,3,2.3259,0.6230
iran,war,@JesseKellyDC,right,478,6,5,2,4.3111,0.9540
iran,war,@fightbackpodcast,right,606,12,17,6,3.9267,0.6296
iran,war,@MyronGainesX,right,605,98,77,47,2.6700,0.2745
iran,war,@ThePodcastoftheLotusEaters,right,722,13,10,0,0.9032,1.4733
iran,war,@VivaFrei,right,359,20,11,7,3.7238,0.6577
iran,war,@RobertGouveiaEsq,right,1021,14,16,1,1.9622,0.8979
iran,war,@CashJordan,right,298,76,11,1,-0.9111,0.8831
iran,war,@HasanReactionsfanTwo,left,319,6,14,1,1.8035,0.9622
iran,war,@HasanabiClips,left,500,71,44,32,3.3135,0.3721
iran,war,@BadEmpanadaLive,left,275,14,5,2,2.6927,0.8773
iran,war,@revleftradio,left,41,6,5,1,0.6466,1.0500
iran,war,@franifio,left,331,18,12,6,3.2027,0.6253
iran,war,@BreakThroughNews,left,290,86,58,37,1.8665,0.3144
iran,war,@JamarlThomas,left,462,198,111,67,0.9335,0.2223
iran,war,@NickCruseRBN,left,122,52,21,15,1.4114,0.5104
iran,war,@Forthepeoplepodcast305,left,155,40,19,12,1.8477,0.5076
iran,war,@OwenReport,left,535,63,77,41,3.0937,0.3134
iran,war,@JillianMichaels,right,437,38,11,3,1.5131,0.6589
iran,war,@ANINewsIndia,neutral,18776,1994,918,574,2.9600,0.0735
iran,war,@nousnetwork,left,152,20,11,8,3.2253,0.7008
iran,war,@SkyNews,left,5168,643,422,300,3.4483,0.1210
iran,war,@NYTPodcasts,left,450,49,39,15,1.9348,0.3701
iran,war,@timesofindia,left,11244,4146,1624,1047,1.3393,0.0562
iran,war,@Firstpost,neutral,18033,4591,2992,2271,2.8484,0.0483
iran,war,@60minutes,neutral,300,18,14,3,1.6735,0.6640
iran,war,@chinainsights-r2w,neutral,238,12,7,3,2.9023,0.7859
iran,war,@TimesNowWorld,neutral,11284,2101,1915,861,1.6778,0.0551
iran,war,https://rumble.com/c/GGreenwald,left,76,14,8,4,1.7177,0.7462
iran,war,https://rumble.com/c/russellbrand,right,257,8,8,3,3.3425,0.8084
iran,war,https://rumble.com/c/BannonsWarRoom,right,4492,280,218,70,2.2156,0.1610
iran,war,https://rumble.com/c/nickjfuentes,right,305,75,62,60,5.8770,0.6967
iran,war,https://rumble.com/c/TheAlexJonesShowLive,right,415,37,58,24,2.8971,0.3831
epstein,trump,@ClipsCandaceOwens,neutral,192,5,12,0,0.2440,1.5058
epstein,trump,@HasanAbi,left,586,11,59,0,-0.9744,1.4511
epstein,trump,@LukeBeasley,left,1351,36,655,18,0.0623,0.3334
epstein,trump,@MegynKelly,right,1604,31,223,3,-0.2826,0.5710
epstein,trump,@MeidasTouch,left,3707,174,3111,110,-1.1909,0.1636
