genre,titles,creator,group,nn1,nn2,nn3,nn4,nn5,nn1_group,nn2_group,nn3_group,nn4_group,nn5_group,nn1_js,nn2_js,nn3_js,nn4_js,nn5_js
videos,all,@60minutes,neutral,@NYTPodcasts,@ABCNews,@FoxNewsChannelClips,@PragerU,@CBSNews,left,neutral,right,right,neutral,0.618,0.637,0.649,0.655,0.657
videos,all,@ABCNews,neutral,@NBCNews,@CBSNews,@NewsNation,@USATODAY,@AssociatedPress,neutral,neutral,neutral,neutral,neutral,0.342,0.356,0.394,0.423,0.437
videos,all,@ANINewsIndia,neutral,@Firstpost,@nousnetwork,@aljazeeraenglish,@AssociatedPress,@Reuters,neutral,left,left,neutral,neutral,0.429,0.608,0.613,0.62,0.624
videos,all,@ActualJusticeWarrior,right,@MattWalsh,@SaltyCracker,@BlackConservativePerspective,@TheOfficerTatum,@BenShapiro,right,right,right,right,right,0.54,0.565,0.595,0.613,0.615
videos,all,@AfterPartyEmily,right,@NewsmaxTV,@clayandbuck,@MegynKelly,@BlazeTV,@bennyjohnson,right,right,right,right,right,0.526,0.526,0.527,0.529,0.538
videos,all,@AlexStein99,right,@jlptalk,@PragerU,@TheAdamCarollaShow1,@SaltyCracker,@MichaelKnowles,right,right,right,right,right,0.71,0.712,0.717,0.72,0.724
videos,all,@AndWeKnowOfficial-o9b,right,@PoliticsGirl,@X22Report-y5y,@JillianMichaels,https://rumble.com/c/BannonsWarRoom,@thomhartmann,left,right,right,right,left,0.706,0.708,0.712,0.712,0.718
videos,all,@AndrewKlavan,right,@BenShapiro,@PragerU,@morebridgetphetasy,@marklevinshow,@MichaelKnowles,right,right,right,right,right,0.596,0.624,0.629,0.631,0.635
videos,all,@AnthonyBrianLogan,right,@ABCNews,@NewsmaxTV,@NBCNews,@bennyjohnson,@clayandbuck,neutral,right,neutral,right,right,0.581,0.596,0.612,0.614,0.616
videos,all,@AsmonTV,right,@TimcastNews,@TimcastIRL,@LiberalHivemind,@TheQuartering,@HasanAbi,right,right,right,right,left,0.531,0.531,0.542,0.606,0.607
videos,all,@AssociatedPress,neutral,@nypost,@Reuters,@CBSNews,@BBCNews,@USATODAY,right,neutral,neutral,neutral,neutral,0.314,0.336,0.374,0.381,0.418
videos,all,@BBCNews,neutral,@SkyNews,@AssociatedPress,@Reuters,@aljazeeraenglish,@Firstpost,left,neutral,neutral,left,neutral,0.278,0.381,0.394,0.418,0.472
videos,all,@BadEmpanadaLive,left,@thegrayzone7996,@KimIversen,@BreakThroughNews,@franifio,@DueDissidence,left,neutral,left,left,left,0.615,0.616,0.624,0.629,0.631
videos,all,@BadFaithPodcast,left,@ColemanHughesOfficial,@BadEmpanadaLive,@DueDissidence,@nationalreview,@zeteo,right,left,left,right,left,0.665,0.674,0.679,0.701,0.704
videos,all,@BelleRanch,left,@msnow,@thomhartmann,@thehill,@CNN,@oann,left,left,neutral,left,right,0.682,0.684,0.706,0.716,0.716
videos,all,@BenShapiro,right,@NewsmaxTV,@MichaelKnowles,@FoxNewsChannelClips,@JillianMichaels,@clayandbuck,right,right,right,right,right,0.484,0.487,0.494,0.509,0.511
videos,all,@BlackConservativePerspective,right,@RubinReport,@TheOfficerTatum,@ActualJusticeWarrior,@bennyjohnson,@rolandsmartin,right,right,right,right,left,0.556,0.585,0.595,0.595,0.595
videos,all,@BlazeTV,right,@NewsmaxTV,@glennbeck,@RealAmericasVoice,@bennyjohnson,@FoxNewsChannelClips,right,right,right,right,right,0.397,0.45,0.464,0.479,0.48
videos,all,@BreakThroughNews,left,@aljazeeraenglish,@thegrayzone7996,@DropSiteNews,@JamarlThomas,@DemocracyNow,left,left,left,left,left,0.538,0.555,0.557,0.596,0.609
videos,all,@BrittanyVenti,neutral,@JustPearlyThings,@bbrettcooper,@The_Crucible,@ZubyMusic,@FreshFitMiami,right,right,right,right,right,0.624,0.651,0.682,0.707,0.731
videos,all,@CBSNews,neutral,@NewsNation,@USATODAY,@ABCNews,@CNN,@thehill,neutral,neutral,neutral,left,neutral,0.308,0.312,0.356,0.357,0.368
videos,all,@CNN,left,@CBSNews,@thehill,@msnow,@AssociatedPress,@FoxNews,neutral,neutral,left,neutral,right,0.357,0.414,0.419,0.434,0.435
videos,all,@CamHigby,right,@XAVIAER,@OfficialSaharTV,@SaltyCracker,@MichaelKnowles,@RealAmericasVoice,right,right,right,right,right,0.678,0.679,0.697,0.702,0.716
videos,all,@CashJordan,right,@DrSteveTurleyTV,@FoxNews,@RealAmericasVoice,@bennyjohnson,@glennbeck,right,right,right,right,right,0.644,0.689,0.713,0.716,0.72
videos,all,@ChadPrather1,right,@PragerU,@jlptalk,@turningpointusa,@theisabelbrown,@BlazeTV,right,right,right,right,right,0.607,0.667,0.675,0.679,0.68
videos,all,@ClipsCandaceOwens,neutral,@GrahamAllen,@thejimmydoreshow,@JacksonHinkleOfficial,@HasanAbi,@The_Crucible,right,neutral,neutral,left,right,0.655,0.656,0.689,0.693,0.693
videos,all,@ClubRandomPodcast,neutral,@TheAdamCarollaShow1,@bbrettcooper,@RubinReport,@AndrewKlavan,@AfterPartyEmily,right,right,right,right,right,0.803,0.814,0.821,0.84,0.841
videos,all,@ColemanHughesOfficial,right,@samharrisorg,@morebridgetphetasy,@PragerU,@BadEmpanadaLive,@marklevinshow,left,right,right,left,right,0.627,0.629,0.648,0.65,0.659
videos,all,@DailyDenims,left,@DestinyDGGClips,@destiny,@TheSerfTimes,@destinyhqclips,@TheMajorityReport,right,left,left,neutral,left,0.566,0.584,0.589,0.596,0.636
videos,all,@DannyHaiphongYT,left,@timesofindia,@JacksonHinkleOfficial,@aljazeeraenglish,@GeopoliticalEconomyReport,@JamarlThomas,left,neutral,left,left,left,0.552,0.66,0.66,0.68,0.685
videos,all,@DarkHorsePod,right,@ZubyMusic,@morebridgetphetasy,@PragerU,@FleccasTalks,@fightbackpodcast,right,right,right,right,right,0.641,0.644,0.668,0.682,0.684
videos,all,@DemocracyDocket,left,@katiephangnews,@LegalAFMTN,@RobertGouveiaEsq,@GlennKirschner2,@JesseKellyDC,left,left,right,left,right,0.57,0.598,0.601,0.603,0.618
videos,all,@DemocracyNow,left,@BreakThroughNews,@AssociatedPress,@aljazeeraenglish,@breakingpoints,@CBSNews,left,neutral,left,left,neutral,0.609,0.619,0.626,0.626,0.627
videos,all,@DestinyDGGClips,right,@hutch,@DailyDenims,@destinyhqclips,@destiny,@TheSerfTimes,neutral,left,neutral,left,left,0.559,0.566,0.57,0.6,0.639
videos,all,@DoubleDownNews,left,@OwenJonesTalks,https://rumble.com/c/GGreenwald,@zeteo,@usefulidiots,@thegrayzone7996,left,left,left,left,left,0.591,0.683,0.689,0.69,0.699
videos,all,@DrSteveTurleyTV,right,@glennbeck,@NewsmaxTV,@RealAmericasVoice,@bennyjohnson,@FoxNews,right,right,right,right,right,0.562,0.563,0.582,0.583,0.594
videos,all,@DropSiteNews,left,@thegrayzone7996,@aljazeeraenglish,@BreakThroughNews,@breakingpoints,@TheYoungTurks,left,left,left,left,left,0.51,0.532,0.557,0.583,0.586
videos,all,@DueDissidence,left,@TheYoungTurks,@thejimmydoreshow,@breakingpoints,@SabbySabs,@SecularTalk,left,neutral,left,left,left,0.376,0.418,0.444,0.479,0.492
videos,all,@DylanBurnsLIVE,left,@TimesNowWorld,@timesofindia,@JamarlThomas,@judgingfreedom,@ZeihanonGeopolitics,neutral,left,left,left,neutral,0.594,0.625,0.644,0.651,0.658
videos,all,@EzraKleinShow,left,@samharrisorg,@chriscuomo,@marklevinshow,@morebridgetphetasy,@JillianMichaels,left,left,right,right,right,0.624,0.656,0.668,0.669,0.674
videos,all,@FarronBalanced,left,@TheDamageReport,@dollemore,@thedavidpakmanshow,@MeidasTouch,@JackCocchiarellaShow,left,left,left,left,left,0.391,0.392,0.438,0.445,0.447
videos,all,@Firstpost,neutral,@aljazeeraenglish,@ANINewsIndia,@Reuters,@BBCNews,@AssociatedPress,left,neutral,neutral,neutral,neutral,0.429,0.429,0.436,0.472,0.496
videos,all,@FleccasTalks,right,@ThePodcastoftheLotusEaters,@TimcastIRL,@MattWalsh,@TheQuartering,@SaltyCracker,right,right,right,right,right,0.635,0.646,0.65,0.661,0.661
videos,all,@Forbes,neutral,@Semafor,@markets,@TechCrunch,@moreperfectunion,@Reuters,neutral,neutral,neutral,left,neutral,0.552,0.552,0.552,0.635,0.639
videos,all,@Forthepeoplepodcast305,left,@KimIversen,@thejimmydoreshow,@TheYoungTurks,@thegrayzone7996,@breakingpoints,neutral,neutral,left,left,left,0.549,0.581,0.582,0.588,0.593
videos,all,@FoxNews,right,@FoxNewsChannelClips,@NewsmaxTV,@NewsNation,@thehill,@CBSNews,right,right,neutral,neutral,neutral,0.358,0.377,0.394,0.411,0.417
videos,all,@FoxNewsChannelClips,right,@NewsmaxTV,@NewsNation,@FoxNews,@CBSNews,@oann,right,neutral,right,neutral,right,0.307,0.336,0.358,0.376,0.378
videos,all,@FreshFitMiami,right,@MyronGainesX,@JustPearlyThings,@BrittanyVenti,@ZubyMusic,@bbrettcooper,right,right,neutral,right,right,0.613,0.649,0.731,0.74,0.824
videos,all,@GeopoliticalEconomyReport,left,@JamarlThomas,@TheEconomist,@ZeihanonGeopolitics,@markets,@BreakThroughNews,left,left,neutral,neutral,left,0.58,0.63,0.637,0.647,0.647
videos,all,@GlennKirschner2,left,@LegalAFMTN,@katiephangnews,@briantylercohen,@LegalEagle,@DemocracyDocket,left,left,left,left,left,0.437,0.468,0.521,0.582,0.603
videos,all,@GrahamAllen,right,@chicksonright,@thejimmydoreshow,@ClipsCandaceOwens,@RealAmericasVoice,@BenShapiro,right,neutral,neutral,right,right,0.547,0.65,0.655,0.659,0.663
videos,all,@HangOutwithSeanHannity,right,@FoxNewsChannelClips,@MegynKelly,@NewsmaxTV,@clayandbuck,@NewsNation,right,right,right,right,neutral,0.633,0.651,0.667,0.68,0.682
videos,all,@HasanAbi,left,@TimcastIRL,@LiberalHivemind,@Vaush,@TimcastNews,@TheMajorityReport,right,right,left,right,left,0.481,0.482,0.484,0.488,0.521
videos,all,@HasanAbiVODs3,left,@Vaush,@Timcast,@Vox,@HasanReactionsfanTwo,@HasanabiClips,left,right,left,left,left,0.951,0.954,0.956,0.956,0.958
videos,all,@HasanReactionsfanTwo,left,@SecularTalk,@TheMajorityReport,@TheHumanistReport,@podsaveamerica,@Vaush,left,left,left,left,left,0.518,0.542,0.57,0.574,0.587
videos,all,@HasanabiClips,left,@HasanReactionsfanTwo,@lonerboxlive,@TheYoungTurks,@breakingpoints,@MikeFromPA,left,right,left,left,left,0.607,0.619,0.699,0.702,0.716
videos,all,@JackCocchiarellaShow,left,@adammockler,@harryjsisson,@FarronBalanced,@thedavidpakmanshow,@LukeBeasley,left,left,left,left,left,0.35,0.395,0.447,0.455,0.472
videos,all,@JacksonHinkleOfficial,neutral,@timesofindia,@JamarlThomas,@DannyHaiphongYT,https://rumble.com/c/nickjfuentes,@SabbySabs,left,left,left,right,left,0.611,0.646,0.66,0.662,0.668
videos,all,@JamarlThomas,left,@judgingfreedom,@TimesNowWorld,@timesofindia,@ZeihanonGeopolitics,@aljazeeraenglish,left,neutral,left,neutral,left,0.483,0.496,0.522,0.526,0.576
videos,all,@JesseKellyDC,right,@RobertGouveiaEsq,@NewsmaxTV,@BlazeTV,@RealAmericasVoice,@DrSteveTurleyTV,right,right,right,right,right,0.59,0.592,0.6,0.612,0.616
videos,all,@JillianMichaels,right,@NewsmaxTV,@RealAmericasVoice,@BenShapiro,@FoxNewsChannelClips,@BlazeTV,right,right,right,right,right,0.489,0.499,0.509,0.515,0.521
videos,all,@JustPearlyThings,right,@BrittanyVenti,@FreshFitMiami,@ZubyMusic,@bbrettcooper,@jlptalk,neutral,right,right,right,right,0.624,0.649,0.65,0.653,0.656
videos,all,@KimIversen,neutral,@thejimmydoreshow,@RedactedNews,@TheYoungTurks,@breakingpoints,@DueDissidence,neutral,right,left,left,left,0.437,0.486,0.487,0.492,0.507
videos,all,@LIVESNEAKO,neutral,@OfficialSaharTV,@fightbackpodcast,https://rumble.com/c/nickjfuentes,@BenShapiro,@DueDissidence,right,right,right,right,left,0.649,0.675,0.681,0.714,0.717
videos,all,@LeejaMiller,left,@thomhartmann,@SMN,@RealAmericasVoice,@cafedotcom,@msnow,left,left,right,left,left,0.693,0.71,0.717,0.72,0.727
videos,all,@LegalAFMTN,left,@katiephangnews,@GlennKirschner2,@briantylercohen,@MeidasTouch,@aaronparnas1,left,left,left,left,left,0.408,0.437,0.452,0.508,0.546
videos,all,@LegalEagle,left,@GlennKirschner2,@LegalAFMTN,@katiephangnews,@briantylercohen,@jimacosta,left,left,left,left,left,0.582,0.659,0.661,0.69,0.714
videos,all,@LeverNews,left,@JillianMichaels,@marklevinshow,@TheBrianKilmeadeShow,@FoxNewsChannelClips,@clayandbuck,right,right,right,right,right,0.725,0.731,0.741,0.747,0.747
videos,all,@LiberalHivemind,right,@TimcastNews,@TimcastIRL,@HasanAbi,@AsmonTV,@RealDanBongino,right,right,left,right,right,0.428,0.445,0.482,0.542,0.561
videos,all,@LukeBeasley,left,@ponderingpolitics,@adammockler,@JackCocchiarellaShow,@harryjsisson,@thedavidpakmanshow,left,left,left,left,left,0.439,0.448,0.472,0.517,0.543
videos,all,@MLChristiansen,right,@SaltyCracker,@VivaFrei,@MichaelKnowles,@NewsmaxTV,@BlazeTV,right,right,right,right,right,0.634,0.684,0.684,0.697,0.698
videos,all,@MarkDice,right,@BenShapiro,@MichaelKnowles,@AfterPartyEmily,@TheAmalaEkpunobi,@bennyjohnson,right,right,right,right,right,0.654,0.655,0.655,0.663,0.678
videos,all,@MattWalsh,right,@ActualJusticeWarrior,@MichaelKnowles,@BenShapiro,@morebridgetphetasy,@TheAmalaEkpunobi,right,right,right,right,right,0.54,0.575,0.603,0.605,0.609
videos,all,@MegynKelly,right,@NewsNation,@FoxNewsChannelClips,@clayandbuck,@NewsmaxTV,@AfterPartyEmily,neutral,right,right,right,right,0.478,0.485,0.509,0.516,0.527
videos,all,@MeidasTouch,left,@FarronBalanced,@aaronparnas1,@TheMichaelCohenShow,@JackCocchiarellaShow,@thedavidpakmanshow,left,left,left,left,left,0.445,0.453,0.46,0.491,0.495
videos,all,@MichaelKnowles,right,@BenShapiro,@bennyjohnson,@RealAmericasVoice,@AfterPartyEmily,@BlazeTV,right,right,right,right,right,0.487,0.546,0.548,0.552,0.555
videos,all,@MichaelMaliceofficial,right,@winston_marshall,@triggerpod,@wethefifth,@AndrewKlavan,@TheSerfTimes,right,right,neutral,right,left,0.737,0.746,0.763,0.767,0.768
videos,all,@MikeFromPA,left,@HasanReactionsfanTwo,@hutch,@DestinyDGGClips,@DailyDenims,@TheMajorityReport,left,neutral,right,left,left,0.656,0.666,0.684,0.697,0.712
videos,all,@MrTariqNasheed,right,@Tim_Black,@jlptalk,@TheRealTabithaSpeaks,@MattWalsh,@BlackConservativePerspective,right,right,left,right,right,0.625,0.719,0.72,0.726,0.732
videos,all,@MyronGainesX,right,@FreshFitMiami,https://rumble.com/c/nickjfuentes,@JustPearlyThings,@jlptalk,@BenShapiro,right,right,right,right,right,0.613,0.733,0.74,0.746,0.747
videos,all,@NBCNews,neutral,@ABCNews,@CBSNews,@USATODAY,@NewsNation,@FoxNewsChannelClips,neutral,neutral,neutral,neutral,right,0.342,0.376,0.426,0.428,0.466
videos,all,@NPR,left,@BenShapiro,@MarkDice,@FoxNewsChannelClips,@MichaelKnowles,@BlazeTV,right,right,right,right,right,0.77,0.781,0.786,0.794,0.795
videos,all,@NYTPodcasts,left,@CNN,@CBSNews,@RealAmericasVoice,@msnow,@Styxhexenhammer666,left,neutral,right,left,right,0.476,0.516,0.525,0.532,0.533
videos,all,@NewsNation,neutral,@CBSNews,@FoxNewsChannelClips,@FoxNews,@ABCNews,@USATODAY,neutral,right,right,neutral,neutral,0.308,0.336,0.394,0.394,0.397
videos,all,@NewsmaxTV,right,@FoxNewsChannelClips,@RealAmericasVoice,@oann,@FoxNews,@thehill,right,right,right,right,neutral,0.307,0.331,0.354,0.377,0.388
videos,all,@NovaraMedia,left,@SkyNews,@PoliticsJOE,@BBCNews,@OwenJonesTalks,@KimIversen,left,left,neutral,left,neutral,0.457,0.492,0.512,0.528,0.593
videos,all,@OfficialSaharTV,right,@LIVESNEAKO,@OwenJonesTalks,@CamHigby,@BadEmpanadaLive,@TheYoungTurks,neutral,left,right,left,left,0.649,0.673,0.679,0.684,0.701
videos,all,@OwenJonesTalks,left,@NovaraMedia,@PoliticsJOE,@DoubleDownNews,@thegrayzone7996,@SkyNews,left,left,left,left,left,0.528,0.585,0.591,0.597,0.613
videos,all,@OwenReport,left,@TheYoungTurks,@DueDissidence,@thejimmydoreshow,@SecularTalk,@TheMajorityReport,left,left,neutral,left,left,0.495,0.527,0.548,0.549,0.555
videos,all,@POLITICO,neutral,@thehill,@msnow,@thomhartmann,@CNN,@bulwarkmedia,neutral,left,left,left,left,0.578,0.581,0.588,0.608,0.609
videos,all,@PTLRadioShow,left,@RebelHQ,@SecularTalk,@dollemore,@TheDamageReport,@TheDonLemonShow,left,left,left,left,left,0.571,0.579,0.586,0.627,0.634
videos,all,@PartOfTheProblem,right,@TheYoungTurks,@marklevinshow,@TheMajorityReport,@OwenReport,@BenShapiro,left,right,left,left,right,0.69,0.693,0.693,0.696,0.7
videos,all,@PiersMorganUncensored,neutral,@DueDissidence,@thejimmydoreshow,@TheYoungTurks,@KimIversen,@breakingpoints,left,neutral,left,neutral,left,0.627,0.646,0.656,0.666,0.678
videos,all,@PiscoLitty,left,@PTLRadioShow,@deanwithrs,@destiny,@TheHumanistReport,@SecularTalk,left,left,left,left,left,0.671,0.735,0.751,0.76,0.761
videos,all,@Politicon,left,@bulwarkmedia,@msnow,@thomhartmann,@podsaveamerica,@FarronBalanced,left,left,left,left,left,0.496,0.563,0.615,0.618,0.619
videos,all,@PoliticsGirl,left,@RealDanBongino,@TimcastIRL,@ThePodcastoftheLotusEaters,@Timcast,@Vox,right,right,right,right,left,0.614,0.621,0.629,0.642,0.671
videos,all,@PoliticsJOE,left,@NovaraMedia,@OwenJonesTalks,@SkyNews,@ThePodcastoftheLotusEaters,@BBCNews,left,left,left,right,neutral,0.492,0.585,0.598,0.661,0.696
videos,all,@PragerU,right,https://rumble.com/c/BannonsWarRoom,@JillianMichaels,@Styxhexenhammer666,@morebridgetphetasy,@ChadPrather1,right,right,right,right,right,0.575,0.591,0.593,0.598,0.607
videos,all,@RSBN,right,@oann,@USATODAY,https://rumble.com/c/BannonsWarRoom,@FoxNewsChannelClips,@NewsmaxTV,right,neutral,right,right,right,0.539,0.576,0.608,0.615,0.621
videos,all,@RealAlexClark,right,@ZubyMusic,@JustPearlyThings,@DarkHorsePod,@Vox,@theisabelbrown,right,right,right,left,right,0.704,0.722,0.734,0.75,0.752
videos,all,@RealAmericasVoice,right,@NewsmaxTV,@oann,@FoxNewsChannelClips,@FoxNews,@NewsNation,right,right,right,right,neutral,0.331,0.379,0.396,0.418,0.426
videos,all,@RealDanBongino,right,@TimcastIRL,@LiberalHivemind,@HasanAbi,@Timcast,@TimcastNews,right,right,left,right,right,0.544,0.561,0.573,0.585,0.586
videos,all,@RebelHQ,left,@TheDamageReport,@dollemore,@SecularTalk,@FarronBalanced,@podsaveamerica,left,left,left,left,left,0.349,0.39,0.458,0.464,0.525
videos,all,@RebelNewsOnline,right,@ThePodcastoftheLotusEaters,@VivaFrei,@RealAmericasVoice,@therationalnational,@TimcastIRL,right,right,right,left,right,0.653,0.662,0.683,0.684,0.686
videos,all,@RedactedNews,right,@KimIversen,@thejimmydoreshow,@CNN,@breakingpoints,https://rumble.com/c/TheAlexJonesShowLive,neutral,neutral,left,left,right,0.486,0.51,0.549,0.549,0.568
videos,all,@RestPoliticsUS,left,@thomhartmann,@msnow,@FarronBalanced,@TheMichaelCohenShow,@podsaveamerica,left,left,left,left,left,0.576,0.577,0.579,0.579,0.581
videos,all,@Reuters,neutral,@AssociatedPress,@BBCNews,@CBSNews,@aljazeeraenglish,@Firstpost,neutral,neutral,neutral,left,neutral,0.336,0.394,0.417,0.428,0.436
videos,all,@RileyGaines,right,@AfterPartyEmily,@theisabelbrown,@clayandbuck,@MichaelKnowles,@MegynKelly,right,right,right,right,right,0.654,0.658,0.668,0.668,0.681
videos,all,@RobertGouveiaEsq,right,@JesseKellyDC,@DemocracyDocket,@BlazeTV,@NewsmaxTV,@RealAmericasVoice,right,left,right,right,right,0.59,0.601,0.626,0.628,0.636
videos,all,@RonPlacone,left,@AfterPartyEmily,@marklevinshow,@TheAdamCarollaShow1,@morebridgetphetasy,@TheAtlantic,right,right,right,right,left,0.708,0.735,0.737,0.745,0.752
videos,all,@RubinReport,right,@BenShapiro,@TheMajorityReport,@bennyjohnson,@BlazeTV,@NewsmaxTV,right,left,right,right,right,0.525,0.535,0.536,0.538,0.55
videos,all,@RufoandLomez,right,@JillianMichaels,@AfterPartyEmily,@marklevinshow,@ColemanHughesOfficial,@OwenReport,right,right,right,right,left,0.678,0.704,0.714,0.717,0.722
videos,all,@SMN,left,@SecularTalk,@podsaveamerica,@msnow,@bulwarkmedia,@jimacosta,left,left,left,left,left,0.595,0.597,0.619,0.62,0.623
videos,all,@SabbySabs,left,@TheYoungTurks,@thejimmydoreshow,@DueDissidence,@breakingpoints,@FoxNews,left,neutral,left,left,right,0.449,0.454,0.479,0.52,0.535
videos,all,@SaltyCracker,right,@ActualJusticeWarrior,@MichaelKnowles,@MattWalsh,@MLChristiansen,@TheAmalaEkpunobi,right,right,right,right,right,0.565,0.586,0.613,0.634,0.635
videos,all,@SecularTalk,left,@TheMajorityReport,@TheYoungTurks,@RebelHQ,@podsaveamerica,@dollemore,left,left,left,left,left,0.412,0.452,0.458,0.475,0.475
videos,all,@Semafor,neutral,@TechCrunch,@Forbes,@axios,@markets,@wsj,neutral,neutral,neutral,neutral,neutral,0.545,0.552,0.61,0.736,0.744
videos,all,@SkyNews,left,@BBCNews,@AssociatedPress,@Reuters,@NovaraMedia,@aljazeeraenglish,neutral,neutral,neutral,left,left,0.278,0.438,0.453,0.457,0.509
videos,all,@StatusCoup,left,@msnow,@RealAmericasVoice,@jimacosta,@podsaveamerica,@katiephangnews,left,right,left,left,left,0.634,0.653,0.658,0.66,0.665
videos,all,@StevenCrowder,right,@TimcastIRL,@TimcastNews,@LiberalHivemind,@TheQuartering,@RealDanBongino,right,right,right,right,right,0.572,0.588,0.605,0.618,0.626
videos,all,@Styxhexenhammer666,right,@RealAmericasVoice,@FoxNewsChannelClips,@NewsmaxTV,@NYTPodcasts,@JillianMichaels,right,right,right,left,right,0.506,0.508,0.523,0.533,0.535
videos,all,@SydneyWatson,right,@bbrettcooper,@TheAmalaEkpunobi,@morebridgetphetasy,@MattWalsh,@laurenchenclips,right,right,right,right,right,0.636,0.674,0.712,0.721,0.73
videos,all,@TechCrunch,neutral,@Semafor,@Forbes,@axios,@wsj,@markets,neutral,neutral,neutral,neutral,neutral,0.545,0.552,0.652,0.729,0.767
videos,all,@TheAdamCarollaShow1,right,@AfterPartyEmily,@MichaelKnowles,@MegynKelly,@ActualJusticeWarrior,@clayandbuck,right,right,right,right,right,0.59,0.629,0.637,0.648,0.649
videos,all,@TheAmalaEkpunobi,right,@MichaelKnowles,@MattWalsh,@TheQuartering,@SaltyCracker,@StevenCrowder,right,right,right,right,right,0.6,0.609,0.609,0.635,0.638
videos,all,@TheAtlantic,left,@NYTPodcasts,@Vox,@thomhartmann,@CNN,@Styxhexenhammer666,left,left,left,left,right,0.551,0.613,0.623,0.627,0.636
videos,all,@TheBrianKilmeadeShow,right,@FoxNews,@FoxNewsChannelClips,@marklevinshow,@NewsmaxTV,@RealAmericasVoice,right,right,right,right,right,0.508,0.528,0.542,0.544,0.582
videos,all,@TheDailyBeast,left,@harryjsisson,@MeidasTouch,@JackCocchiarellaShow,@fastpoliticspodcast,@FarronBalanced,left,left,left,left,left,0.563,0.564,0.575,0.578,0.592
videos,all,@TheDamageReport,left,@RebelHQ,@dollemore,@FarronBalanced,@podsaveamerica,@SecularTalk,left,left,left,left,left,0.349,0.37,0.391,0.479,0.483
videos,all,@TheDonLemonShow,left,@podsaveamerica,@msnow,@SecularTalk,@TheMajorityReport,@FarronBalanced,left,left,left,left,left,0.589,0.594,0.596,0.603,0.618
videos,all,@TheEconomist,left,@markets,@Reuters,@UnHerd,@RedactedNews,@GeopoliticalEconomyReport,neutral,neutral,left,right,left,0.584,0.602,0.615,0.625,0.63
videos,all,@TheHumanistReport,left,@TheMajorityReport,@SecularTalk,@HasanReactionsfanTwo,@podsaveamerica,@Vaush,left,left,left,left,left,0.537,0.563,0.57,0.607,0.62
videos,all,@TheJoyReidShow,left,@rolandsmartin,@TheRealTabithaSpeaks,@Tim_Black,@clayandbuck,@franifio,left,left,right,right,left,0.604,0.617,0.623,0.64,0.644
videos,all,@TheLincolnProject,left,@Vaush,@Politicon,@PoliticsGirl,@TheMajorityReport,@chriscuomo,left,left,left,left,left,0.662,0.669,0.675,0.679,0.686
videos,all,@TheMajorityReport,left,@SecularTalk,@TheYoungTurks,@Vaush,@TheVaushPit,@DueDissidence,left,left,left,left,left,0.412,0.478,0.483,0.511,0.515
videos,all,@TheMichaelCohenShow,left,@MeidasTouch,@thedavidpakmanshow,@FarronBalanced,@SecularTalk,@podsaveamerica,left,left,left,left,left,0.46,0.477,0.477,0.489,0.51
videos,all,@TheOfficerTatum,right,@MegynKelly,@BlackConservativePerspective,@bennyjohnson,@NewsmaxTV,@BlazeTV,right,right,right,right,right,0.572,0.585,0.591,0.604,0.604
videos,all,@ThePodcastoftheLotusEaters,right,https://rumble.com/c/russellbrand,@TimcastIRL,@NovaraMedia,@RealDanBongino,@winston_marshall,right,right,left,right,right,0.588,0.592,0.597,0.601,0.604
videos,all,@TheQuartering,right,@TimcastNews,@TimcastIRL,@LiberalHivemind,@HasanAbi,@AsmonTV,right,right,right,left,right,0.487,0.501,0.566,0.576,0.606
videos,all,@TheRealTabithaSpeaks,left,@TheMajorityReport,@rolandsmartin,@TheVaushPit,@Tim_Black,@TheJoyReidShow,left,left,left,right,left,0.57,0.586,0.602,0.607,0.617
videos,all,@TheSerfTimes,left,@DailyDenims,@Xanderhal,@DestinyDGGClips,@MichaelKnowles,@fightbackpodcast,left,left,right,right,right,0.589,0.623,0.639,0.674,0.697
videos,all,@TheVaushPit,left,@Vaush,@TheMajorityReport,@HasanAbi,@TimcastIRL,@LiberalHivemind,left,left,left,right,right,0.484,0.511,0.527,0.543,0.574
videos,all,@TheYoungTurks,left,@DueDissidence,@breakingpoints,@thejimmydoreshow,@SabbySabs,@SecularTalk,left,left,neutral,left,left,0.376,0.403,0.408,0.449,0.452
videos,all,@The_Crucible,right,@destiny,@AndrewKlavan,@bbrettcooper,@JustPearlyThings,@BrittanyVenti,left,right,right,right,neutral,0.652,0.666,0.671,0.677,0.682
videos,all,@TimDillonShow,neutral,@NYTPodcasts,@TheAdamCarollaShow1,@PartOfTheProblem,@RedactedNews,@MegynKelly,left,right,right,right,right,0.747,0.755,0.757,0.757,0.764
videos,all,@Tim_Black,right,@rolandsmartin,@TheRealTabithaSpeaks,@BlackConservativePerspective,@TheOfficerTatum,@TheJoyReidShow,left,left,right,right,left,0.538,0.607,0.612,0.621,0.623
videos,all,@Timcast,right,@TimcastIRL,@TimcastNews,@LiberalHivemind,@RealDanBongino,@HasanAbi,right,right,right,right,left,0.487,0.493,0.573,0.585,0.607
videos,all,@TimcastIRL,right,@TimcastNews,@LiberalHivemind,@HasanAbi,@Timcast,@TheQuartering,right,right,left,right,right,0.36,0.445,0.481,0.487,0.501
