genre,titles,creator,group,nn1,nn2,nn3,nn4,nn5,nn1_group,nn2_group,nn3_group,nn4_group,nn5_group,nn1_js,nn2_js,nn3_js,nn4_js,nn5_js
videos,political,@LIVESNEAKO,neutral,@OfficialSaharTV,@fightbackpodcast,https://rumble.com/c/nickjfuentes,@MyronGainesX,@DueDissidence,right,right,right,right,left,0.643,0.668,0.675,0.694,0.71
videos,political,@LeejaMiller,left,@thomhartmann,@cafedotcom,@RealAmericasVoice,@SMN,@msnow,left,left,right,left,left,0.682,0.704,0.706,0.708,0.717
videos,political,@LegalAFMTN,left,@katiephangnews,@GlennKirschner2,@briantylercohen,@MeidasTouch,@aaronparnas1,left,left,left,left,left,0.401,0.432,0.449,0.507,0.544
videos,political,@LegalEagle,left,@GlennKirschner2,@LegalAFMTN,@katiephangnews,@briantylercohen,@msnow,left,left,left,left,left,0.579,0.654,0.658,0.685,0.709
videos,political,@LeverNews,left,@JillianMichaels,@marklevinshow,@FoxNewsChannelClips,@TheBrianKilmeadeShow,@clayandbuck,right,right,right,right,right,0.72,0.726,0.738,0.738,0.745
videos,political,@LiberalHivemind,right,@TimcastNews,@TimcastIRL,@AsmonTV,@HasanAbi,@RealDanBongino,right,right,right,left,right,0.421,0.434,0.467,0.473,0.538
videos,political,@LukeBeasley,left,@ponderingpolitics,@adammockler,@JackCocchiarellaShow,@harryjsisson,@thedavidpakmanshow,left,left,left,left,left,0.436,0.444,0.47,0.513,0.54
videos,political,@MLChristiansen,right,@SaltyCracker,@MichaelKnowles,@VivaFrei,@NewsmaxTV,@BlazeTV,right,right,right,right,right,0.627,0.673,0.679,0.691,0.694
videos,political,@MarkDice,right,@MichaelKnowles,@BenShapiro,@AfterPartyEmily,@TheAmalaEkpunobi,@TheOfficerTatum,right,right,right,right,right,0.642,0.644,0.646,0.657,0.658
videos,political,@MattWalsh,right,@ActualJusticeWarrior,@MichaelKnowles,@jlptalk,@BenShapiro,@BlazeTV,right,right,right,right,right,0.529,0.566,0.597,0.597,0.598
videos,political,@MegynKelly,right,@FoxNewsChannelClips,@clayandbuck,@AfterPartyEmily,@NewsNation,@NewsmaxTV,right,right,right,neutral,right,0.482,0.484,0.492,0.495,0.5
videos,political,@MeidasTouch,left,@FarronBalanced,@TheMichaelCohenShow,@aaronparnas1,@JackCocchiarellaShow,@thedavidpakmanshow,left,left,left,left,left,0.443,0.45,0.451,0.489,0.493
videos,political,@MichaelKnowles,right,@BenShapiro,@bennyjohnson,@MegynKelly,@AfterPartyEmily,@RealAmericasVoice,right,right,right,right,right,0.479,0.537,0.537,0.545,0.546
videos,political,@MikeFromPA,left,@HasanReactionsfanTwo,@hutch,@TheMajorityReport,@HasanabiClips,@DestinyDGGClips,left,neutral,left,left,right,0.652,0.696,0.699,0.703,0.707
videos,political,@MrTariqNasheed,right,@Tim_Black,@jlptalk,@MattWalsh,@TheRealTabithaSpeaks,@BlackConservativePerspective,right,right,right,left,right,0.613,0.706,0.716,0.72,0.73
videos,political,@MyronGainesX,right,https://rumble.com/c/nickjfuentes,@BenShapiro,@JustPearlyThings,@MichaelKnowles,@bbrettcooper,right,right,right,right,right,0.621,0.652,0.658,0.673,0.676
videos,political,@NBCNews,neutral,@ABCNews,@CBSNews,@NewsNation,@USATODAY,@FoxNewsChannelClips,neutral,neutral,neutral,neutral,right,0.355,0.379,0.416,0.43,0.458
videos,political,@NPR,left,@BenShapiro,@FoxNewsChannelClips,@MarkDice,@MichaelKnowles,@Styxhexenhammer666,right,right,right,right,right,0.762,0.771,0.78,0.785,0.788
videos,political,@NYTPodcasts,left,@CNN,@CBSNews,@msnow,@RealAmericasVoice,@NewsNation,left,neutral,left,right,neutral,0.471,0.492,0.502,0.51,0.519
videos,political,@NewsNation,neutral,@CBSNews,@FoxNewsChannelClips,@oann,@NewsmaxTV,@USATODAY,neutral,right,right,right,neutral,0.289,0.328,0.374,0.382,0.383
videos,political,@NewsmaxTV,right,@FoxNewsChannelClips,@RealAmericasVoice,@oann,@FoxNews,@NewsNation,right,right,right,right,neutral,0.293,0.325,0.356,0.372,0.382
videos,political,@NovaraMedia,left,@SkyNews,@PoliticsJOE,@BBCNews,@OwenJonesTalks,@KimIversen,left,left,neutral,left,neutral,0.436,0.478,0.495,0.52,0.588
videos,political,@OfficialSaharTV,right,@LIVESNEAKO,@OwenJonesTalks,@BadEmpanadaLive,@CamHigby,@TheYoungTurks,neutral,left,left,right,left,0.643,0.669,0.676,0.677,0.699
videos,political,@OwenJonesTalks,left,@NovaraMedia,@DoubleDownNews,@PoliticsJOE,@SkyNews,@thegrayzone7996,left,left,left,left,left,0.52,0.578,0.582,0.585,0.588
videos,political,@OwenReport,left,@TheYoungTurks,@DueDissidence,@thejimmydoreshow,@SecularTalk,@TheMajorityReport,left,left,neutral,left,left,0.493,0.519,0.537,0.541,0.552
videos,political,@POLITICO,neutral,@thehill,@msnow,@thomhartmann,@FoxNewsChannelClips,@CNN,neutral,left,left,right,left,0.57,0.57,0.584,0.591,0.592
videos,political,@PTLRadioShow,left,@RebelHQ,@SecularTalk,@dollemore,@TheDonLemonShow,@TheDamageReport,left,left,left,left,left,0.57,0.574,0.584,0.623,0.625
videos,political,@PartOfTheProblem,right,@TheYoungTurks,@OwenReport,@marklevinshow,@TheMajorityReport,@Vaush,left,left,right,left,left,0.685,0.691,0.695,0.695,0.696
videos,political,@PiersMorganUncensored,neutral,@DueDissidence,@thejimmydoreshow,@TheYoungTurks,@KimIversen,https://rumble.com/c/nickjfuentes,left,neutral,left,neutral,right,0.625,0.637,0.653,0.66,0.676
videos,political,@PiscoLitty,left,@PTLRadioShow,@deanwithrs,@destiny,@TheHumanistReport,@SecularTalk,left,left,left,left,left,0.667,0.731,0.732,0.754,0.763
videos,political,@Politicon,left,@bulwarkmedia,@msnow,@thomhartmann,@FarronBalanced,@jimacosta,left,left,left,left,left,0.491,0.556,0.607,0.611,0.615
videos,political,@PoliticsGirl,left,@TimcastIRL,@RealDanBongino,@ThePodcastoftheLotusEaters,@Timcast,@AsmonTV,right,right,right,right,right,0.613,0.618,0.619,0.629,0.654
videos,political,@PoliticsJOE,left,@NovaraMedia,@SkyNews,@OwenJonesTalks,@ThePodcastoftheLotusEaters,@BBCNews,left,left,left,right,neutral,0.478,0.561,0.582,0.645,0.668
videos,political,@PragerU,right,https://rumble.com/c/BannonsWarRoom,@Styxhexenhammer666,@JillianMichaels,@FoxNewsChannelClips,@NewsmaxTV,right,right,right,right,right,0.571,0.591,0.599,0.601,0.603
videos,political,@RSBN,right,@oann,@USATODAY,https://rumble.com/c/BannonsWarRoom,@FoxNewsChannelClips,@NewsmaxTV,right,neutral,right,right,right,0.535,0.561,0.609,0.614,0.619
videos,political,@RealAmericasVoice,right,@NewsmaxTV,@oann,@NewsNation,@FoxNewsChannelClips,@FoxNews,right,right,neutral,right,right,0.325,0.375,0.386,0.388,0.411
