term,n_titles,degree,strength,betweenness,community
nasa,603,25,76.95288,0.00477,10
space,422,17,59.75627,0.00252,10
artemis,783,22,57.74962,0.00184,10
artemis ii,700,21,53.70429,0.00165,10
spacex,490,12,49.98895,0.00175,10
moon,472,16,47.81073,0.00087,10
rocket,198,11,46.78641,0.00116,10
mission,578,17,46.03621,0.00184,10
ii,740,17,42.44375,0.00137,10
crew,412,13,37.87844,0.00037,10
openai,265,10,37.36805,0.00045,10
launch,541,14,36.69931,0.00348,10
base,381,10,35.39863,0.00187,10
astronauts,219,10,34.22820,0.00011,10
musk,463,9,33.93016,0.00294,10
historic,625,12,33.12551,0.00418,10
earth,217,11,31.95301,0.00249,10
return,476,10,29.89552,0.00117,10
sam,115,6,28.94345,0.00008,10
home,691,12,28.75548,0.00150,10
altman,93,6,27.95291,0.00008,10
moon mission,145,8,26.03356,0.00001,10
anthropic,293,7,24.99588,0.00040,10
station,165,5,24.76556,0.00089,10
ipo,253,8,24.67921,0.00094,10
ii crew,194,9,24.28177,0.00007,10
jet,350,6,24.05197,0.00052,10
elon,318,5,21.92520,0.00011,10
elon musk,307,5,21.90201,0.00011,10
force,576,7,20.74335,0.00286,10
lunar,89,6,20.41355,0.00011,10
starlink,92,3,17.01238,0.00019,10
astronaut,98,6,15.98152,0.00000,10
international,327,3,14.81343,0.00002,10
begins,405,5,14.06633,0.00132,10
air force,298,4,13.69632,0.00072,10
use,332,4,13.54776,0.00239,10
returns,292,4,11.99669,0.00009,10
ii astronauts,80,4,11.34928,0.00000,10
tech,739,4,10.28758,0.00051,10
companies,167,3,8.88242,0.00085,10
lawsuit,181,2,8.65507,0.00000,10
model,112,2,6.82503,0.00000,10
prepares,189,3,6.07933,0.00000,10
blue,123,1,5.70566,0.00000,10
downed,99,2,5.27137,0.00027,10
rare,189,1,4.88275,0.00000,10
explodes,234,1,4.08618,0.00000,10
chip,192,2,3.76641,0.00029,10
rogue,42,1,3.53121,0.00000,10
plans,403,1,3.08719,0.00000,10
impact,493,2,3.05713,0.00027,10
using,225,1,3.05304,0.00000,10
boom,200,1,3.02894,0.00000,10
data centers,133,1,3.00412,0.00000,10
far,163,1,2.93209,0.00000,10
centers,172,1,2.92004,0.00000,10
fake,133,1,2.87280,0.00000,10
development,173,1,2.17744,0.00000,10
company,183,1,1.96168,0.00000,10
ceos,73,1,1.94933,0.00000,10
future,511,1,1.76854,0.00000,10
investment,170,1,1.54325,0.00000,10
wall street,242,1,1.50014,0.00000,10
street,346,1,1.33142,0.00000,10
uk,1569,40,117.77037,0.02078,11
starmer,774,22,75.93174,0.00243,11
pm,3781,26,60.33134,0.00685,11
minister,1618,23,60.21557,0.01026,11
keir starmer,296,16,59.05824,0.00039,11
keir,297,16,58.99400,0.00040,11
faces,847,15,43.68606,0.00747,11
questions,704,13,41.88592,0.00529,11
prime minister,494,13,41.47109,0.00093,11
prime,816,13,39.75313,0.00093,11
takaichi,166,9,33.13908,0.00065,11
japan,650,11,31.34922,0.00284,11
prince,298,8,31.30902,0.00333,11
parliament,580,11,31.02832,0.00069,11
burnham,231,9,30.98607,0.00003,11
andy burnham,169,8,27.32516,0.00001,11
andy,198,8,27.11900,0.00001,11
mandelson,138,7,26.13967,0.00016,11
sparks,481,7,22.94013,0.00379,11
ties,667,10,22.26998,0.00302,11
resignation,201,6,19.00145,0.00001,11
meghan,89,4,18.61112,0.00002,11
british,240,5,18.59101,0.00000,11
resigns,154,5,18.49340,0.00000,11
concerns,399,5,16.32638,0.00299,11
fears,326,5,15.22294,0.00154,11
raises,246,3,15.20829,0.00258,11
resign,130,4,15.04695,0.00000,11
answers,146,3,14.63337,0.00025,11
heated,165,3,13.15870,0.00021,11
meloni,230,3,12.25580,0.00054,11
backlash,254,4,12.16641,0.00131,11
britain,220,3,11.03503,0.00000,11
demand,429,3,10.52939,0.00098,11
debate,646,3,9.80353,0.00013,11
pressure,432,4,9.73339,0.00057,11
prince harry,90,2,8.77568,0.00000,11
harry,176,2,8.70659,0.00000,11
london,265,2,8.05020,0.00024,11
japanese,130,2,8.01088,0.00000,11
jewish,89,2,7.98963,0.00014,11
grow,128,2,7.26084,0.00000,11
exchange,193,2,7.20689,0.00012,11
peter,92,2,7.13831,0.00000,11
italy,262,2,6.87731,0.00000,11
labour,76,2,6.82273,0.00000,11
crown,84,1,6.37781,0.00000,11
demands,490,2,6.37169,0.00078,11
safety,223,2,6.27205,0.00000,11
alarm,160,1,5.75663,0.00000,11
italian,96,1,4.94507,0.00000,11
outrage,103,1,4.67536,0.00000,11
scrutiny,92,1,4.64327,0.00000,11
answer,77,1,4.41207,0.00000,11
nigel,37,1,4.10304,0.00000,11
nigel farage,36,1,4.10304,0.00000,11
farage,59,1,3.99257,0.00000,11
magnitude earthquake,79,1,3.92519,0.00000,11
finance,127,1,3.80654,0.00000,11
boost,213,1,3.67634,0.00000,11
mps,167,1,3.61446,0.00000,11
reform,123,1,3.28051,0.00000,11
test,292,1,3.27969,0.00000,11
defence,656,1,2.92364,0.00000,11
deputy,156,1,2.35597,0.00000,11
epstein,1349,57,160.22741,0.02813,12
blanche,367,20,67.95520,0.00269,12
general,514,14,50.70505,0.00143,12
todd blanche,225,12,47.91534,0.00050,12
todd,244,12,47.67187,0.00050,12
doj,434,15,47.65253,0.00107,12
attorney,350,15,47.20810,0.00445,12
pentagon,594,15,45.81891,0.00894,12
files,688,15,45.54521,0.00251,12
attorney general,168,9,37.92655,0.00007,12
epstein files,425,12,34.72854,0.00073,12
bondi,306,10,33.56989,0.00055,12
nomination,137,7,28.43357,0.00001,12
shows,710,8,28.17951,0.00188,12
pam,179,7,26.84933,0.00007,12
pam bondi,179,7,26.84933,0.00007,12
ag,156,6,26.53088,0.00002,12
releases,334,6,25.59156,0.00040,12
confirmation,136,6,22.01033,0.00002,12
acting,125,4,20.85918,0.00000,12
confirmation hearing,87,5,18.11510,0.00001,12
deposition,92,5,18.03871,0.00000,12
jobs,330,5,17.06156,0.00074,12
ufo,263,4,16.42907,0.00014,12
release,357,5,15.40438,0.00058,12
footage,270,4,15.37109,0.00064,12
finds,193,3,14.96697,0.00060,12
fund,264,5,14.21602,0.00137,12
report,1048,5,14.11943,0.00068,12
poll,164,3,13.96228,0.00025,12
special,503,4,13.63666,0.00025,12
lawmakers,343,5,13.08399,0.00013,12
ufo files,92,2,10.39736,0.00000,12
lutnick,65,2,9.76477,0.00248,12
hillary clinton,128,3,9.74649,0.00000,12
hillary,135,3,9.70849,0.00000,12
economy,547,4,9.03592,0.00041,12
data,507,3,8.91915,0.00021,12
anti-weaponization fund,86,3,7.66504,0.00035,12
anti-weaponization,88,3,7.62677,0.00035,12
howard,39,1,6.26885,0.00000,12
study,90,1,5.53010,0.00000,12
denies,239,2,4.79697,0.00077,12
cut,239,1,4.74745,0.00000,12
bodycam,53,1,4.67418,0.00000,12
aerial,82,1,4.36249,0.00000,12
gates,87,1,4.16983,0.00000,12
jeffrey,190,1,3.50282,0.00000,12
survivor,130,1,3.49373,0.00000,12
links,94,1,3.38849,0.00000,12
file,56,1,3.23295,0.00000,12
documents,83,1,3.16719,0.00000,12
khanna,89,1,2.94271,0.00000,12
fallout,170,1,2.83001,0.00000,12
names,120,1,2.55250,0.00000,12
maxwell,59,1,2.48739,0.00000,12
york,754,14,44.15335,0.00579,13
mayor,426,12,41.76708,0.00385,13
storm,497,12,38.03497,0.00523,13
mamdani,474,8,30.47747,0.00207,13
knicks,158,8,29.70031,0.00299,13
makes,536,7,27.65036,0.00105,13
robot,164,7,26.83008,0.00274,13
winter,451,8,25.87605,0.00681,13
zohran,146,6,25.66357,0.00015,13
zohran mamdani,145,6,25.66357,0.00015,13
heavy,249,5,24.01172,0.00168,13
city,517,8,23.71839,0.00351,13
humanoid,104,5,22.59669,0.00029,13
game,279,5,17.87107,0.00056,13
york city,186,4,17.70949,0.00004,13
games,176,4,17.01550,0.00074,13
announcement,206,5,16.92589,0.00104,13
snow,157,4,16.30592,0.00014,13
black,240,4,16.28822,0.00020,13
robots,118,4,15.78195,0.00008,13
nyc,430,4,15.75830,0.00008,13
garden,93,3,15.24927,0.00301,13
history,320,3,15.04330,0.00008,13
nyc mayor,86,3,12.87805,0.00004,13
appearance,60,3,12.39018,0.00034,13
calls,1422,8,12.23590,0.00321,13
nba,171,3,11.95555,0.00001,13
big,1342,4,11.81428,0.00023,13
major,777,4,11.77405,0.00067,13
month,165,3,11.51624,0.00021,13
severe,157,2,11.49554,0.00054,13
winter storm,218,3,11.02146,0.00010,13
flights,171,2,10.48887,0.00054,13
millions,240,3,10.24381,0.00030,13
weather,170,2,9.43702,0.00301,13
square,134,2,8.97041,0.00008,13
finals,109,2,7.90605,0.00000,13
nba finals,81,2,7.90171,0.00000,13
frey,45,2,7.56158,0.00000,13
rose,67,1,7.11610,0.00000,13
cancelled,55,1,6.22689,0.00000,13
rains,68,1,5.88110,0.00000,13
rain,193,1,5.76767,0.00000,13
storms,117,1,5.72353,0.00000,13
claim,407,2,5.43274,0.00034,13
slams,817,4,5.22342,0.00024,13
times,2024,2,4.65600,0.00008,13
dangerous,235,1,3.03160,0.00000,13
cold,122,1,3.00748,0.00000,13
hegseth,818,28,75.86482,0.01967,14
canada,720,16,50.75416,0.00893,14
nato,1638,23,50.25710,0.00841,14
tariffs,770,15,43.22909,0.00595,14
trade,1606,18,42.39440,0.00470,14
chief,1414,17,39.48460,0.00355,14
mark,553,12,35.47213,0.00418,14
eu,1084,14,35.39230,0.00366,14
billion,744,9,26.18880,0.00811,14
canadian,208,7,26.06083,0.00069,14
operation,597,8,24.29103,0.00119,14
carney,297,7,21.99231,0.00222,14
rutte,232,6,21.38070,0.00025,14
turkey,338,7,20.04411,0.00118,14
retaliatory,96,5,18.78516,0.00077,14
caine,93,3,18.30100,0.00000,14
epic fury,89,4,16.25830,0.00013,14
ontario,85,4,14.97967,0.00337,14
fury,219,3,13.65664,0.00003,14
operation epic,65,3,13.56647,0.00004,14
mark carney,148,3,13.41640,0.00011,14
dan,103,2,11.54437,0.00000,14
der,108,2,10.98998,0.00000,14
von,114,2,10.93939,0.00000,14
army,631,4,10.31445,0.00037,14
gen,344,2,9.78190,0.00000,14
agreement,205,4,8.76387,0.00006,14
ankara,129,4,8.76299,0.00045,14
erdogan,106,3,8.65193,0.00000,14
cost,222,3,8.51405,0.00024,14
mark rutte,105,2,8.29846,0.00000,14
kelly,110,2,8.10693,0.00002,14
policy,328,3,6.26510,0.00003,14
free,215,2,5.68457,0.00002,14
premier,75,1,5.53337,0.00000,14
countries,202,2,5.38277,0.00004,14
poland,185,3,4.44519,0.00035,14
staff,107,1,4.39926,0.00000,14
buy,139,1,3.70797,0.00000,14
worth,127,1,3.48883,0.00000,14
epic,137,1,3.45845,0.00000,14
brussels,183,1,3.31926,0.00000,14
alliance,175,1,2.50571,0.00000,14
focus,216,1,2.46340,0.00000,14
deals,193,1,2.05839,0.00000,14
officials,674,15,37.89844,0.00323,15
outbreak,368,11,37.72744,0.00230,15
ship,468,13,36.38084,0.00225,15
ebola,331,9,32.80840,0.00138,15
pope,443,10,31.79537,0.00530,15
africa,1480,8,22.39576,0.00283,15
pope leo,368,6,21.14104,0.00056,15
hantavirus,266,7,21.03863,0.00085,15
health,453,6,19.87151,0.00067,15
mass,321,5,17.23880,0.00094,15
cruise,239,5,16.57670,0.00006,15
congo,189,3,14.28670,0.00031,15
passengers,117,4,14.13940,0.00005,15
cruise ship,144,4,13.32599,0.00002,15
leo,383,4,12.05450,0.00024,15
hantavirus outbreak,71,3,9.44068,0.00005,15
cdc,77,2,8.99523,0.00001,15
ebola outbreak,125,2,8.98817,0.00001,15
leo xiv,158,2,8.79082,0.00000,15
xiv,158,2,8.79082,0.00000,15
kenya,174,2,7.80943,0.00006,15
measles,56,1,5.40582,0.00000,15
care,196,1,5.08080,0.00000,15
leads,219,1,3.62277,0.00000,15
feud,88,1,3.31645,0.00000,15
suspected,129,1,3.20244,0.00000,15
federal,632,27,74.95838,0.00621,16
fed,699,17,58.49184,0.00473,16
chair,317,14,55.23563,0.00156,16
rates,242,12,46.20129,0.00104,16
warsh,350,12,45.77919,0.00250,16
kevin warsh,154,8,37.40347,0.00022,16
kevin,234,8,36.01630,0.00022,16
powell,199,9,32.32637,0.00171,16
fed chair,170,6,30.38177,0.00005,16
federal reserve,113,5,25.80291,0.00000,16
reserve,138,5,25.55616,0.00000,16
decision,247,5,18.14682,0.00100,16
probe,362,5,17.58827,0.00018,16
jerome,71,3,15.94855,0.00001,16
jerome powell,71,3,15.94855,0.00001,16
rate,227,3,13.67204,0.00021,16
inflation,382,4,10.41406,0.00079,16
hike,135,2,9.92926,0.00013,16
pick,129,3,8.00778,0.00191,16
independence,208,2,7.36007,0.00025,16
keeps,117,1,5.00904,0.00000,16
nuclear,1195,22,54.57101,0.00795,17
north,476,12,45.22681,0.00371,17
korea,491,11,38.20186,0.00281,17
north korea,233,10,37.65839,0.00241,17
kim,265,7,33.20207,0.00068,17
power,1119,8,27.06539,0.00531,17
daughter,135,5,26.96802,0.00000,17
kim jong,137,4,23.27181,0.00001,17
jong,139,4,23.17623,0.00001,17
plants,78,4,12.97929,0.00109,17
south korea,237,3,12.43360,0.00000,17
site,206,4,12.43060,0.00055,17
plant,177,3,10.87066,0.00010,17
weapon,144,3,7.30835,0.00023,17
uranium,161,3,6.70595,0.00000,17
program,171,2,6.18054,0.00000,17
visits,340,1,4.52355,0.00000,17
weapons,333,2,4.51659,0.00014,17
grid,68,1,4.36842,0.00000,17
struggle,95,1,4.14120,0.00000,17
goes,414,1,2.18558,0.00000,17
rep,581,12,37.27764,0.01035,18
allegations,279,8,31.16407,0.00451,18
sexual,110,5,22.86626,0.00007,18
abuse,134,3,16.77624,0.00111,18
child,184,3,15.75338,0.00180,18
assault,185,3,13.47655,0.00000,18
swalwell,129,4,12.95671,0.00050,18
sex,90,2,11.35955,0.00000,18
misconduct,56,2,9.90207,0.00000,18
smith,175,2,5.91816,0.00054,18
ilhan,70,1,4.25508,0.00000,18
ilhan omar,70,1,4.25508,0.00000,18
omar,151,1,4.24102,0.00000,18
eric,106,1,3.24863,0.00000,18
dave,43,1,2.41627,0.00000,18
gold,362,6,22.26742,0.00178,19
honor,144,3,11.16233,0.00125,19
awards,142,2,11.15964,0.00000,19
medal,130,3,11.09058,0.00169,19
silver,85,1,4.69140,0.00000,19
olympic,152,1,3.55724,0.00000,19
wedding,148,4,20.80355,0.00000,20
ryan,87,1,5.72009,0.00000,20
taylor swift,86,1,5.10338,0.00000,20
swift,104,1,5.09953,0.00000,20
taylor,216,1,4.88055,0.00000,20
dies,322,3,13.15163,0.00000,21
age,113,1,5.14175,0.00000,21
actor,182,1,4.22942,0.00000,21
star,202,1,3.78046,0.00000,21
inside,868,3,10.61451,0.00161,22
look,233,2,8.56412,0.00054,22
like,324,1,4.73069,0.00000,22
deep,118,1,4.42688,0.00000,22
marjorie,50,2,10.30061,0.00000,23
greene,53,2,10.29634,0.00000,23
taylor greene,48,2,10.27750,0.00000,23
marjorie taylor,49,2,10.27324,0.00000,23
bezos,37,1,6.17664,0.00000,24
jeff,44,1,6.17664,0.00000,24
biden,176,1,4.42483,0.00000,25
joe,171,1,4.42483,0.00000,25
bombshell,200,1,5.49986,0.00000,26
drops,345,1,5.49986,0.00000,26
brothers,78,1,6.20223,0.00000,27
tate,97,1,6.20223,0.00000,27
cameras,74,1,5.24822,0.00000,28
flock,82,1,5.24822,0.00000,28
camp,142,1,5.20131,0.00000,29
david,210,1,5.20131,0.00000,29
cancer,200,1,5.58058,0.00000,30
treatment,92,1,5.58058,0.00000,30
chuck,54,1,6.72144,0.00000,31
schumer,82,1,6.72144,0.00000,31
colbert,33,1,5.47791,0.00000,32
stephen,104,1,5.47791,0.00000,32
debt,132,1,5.43559,0.00000,33
trillion,121,1,5.43559,0.00000,33
exclusive,261,1,5.05388,0.00000,34
interview,499,1,5.05388,0.00000,34
hall,94,1,6.04482,0.00000,35
town,116,1,6.04482,0.00000,35
hasan,140,1,2.87107,0.00000,36
mehdi,30,1,2.87107,0.00000,36
images,109,1,6.98556,0.00000,37
satellite,96,1,6.98556,0.00000,37
indian,1031,1,4.83251,0.00000,38
ocean,76,1,4.83251,0.00000,38
insider,75,1,6.68453,0.00000,39
trading,104,1,6.68453,0.00000,39
matt,57,1,4.75272,0.00000,40
walsh,28,1,4.75272,0.00000,40
max,87,1,5.20230,0.00000,41
miller,70,1,5.20230,0.00000,41
partnership,104,1,6.19942,0.00000,42
strategic,217,1,6.19942,0.00000,42
play,157,1,5.66402,0.00000,43
role,257,1,5.66402,0.00000,43
went,117,1,3.82496,0.00000,44
wrong,141,1,3.82496,0.00000,44
