genre,titles,creator,group,nn1,nn2,nn3,nn4,nn5,nn1_group,nn2_group,nn3_group,nn4_group,nn5_group,nn1_dist,nn2_dist,nn3_dist,nn4_dist,nn5_dist
videos,political,@ponderingpolitics,left,https://rumble.com/c/nickjfuentes,@PiscoLitty,@MeidasTouch,@LegalAFMTN,@harryjsisson,right,left,left,left,left,2.719,2.886,3.313,3.358,3.423
videos,political,@rolandsmartin,left,@MLChristiansen,@TomiLahrenIsFearless,@VivaFrei,@RealAmericasVoice,@nypost,right,right,right,right,right,1.603,1.905,2.328,2.335,2.372
videos,political,@samharrisorg,left,@Politicon,@theisabelbrown,@TheAtlantic,@LeejaMiller,@AndrewKlavan,left,right,left,left,right,1.612,1.622,1.696,1.706,1.743
videos,political,@thedavidpakmanshow,left,@TheVaushPit,@RebelNewsOnline,@Vaush,@JustPearlyThings,@axios,left,right,left,right,neutral,1.667,1.843,1.887,2.026,2.391
videos,political,@thegrayzone7996,left,@ABCNews,@NBCNews,@Reuters,@CBSNews,@AssociatedPress,neutral,neutral,neutral,neutral,neutral,1.751,2.072,2.072,2.403,2.433
videos,political,@thehill,neutral,@NewsNation,@oann,@RealAmericasVoice,@USATODAY,@dollemore,neutral,right,right,neutral,left,1.934,2.339,2.463,2.563,2.573
videos,political,@theisabelbrown,right,@LeejaMiller,@thomhartmann,@morebridgetphetasy,@AndrewKlavan,@samharrisorg,left,left,right,right,left,1.334,1.352,1.567,1.57,1.622
videos,political,@thejimmydoreshow,neutral,@fightbackpodcast,@TheAdamCarollaShow1,@podsaveamerica,@Forthepeoplepodcast305,@PTLRadioShow,right,right,left,left,left,1.069,1.354,1.752,1.796,1.868
videos,political,@therationalnational,left,@marklevinshow,@GlennKirschner2,@TheJoyReidShow,@winston_marshall,@lizwheeler,right,left,left,right,right,1.597,1.744,1.79,1.814,1.834
videos,political,@thewarningwithsteveschmidt,left,@LeverNews,@bbrettcooper,@franifio,@bulwarkmedia,@UnHerd,left,right,left,left,left,4.848,4.932,4.96,5.025,5.172
videos,political,@thomhartmann,left,@MrTariqNasheed,@morebridgetphetasy,@ZubyMusic,@theisabelbrown,@chriscuomo,right,right,right,right,left,1.113,1.318,1.338,1.352,1.555
videos,political,@timesofindia,left,@DemocracyNow,@jlptalk,@PiersMorganUncensored,@StatusCoup,@rolandsmartin,left,right,neutral,left,left,2.479,3.191,3.511,3.696,3.87
videos,political,@triggerpod,right,@podsaveamerica,@marklevinshow,@TheMajorityReport,@DropSiteNews,@NovaraMedia,left,right,left,left,left,2.392,2.399,2.459,2.531,2.586
videos,political,@turningpointusa,right,@PragerU,@wethefifth,@ClubRandomPodcast,@Semafor,@clayandbuck,right,neutral,neutral,neutral,right,2.169,2.263,2.446,2.82,2.865
videos,political,@underthedesknews,left,@TheJoyReidShow,@marklevinshow,@therationalnational,@RonPlacone,@DarkHorsePod,left,right,left,left,right,1.616,1.84,2.006,2.042,2.061
videos,political,@usefulidiots,left,@RebelHQ,@chicksonright,@Forthepeoplepodcast305,@FarronBalanced,@JackCocchiarellaShow,left,right,left,left,left,1.857,1.971,2.029,2.188,2.226
videos,political,@wethefifth,neutral,@clayandbuck,@TheJoyReidShow,@TheDonLemonShow,@TheRealTabithaSpeaks,@DemocracyDocket,right,left,left,left,left,1.758,1.856,2.027,2.062,2.063
videos,political,@winston_marshall,right,@JillianMichaels,@DropSiteNews,@therationalnational,@MichaelKnowles,@Forthepeoplepodcast305,right,left,left,right,left,1.704,1.734,1.814,1.909,2.049
videos,political,@wsj,neutral,@nationalreview,@TheDailyBeast,@chriscuomo,@nousnetwork,@AndrewKlavan,right,left,left,left,right,2.751,2.821,3.708,3.733,3.794
videos,political,@zeteo,left,@TheBrianKilmeadeShow,@BreakThroughNews,@JillianMichaels,@SMN,@EzraKleinShow,right,left,right,left,left,1.815,1.929,2.102,2.19,2.27
videos,political,https://rumble.com/c/BannonsWarRoom,right,@cafedotcom,@MegynKelly,@X22Report-y5y,@NewsmaxTV,https://rumble.com/c/GGreenwald,left,right,right,right,left,4.461,4.493,4.54,4.61,4.795
videos,political,https://rumble.com/c/GGreenwald,left,@clayandbuck,@RubinReport,@ChadPrather1,@DemocracyDocket,@TheDonLemonShow,right,right,right,left,left,1.725,1.778,1.971,1.974,2.1
videos,political,https://rumble.com/c/TheAlexJonesShowLive,right,@DailyDenims,@SMN,@MichaelKnowles,@TheJoyReidShow,@DarkHorsePod,left,left,right,left,right,2.39,2.412,2.419,2.44,2.537
videos,political,https://rumble.com/c/nickjfuentes,right,@DueDissidence,@AnthonyBrianLogan,@LegalAFMTN,@PiscoLitty,@breakingpoints,left,right,left,left,left,1.822,2.138,2.199,2.28,2.313
videos,political,https://rumble.com/c/russellbrand,right,@ClipsCandaceOwens,@The_Crucible,@LiberalHivemind,@AsmonTV,@OfficialSaharTV,neutral,right,right,right,right,1.955,2.285,2.341,2.529,2.663
streams,all,@ABCNews,neutral,@NBCNews,@ANINewsIndia,@msnow,@MeidasTouch,@AssociatedPress,neutral,neutral,left,left,neutral,2.476,2.575,2.584,2.6,2.61
streams,all,@ANINewsIndia,neutral,@USATODAY,@NBCNews,@franifio,@msnow,@bulwarkmedia,neutral,neutral,left,left,left,2.281,2.392,2.442,2.443,2.513
streams,all,@AfterPartyEmily,right,@chicksonright,@thejimmydoreshow,@NickCruseRBN,@DueDissidence,@TheDamageReport,right,neutral,left,left,left,2.428,2.686,2.717,2.738,2.78
streams,all,@AssociatedPress,neutral,@Reuters,@NBCNews,@msnow,@ABCNews,@USATODAY,neutral,neutral,left,neutral,neutral,1.779,1.817,2.178,2.61,2.768
streams,all,@BreakThroughNews,left,@Firstpost,@bulwarkmedia,@TheDonLemonShow,@StatusCoup,@JamarlThomas,neutral,left,left,left,left,2.94,3.179,3.265,3.313,3.5
streams,all,@CBSNews,neutral,@USATODAY,@FoxNews,@thehill,@SkyNews,@PTLRadioShow,neutral,right,neutral,left,left,2.246,2.351,2.908,2.985,3.14
streams,all,@CNN,left,@PTLRadioShow,@FoxNews,@thehill,@SkyNews,@ThePodcastoftheLotusEaters,left,right,neutral,left,right,2.2,2.23,2.443,2.866,2.976
streams,all,@CamHigby,right,@ThePodcastoftheLotusEaters,@hutch,@nypost,@TheJoyReidShow,@TheDonLemonShow,right,neutral,right,left,left,1.91,2.047,2.085,2.231,2.313
streams,all,@ChadPrather1,right,@glennbeck,@JustPearlyThings,@lizwheeler,@NewsNation,@TheDonLemonShow,right,right,right,neutral,left,1.929,3.645,4.031,4.114,4.316
streams,all,@DannyHaiphongYT,left,@JamarlThomas,@thejimmydoreshow,@NickCruseRBN,@TheSerfTimes,@TheMajorityReport,left,neutral,left,left,left,2.856,3.183,3.196,3.585,3.68
streams,all,@DueDissidence,left,@TimesNowWorld,@chicksonright,@AfterPartyEmily,@thejimmydoreshow,@MLChristiansen,neutral,right,right,neutral,right,2.644,2.68,2.738,2.936,3.155
streams,all,@FarronBalanced,left,@ThePodcastoftheLotusEaters,@bulwarkmedia,@thehill,@NewsmaxTV,@TheDonLemonShow,right,left,neutral,right,left,2.122,2.286,2.418,2.529,2.531
streams,all,@Firstpost,neutral,@TimesNowWorld,@RedactedNews,@marclamonthillnetwork,@ANINewsIndia,@JamarlThomas,neutral,right,left,neutral,left,2.035,2.38,2.594,2.689,2.702
streams,all,@FoxNews,right,@PTLRadioShow,@thehill,@USATODAY,@SkyNews,@CNN,left,neutral,neutral,left,left,1.656,1.659,1.712,1.808,2.23
streams,all,@FreshFitMiami,right,@RekietaLaw,@MyronGainesX,@RedactedNews,@jimacosta,@hutch,right,right,right,left,neutral,2.382,2.482,2.811,2.919,3.205
streams,all,@JacksonHinkleOfficial,neutral,@oann,@MeidasTouch,@TheOfficerTatum,@ABCNews,@StatusCoup,right,left,right,neutral,left,3.025,3.426,3.845,3.899,4.206
streams,all,@JamarlThomas,left,@Firstpost,@DannyHaiphongYT,@MyronGainesX,@TimcastIRL,@TheMajorityReport,neutral,left,right,right,left,2.702,2.856,2.999,3.033,3.132
streams,all,@JustPearlyThings,right,@ThePodcastoftheLotusEaters,@hutch,@TheDonLemonShow,@NewsNation,@NewsmaxTV,right,neutral,left,neutral,right,2.319,2.339,2.349,2.533,2.585
streams,all,@LIVESNEAKO,neutral,@PTLRadioShow,@markets,@ThePodcastoftheLotusEaters,@PBDPodcast,@NewsmaxTV,left,neutral,right,right,right,3.017,3.187,3.188,3.326,3.336
streams,all,@LukeBeasley,left,@MeidasTouch,@StatusCoup,@TheYoungTurks,@ANINewsIndia,@TheDonLemonShow,left,left,left,neutral,left,3.129,3.178,3.224,3.418,3.426
streams,all,@MLChristiansen,right,@marclamonthillnetwork,@rolandsmartin,@thejimmydoreshow,@franifio,@NickCruseRBN,left,left,neutral,left,left,2.156,2.182,2.63,2.76,2.773
streams,all,@MeidasTouch,left,@TheOfficerTatum,@StatusCoup,@NBCNews,@ABCNews,@Reuters,right,left,neutral,neutral,neutral,1.747,2.423,2.447,2.6,2.639
streams,all,@ModernDayDebate,left,@bulwarkmedia,@marclamonthillnetwork,@judgingfreedom,@NewsmaxTV,@rolandsmartin,left,left,left,right,left,1.953,2.844,3.095,3.118,3.126
streams,all,@MyronGainesX,right,@franifio,@RedactedNews,@RekietaLaw,@FreshFitMiami,@NewsmaxTV,left,right,right,right,right,2.289,2.34,2.368,2.482,2.639
streams,all,@NBCNews,neutral,@msnow,@AssociatedPress,@Reuters,@USATODAY,@ANINewsIndia,left,neutral,neutral,neutral,neutral,1.691,1.817,1.824,2.308,2.392
streams,all,@NewsNation,neutral,@JustPearlyThings,@USATODAY,@ANINewsIndia,@ThePodcastoftheLotusEaters,@hutch,right,neutral,neutral,right,neutral,2.533,3.073,3.18,3.335,3.494
streams,all,@NewsmaxTV,right,@bulwarkmedia,@franifio,@OwenReport,@TheDonLemonShow,@ThePodcastoftheLotusEaters,left,left,left,left,right,1.665,1.706,1.829,1.85,2.151
streams,all,@NickCruseRBN,left,@thejimmydoreshow,@rolandsmartin,@franifio,@chicksonright,@TheMajorityReport,neutral,left,left,right,left,0.989,2.013,2.309,2.355,2.361
streams,all,@OwenReport,left,@NewsmaxTV,@TheDonLemonShow,@RekietaLaw,@TheYoungTurks,@franifio,right,left,right,left,left,1.829,2.381,2.389,2.663,2.701
streams,all,@PBDPodcast,right,@rolandsmartin,@franifio,@markets,@underthedesknews,@FarronBalanced,left,left,neutral,left,left,2.157,2.173,2.289,2.559,2.564
streams,all,@PTLRadioShow,left,@SkyNews,@thehill,@FoxNews,@ThePodcastoftheLotusEaters,@USATODAY,left,neutral,right,right,neutral,1.56,1.625,1.656,1.86,2.195
streams,all,@PhillipScottPodcast,right,@FreshFitMiami,@RedactedNews,@RekietaLaw,@JustPearlyThings,@OwenReport,right,right,right,right,left,3.628,4.157,4.435,4.528,4.601
streams,all,@RSBN,right,@TheOfficerTatum,@TheJoyReidShow,@marclamonthillnetwork,@ANINewsIndia,@franifio,right,left,left,neutral,left,3.076,3.079,3.278,3.424,3.441
streams,all,@RealAmericasVoice,right,@TimcastIRL,@SabbySabs,@Xanderhal,@LukeBeasley,@TimesNowWorld,right,left,left,left,neutral,3.241,3.33,3.663,3.744,3.95
streams,all,@RebelNewsOnline,right,@SkyNews,@FoxNews,@rolandsmartin,@thehill,@USATODAY,left,right,left,neutral,neutral,3.152,3.249,3.347,3.509,3.719
streams,all,@RedactedNews,right,@TimesNowWorld,@MyronGainesX,@RekietaLaw,@Firstpost,@TheDamageReport,neutral,right,right,neutral,left,2.103,2.34,2.371,2.38,2.517
streams,all,@RekietaLaw,right,@MyronGainesX,@RedactedNews,@FreshFitMiami,@OwenReport,@franifio,right,right,right,left,left,2.368,2.371,2.382,2.389,2.777
streams,all,@Reuters,neutral,@AssociatedPress,@NBCNews,@msnow,@MeidasTouch,@ABCNews,neutral,neutral,left,left,neutral,1.779,1.824,2.39,2.639,2.929
streams,all,@RobertGouveiaEsq,right,@TheYoungTurks,@PBDPodcast,@thejimmydoreshow,@rolandsmartin,@franifio,left,right,neutral,left,left,2.944,3.101,3.225,3.244,3.352
streams,all,@RubinReport,right,@TheYoungTurks,@deanwithrs,@RedactedNews,@OwenReport,@TheDonLemonShow,left,left,right,left,left,2.927,2.972,2.985,3.323,3.377
streams,all,@SabbySabs,left,@RealAmericasVoice,@Xanderhal,@DueDissidence,@TheSerfTimes,@TimesNowWorld,right,left,left,left,neutral,3.33,4.747,4.834,4.906,5.394
streams,all,@SkyNews,left,@PTLRadioShow,@FoxNews,@USATODAY,@thehill,@ANINewsIndia,left,right,neutral,neutral,neutral,1.56,1.808,2.082,2.276,2.574
streams,all,@StatusCoup,left,@MeidasTouch,@ANINewsIndia,@TheOfficerTatum,@LukeBeasley,@franifio,left,neutral,right,left,left,2.423,2.743,2.798,3.178,3.206
streams,all,@TheDamageReport,left,@RedactedNews,@TimesNowWorld,@thejimmydoreshow,@AfterPartyEmily,@MLChristiansen,right,neutral,neutral,right,right,2.517,2.609,2.673,2.78,3.061
streams,all,@TheDonLemonShow,left,@NewsmaxTV,@bulwarkmedia,@TheYoungTurks,@franifio,@ThePodcastoftheLotusEaters,right,left,left,left,right,1.85,1.886,1.941,1.987,2.1
streams,all,@TheJoyReidShow,left,@CamHigby,@underthedesknews,@franifio,@hutch,@NewsmaxTV,right,left,left,neutral,right,2.231,2.331,2.39,2.447,2.561
streams,all,@TheMajorityReport,left,@thewarningwithsteveschmidt,@NickCruseRBN,@franifio,@thejimmydoreshow,@judgingfreedom,left,left,left,neutral,left,1.977,2.361,2.543,2.662,2.769
streams,all,@TheOfficerTatum,right,@MeidasTouch,@oann,@StatusCoup,@RSBN,@Reuters,left,right,left,right,neutral,1.747,2.669,2.798,3.076,3.261
streams,all,@ThePodcastoftheLotusEaters,right,@hutch,@thehill,@PTLRadioShow,@CamHigby,@TheDonLemonShow,neutral,neutral,left,right,left,1.659,1.793,1.86,1.91,2.1
streams,all,@TheSerfTimes,left,@thejimmydoreshow,@NickCruseRBN,@chicksonright,@TheDamageReport,@rolandsmartin,neutral,left,right,left,left,2.314,2.433,2.855,3.2,3.263
streams,all,@TheYoungTurks,left,@TheDonLemonShow,@franifio,@NewsmaxTV,@underthedesknews,@rolandsmartin,left,left,right,left,left,1.941,1.959,2.217,2.401,2.637
streams,all,@TimcastIRL,right,@JamarlThomas,@RealAmericasVoice,@StatusCoup,@LIVESNEAKO,@TimesNowWorld,left,right,left,neutral,neutral,3.033,3.241,3.316,3.436,3.616
streams,all,@TimesNowWorld,neutral,@Firstpost,@RedactedNews,@TheDamageReport,@marclamonthillnetwork,@DueDissidence,neutral,right,left,left,left,2.035,2.103,2.609,2.636,2.644
streams,all,@USATODAY,neutral,@FoxNews,@thehill,@SkyNews,@msnow,@PTLRadioShow,right,neutral,left,left,left,1.712,1.938,2.082,2.09,2.195
streams,all,@Xanderhal,left,@RealAmericasVoice,@SkyNews,@deanwithrs,@DueDissidence,@SabbySabs,right,left,left,left,left,3.663,4.231,4.273,4.536,4.747
streams,all,@bennyjohnson,right,@deanwithrs,@RubinReport,@MyronGainesX,@RedactedNews,@FreshFitMiami,left,right,right,right,right,4.139,4.49,4.629,4.688,5.174
streams,all,@bulwarkmedia,left,@NewsmaxTV,@TheDonLemonShow,@ModernDayDebate,@franifio,@FarronBalanced,right,left,left,left,left,1.665,1.886,1.953,2.017,2.286
streams,all,@chicksonright,right,@thejimmydoreshow,@NickCruseRBN,@AfterPartyEmily,@rolandsmartin,@DueDissidence,neutral,left,right,left,left,2.265,2.355,2.428,2.456,2.68
streams,all,@deanwithrs,left,@TheYoungTurks,@RubinReport,@franifio,@underthedesknews,@ThePodcastoftheLotusEaters,left,right,left,left,right,2.694,2.972,2.99,3.106,3.125
streams,all,@franifio,left,@rolandsmartin,@NewsmaxTV,@thewarningwithsteveschmidt,@TheYoungTurks,@hutch,left,right,left,left,neutral,1.659,1.706,1.954,1.959,1.96
streams,all,@glennbeck,right,@ChadPrather1,@lizwheeler,@JustPearlyThings,@TheDonLemonShow,@NewsNation,right,right,right,left,neutral,1.929,3.101,3.496,3.583,4.04
streams,all,@hutch,neutral,@ThePodcastoftheLotusEaters,@nypost,@franifio,@CamHigby,@markets,right,right,left,right,neutral,1.659,1.905,1.96,2.047,2.214
streams,all,@jimacosta,left,@FreshFitMiami,@RedactedNews,@RekietaLaw,@ANINewsIndia,@MyronGainesX,right,right,right,neutral,right,2.919,3.284,3.406,3.445,3.805
streams,all,@jlptalk,right,@MyronGainesX,@LIVESNEAKO,@FreshFitMiami,@TimesNowWorld,@Firstpost,right,neutral,right,neutral,neutral,6.479,6.615,6.723,6.922,6.924
streams,all,@judgingfreedom,left,@bulwarkmedia,@thewarningwithsteveschmidt,@TheDonLemonShow,@TheMajorityReport,@hutch,left,left,left,left,neutral,2.398,2.601,2.725,2.769,2.79
streams,all,@lizwheeler,right,@TheJoyReidShow,@glennbeck,@TheDonLemonShow,@TheYoungTurks,@underthedesknews,left,right,left,left,left,3.025,3.101,3.138,3.328,3.519
streams,all,@marclamonthillnetwork,left,@rolandsmartin,@MLChristiansen,@franifio,@NewsmaxTV,@bulwarkmedia,left,right,left,right,left,1.406,2.156,2.184,2.349,2.369
streams,all,@markets,neutral,@nypost,@hutch,@PBDPodcast,@franifio,@CamHigby,right,neutral,right,left,right,1.937,2.214,2.289,2.324,2.667
streams,all,@msnow,left,@NBCNews,@USATODAY,@AssociatedPress,@Reuters,@ANINewsIndia,neutral,neutral,neutral,neutral,neutral,1.691,2.09,2.178,2.39,2.443
streams,all,@nypost,right,@hutch,@markets,@CamHigby,@ThePodcastoftheLotusEaters,@TheJoyReidShow,neutral,neutral,right,right,left,1.905,1.937,2.085,2.664,2.748
streams,all,@oann,right,@TheOfficerTatum,@MeidasTouch,@JacksonHinkleOfficial,@Reuters,@NBCNews,right,left,neutral,neutral,neutral,2.669,2.931,3.025,3.318,3.35
streams,all,@rolandsmartin,left,@marclamonthillnetwork,@franifio,@thejimmydoreshow,@NickCruseRBN,@PBDPodcast,left,left,neutral,left,right,1.406,1.659,1.787,2.013,2.157
streams,all,@thehill,neutral,@PTLRadioShow,@FoxNews,@ThePodcastoftheLotusEaters,@USATODAY,@SkyNews,left,right,right,neutral,left,1.625,1.659,1.793,1.938,2.276
streams,all,@thejimmydoreshow,neutral,@NickCruseRBN,@rolandsmartin,@franifio,@chicksonright,@TheSerfTimes,left,left,left,right,left,0.989,1.787,2.195,2.265,2.314
streams,all,@thewarningwithsteveschmidt,left,@franifio,@TheMajorityReport,@hutch,@judgingfreedom,@MyronGainesX,left,left,neutral,left,right,1.954,1.977,2.457,2.601,2.651
streams,all,@timesofindia,left,@TheDamageReport,@RedactedNews,@TimesNowWorld,@Firstpost,@AfterPartyEmily,left,right,neutral,neutral,right,4.572,4.707,4.903,5.068,5.169
streams,all,@underthedesknews,left,@franifio,@TheJoyReidShow,@CamHigby,@TheYoungTurks,@PBDPodcast,left,left,right,left,right,2.04,2.331,2.341,2.401,2.559
streams,political,@ABCNews,neutral,@msnow,@ANINewsIndia,@MeidasTouch,@AssociatedPress,@NBCNews,left,neutral,left,neutral,neutral,2.626,2.634,2.672,2.736,2.871
streams,political,@ANINewsIndia,neutral,@USATODAY,@msnow,@franifio,@SkyNews,@bulwarkmedia,neutral,left,left,left,left,2.336,2.361,2.385,2.468,2.476
streams,political,@AfterPartyEmily,right,@chicksonright,@TheDamageReport,@DueDissidence,@NickCruseRBN,@thejimmydoreshow,right,left,left,left,neutral,2.522,2.752,2.769,2.801,2.811
streams,political,@AssociatedPress,neutral,@NBCNews,@Reuters,@msnow,@ABCNews,@USATODAY,neutral,neutral,left,neutral,neutral,1.903,1.977,2.205,2.736,2.742
streams,political,@BreakThroughNews,left,@Firstpost,@bulwarkmedia,@StatusCoup,@TheDonLemonShow,@judgingfreedom,neutral,left,left,left,left,3.01,3.144,3.248,3.266,3.455
streams,political,@CBSNews,neutral,@USATODAY,@FoxNews,@thehill,@SkyNews,@PTLRadioShow,neutral,right,neutral,left,left,2.354,2.497,2.978,3.152,3.27
streams,political,@CNN,left,@PTLRadioShow,@FoxNews,@thehill,@SkyNews,@USATODAY,left,right,neutral,left,neutral,1.954,2.111,2.207,2.753,2.868
streams,political,@CamHigby,right,@ThePodcastoftheLotusEaters,@nypost,@TheJoyReidShow,@underthedesknews,@franifio,right,right,left,left,left,1.943,2.083,2.218,2.312,2.432
streams,political,@ChadPrather1,right,@glennbeck,@JustPearlyThings,@NewsNation,@lizwheeler,@TheDonLemonShow,right,right,neutral,right,left,1.758,3.486,3.993,3.994,4.237
streams,political,@DannyHaiphongYT,left,@JamarlThomas,@NickCruseRBN,@thejimmydoreshow,@TheSerfTimes,@TheMajorityReport,left,left,neutral,left,left,2.746,3.223,3.239,3.518,3.701
streams,political,@DueDissidence,left,@TimesNowWorld,@chicksonright,@AfterPartyEmily,@thejimmydoreshow,@MLChristiansen,neutral,right,right,neutral,right,2.608,2.613,2.769,2.941,3.106
streams,political,@FarronBalanced,left,@ThePodcastoftheLotusEaters,@bulwarkmedia,@thehill,@CamHigby,@franifio,right,left,neutral,right,left,2.147,2.27,2.474,2.496,2.555
streams,political,@Firstpost,neutral,@TimesNowWorld,@RedactedNews,@marclamonthillnetwork,@ANINewsIndia,@MyronGainesX,neutral,right,left,neutral,right,2.017,2.355,2.478,2.653,2.713
streams,political,@FoxNews,right,@PTLRadioShow,@thehill,@SkyNews,@USATODAY,@CNN,left,neutral,left,neutral,left,1.644,1.678,1.797,1.798,2.111
streams,political,@FreshFitMiami,right,@RekietaLaw,@RedactedNews,@MyronGainesX,@jimacosta,@PhillipScottPodcast,right,right,right,left,right,2.218,2.87,2.89,3.014,3.28
streams,political,@JacksonHinkleOfficial,neutral,@oann,@MeidasTouch,@TheOfficerTatum,@ABCNews,@StatusCoup,right,left,right,neutral,left,3.005,3.4,3.491,3.85,4.13
streams,political,@JamarlThomas,left,@Firstpost,@DannyHaiphongYT,@MyronGainesX,@TimcastIRL,@markets,neutral,left,right,right,neutral,2.73,2.746,2.914,3.006,3.013
streams,political,@JustPearlyThings,right,@ThePodcastoftheLotusEaters,@TheDonLemonShow,@NewsNation,@NewsmaxTV,@TheJoyReidShow,right,left,neutral,right,left,2.626,2.659,2.741,2.801,2.955
streams,political,@LIVESNEAKO,neutral,@TimcastIRL,@markets,@PBDPodcast,@PTLRadioShow,@marclamonthillnetwork,right,neutral,right,left,left,3.596,3.608,3.611,3.62,3.743
streams,political,@LukeBeasley,left,@MeidasTouch,@StatusCoup,@TheYoungTurks,@ANINewsIndia,@TheDonLemonShow,left,left,left,neutral,left,3.068,3.101,3.18,3.347,3.421
streams,political,@MLChristiansen,right,@rolandsmartin,@marclamonthillnetwork,@thejimmydoreshow,@NickCruseRBN,@franifio,left,left,neutral,left,left,2.162,2.17,2.665,2.7,2.833
streams,political,@MeidasTouch,left,@TheOfficerTatum,@StatusCoup,@ABCNews,@Reuters,@ANINewsIndia,right,left,neutral,neutral,neutral,1.652,2.368,2.672,2.674,2.758
streams,political,@ModernDayDebate,left,@bulwarkmedia,@marclamonthillnetwork,@rolandsmartin,@NewsmaxTV,@ANINewsIndia,left,left,left,right,neutral,1.976,2.852,2.965,3.079,3.101
streams,political,@MyronGainesX,right,@RedactedNews,@franifio,@RekietaLaw,@NewsmaxTV,@rolandsmartin,right,left,right,right,left,2.298,2.364,2.379,2.672,2.672
streams,political,@NBCNews,neutral,@Reuters,@msnow,@AssociatedPress,@ABCNews,@USATODAY,neutral,left,neutral,neutral,neutral,1.522,1.764,1.903,2.871,2.883
streams,political,@NewsNation,neutral,@JustPearlyThings,@USATODAY,@ANINewsIndia,@ThePodcastoftheLotusEaters,@SkyNews,right,neutral,neutral,right,left,2.741,3.21,3.267,3.459,3.611
streams,political,@NewsmaxTV,right,@bulwarkmedia,@franifio,@OwenReport,@rolandsmartin,@ThePodcastoftheLotusEaters,left,left,left,left,right,1.664,1.776,1.816,2.198,2.207
streams,political,@NickCruseRBN,left,@thejimmydoreshow,@rolandsmartin,@chicksonright,@franifio,@TheMajorityReport,neutral,left,right,left,left,0.943,1.907,2.201,2.283,2.305
streams,political,@OwenReport,left,@NewsmaxTV,@TheDonLemonShow,@RekietaLaw,@franifio,@TheYoungTurks,right,left,right,left,left,1.816,2.484,2.49,2.703,2.705
streams,political,@PBDPodcast,right,@rolandsmartin,@franifio,@markets,@marclamonthillnetwork,@FarronBalanced,left,left,neutral,left,left,2.136,2.25,2.254,2.449,2.601
streams,political,@PTLRadioShow,left,@SkyNews,@thehill,@FoxNews,@ThePodcastoftheLotusEaters,@CNN,left,neutral,right,right,left,1.568,1.611,1.644,1.859,1.954
streams,political,@PhillipScottPodcast,right,@FreshFitMiami,@RedactedNews,@JustPearlyThings,@RekietaLaw,@OwenReport,right,right,right,right,left,3.28,4.08,4.214,4.284,4.461
streams,political,@RSBN,right,@TheJoyReidShow,@underthedesknews,@franifio,@marclamonthillnetwork,@ANINewsIndia,left,left,left,left,neutral,3.015,3.345,3.389,3.408,3.43
streams,political,@RealAmericasVoice,right,@TimcastIRL,@SabbySabs,@Xanderhal,@LukeBeasley,@TimesNowWorld,right,left,left,left,neutral,3.204,3.32,3.671,3.717,3.875
streams,political,@RebelNewsOnline,right,@SkyNews,@rolandsmartin,@FoxNews,@thehill,@marclamonthillnetwork,left,left,right,neutral,left,3.129,3.302,3.306,3.456,3.618
streams,political,@RedactedNews,right,@TimesNowWorld,@MyronGainesX,@RekietaLaw,@Firstpost,@TheDamageReport,neutral,right,right,neutral,left,2.127,2.298,2.33,2.355,2.537
streams,political,@RekietaLaw,right,@FreshFitMiami,@RedactedNews,@MyronGainesX,@OwenReport,@franifio,right,right,right,left,left,2.218,2.33,2.379,2.49,2.824
streams,political,@Reuters,neutral,@NBCNews,@AssociatedPress,@msnow,@MeidasTouch,@ABCNews,neutral,neutral,left,left,neutral,1.522,1.977,2.339,2.674,3.065
streams,political,@RobertGouveiaEsq,right,@TheYoungTurks,@PBDPodcast,@thejimmydoreshow,@NickCruseRBN,@franifio,left,right,neutral,left,left,2.842,3.165,3.206,3.279,3.29
streams,political,@RubinReport,right,@TheYoungTurks,@deanwithrs,@RedactedNews,@TheDonLemonShow,@OwenReport,left,left,right,left,left,2.912,2.922,2.939,3.165,3.268
streams,political,@SabbySabs,left,@RealAmericasVoice,@Xanderhal,@DueDissidence,@TheSerfTimes,@TimesNowWorld,right,left,left,left,neutral,3.32,4.781,4.794,4.83,5.299
streams,political,@SkyNews,left,@PTLRadioShow,@FoxNews,@USATODAY,@thehill,@ANINewsIndia,left,right,neutral,neutral,neutral,1.568,1.797,2.089,2.254,2.468
streams,political,@StatusCoup,left,@MeidasTouch,@ANINewsIndia,@TheOfficerTatum,@LukeBeasley,@franifio,left,neutral,right,left,left,2.368,2.691,2.899,3.101,3.148
streams,political,@TheDamageReport,left,@RedactedNews,@TimesNowWorld,@thejimmydoreshow,@AfterPartyEmily,@NickCruseRBN,right,neutral,neutral,right,left,2.537,2.574,2.628,2.752,3.056
streams,political,@TheDonLemonShow,left,@TheYoungTurks,@franifio,@bulwarkmedia,@NewsmaxTV,@ThePodcastoftheLotusEaters,left,left,left,right,right,1.957,2.164,2.203,2.226,2.364
streams,political,@TheJoyReidShow,left,@underthedesknews,@CamHigby,@franifio,@NewsmaxTV,@nypost,left,right,left,right,right,2.168,2.218,2.397,2.618,2.696
streams,political,@TheMajorityReport,left,@thewarningwithsteveschmidt,@NickCruseRBN,@franifio,@thejimmydoreshow,@judgingfreedom,left,left,left,neutral,left,1.947,2.305,2.494,2.64,2.721
streams,political,@TheOfficerTatum,right,@MeidasTouch,@oann,@StatusCoup,@deanwithrs,@Reuters,left,right,left,left,neutral,1.652,2.616,2.899,3.346,3.363
